year, TaiESM1, INM-CM5-0, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, MIROC-ES2L, IPSL-CM6A-LR, INM-CM4-8, CanESM5, CMCC-CM2-SR5, CNRM-ESM2-1, UKESM1-0-LL, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, NorESM2-MM
2.077000000000000000e+03, 5.704667763749999843e-01, 2.549505253500000013e+00, 3.580905655124999587e+00, 3.302888467499999869e+00, -3.858615613124999566e+00, 4.855455022499999274e+00, 1.530472630499999820e+00, 5.014516693499999178e+00, 5.495290404749999524e+00, 8.015260592812499807e-01, 3.782151653624999721e+00, -6.206109257812499891e-01, 3.931908726374999663e+00, 3.309297173999999675e+00, 3.181099391999999693e+00, 3.175118638874999899e+00
2.078000000000000000e+03, -1.833299657437499786e+00, 2.483851982624999621e+00, 5.286268195312500140e-01, 2.990511822374999795e+00, -4.548504786749999695e+00, 6.668364068999999894e+00, 8.582084468437499725e-01, 4.624446431249999989e+00, 6.094622229749999676e+00, -3.103768192499999912e-01, 3.789963958499999563e+00, -7.218029280937499070e-01, 7.884788399999999031e-01, 4.187568368250000006e+00, 3.419211959999999717e+00, 4.008819856499999723e+00
2.079000000000000000e+03, -8.142050095312499680e-01, 3.671095165874999733e+00, -3.058748335124999773e+00, 1.962333512999999918e+00, -4.865629386093749398e-01, 6.253161092999999227e+00, 1.627392243937499927e+00, 2.351172639374999651e+00, 4.642882179749999949e+00, -2.093344897499999913e-01, 2.294595084375000038e+00, 2.031204964921874967e-01, 2.971159558874999718e+00, 5.347480187249999517e+00, 1.514724710062499868e+00, 3.576553933499999616e+00
2.080000000000000000e+03, -1.004698094343750014e+00, 4.867922090249999556e+00, 1.786413878999999927e+00, 3.565006829999999849e-01, 1.187182944562499953e+00, 3.993074522999999765e+00, 1.946681678812499872e+00, 4.522649701499999786e+00, 5.332428645749999419e+00, -2.607191064843749628e-01, 2.820746143124999605e+00, 1.682648982562499951e+00, 3.166045879499999938e+00, 3.375913771124999574e+00, 2.482006633874999757e+00, 3.428656252874999755e+00
2.081000000000000000e+03, 1.265216682374999957e+00, 1.265802931687499910e+00, 4.468962125250000028e+00, 1.371766478624999896e+00, -1.267941220312500006e+00, 1.699861232812499789e+00, 2.419901163000000022e+00, 4.820237687249999681e+00, 3.896951809499999531e+00, 3.600151484624999565e+00, 3.403314859499999567e+00, -2.930775493499999662e+00, -4.012930438593749760e-01, 3.391345961999999936e+00, 2.962773939374999888e+00, 3.452623612874999637e+00
2.082000000000000000e+03, -1.724329349999999872e+00, 4.440856650749999801e+00, 4.289296667343749925e-01, 9.308696082187499776e-01, 1.467399644999999975e+00, 5.809255922249999315e+00, 1.757782917421874813e-01, 9.213983372812499795e-01, 4.228676036999999610e+00, 2.461799941874999842e+00, 3.817374655499999658e+00, 2.941919281124999674e+00, 1.687609250437499764e+00, 4.850701955999999981e+00, 2.658589262999999647e+00, 2.629860952499999627e+00
2.083000000000000000e+03, 5.071548071249999401e-01, 2.686106393999999842e+00, -4.510765002656249578e-01, 3.218251017374999634e+00, -2.310644937374999763e+00, 5.135635136249999455e+00, 1.460095242187499975e+00, 2.930472944999999996e+00, 8.210621801249999407e+00, -8.218981304999999349e-01, 1.661553862312499907e+00, 1.359138527999999901e+00, 1.797443594999999839e+00, 3.025100654999999694e+00, 2.230833480749999875e+00, 3.448357876124999777e+00
2.084000000000000000e+03, 1.357745646937499995e+00, 5.996847818249999129e+00, 1.240343771062499822e+00, 3.165864793874999972e+00, -2.988891167624999845e+00, 4.684187933999999665e+00, 4.901994336093749571e-01, 4.064068711124999567e+00, 6.160691627999999476e+00, -1.710185084437499947e+00, 4.267178043749999539e-01, -1.322151850687499852e+00, 3.075501588749999793e-01, 4.578787723499999629e+00, 3.763372951124999588e+00, 3.568647020624999833e+00
2.085000000000000000e+03, -3.019059539999999764e+00, 2.950625188124999632e+00, 3.087780425999999689e+00, 4.073104452656249874e-01, -4.417755976406249618e-01, 1.516779970312499781e+00, 2.611699111406249885e-01, 1.499793645937499864e+00, 5.633372751749999630e+00, -2.115445720499999904e+00, 4.515479696249999897e+00, 2.660628262499999952e-01, -2.291633194921874894e-01, 3.099258298124999644e+00, 4.267155377249999937e+00, 3.014832976874999737e+00
2.086000000000000000e+03, -5.610409000312499561e-01, 1.233380474437499874e+00, -5.852135519999999147e-01, -6.450412859999999915e-01, -1.136306507062499804e+00, 2.852050550624999570e+00, 1.992883397062499951e+00, 2.842212796874999725e+00, 6.073648325999999820e+00, 2.551281370874999954e+00, 3.613940846999999845e+00, 1.915737101999999803e+00, -5.829995276999999199e+00, 4.888764922500000054e+00, 3.648998038499999819e+00, 2.628664801874999846e+00
2.087000000000000000e+03, 1.049963633789062351e-01, 3.872032210124999541e+00, 3.179964095999999962e+00, 3.186233600624999607e+00, 1.526559825937499948e+00, 5.309871043499999388e+00, 2.834253898874999678e+00, 4.021800123374999814e+00, 5.634769205249999580e+00, 4.417960529249999269e+00, 3.909973960124999870e+00, 1.488693466687499800e+00, -8.800685614687498992e-01, 3.673291598999999685e+00, 3.087851381999999756e+00, 4.203468917999999555e+00
2.088000000000000000e+03, -5.524353908437499294e-01, -1.298034540703124906e-01, -3.292479862874999608e+00, 3.289416682499999744e+00, -9.178066825312499732e-01, 4.166838868499999293e+00, 1.465768026562499937e+00, 6.526237845937499227e-01, 7.505719274249999629e+00, -9.137858425312499477e-01, 2.908731829499999755e+00, 1.865749585499999919e+00, -1.407724047562499914e+00, 4.350628705499999249e+00, 1.354884370874999799e+00, 3.550768079624999629e+00
2.089000000000000000e+03, -1.234036447874999887e+00, 3.672145216124999667e+00, 3.154302907874999562e+00, 1.569751703999999970e+00, -2.755679491124999991e+00, 1.168628689687500000e+00, 9.449065158749999638e-01, 4.629117208499999414e+00, 9.566264267999999404e+00, -2.514799146374999683e+00, 2.265847802999999772e+00, -1.209375911812499815e+00, 1.587032446499999860e+00, 3.686929933499999645e+00, 2.240950130999999956e+00, 3.572259370874999895e+00
2.090000000000000000e+03, -2.925003419999999910e+00, 2.481037640999999905e+00, 3.212327176874999690e+00, 2.651466500156249850e-01, 2.436653923874999794e+00, 4.483029644999999341e+00, -5.706200909179687253e-02, 3.468125527874999836e+00, 4.611045109500000017e+00, -2.005730713828124956e-01, 4.055029212374999581e+00, -1.137621656812499937e+00, -6.904892815312499987e-01, 3.510626939999999863e+00, 3.765030562124999758e+00, 2.985248759624999693e+00
2.091000000000000000e+03, 1.906585748999999774e+00, -2.354476528124999912e-01, 2.763424042874999653e+00, 2.501358897374999835e+00, 4.458179769750000077e+00, 7.340870747249999440e+00, 1.935460529437499799e+00, 2.838061624499999880e+00, 5.037190091999999453e+00, 3.101469760124999642e+00, 4.352371562250000103e+00, -1.899832887421874783e-01, 4.087230424874999990e+00, 4.659399159749999519e+00, 2.508729944624999764e+00, 3.778633911374999599e+00
2.092000000000000000e+03, -8.092816979062499305e-01, 2.206583035875000043e+00, -3.971723419124999488e+00, 2.538742115249999820e+00, -1.000358321906249959e+00, 4.743523410749999947e+00, 1.190358964687499910e+00, 1.789802151187499968e+00, 3.580041617999999648e+00, 1.606864648499999770e+00, 3.261962623499999658e+00, 1.962022464562499957e+00, 3.852792539999999821e+00, 5.165762363999999884e+00, 2.633619403124999980e+00, 3.324034094624999547e+00
2.093000000000000000e+03, -1.604508317999999933e+00, 2.315539915874999632e+00, 1.177499667937499828e+00, 3.599198506124999586e+00, -2.188270228499999970e+00, 1.486360295437499923e+00, -8.762145173437498880e-01, 3.451912820999999632e+00, 8.320710527999999329e+00, -4.088458542656249750e-01, 1.458086546812499940e+00, 1.730776098339843749e-02, -1.384456146187499792e+00, 4.644403298999999485e+00, 2.881738984499999656e+00, 2.790876623624999997e+00
2.094000000000000000e+03, -1.680788974499999977e+00, 2.791917557999999744e+00, 1.348451150062499826e+00, 1.980338967562499830e+00, -2.974151536874999557e+00, 5.368919247000000006e+00, 1.046885809499999986e+00, 3.416531646374999731e+00, 3.193654661999999700e+00, 3.603259012499999692e-01, 3.267925883999999837e+00, -1.603045959187499925e+00, -1.000660192874999854e+00, 4.888157854499999289e+00, 4.425217751249999942e+00, 2.550502579499999811e+00
2.095000000000000000e+03, -1.198999459124999944e+00, 3.982864742999999486e+00, 3.902562260999999921e+00, 2.167776509624999903e+00, -1.901503155937499745e+00, 6.287460434999999848e+00, 1.751055494062499829e+00, 3.290985352124999874e+00, 9.448539394499999133e+00, -2.573480497499999742e-01, 3.374287696124999680e+00, -5.347340246249999707e-01, 3.282577558874999912e+00, 4.711112286749999711e+00, 4.144128020999999329e+00, 2.857471786124999635e+00
2.096000000000000000e+03, -2.418516289124999830e+00, 2.745418465124999763e+00, -1.363553567999999938e+00, 2.672441450999999635e+00, -3.098572390124999743e+00, 6.209314719749999156e+00, 3.161306609999999795e-01, -9.818625194999999195e-01, 1.010434923899999937e+01, 1.049938518937499898e+00, 2.143306790999999656e+00, 1.457214502499999842e+00, -1.122200306437499906e+00, 5.242399771499999694e+00, 1.437499451812499940e+00, 4.318642331999999584e+00
2.097000000000000000e+03, -3.941113049999999535e-02, -4.453520079374999607e-01, 4.250536397999999494e+00, 1.492791052499999882e-01, -4.050425695499999534e+00, 1.270830459937499990e+00, -3.512427941249999797e-01, 1.050507891562499907e+00, 5.836285230749999720e+00, 1.826710973999999821e+00, 2.377754284499999926e+00, -1.654619021999999884e+00, 2.337297538499999661e+00, 4.712659521750000025e+00, 2.622481282124999868e+00, 4.155423329249999576e+00
2.098000000000000000e+03, -3.800552416874999562e+00, 3.617515994624999731e+00, 5.711339105999999610e+00, 2.400388509374999924e+00, -2.579108441624999859e+00, 3.899472964874999725e+00, 1.933370283937499767e+00, 3.854170268999999482e+00, 6.219960090749999893e+00, 1.933477087499999719e-02, 3.326810248124999703e+00, 2.964651624843749889e-01, 1.544428419187499957e+00, 4.305194691749999691e+00, 4.042163509874999505e+00, 3.072460582124999728e+00
2.099000000000000000e+03, -3.293787374999999646e-03, 1.960501838062499891e+00, 2.553594092999999621e+00, 2.633036972624999805e+00, -1.282711031999999918e+00, 6.302518874999999632e+00, 4.260016846406249891e-01, 4.518096198749999459e+00, 5.584027781249999656e+00, 1.627981572937499788e+00, 1.507704254437499891e+00, 4.418886837656249567e-01, 2.205214176374999724e+00, 5.800737752999999941e+00, 2.695543541999999793e+00, 2.403859440374999767e+00
2.100000000000000000e+03, -1.634619900937499981e+00, -2.013234064453124916e-01, -1.260244218937499827e+00, 3.937008688874999773e+00, -1.716434386312499782e+00, 5.120901911249999827e+00, -8.325821823749999240e-01, 2.100380135625000033e+00, 1.138983445349999890e+01, 2.627618200874999754e+00, 2.544198582374999962e+00, -1.270161182249999854e+00, 1.126497579187499820e+00, 4.873751815499999474e+00, 2.356952596874999806e+00, 4.004344454624999550e+00
