year, ACCESS-ESM1-5, NorESM2-MM, EC-Earth3-Veg, CanESM5, GFDL-ESM4, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, NorESM2-LM, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR
2.090000000000000000e+03, 4.751331059302400206e+01, 4.379385633177599857e+01, 5.715649783398399819e+01, 1.378917621432320004e+02, 2.300414682726400031e+02, 3.541216641679359896e+02, 4.471064310579200196e+01, 1.226712704614400025e+02, 5.732628745420799987e+01, 4.119230572134399893e+01, 1.290470214860799913e+01, 3.263475535052800183e+02, 3.101812294942719745e+02
2.091000000000000000e+03, 4.795120012492800043e+01, 4.389964506726399662e+01, 5.777457047142399915e+01, 1.370585384878079935e+02, 2.304358670663679902e+02, 3.551005476126720168e+02, 4.382263764582400256e+01, 1.223802277068799924e+02, 5.422707009126399669e+01, 4.157295978086399657e+01, 1.130226830540799909e+01, 3.270523979038720199e+02, 3.100738888663040029e+02
2.092000000000000000e+03, 4.801532264448000120e+01, 4.418410695884799821e+01, 5.665387341414400169e+01, 1.379170370191359893e+02, 2.315245070581759990e+02, 3.570888490352639906e+02, 4.420006628556799910e+01, 1.226051514531839928e+02, 5.587390064230400100e+01, 4.159889316249599744e+01, 1.214433460223999894e+01, 3.270315606016000061e+02, 3.104806021365760103e+02
2.093000000000000000e+03, 4.768601106022399705e+01, 4.438320637542400249e+01, 5.548493766656000048e+01, 1.370538240901119877e+02, 2.332829606215680087e+02, 3.571816605941759803e+02, 4.481523646464000166e+01, 1.223823668019199999e+02, 5.706647548723199748e+01, 4.177864844902399710e+01, 1.247126801612800051e+01, 3.267708762193919938e+02, 3.109522432327680121e+02
2.094000000000000000e+03, 4.738820708761599576e+01, 4.457240723455999643e+01, 5.535027114803200021e+01, 1.381789377495040014e+02, 2.326518017556479947e+02, 3.574046969036800192e+02, 4.485097612902399788e+01, 1.217806016184320015e+02, 5.616257361510400159e+01, 4.146394562559999741e+01, 1.215926947020800064e+01, 3.264956627681279997e+02, 3.115293794631679702e+02
2.095000000000000000e+03, 4.716418092236799708e+01, 4.459041757593600153e+01, 5.629940858879999865e+01, 1.366671595929599903e+02, 2.332202138337279962e+02, 3.589774937948159845e+02, 4.511849303244800069e+01, 1.217336338022399929e+02, 5.775635460915199815e+01, 4.187968923238400265e+01, 1.217429556428800019e+01, 3.270294802268160197e+02, 3.119825656217599885e+02
2.096000000000000000e+03, 4.690535042252800224e+01, 4.458279233126400243e+01, 5.591474058035199590e+01, 1.374081840578560048e+02, 2.344617278177279900e+02, 3.605408954449919747e+02, 4.524702747852799689e+01, 1.215286162227200037e+02, 5.735147424972799968e+01, 4.239988778598399932e+01, 1.237410801254399928e+01, 3.270505524101120045e+02, 3.125035988418559896e+02
2.097000000000000000e+03, 4.637482968678399686e+01, 4.489611522867200222e+01, 5.484248773427199808e+01, 1.397683021414399889e+02, 2.343169739980799875e+02, 3.604492582912000103e+02, 4.541983699763199667e+01, 1.211028440350719961e+02, 5.584014488371200002e+01, 4.188725995110399936e+01, 1.176576616038400047e+01, 3.264266413015039916e+02, 3.128086757375999696e+02
2.098000000000000000e+03, 4.621922520268800127e+01, 4.547139338240000228e+01, 5.507528418918399638e+01, 1.409493510389760047e+02, 2.354644013547519990e+02, 3.604592575119360163e+02, 4.545015342694399862e+01, 1.208416311705599924e+02, 5.684984807424000053e+01, 4.183962104627200063e+01, 1.239904105267200052e+01, 3.266232367185920111e+02, 3.129202106695680072e+02
2.099000000000000000e+03, 4.616925007052800112e+01, 4.535478334259200039e+01, 5.572008712601599711e+01, 1.396739470786559991e+02, 2.361857042022400037e+02, 3.621191952629760067e+02, 4.560294772735999658e+01, 1.208710500188159926e+02, 5.649237173862400141e+01, 4.204837994495999709e+01, 1.107539840204800008e+01, 3.272228208639999707e+02, 3.127528747171839996e+02
2.100000000000000000e+03, 4.589206529638399701e+01, 4.522293120204800232e+01, 5.657123304243199868e+01, 1.389658227343360011e+02, 2.371977562030079980e+02, 3.632607170396159972e+02, 4.602242426470400005e+01, 1.210119786332160032e+02, 5.542826842521599673e+01, 4.199353522585600018e+01, 1.217648289382399973e+01, 3.265366662840319805e+02, 3.131906929459199773e+02
