year, MIROC-ES2L, CanESM5, NorESM2-LM, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-MM, CMCC-CM2-SR5, CESM2-WACCM, INM-CM5-0, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, INM-CM4-8
2.077000000000000000e+03, 6.956175337717760385e+02, 7.437509638225919844e+02, 5.726194683084800090e+02, 4.479141868994560127e+02, 3.852299445207040094e+02, 6.912217689620480314e+02, 4.556300956467200081e+02, 6.363136990904320101e+02, 5.755693055344639788e+02, 4.440124104376320133e+02, 6.831554177269759975e+02, 8.045035446599679290e+02, 4.065703619461119729e+02, 4.084921584844800009e+02, 5.946771452723199900e+02, 7.969160822784000402e+02
2.078000000000000000e+03, 6.984685867499520100e+02, 7.475956306411519563e+02, 5.751894693642240100e+02, 4.499685905530880063e+02, 3.861302770401279645e+02, 6.883979621826559878e+02, 4.570705203036159787e+02, 6.394820427775999860e+02, 5.785618239979519331e+02, 4.452431198945279789e+02, 6.860217044172800342e+02, 8.064753373020159870e+02, 4.059236338237440123e+02, 4.082225486233600122e+02, 5.943725381386240088e+02, 7.993680388423680370e+02
2.079000000000000000e+03, 7.022531911352319867e+02, 7.514531823615999429e+02, 5.757102341488639468e+02, 4.498162534318079793e+02, 3.878626588098559864e+02, 6.874891739463679414e+02, 4.580190369873919849e+02, 6.418213906677759724e+02, 5.816952710758399689e+02, 4.428225031700479803e+02, 6.908874326016000396e+02, 8.083137175224319435e+02, 4.043111755939839895e+02, 4.085847016079359832e+02, 5.946024531066880172e+02, 8.010575044935679898e+02
2.080000000000000000e+03, 7.054843487191039912e+02, 7.554877672652800129e+02, 5.772918558556159496e+02, 4.492817648844799692e+02, 3.890491770798079756e+02, 6.891749486100479771e+02, 4.597506134507519846e+02, 6.444684998082559559e+02, 5.841231355576319402e+02, 4.426984188805120084e+02, 6.935142748651519469e+02, 8.106876935864320330e+02, 4.044955571978239846e+02, 4.078758642319359637e+02, 5.956714302013440374e+02, 8.025532268544000090e+02
2.081000000000000000e+03, 7.074227882557439671e+02, 7.582780867215359422e+02, 5.793479372308479469e+02, 4.499332241817600107e+02, 3.899934659051519930e+02, 6.888056485314559723e+02, 4.618398466048000159e+02, 6.473373366353920346e+02, 5.868825849364479836e+02, 4.458049888583680058e+02, 6.955163336048640303e+02, 8.122754221998079629e+02, 4.055873177518079729e+02, 4.092330738974719679e+02, 5.956554582917119660e+02, 8.051582587371519821e+02
2.082000000000000000e+03, 7.098472301854719717e+02, 7.608720456417279365e+02, 5.819874630696959912e+02, 4.507455769804799957e+02, 3.909108776304639719e+02, 6.896445093314559927e+02, 4.625080831180799805e+02, 6.504309210480639649e+02, 5.889947693219839948e+02, 4.500377126830080101e+02, 6.988706359541760094e+02, 8.139657602662399540e+02, 4.058799123988479778e+02, 4.114816234946559916e+02, 5.970085743165440135e+02, 8.063217922211839550e+02
2.083000000000000000e+03, 7.130244993515519809e+02, 7.660728483839999399e+02, 5.837634320465920155e+02, 4.527332073144319793e+02, 3.920960201687040012e+02, 6.896907473387519758e+02, 4.639269322751999880e+02, 6.523174183239680133e+02, 5.915212838338559322e+02, 4.497402861977599855e+02, 7.010387220234239294e+02, 8.161869294469120177e+02, 4.032692098170879831e+02, 4.128890641448959968e+02, 5.978650176389120361e+02, 8.073868098928639938e+02
2.084000000000000000e+03, 7.160003748167679305e+02, 7.713146546421760377e+02, 5.869316415160319593e+02, 4.547237233295359715e+02, 3.931360397885439966e+02, 6.877958614548480227e+02, 4.651177455124479820e+02, 6.533580754780159623e+02, 5.942469103452159516e+02, 4.470967002726399642e+02, 7.043729588223999372e+02, 8.179483358003200237e+02, 4.061580450856960169e+02, 4.138893553172479756e+02, 5.982076083896320142e+02, 8.094791300546560251e+02
2.085000000000000000e+03, 7.186025881272320248e+02, 7.752862243225599741e+02, 5.905501514629120265e+02, 4.542805699461119957e+02, 3.930496035717119980e+02, 6.881672419082240140e+02, 4.656894459248640032e+02, 6.575860681277439426e+02, 5.972868076666879915e+02, 4.451223574937599778e+02, 7.069706087301119624e+02, 8.205872576593919803e+02, 4.048206996439039926e+02, 4.155308716851200188e+02, 5.989837895106560381e+02, 8.113405286154239775e+02
2.086000000000000000e+03, 7.199986538250240073e+02, 7.798643239157760263e+02, 5.936691701350399626e+02, 4.543546581319679944e+02, 3.910853942312959930e+02, 6.877788158033920354e+02, 4.666983941406720078e+02, 6.602448542105599927e+02, 5.996097138851839645e+02, 4.466615328440319672e+02, 7.107703797186559314e+02, 8.213330384650239466e+02, 4.033327283568639814e+02, 4.162648748851199798e+02, 6.000480689848319571e+02, 8.124699036876800164e+02
2.087000000000000000e+03, 7.223655163494399858e+02, 7.844621535150080263e+02, 5.960312008212480350e+02, 4.559141674680319625e+02, 3.892084264140800087e+02, 6.887603500482559866e+02, 4.693595290337279948e+02, 6.647753065103360086e+02, 6.024556665896959657e+02, 4.527455553454079791e+02, 7.137785345474559335e+02, 8.230474686136319633e+02, 4.043162423132159802e+02, 4.182133471969279981e+02, 6.010321533665279503e+02, 8.142348668108800211e+02
2.088000000000000000e+03, 7.246705045012479331e+02, 7.899456859013120038e+02, 5.983263239700479517e+02, 4.570398515527679706e+02, 3.875370130472960000e+02, 6.896963844833279609e+02, 4.707525748326399935e+02, 6.665352364687360023e+02, 6.056740063805440286e+02, 4.536153533317120150e+02, 7.170825723576319888e+02, 8.253096413102080078e+02, 4.042535626342399837e+02, 4.197007145041919784e+02, 6.022016595394559317e+02, 8.151621770936319535e+02
2.089000000000000000e+03, 7.266061925744639893e+02, 7.975697226137599500e+02, 5.999929054986239407e+02, 4.577667412131839910e+02, 3.872922334658559862e+02, 6.880740948049920007e+02, 4.720213014609919924e+02, 6.689009581424639919e+02, 6.080808657879040311e+02, 4.489069283246079749e+02, 7.194786272378879630e+02, 8.266937616302079732e+02, 4.033975219650560007e+02, 4.174351192555519674e+02, 6.026745757040639546e+02, 8.173486509916159548e+02
2.090000000000000000e+03, 7.291439142666239377e+02, 8.008467826606080280e+02, 6.022390391767039546e+02, 4.579474989383679713e+02, 3.877538082324479660e+02, 6.892352123699199637e+02, 4.725729363230719855e+02, 6.717108062781439912e+02, 6.107593147678719561e+02, 4.470444895764479725e+02, 7.230966674227199746e+02, 8.280653325926399475e+02, 4.000231876198399732e+02, 4.197218202419199997e+02, 6.028861699522559547e+02, 8.199094581329919720e+02
2.091000000000000000e+03, 7.335742401413119751e+02, 8.043858357125119483e+02, 6.049429895249919582e+02, 4.603125830778880072e+02, 3.887365504368639790e+02, 6.927666150113279855e+02, 4.738248521809919680e+02, 6.754311874805759999e+02, 6.135012487331839566e+02, 4.522776723455999672e+02, 7.269383814512640356e+02, 8.281564664299519336e+02, 4.011758159134719790e+02, 4.214188691947520056e+02, 6.035275964743680106e+02, 8.218438711377920072e+02
2.092000000000000000e+03, 7.367678167613439655e+02, 8.067958492364799667e+02, 6.065315234447359671e+02, 4.616482172436479914e+02, 3.915481434030079981e+02, 6.942247564083199904e+02, 4.756239737159679635e+02, 6.782794889953279380e+02, 6.162705631150080308e+02, 4.533249732771839717e+02, 7.320099996303359831e+02, 8.299094841753600349e+02, 4.029824536412160114e+02, 4.233812330414079952e+02, 6.049482240163839606e+02, 8.237510379438080008e+02
2.093000000000000000e+03, 7.384289624719359608e+02, 8.120617475768319764e+02, 6.081946824212479896e+02, 4.631952107765760047e+02, 3.920702839193600084e+02, 6.931036357263359378e+02, 4.759477404303360117e+02, 6.812357015633920128e+02, 6.182846343413759769e+02, 4.531285456322559639e+02, 7.355231486607359557e+02, 8.309440344227839432e+02, 4.025812768522239935e+02, 4.230785720647679682e+02, 6.054737535303679579e+02, 8.251231457771519899e+02
2.094000000000000000e+03, 7.409403103805440196e+02, 8.154210159820800072e+02, 6.124997160468479933e+02, 4.641911734271999990e+02, 3.900752045015040039e+02, 6.915684533534720231e+02, 4.766782875238399697e+02, 6.835140474961920063e+02, 6.198940391178240361e+02, 4.541130997760000128e+02, 7.394121744384000294e+02, 8.329052909731840373e+02, 4.011539719782400084e+02, 4.223169871216639990e+02, 6.061213540679680136e+02, 8.271824483778559625e+02
2.095000000000000000e+03, 7.446192183050239919e+02, 8.206730227875839319e+02, 6.166412724797439751e+02, 4.656480062013440033e+02, 3.922712078581760125e+02, 6.905498750156799588e+02, 4.790487403724799833e+02, 6.865257590947840072e+02, 6.214461329244160197e+02, 4.526178471772159924e+02, 7.432880468787200243e+02, 8.350361987317760395e+02, 3.992816011182080160e+02, 4.233333508669439880e+02, 6.064709241405439570e+02, 8.283590680903679413e+02
2.096000000000000000e+03, 7.483245000130559674e+02, 8.295938040791039612e+02, 6.184205968998400067e+02, 4.665200187801600009e+02, 3.921170923519999860e+02, 6.896341074575359471e+02, 4.801871751413759739e+02, 6.893691616624639664e+02, 6.246563525427200148e+02, 4.522996504985599699e+02, 7.473940356136960190e+02, 8.366274170060800088e+02, 3.971586793144319927e+02, 4.274609151016960027e+02, 6.078602789519360385e+02, 8.288177571758079694e+02
2.097000000000000000e+03, 7.507642427637759965e+02, 8.326331645296639863e+02, 6.199836294512639370e+02, 4.669621319761919835e+02, 3.928659266109439727e+02, 6.874371645767679411e+02, 4.804615832862720026e+02, 6.919599664660479448e+02, 6.282049350533119423e+02, 4.559746996633600133e+02, 7.520587727503359474e+02, 8.375343933030400194e+02, 3.972087425269759819e+02, 4.289540537712640003e+02, 6.086057913221119406e+02, 8.290476721438719778e+02
2.098000000000000000e+03, 7.523451262730239932e+02, 8.362244282777600120e+02, 6.230827838996480068e+02, 4.679839315394559662e+02, 3.947927563141120118e+02, 6.853160547123200104e+02, 4.820511238389759683e+02, 6.950085879398400266e+02, 6.302177312112639811e+02, 4.557933715128319818e+02, 7.559923588136960007e+02, 8.387340984647679534e+02, 3.949869693665280010e+02, 4.321072979640320000e+02, 6.094272038174719910e+02, 8.304656824401919266e+02
2.099000000000000000e+03, 7.553397251112959339e+02, 8.408130639626240281e+02, 6.261707982766080249e+02, 4.702552645959680149e+02, 3.954153252454399876e+02, 6.854998658908159541e+02, 4.833472979927040001e+02, 6.964344499732479790e+02, 6.319982635909119608e+02, 4.566171328184319691e+02, 7.602916881858559464e+02, 8.411280058613759820e+02, 3.947715499130879948e+02, 4.347169939128319811e+02, 6.101858024161280127e+02, 8.331242671964159854e+02
2.100000000000000000e+03, 7.585204168294400233e+02, 8.490196727234559830e+02, 6.278209381335040007e+02, 4.730342762086399944e+02, 3.989276018606079788e+02, 6.845718174105600156e+02, 4.830170888273920013e+02, 6.988420475781119876e+02, 6.344048545628160127e+02, 4.608321734574079755e+02, 7.645852461957119885e+02, 8.420596782202879922e+02, 3.956510786846719725e+02, 4.365456097935360162e+02, 6.110908996648960283e+02, 8.352218218496000190e+02
