year, MPI-ESM1-2-LR, GFDL-ESM4, INM-CM4-8, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, NorESM2-LM, IPSL-CM6A-LR, CanESM5, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-MM, INM-CM5-0
2.077000000000000000e+03, 2.094174412559999894e+02, 1.379965533120000032e+02, 2.000588178959999937e+02, 1.579374441359999821e+02, 1.490115419999999915e+02, 1.432381045679999829e+02, 1.441991957039999761e+02, 1.560499356959999773e+02, 2.148667043759999729e+02, 1.609349724719999983e+02, 1.324894216319999884e+02, 1.667738313360000006e+02, 1.271269376999999849e+02, 1.769493790079999940e+02, 1.449314458559999821e+02, 2.003492802239999833e+02
2.078000000000000000e+03, 2.118503963519999900e+02, 1.348256873519999886e+02, 2.005919970479999961e+02, 1.583531201519999740e+02, 1.513996056000000010e+02, 1.449053498159999833e+02, 1.441106741520000014e+02, 1.559491624079999781e+02, 2.159565569999999752e+02, 1.586102962319999961e+02, 1.315748145599999930e+02, 1.694729660399999887e+02, 1.226504498039999902e+02, 1.744159029119999786e+02, 1.479347610479999844e+02, 2.014040490479999903e+02
2.079000000000000000e+03, 2.092775475599999879e+02, 1.379796027120000019e+02, 1.975290630479999834e+02, 1.606696285679999789e+02, 1.533665847599999950e+02, 1.460021718959999930e+02, 1.420566083279999816e+02, 1.574208213839999928e+02, 2.152700813519999770e+02, 1.590674420879999786e+02, 1.302664726440000038e+02, 1.752279549119999729e+02, 1.286329157280000004e+02, 1.726295461919999923e+02, 1.476006371279999883e+02, 2.010293067599999972e+02
2.080000000000000000e+03, 2.080325693519999959e+02, 1.378849631759999852e+02, 2.001075410159999706e+02, 1.610139859199999819e+02, 1.515099815999999748e+02, 1.458783615600000019e+02, 1.429375980239999819e+02, 1.566713210399999809e+02, 2.178143742959999827e+02, 1.599479902799999991e+02, 1.313674259400000039e+02, 1.752502981680000005e+02, 1.326796467839999991e+02, 1.762551139679999892e+02, 1.462997928959999854e+02, 2.027303743679999855e+02
2.081000000000000000e+03, 2.094390434159999757e+02, 1.360398391199999821e+02, 2.018285866799999724e+02, 1.595513620079999839e+02, 1.518123487679999926e+02, 1.492003795679999882e+02, 1.432635225839999862e+02, 1.601931353759999865e+02, 2.149542325439999786e+02, 1.620879759359999923e+02, 1.375943273999999974e+02, 1.735829267759999937e+02, 1.288505141279999862e+02, 1.757921181839999747e+02, 1.475164990799999885e+02, 1.997793616319999899e+02
2.082000000000000000e+03, 2.086057676879999860e+02, 1.371856050719999871e+02, 1.974569086799999980e+02, 1.618081412399999977e+02, 1.543788272879999965e+02, 1.467779890319999936e+02, 1.448436338639999974e+02, 1.569745554479999896e+02, 2.161702449359999889e+02, 1.588685760719999962e+02, 1.384198452720000034e+02, 1.826055655919999765e+02, 1.336501198799999770e+02, 1.751577557759999877e+02, 1.463030411039999876e+02, 2.052621948239999767e+02
2.083000000000000000e+03, 2.140231794479999792e+02, 1.373651237519999881e+02, 1.998531716399999709e+02, 1.607663810159999969e+02, 1.521986805359999835e+02, 1.436515888319999874e+02, 1.448462198160000014e+02, 1.592534256479999897e+02, 2.203369389359999957e+02, 1.607945741999999996e+02, 1.367324800559999858e+02, 1.758258301679999818e+02, 1.295371474559999854e+02, 1.728896078159999945e+02, 1.479036823200000015e+02, 2.011261853519999931e+02
2.084000000000000000e+03, 2.201194509119999907e+02, 1.358778544559999943e+02, 2.011835335679999730e+02, 1.619843328719999818e+02, 1.551033038159999933e+02, 1.437411037679999879e+02, 1.467566391599999918e+02, 1.566622859759999926e+02, 2.207412619919999770e+02, 1.623819072239999741e+02, 1.331011411920000000e+02, 1.773612549359999946e+02, 1.267395810119999879e+02, 1.838471063759999993e+02, 1.488647892239999919e+02, 2.038242320639999718e+02
2.085000000000000000e+03, 2.093045423759999721e+02, 1.356897579839999821e+02, 1.995748822079999911e+02, 1.618575108479999756e+02, 1.535523160319999931e+02, 1.502467125119999878e+02, 1.487392444079999905e+02, 1.576319864399999915e+02, 2.222789258159999690e+02, 1.598822219519999805e+02, 1.335844934639999906e+02, 1.790298877679999805e+02, 1.310914701719999869e+02, 1.784035197359999927e+02, 1.490534691119999877e+02, 2.032413679439999896e+02
2.086000000000000000e+03, 2.078383391279999728e+02, 1.308182028479999985e+02, 2.005917447599999832e+02, 1.624299523199999840e+02, 1.550848867919999918e+02, 1.492496230319999881e+02, 1.492093357919999903e+02, 1.590380032319999941e+02, 2.238339502079999761e+02, 1.607532935759999759e+02, 1.384633649519999778e+02, 1.867560185519999720e+02, 1.293717647879999788e+02, 1.793051182079999819e+02, 1.488836950559999934e+02, 2.028622421519999932e+02
2.087000000000000000e+03, 2.141890588079999702e+02, 1.328615937360000032e+02, 2.005578750959999752e+02, 1.624075459919999957e+02, 1.525954507200000023e+02, 1.557689341679999870e+02, 1.479560793839999917e+02, 1.610912333519999891e+02, 2.260024917119999941e+02, 1.625099118480000016e+02, 1.419619530239999960e+02, 1.817981178479999755e+02, 1.334846347200000025e+02, 1.842418267199999775e+02, 1.500171777359999794e+02, 2.061495705599999724e+02
2.088000000000000000e+03, 2.150131575599999962e+02, 1.322590511519999836e+02, 2.011224798719999853e+02, 1.620844912079999744e+02, 1.546556502959999762e+02, 1.486649928960000011e+02, 1.485602460719999840e+02, 1.605180350159999989e+02, 2.283862979519999783e+02, 1.627493016239999974e+02, 1.400631862319999925e+02, 1.838419029359999968e+02, 1.321227446759999964e+02, 1.788122893679999947e+02, 1.508983724160000008e+02, 2.050850255759999925e+02
2.089000000000000000e+03, 2.185783969679999927e+02, 1.353698725679999768e+02, 2.057642164079999816e+02, 1.640950688879999859e+02, 1.534561469999999872e+02, 1.479502452239999855e+02, 1.472657878799999764e+02, 1.606964972399999851e+02, 2.324350000079999745e+02, 1.627969525199999907e+02, 1.364561616240000035e+02, 1.798247684159999835e+02, 1.281679725959999985e+02, 1.877207993999999758e+02, 1.511373679919999802e+02, 2.064438645119999762e+02
2.090000000000000000e+03, 2.120693034959999750e+02, 1.334014742880000028e+02, 2.045741108399999746e+02, 1.654520471999999813e+02, 1.547116582319999907e+02, 1.495615140719999943e+02, 1.495035193679999850e+02, 1.595131246079999983e+02, 2.254881868559999702e+02, 1.573731389519999766e+02, 1.356990137999999888e+02, 1.781025086159999944e+02, 1.361469826799999794e+02, 1.799150244479999969e+02, 1.501460969039999895e+02, 2.039981846399999768e+02
2.091000000000000000e+03, 2.209430450879999910e+02, 1.390680046800000014e+02, 2.067603125039999838e+02, 1.683367397279999977e+02, 1.561051709999999844e+02, 1.504320338160000006e+02, 1.489312040399999830e+02, 1.617870909600000005e+02, 2.291827238639999962e+02, 1.638307814399999813e+02, 1.414700860319999833e+02, 1.884541533119999883e+02, 1.411349844959999871e+02, 1.793476287359999901e+02, 1.525788154799999745e+02, 2.017138902479999842e+02
2.092000000000000000e+03, 2.224012224239999966e+02, 1.420429532400000028e+02, 2.055423921839999934e+02, 1.657308412079999869e+02, 1.576106365679999897e+02, 1.540624739040000009e+02, 1.481132232719999990e+02, 1.620701107919999799e+02, 2.264572250639999709e+02, 1.662494191919999764e+02, 1.393759852559999786e+02, 1.896320071439999992e+02, 1.350948628799999938e+02, 1.791273182399999939e+02, 1.532443196879999903e+02, 2.047296936959999982e+02
2.093000000000000000e+03, 2.248357070159999864e+02, 1.399027310639999939e+02, 2.073449741759999938e+02, 1.658478082319999771e+02, 1.564345329839999863e+02, 1.519117975439999952e+02, 1.481590766159999930e+02, 1.595867769359999784e+02, 2.318316217199999869e+02, 1.651645492559999866e+02, 1.408712962319999917e+02, 1.812983983919999957e+02, 1.309095862920000002e+02, 1.869879658319999862e+02, 1.532776532399999780e+02, 2.059476140159999886e+02
2.094000000000000000e+03, 2.250479758319999917e+02, 1.359941276879999918e+02, 2.065115249999999776e+02, 1.675952810639999768e+02, 1.576649415599999884e+02, 1.527369369839999820e+02, 1.531660631039999885e+02, 1.618758805679999853e+02, 2.281975707599999907e+02, 1.657387567439999998e+02, 1.422698547599999870e+02, 1.838776962959999821e+02, 1.289353144319999842e+02, 1.826532164879999982e+02, 1.506361348079999800e+02, 2.072417883839999888e+02
2.095000000000000000e+03, 2.274954847919999850e+02, 1.421511847919999809e+02, 2.054686610159999702e+02, 1.684405247039999836e+02, 1.582797516480000013e+02, 1.532644554239999763e+02, 1.543046073120000017e+02, 1.637332563599999844e+02, 2.368362430079999683e+02, 1.652677665839999861e+02, 1.387239784559999975e+02, 1.900219182479999915e+02, 1.300281945119999989e+02, 1.847856177359999776e+02, 1.513808259119999775e+02, 2.068422430319999705e+02
2.096000000000000000e+03, 2.265117192719999935e+02, 1.374793156079999790e+02, 2.015920036079999704e+02, 1.705444489439999813e+02, 1.584004872239999884e+02, 1.537418946959999744e+02, 1.506961635839999758e+02, 1.628400622319999798e+02, 2.358095096879999915e+02, 1.629396844559999806e+02, 1.395262069919999988e+02, 1.905946435439999789e+02, 1.291057270919999951e+02, 1.812355629119999776e+02, 1.550357063999999809e+02, 2.061836925119999933e+02
2.097000000000000000e+03, 2.231530721999999969e+02, 1.394142384239999899e+02, 2.050357663439999953e+02, 1.681946700479999777e+02, 1.593662141519999977e+02, 1.536301626479999811e+02, 1.508081006159999902e+02, 1.618387469279999777e+02, 2.329087337999999932e+02, 1.652373658799999987e+02, 1.424394869039999776e+02, 1.847382506639999917e+02, 1.248124318199999863e+02, 1.891431991439999933e+02, 1.559091747599999849e+02, 2.041573310639999761e+02
2.098000000000000000e+03, 2.256121391039999935e+02, 1.399131379439999989e+02, 2.063110348799999940e+02, 1.682171552159999806e+02, 1.584161606159999849e+02, 1.544949113039999986e+02, 1.530847475279999799e+02, 1.641077463599999930e+02, 2.351904895439999734e+02, 1.642139596079999819e+02, 1.405411143119999906e+02, 1.915671507119999717e+02, 1.255372237079999849e+02, 1.844319099599999845e+02, 1.531462427279999758e+02, 2.098219850639999891e+02
2.099000000000000000e+03, 2.304976962239999807e+02, 1.409725267919999965e+02, 2.114939134079999974e+02, 1.694354224319999958e+02, 1.618370755199999849e+02, 1.503293210639999984e+02, 1.515063707279999790e+02, 1.616984274959999937e+02, 2.374337713679999808e+02, 1.680925091759999930e+02, 1.426047670799999878e+02, 1.917059564159999923e+02, 1.300450741559999983e+02, 1.875259069199999828e+02, 1.516090361759999894e+02, 2.095710846479999816e+02
2.100000000000000000e+03, 2.315364132239999719e+02, 1.398434433839999826e+02, 2.092178972159999830e+02, 1.708101239759999999e+02, 1.612208147759999974e+02, 1.536707179439999891e+02, 1.520127442799999926e+02, 1.578935460239999884e+02, 2.438450559359999943e+02, 1.679083231679999813e+02, 1.444173302159999821e+02, 1.909270960559999821e+02, 1.280709363240000016e+02, 1.842878850479999926e+02, 1.534471907759999851e+02, 2.072448158399999727e+02
