year, CNRM-ESM2-1, INM-CM4-8, CMCC-CM2-SR5, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, CESM2-WACCM, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-LM, TaiESM1, NorESM2-MM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5
2.077000000000000000e+03, 3.070014843251556158e+00, 3.151326323859393597e+00, 3.202603140380233526e+00, 3.281889134086668491e+00, 3.243832045700401068e+00, 3.056638583075255156e+00, 3.041177743580192327e+00, 3.334215155337005854e+00, 3.143256122712045908e+00, 3.000720182899385691e+00, 2.874007180798798800e+00, 3.244740434456616640e+00, 2.896891976706683636e+00, 3.120240883436053991e+00, 2.897394576575607061e+00, 3.073769097682088614e+00
2.078000000000000000e+03, 3.056604322046041489e+00, 3.154984710272401571e+00, 3.219843038823455572e+00, 3.296972787939012051e+00, 3.238511842209845781e+00, 3.042431571520864964e+00, 3.053800889756530523e+00, 3.354415961075574160e+00, 3.163289080839604139e+00, 3.002720524091273546e+00, 2.862499561160802841e+00, 3.235333424527198076e+00, 2.862230502068996429e+00, 3.136670461390167475e+00, 2.905224950518459082e+00, 3.075425256974995136e+00
2.079000000000000000e+03, 3.074908826965838671e+00, 3.146790980827063322e+00, 3.221211279742419720e+00, 3.292693931143730879e+00, 3.254354896489530802e+00, 3.082630445715039968e+00, 3.007471805904060602e+00, 3.350199654232710600e+00, 3.133546106982976198e+00, 2.998672064859420061e+00, 2.894322713837027550e+00, 3.232611401472240686e+00, 2.890049514826387167e+00, 3.151483170222491026e+00, 2.906829875428229570e+00, 3.084465768188238144e+00
2.080000000000000000e+03, 3.065427008550614119e+00, 3.160217532422393560e+00, 3.243849019054323435e+00, 3.306903457269072533e+00, 3.276606334839016199e+00, 3.117217111866921186e+00, 3.027064714115113020e+00, 3.335756901651620865e+00, 3.140563331544399261e+00, 3.002618998289108276e+00, 2.931996015831828117e+00, 3.238455893006175756e+00, 2.942627936135977507e+00, 3.126929013524204493e+00, 2.910999662708491087e+00, 3.080163651611655951e+00
2.081000000000000000e+03, 3.093801112845540047e+00, 3.156134812161326408e+00, 3.272069420199841261e+00, 3.333898319397121668e+00, 3.287496312987059355e+00, 3.062977816443890333e+00, 3.043220832478255033e+00, 3.346994833555072546e+00, 3.150257002562284470e+00, 3.007630852516740561e+00, 2.913853700738400221e+00, 3.233744844328612089e+00, 2.904717007186263800e+00, 3.135216096416115761e+00, 2.914437709841877222e+00, 3.064763790462166071e+00
2.082000000000000000e+03, 3.047391877043992281e+00, 3.143457288388162851e+00, 3.251862642355263233e+00, 3.306252497714012861e+00, 3.257482394110411406e+00, 3.074131195899099112e+00, 3.045390907209366560e+00, 3.343807300552725792e+00, 3.164157236460596323e+00, 3.002525959163904190e+00, 2.906157542020082474e+00, 3.230759419966489077e+00, 2.919332950841635466e+00, 3.152069379575550556e+00, 2.906174829695373774e+00, 3.088277857750654221e+00
2.083000000000000000e+03, 3.069290018174797297e+00, 3.163391549605876207e+00, 3.232095285784453154e+00, 3.294474876020103693e+00, 3.245094988960772753e+00, 3.076746664009988308e+00, 3.064643091056495905e+00, 3.347985888831317425e+00, 3.147897706367075443e+00, 2.997541136574000120e+00, 2.928531251382082701e+00, 3.246496233623474836e+00, 2.925884036812931299e+00, 3.146147564984858036e+00, 2.914694196078926325e+00, 3.077233233489096165e+00
2.084000000000000000e+03, 3.085642901714891195e+00, 3.156331891659647226e+00, 3.225935215596109629e+00, 3.333143319468945265e+00, 3.254086466040462255e+00, 3.125518339220434427e+00, 3.062491875607520342e+00, 3.377238835673779249e+00, 3.133890603203326464e+00, 2.970985381398350000e+00, 2.942814957350492477e+00, 3.228713187854737043e+00, 2.911131992004811764e+00, 3.137460036668926477e+00, 2.920405729673802853e+00, 3.090894583147019148e+00
2.085000000000000000e+03, 3.067526675295084715e+00, 3.159035369753837585e+00, 3.277071530465036631e+00, 3.346363990567624569e+00, 3.305199521128088236e+00, 3.081410564482212067e+00, 3.066862199921160936e+00, 3.360752365551888943e+00, 3.163169638719409704e+00, 2.997443696949630976e+00, 2.918569778557866812e+00, 3.240394312888383865e+00, 2.935428719501942396e+00, 3.187203907873481512e+00, 2.914444624911993742e+00, 3.095217130612581968e+00
2.086000000000000000e+03, 3.084330295678228140e+00, 3.164728987030684948e+00, 3.289401729125529528e+00, 3.329957043752074242e+00, 3.295502706896513700e+00, 3.086008771788328886e+00, 3.052016173023730516e+00, 3.374338906724005938e+00, 3.172411629930138588e+00, 2.983744314406067133e+00, 2.897435438353568316e+00, 3.262615576386451721e+00, 2.918921818491071463e+00, 3.161724389065057039e+00, 2.921370381955057383e+00, 3.099876630585640669e+00
2.087000000000000000e+03, 3.093739191535860300e+00, 3.158516425173729658e+00, 3.251686936710029840e+00, 3.311993577517569065e+00, 3.277261066250503063e+00, 3.105785872321575880e+00, 3.058284998405724764e+00, 3.352430707309395075e+00, 3.166536020580679178e+00, 3.002288646530359983e+00, 2.888850693125277758e+00, 3.257930616382509470e+00, 2.897406520787626505e+00, 3.131373517680913210e+00, 2.920065319631248713e+00, 3.123947989661246538e+00
2.088000000000000000e+03, 3.076063957996666431e+00, 3.163742960896342993e+00, 3.229410981293767691e+00, 3.334238100796937943e+00, 3.253778431098908186e+00, 3.118720196653157473e+00, 3.077600675169378519e+00, 3.353484626859426498e+00, 3.167008759919553995e+00, 2.991030283737927675e+00, 2.957837004214525223e+00, 3.235253272578120232e+00, 2.941277611535042524e+00, 3.144966973923146725e+00, 2.912468800786882639e+00, 3.135626914445310831e+00
2.089000000000000000e+03, 3.087128698825836182e+00, 3.177033725660294294e+00, 3.246449085418134928e+00, 3.350932023022323847e+00, 3.303266130387783051e+00, 3.135711781214922667e+00, 3.050288348458707333e+00, 3.387136186938732862e+00, 3.169146459549665451e+00, 2.991414698772132397e+00, 2.941144339274615049e+00, 3.249367873650044203e+00, 2.954778971616178751e+00, 3.156929102260619402e+00, 2.935655659530311823e+00, 3.127203416079282761e+00
2.090000000000000000e+03, 3.072260355111211538e+00, 3.174077218864113092e+00, 3.289002855308353901e+00, 3.354696964379400015e+00, 3.276401397306472063e+00, 3.100458753760904074e+00, 3.068394516594707966e+00, 3.376241493970155716e+00, 3.154856781475245953e+00, 2.995100745465606451e+00, 2.910781523678451777e+00, 3.239666030276566744e+00, 2.943985490128397942e+00, 3.184747172053903341e+00, 2.926284796558320522e+00, 3.110135137103497982e+00
2.091000000000000000e+03, 3.064325940795242786e+00, 3.191710647661238909e+00, 3.301984013523906469e+00, 3.369615913834422827e+00, 3.262069600168615580e+00, 3.080905135720968246e+00, 3.079500747844576836e+00, 3.354214166756719351e+00, 3.149695938918739557e+00, 3.006645140703767538e+00, 2.916065265890210867e+00, 3.283327782992273569e+00, 2.925601147580891848e+00, 3.170043532736599445e+00, 2.934575651306658983e+00, 3.129377262666821480e+00
2.092000000000000000e+03, 3.098414093255996704e+00, 3.183972998522222042e+00, 3.258296800777316093e+00, 3.359242680016905069e+00, 3.276112850289791822e+00, 3.098301251884549856e+00, 3.052206023130565882e+00, 3.350401134230196476e+00, 3.161405038554221392e+00, 2.998487558215856552e+00, 2.930359030142426491e+00, 3.265272534918040037e+00, 2.920450363308191299e+00, 3.160862519871443510e+00, 2.937655686400830746e+00, 3.134597826283425093e+00
2.093000000000000000e+03, 3.106025385204702616e+00, 3.189980308525264263e+00, 3.247398650273680687e+00, 3.347681940067559481e+00, 3.306077735032886267e+00, 3.154545288998633623e+00, 3.064827283378690481e+00, 3.373227152042090893e+00, 3.175282955635339022e+00, 3.021882183384150267e+00, 2.942123764660209417e+00, 3.257376153487712145e+00, 2.912404679227620363e+00, 3.193653468042612076e+00, 2.927242848090827465e+00, 3.130239446181803942e+00
2.094000000000000000e+03, 3.096012049354612827e+00, 3.174833476077765226e+00, 3.258658270351588726e+00, 3.394903696607798338e+00, 3.283760289195924997e+00, 3.126811457332223654e+00, 3.077789896633476019e+00, 3.392697160597890615e+00, 3.170105454046279192e+00, 3.011644736398011446e+00, 2.905488980468362570e+00, 3.250937908887863159e+00, 2.937530900817364454e+00, 3.193403268232941628e+00, 2.935384714510291815e+00, 3.129765135236084461e+00
2.095000000000000000e+03, 3.089232451748102903e+00, 3.172049846034497023e+00, 3.276551328599452972e+00, 3.379259922076016665e+00, 3.269155661109834909e+00, 3.117328381631523371e+00, 3.082602785434573889e+00, 3.375384968239814043e+00, 3.161261079367250204e+00, 2.994823199696838856e+00, 2.896703383885324001e+00, 3.270227496977895498e+00, 2.955113409552723169e+00, 3.184150275774300098e+00, 2.931399748194962740e+00, 3.158271568827331066e+00
2.096000000000000000e+03, 3.097242931835353374e+00, 3.174940659664571285e+00, 3.303257015068084002e+00, 3.370117256417870522e+00, 3.279265493620187044e+00, 3.114315296988934278e+00, 3.081100957933813334e+00, 3.368502273224294186e+00, 3.157526312861591578e+00, 2.992925327271223068e+00, 2.938372653443366289e+00, 3.265926009044051170e+00, 2.918222139123827219e+00, 3.180068184155970812e+00, 2.925347804557532072e+00, 3.134961181785911322e+00
2.097000000000000000e+03, 3.111071500461548567e+00, 3.179448342416435480e+00, 3.265278192702680826e+00, 3.398461500182747841e+00, 3.327579202596098185e+00, 3.159479191526770592e+00, 3.077533724717795849e+00, 3.374588792212307453e+00, 3.160263737663626671e+00, 3.015156334731727839e+00, 2.936339308507740498e+00, 3.251794434618204832e+00, 2.910767693538218737e+00, 3.209473891183733940e+00, 2.949059265665709972e+00, 3.143250150606036186e+00
2.098000000000000000e+03, 3.099384717643260956e+00, 3.181927709374576807e+00, 3.274373395834118128e+00, 3.412199229933321476e+00, 3.280976344831287861e+00, 3.130491531919687986e+00, 3.094030253123492002e+00, 3.404365712776780128e+00, 3.183265461120754480e+00, 2.992249222006648779e+00, 2.926523995120078325e+00, 3.279791038949042559e+00, 2.942549355793744326e+00, 3.196324571035802364e+00, 2.954965049866586924e+00, 3.141015639994293451e+00
2.099000000000000000e+03, 3.095689555630087852e+00, 3.196421382017433643e+00, 3.291948989499360323e+00, 3.398925438523292542e+00, 3.275512810796499252e+00, 3.121248597744852304e+00, 3.078928997274488211e+00, 3.394495078828185797e+00, 3.180960228201001883e+00, 3.013020521029829979e+00, 2.930241788271814585e+00, 3.298253018874675035e+00, 2.968377142678946257e+00, 3.187981538940221071e+00, 2.946434367913752794e+00, 3.166004817467182875e+00
2.100000000000000000e+03, 3.100478556007146835e+00, 3.205291845370084047e+00, 3.291147470008581877e+00, 3.423212736379355192e+00, 3.281486802734434605e+00, 3.143333131447434425e+00, 3.083675878588110209e+00, 3.409266297239810228e+00, 3.188536001835018396e+00, 2.995665895286947489e+00, 2.959860290866345167e+00, 3.286179620772600174e+00, 2.946913079358637333e+00, 3.187171218451112509e+00, 2.932483528275042772e+00, 3.171422460582107306e+00
