year, UKESM1-0-LL, EC-Earth3-Veg, CESM2-WACCM, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, IPSL-CM6A-LR
1.969000000000000000e+03, 2.328871126163317025e-09, 2.297044700267328499e-10, 4.165315745538204252e-10, 5.518520558600085837e-10, 4.769970687315704193e-10, 1.411975069503127370e-09, 6.254327171047298190e-10, 1.143939773232821071e-09
1.970000000000000000e+03, 2.153995265656734781e-09, 2.249730379371891085e-10, 4.683916048523632404e-10, 5.441002645060728316e-10, 4.584127129701110491e-10, 1.408370601956363990e-09, 6.350352131659354370e-10, 1.223244984394529004e-09
1.971000000000000000e+03, 2.334816182550078250e-09, 2.530000551183502020e-10, 4.793127030296194120e-10, 5.422785395302937845e-10, 4.521523419954356742e-10, 1.428285530792440039e-09, 6.410184248605219834e-10, 1.337007775566915297e-09
1.972000000000000000e+03, 2.330382699966284122e-09, 2.406124477890160313e-10, 4.078773801981519988e-10, 5.432304114216066226e-10, 4.492067700221684166e-10, 1.443632738391860503e-09, 6.479018669581310433e-10, 1.245570752026445782e-09
1.973000000000000000e+03, 2.626942612880313899e-09, 2.688464004180772930e-10, 3.546522589913914828e-10, 5.514483807577463625e-10, 4.548362413240650119e-10, 1.452855998498356636e-09, 6.582716801239452398e-10, 1.216216328478749044e-09
1.974000000000000000e+03, 2.362031903720815297e-09, 2.489029962474182374e-10, 4.146031798311983853e-10, 5.660705767055396834e-10, 4.657127046117598757e-10, 1.449146139490181369e-09, 6.755161919917771360e-10, 1.314096397423539530e-09
1.975000000000000000e+03, 2.383087417578725686e-09, 2.862738297929028595e-10, 5.279522109252634949e-10, 5.537135471503419429e-10, 4.547362435821416499e-10, 1.443102235697768660e-09, 6.558266665126871380e-10, 1.439130360802206710e-09
1.976000000000000000e+03, 2.322280160573992887e-09, 2.591894352334146288e-10, 4.762133836168683366e-10, 5.364613972657455496e-10, 4.409012808134007267e-10, 1.461822310608906856e-09, 6.295773938588433283e-10, 1.374142001377761943e-09
1.977000000000000000e+03, 2.499005056060027025e-09, 2.703860491825593525e-10, 4.227740429311492779e-10, 5.540897109760191979e-10, 4.569247209018148912e-10, 1.477617829977808773e-09, 6.533851389943794858e-10, 1.359089691856203606e-09
1.978000000000000000e+03, 2.531832629164161561e-09, 2.833194667272928141e-10, 4.026909996136455361e-10, 5.476752979737303746e-10, 4.528688036735992512e-10, 1.506113267650213735e-09, 6.434797734459038863e-10, 1.422915596158844269e-09
1.979000000000000000e+03, 2.557093835857849295e-09, 3.194277830488447264e-10, 4.451252794401172264e-10, 5.481067803872124572e-10, 4.537451363668661243e-10, 1.512552065393326770e-09, 6.455722288728763380e-10, 1.352131901249441580e-09
1.980000000000000000e+03, 2.572405725551054586e-09, 3.015672008045893387e-10, 5.066312023646346511e-10, 5.418749812446734190e-10, 4.494385022535392610e-10, 1.533633004467697337e-09, 6.322952963159227670e-10, 1.303836741728218396e-09
1.981000000000000000e+03, 2.468642585138026774e-09, 2.909003556247649960e-10, 4.428404009860051490e-10, 5.393369836467743228e-10, 4.477575515912773889e-10, 1.503154326274819594e-09, 6.315189201878263031e-10, 1.310347730186053960e-09
1.982000000000000000e+03, 2.322589608827921943e-09, 3.338066880829260032e-10, 4.454929881148363702e-10, 5.167043176995439177e-10, 4.304873838083908166e-10, 1.527118650852224725e-09, 6.112208383635862198e-10, 1.506776526667844859e-09
1.983000000000000000e+03, 2.467365860387329487e-09, 3.692551185537869890e-10, 5.677744449636358428e-10, 5.164716021145574404e-10, 4.309945453221693835e-10, 1.564462810956006651e-09, 6.118454974019363564e-10, 1.772422158200028799e-09
1.984000000000000000e+03, 2.620079825223488340e-09, 3.405429821668195532e-10, 5.118875134372876687e-10, 5.154324345806827483e-10, 4.303077525445584649e-10, 1.583513360737360296e-09, 6.064220576458600403e-10, 1.669553818494361865e-09
1.985000000000000000e+03, 2.803055852756528889e-09, 3.915870052395703608e-10, 5.136725971882093499e-10, 5.104171832715244813e-10, 4.270111769490931935e-10, 1.567393365484608208e-09, 5.996861750556940137e-10, 1.673073391326635884e-09
1.986000000000000000e+03, 2.499949282313172878e-09, 3.680641354424609089e-10, 6.779072810950996260e-10, 5.019405074077214494e-10, 4.209103617407638572e-10, 1.585633673715177129e-09, 5.883099658291337487e-10, 1.780057317868505288e-09
1.987000000000000000e+03, 2.768900714841577752e-09, 4.139916749022484489e-10, 7.320386349974771057e-10, 5.065754435767118836e-10, 4.264471052046385777e-10, 1.601104636403634563e-09, 5.925145444262594987e-10, 1.597325425185682292e-09
1.988000000000000000e+03, 3.060455182839067528e-09, 4.146210850496628753e-10, 6.667553158175593614e-10, 5.185034773504481755e-10, 4.373070022033455269e-10, 1.598824460775056944e-09, 6.052411760050349214e-10, 1.640306048698898329e-09
1.989000000000000000e+03, 3.057587771782034669e-09, 4.198125783666446505e-10, 5.860749610697040671e-10, 5.189834713197505895e-10, 4.397561543182589604e-10, 1.615259628272188310e-09, 6.031485926294013606e-10, 1.535771606772443301e-09
1.990000000000000000e+03, 2.769167227798362980e-09, 4.099788483058829343e-10, 7.444123825611759324e-10, 5.163076741281702789e-10, 4.381865542833185903e-10, 1.663594120863582134e-09, 6.006621318256274702e-10, 1.803911650060259422e-09
1.991000000000000000e+03, 2.921260878032133697e-09, 3.860177311362586098e-10, 6.931651475365239945e-10, 5.184236955567024513e-10, 4.398670624442033552e-10, 1.681876288228791245e-09, 5.858272054594710068e-10, 1.943987223793540501e-09
1.992000000000000000e+03, 3.249059246290482193e-09, 4.658276785318797699e-10, 6.210390441427877097e-10, 5.150763223142479597e-10, 4.382259332035341937e-10, 1.677224307138804691e-09, 5.833692934763257485e-10, 1.881600457006606428e-09
1.993000000000000000e+03, 2.999131143276070193e-09, 5.342563689024826336e-10, 5.988658418163241180e-10, 5.104568371125160703e-10, 4.363661784075583681e-10, 1.675174779988116010e-09, 5.769649978313503780e-10, 1.841066987359865475e-09
1.994000000000000000e+03, 2.598252725645187889e-09, 4.700035886269397372e-10, 7.759424913257985079e-10, 5.019426039429593873e-10, 4.290850748505784515e-10, 1.670787564584985068e-09, 5.662337239372091561e-10, 1.784268888722524079e-09
1.995000000000000000e+03, 3.043831941903978879e-09, 4.801998967471428731e-10, 7.888939344468072545e-10, 4.919268196938514346e-10, 4.217545914678565451e-10, 1.657792246375851263e-09, 5.514579072046029580e-10, 1.921611101171926625e-09
1.996000000000000000e+03, 3.094355544153369848e-09, 4.759842210711122723e-10, 7.588133944849231271e-10, 4.824171850816420512e-10, 4.152415908993402358e-10, 1.671336110561737921e-09, 5.393664593084079572e-10, 1.872572635086555072e-09
1.997000000000000000e+03, 3.028174098614623395e-09, 4.416033450451736944e-10, 7.230089680637778402e-10, 4.759694394657672095e-10, 4.097960302679417062e-10, 1.698834901927344606e-09, 5.309043303582580774e-10, 1.912818874605840240e-09
1.998000000000000000e+03, 2.849203606810626681e-09, 4.332370796563282877e-10, 6.862292223945641650e-10, 4.733668681897734475e-10, 4.097119861863756010e-10, 1.661611954505688381e-09, 5.281287240603766137e-10, 2.035959263116205758e-09
1.999000000000000000e+03, 2.993756533000501574e-09, 4.989318303143438703e-10, 7.847768443880738689e-10, 4.643169198226111546e-10, 4.001306430703330818e-10, 1.650847781196774192e-09, 5.236362070233675440e-10, 1.994808363381050498e-09
2.000000000000000000e+03, 3.418356230901330457e-09, 5.332087815224893064e-10, 6.865685987371731439e-10, 4.638226401517652370e-10, 3.983714877461895255e-10, 1.713125750411837663e-09, 5.227143791202095813e-10, 1.879817754928579836e-09
2.001000000000000000e+03, 2.884514097270587767e-09, 5.073514840486990841e-10, 6.516924401936463550e-10, 4.656390672604535501e-10, 3.912047825595153948e-10, 1.685543936303256148e-09, 5.593060328034271801e-10, 2.011246110241021714e-09
2.002000000000000000e+03, 2.700611214532254570e-09, 5.057133560395459569e-10, 7.559211451877705620e-10, 4.375512022328370862e-10, 3.691481091593661421e-10, 1.675742565613250609e-09, 5.102064289103181265e-10, 1.982417440237551833e-09
2.003000000000000000e+03, 3.077815332504240198e-09, 5.457268182663156035e-10, 8.025914719400719416e-10, 4.501842679677815719e-10, 3.881144723709003560e-10, 1.701295191311551921e-09, 5.885300565386868101e-10, 2.085509536331835920e-09
2.004000000000000000e+03, 3.155394392377193947e-09, 5.025242210905287794e-10, 8.819199382311846185e-10, 4.431297804114119791e-10, 3.736095530069600108e-10, 1.700688425063877329e-09, 5.839278025065896840e-10, 2.329131093758887681e-09
2.005000000000000000e+03, 3.060601433068198510e-09, 5.684762388163260359e-10, 9.648180670783057101e-10, 4.192143105444667832e-10, 3.454894091426787057e-10, 1.691613398858543655e-09, 4.940158171125083242e-10, 2.158936721463684783e-09
2.006000000000000000e+03, 3.127847022904339150e-09, 5.728284290081926734e-10, 9.719485468572626016e-10, 4.372740955590923822e-10, 3.582627846602684543e-10, 1.698369089306523081e-09, 5.523921251427711124e-10, 2.086768144959661844e-09
2.007000000000000000e+03, 3.303921274069831984e-09, 5.839183221569841322e-10, 9.540613768773161121e-10, 4.184837179105666535e-10, 3.441414340747420247e-10, 1.711874190089391812e-09, 5.216022265676095457e-10, 2.375582841974484688e-09
2.008000000000000000e+03, 3.295642477082336583e-09, 6.403694203404149454e-10, 7.950883045591918213e-10, 4.098369806642170282e-10, 3.404819033877482695e-10, 1.743570257118904003e-09, 5.316403110421956373e-10, 2.414040411132234934e-09
2.009000000000000000e+03, 3.558049750861686509e-09, 7.126363621036354307e-10, 9.947239779686524524e-10, 4.318660949215048558e-10, 3.594660784030909786e-10, 1.800069218841298228e-09, 5.764875338494520712e-10, 2.170829329130132476e-09
2.010000000000000000e+03, 3.542628010894419047e-09, 7.122587193569780861e-10, 1.012558556535002724e-09, 3.915169706246489078e-10, 3.227574033772288025e-10, 1.825315915840950647e-09, 5.323088105279500612e-10, 2.262622022282740653e-09
2.011000000000000000e+03, 3.424987120980355199e-09, 6.912049656095450944e-10, 9.320307733887075622e-10, 4.236756500574071492e-10, 3.594822033238166473e-10, 1.833313155138683698e-09, 5.463238811696220616e-10, 2.743358573661422715e-09
2.012000000000000000e+03, 3.549881158856562127e-09, 6.849890169331228344e-10, 8.737259134342380299e-10, 3.971352288412187428e-10, 3.263184603147240059e-10, 1.845326819019499988e-09, 5.230360806064142720e-10, 2.561275270190421001e-09
2.013000000000000000e+03, 3.414341274684658497e-09, 7.596068151534811956e-10, 9.917608537208711438e-10, 4.061013283159276919e-10, 3.337368183526455396e-10, 1.852049394334483900e-09, 5.944802196040289989e-10, 2.407569045012337787e-09
2.014000000000000000e+03, 3.528261035423657646e-09, 7.568097687830649156e-10, 1.197644408752551264e-09, 4.003370275277011709e-10, 3.258889707744609397e-10, 1.862318526486504960e-09, 5.983823120560656777e-10, 2.697017196002382712e-09
