year, INM-CM4-8, NorESM2-LM, ACCESS-ESM1-5, IPSL-CM6A-LR, MPI-ESM1-2-LR, CNRM-ESM2-1, GFDL-ESM4, CMCC-CM2-SR5, TaiESM1, NorESM2-MM, CESM2-WACCM, CanESM5, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, INM-CM5-0
2.077000000000000000e+03, 2.947348060009460937e+02, 2.986610246410627951e+02, 2.976849256740653686e+02, 2.954447427588850701e+02, 2.962175615694057456e+02, 2.959424848308990477e+02, 2.955235841367754119e+02, 2.981385036226553211e+02, 2.981646812409703671e+02, 2.972224405222644918e+02, 2.988630537523642943e+02, 2.977052063912905737e+02, 2.984915887886855899e+02, 2.973824871061638646e+02, 2.966093358836896527e+02, 2.953345929274190667e+02
2.078000000000000000e+03, 2.949804107605194758e+02, 2.982032159183153794e+02, 2.975085517941851094e+02, 2.943774923652827624e+02, 2.964219566810646711e+02, 2.962785296591627002e+02, 2.959489152106253300e+02, 2.989442949230613067e+02, 2.980712778214823402e+02, 2.975792319360541001e+02, 2.982905605695397071e+02, 2.978348803734505736e+02, 2.988847950593893756e+02, 2.975322914425929071e+02, 2.963723930245541283e+02, 2.950463923500850001e+02
2.079000000000000000e+03, 2.954499409766187341e+02, 2.982122007348635861e+02, 2.973187273303175289e+02, 2.947863676861181830e+02, 2.963183792722496719e+02, 2.962621803023112079e+02, 2.954420088174420584e+02, 2.986734512054250104e+02, 2.985704872959013301e+02, 2.981333635182465969e+02, 2.990474864120783423e+02, 2.973808305089938813e+02, 2.993186654056872271e+02, 2.979295765619883696e+02, 2.957536460185589817e+02, 2.953384931939289686e+02
2.080000000000000000e+03, 2.951450825445784290e+02, 2.980498619410021206e+02, 2.972083514641633997e+02, 2.950335405198329681e+02, 2.961841995720837417e+02, 2.960048816116422472e+02, 2.953602246284368675e+02, 2.987217105329805236e+02, 2.986800467520490656e+02, 2.977915999741996416e+02, 2.995327650450846022e+02, 2.978063667471499230e+02, 2.988800547423814464e+02, 2.980474730884321843e+02, 2.957860177707545972e+02, 2.955358010473007653e+02
2.081000000000000000e+03, 2.953867736543522255e+02, 2.985188501513658821e+02, 2.976297706241184073e+02, 2.947310830973971179e+02, 2.962509963349825739e+02, 2.960340712461091925e+02, 2.955898821384001280e+02, 2.978000225116407478e+02, 2.984535415709955828e+02, 2.975022133469651067e+02, 2.984326945812121608e+02, 2.973809336814859989e+02, 2.989272531765307122e+02, 2.971313213061778811e+02, 2.959398625905861309e+02, 2.954348407521230229e+02
2.082000000000000000e+03, 2.947350527131019930e+02, 2.988977800611214661e+02, 2.972771208285116131e+02, 2.952449786883688603e+02, 2.960083037731100717e+02, 2.963425937533051524e+02, 2.961914145449778744e+02, 2.980377012011227862e+02, 2.982913129970559680e+02, 2.971272474399730754e+02, 2.988261993149421869e+02, 2.973965807784329627e+02, 2.996423635711431075e+02, 2.971729827199715146e+02, 2.967185939321656178e+02, 2.956551659799874869e+02
2.083000000000000000e+03, 2.951652653444281782e+02, 2.986002642554619797e+02, 2.976352573276135445e+02, 2.953447017353577166e+02, 2.954726276722489047e+02, 2.960935117360131130e+02, 2.959893458474649606e+02, 2.986969296589361420e+02, 2.979868511340210944e+02, 2.973767079298374938e+02, 2.993885531539541489e+02, 2.970374910946556497e+02, 2.989623324736796803e+02, 2.971093615384896793e+02, 2.968769898557069382e+02, 2.952986271936254639e+02
2.084000000000000000e+03, 2.948738845969105569e+02, 2.984876025237466592e+02, 2.976893197568466576e+02, 2.949450846544620504e+02, 2.963639964185440476e+02, 2.952999791531213987e+02, 2.959484030593873740e+02, 2.985712331917497409e+02, 2.974936959278504105e+02, 2.969120163170636033e+02, 2.987131067822364798e+02, 2.974345073725863813e+02, 2.989479079712586440e+02, 2.986765410311531355e+02, 2.962982118778587619e+02, 2.952046350304709108e+02
2.085000000000000000e+03, 2.955967749733129608e+02, 2.979662149501296540e+02, 2.976739809622639541e+02, 2.944127055452759123e+02, 2.963357310524114041e+02, 2.969752566421666984e+02, 2.960448870414383578e+02, 2.983130140041061509e+02, 2.982757860847533493e+02, 2.979851769226768852e+02, 2.996196488321144784e+02, 2.979383118376833295e+02, 2.985119859042803796e+02, 2.982247361846954163e+02, 2.963006588841460029e+02, 2.957356827847152090e+02
2.086000000000000000e+03, 2.950598182383046719e+02, 2.975690533668523017e+02, 2.977224880943158496e+02, 2.946347815531907486e+02, 2.960375625022898589e+02, 2.961381601660137903e+02, 2.956126805117517620e+02, 2.984063286626104059e+02, 2.988315665954920064e+02, 2.982715183075019354e+02, 2.994560960926366420e+02, 2.976216225993850344e+02, 2.992369877267682909e+02, 2.971740723309083023e+02, 2.962653898769365242e+02, 2.953959411980683285e+02
2.087000000000000000e+03, 2.956644247020680041e+02, 2.973115379281670130e+02, 2.979256039966501817e+02, 2.950743442475297798e+02, 2.959727948518846006e+02, 2.962842444075284902e+02, 2.959519846201633868e+02, 2.985521477658692220e+02, 2.987277889923672092e+02, 2.971238656298734213e+02, 2.986968581824356761e+02, 2.976613197275072480e+02, 2.992798304977799830e+02, 2.973264875611677098e+02, 2.962936321481026312e+02, 2.953553189866186699e+02
2.088000000000000000e+03, 2.955201186240978473e+02, 2.980107278854704305e+02, 2.975957263753797406e+02, 2.954255155299932198e+02, 2.967473893158311284e+02, 2.961363940647095774e+02, 2.957912834095036487e+02, 2.983510659395525408e+02, 2.986479934368223326e+02, 2.969882850261055864e+02, 2.995049531588718423e+02, 2.969307065862961394e+02, 2.985585922653550028e+02, 2.981975962916404796e+02, 2.972763998338425040e+02, 2.957737063504156936e+02
2.089000000000000000e+03, 2.951861925902777557e+02, 2.987502417906498522e+02, 2.979491640965931083e+02, 2.947285620564135229e+02, 2.961824298651125105e+02, 2.955777812946298582e+02, 2.955959483740319911e+02, 2.980855299763207995e+02, 2.981825560063127796e+02, 2.971891638112933833e+02, 2.991714550883698962e+02, 2.974083567442045819e+02, 2.987489403950007727e+02, 2.973470267297445844e+02, 2.966163682571041704e+02, 2.952594676763656594e+02
2.090000000000000000e+03, 2.951841616582222514e+02, 2.984623676972078101e+02, 2.971561683413767696e+02, 2.948867369032527677e+02, 2.961764960690539397e+02, 2.961227873672784199e+02, 2.957651875320146928e+02, 2.977148750076544843e+02, 2.981769944809951198e+02, 2.975712043268325715e+02, 2.987506445211871551e+02, 2.975575107341974785e+02, 2.989850201481335148e+02, 2.966419225884541788e+02, 2.963091835486534364e+02, 2.951089812422930549e+02
2.091000000000000000e+03, 2.952953014355971959e+02, 2.986798553576401218e+02, 2.971182951533948540e+02, 2.946862951328486133e+02, 2.963835523146023547e+02, 2.958240506107370038e+02, 2.956367060445212473e+02, 2.985652690265832234e+02, 2.983859137271122677e+02, 2.978154533394730947e+02, 2.994308620820426654e+02, 2.973744732962934449e+02, 2.986541179198138138e+02, 2.967735770624271368e+02, 2.972206087558157037e+02, 2.956900573907909120e+02
2.092000000000000000e+03, 2.952238797328398618e+02, 2.985476684298882901e+02, 2.975498375527151893e+02, 2.941556561807345815e+02, 2.963779958270233692e+02, 2.967314920246526526e+02, 2.955836197289665392e+02, 2.982235664343709232e+02, 2.981085069767966047e+02, 2.974604291384398493e+02, 2.986404075018868411e+02, 2.966715384915232789e+02, 2.990745933316138121e+02, 2.978959326546835769e+02, 2.964468607643328824e+02, 2.952306705224593202e+02
2.093000000000000000e+03, 2.950406551284735315e+02, 2.981852380667871785e+02, 2.971171032285937486e+02, 2.941785831166300227e+02, 2.959842743073141946e+02, 2.961952938194297076e+02, 2.956490380825765669e+02, 2.987811028461200635e+02, 2.987308588226237589e+02, 2.974577190148341970e+02, 2.987405479249761129e+02, 2.972069900249051102e+02, 2.993335244970447775e+02, 2.974029587685907359e+02, 2.955623671021838845e+02, 2.951094398862838943e+02
2.094000000000000000e+03, 2.953452162862514569e+02, 2.990337505584179780e+02, 2.970286975566782530e+02, 2.953439750876543144e+02, 2.959631748410075147e+02, 2.962548536857482304e+02, 2.954242002038398027e+02, 2.982825811012450572e+02, 2.991485616407856583e+02, 2.977562134634688960e+02, 2.981030087593690041e+02, 2.972807352425636509e+02, 2.984638204999300797e+02, 2.966554106227694660e+02, 2.956920889564498225e+02, 2.954112846639809504e+02
2.095000000000000000e+03, 2.952101982072679789e+02, 2.989456581640117747e+02, 2.979768362855251667e+02, 2.942723801958882746e+02, 2.954486186775416172e+02, 2.955776899393799226e+02, 2.951976362163282488e+02, 2.982443084765649814e+02, 2.985550315689615104e+02, 2.973239115372828110e+02, 2.979869712817498453e+02, 2.973622321981512187e+02, 2.982961158895301423e+02, 2.973693848336102974e+02, 2.964155637106055678e+02, 2.953875730685971917e+02
2.096000000000000000e+03, 2.952070984976982118e+02, 2.977776978807466435e+02, 2.977010693537628185e+02, 2.941984363570157370e+02, 2.955580928137466685e+02, 2.957544577402017012e+02, 2.953574843598576081e+02, 2.981681565531131923e+02, 2.983382062230442671e+02, 2.970085053090056704e+02, 2.987050566591838674e+02, 2.974853395758041188e+02, 2.984580183744279225e+02, 2.976250432895348581e+02, 2.963474793339884172e+02, 2.947872084405877899e+02
2.097000000000000000e+03, 2.952096554611707120e+02, 2.975913203221989534e+02, 2.971178756449046432e+02, 2.944848166367740987e+02, 2.964526399935997460e+02, 2.971104486354686856e+02, 2.953782982591339419e+02, 2.982911805540827572e+02, 2.988820896995081853e+02, 2.979101955843848373e+02, 2.984857350849412114e+02, 2.980871383367029352e+02, 2.986408053722400950e+02, 2.983101239726656786e+02, 2.969775208124339656e+02, 2.953391761760877898e+02
2.098000000000000000e+03, 2.952175126303681623e+02, 2.987598952183791425e+02, 2.974603958837259938e+02, 2.949429818091102788e+02, 2.966282266250481143e+02, 2.960337084587218328e+02, 2.956670347235052532e+02, 2.981755922515417296e+02, 2.983788509911438496e+02, 2.981628325978132352e+02, 2.988244034647215130e+02, 2.977652233462735012e+02, 2.987121254583385053e+02, 2.968988450307010680e+02, 2.958081505245752396e+02, 2.953691400347767626e+02
2.099000000000000000e+03, 2.946747398422922970e+02, 2.985247999905492406e+02, 2.976698752772066996e+02, 2.949208257125441150e+02, 2.959973354992924897e+02, 2.960679473216270594e+02, 2.957883125114029781e+02, 2.982069109529087996e+02, 2.988903263750327142e+02, 2.972831471867930873e+02, 2.997433123825403527e+02, 2.974391258287853361e+02, 2.987287109539549874e+02, 2.964722564801048748e+02, 2.962362904731314188e+02, 2.950077553539093742e+02
2.100000000000000000e+03, 2.947434324190253960e+02, 2.983902014713788162e+02, 2.978512566945719300e+02, 2.948002882334508854e+02, 2.960332063496993555e+02, 2.962934444051396099e+02, 2.955978726796834053e+02, 2.985273329648179583e+02, 2.986400643120950349e+02, 2.976017051872170214e+02, 2.986920510082962323e+02, 2.973753321414884567e+02, 2.987996095072336402e+02, 2.970801800120288476e+02, 2.965280248072958216e+02, 2.950733458402010569e+02
