year, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, IPSL-CM6A-LR, CanESM5, CESM2-WACCM, TaiESM1, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L
2.085000000000000000e+03, 4.466436806102104384e+01, 2.719563233236263855e+01, 3.861070509802721773e+01, 1.623169959491402281e+01, 1.114954313210012415e+01, 2.395054272235566728e+01, 1.606585587579326457e+01, 1.328219620203581641e+01, 1.354801884923755217e+01, 3.386037397084324141e+01, 1.628134482491732271e+01, 3.128960057068244982e+00, 1.535894891635392412e+01, 1.708918852316966763e+01
2.086000000000000000e+03, 4.472929560777707536e+01, 2.719883208269925490e+01, 3.863409159772671586e+01, 1.627289974183819510e+01, 1.117188750289263588e+01, 2.398223889644641460e+01, 1.609774787527142692e+01, 1.336843301265013295e+01, 1.351995588826053130e+01, 3.387257576030577155e+01, 1.626184408017480365e+01, 3.130682869105270605e+00, 1.539677718077675728e+01, 1.709043043957472108e+01
2.087000000000000000e+03, 4.483205571447954441e+01, 2.719905375392992752e+01, 3.859939690824504765e+01, 1.625666253025259067e+01, 1.119114678438585919e+01, 2.399859194049661681e+01, 1.610836501057423575e+01, 1.331148337215698874e+01, 1.349800392911858538e+01, 3.384800522942595080e+01, 1.625922271746606640e+01, 3.108038086188361415e+00, 1.534935827274301978e+01, 1.713006692090905148e+01
2.088000000000000000e+03, 4.482167285379161825e+01, 2.719763856134695246e+01, 3.859094978917718777e+01, 1.626739090982321656e+01, 1.118403784743961182e+01, 2.403295569532967590e+01, 1.610136646465144850e+01, 1.336553424237637167e+01, 1.346425799721851746e+01, 3.383384837835503589e+01, 1.627419958816323842e+01, 3.083330351282690174e+00, 1.538090007513762814e+01, 1.716038556711658103e+01
2.089000000000000000e+03, 4.476872897132915341e+01, 2.718424425845853420e+01, 3.856810112146787617e+01, 1.628106886289738497e+01, 1.117531744230773327e+01, 2.405550249105836969e+01, 1.612794871439572830e+01, 1.334480130333431624e+01, 1.343368901405220761e+01, 3.387761887941169192e+01, 1.632958349137482301e+01, 3.080426542675827939e+00, 1.529367034064060960e+01, 1.718255793818789456e+01
2.090000000000000000e+03, 4.480648004490982572e+01, 2.718397217210945982e+01, 3.859454866727858047e+01, 1.628297895397880524e+01, 1.118057996795071851e+01, 2.405658510954313556e+01, 1.612531817338131646e+01, 1.331522398847405420e+01, 1.341408962833220464e+01, 3.387156942108966007e+01, 1.636793637711026506e+01, 3.077525338546136524e+00, 1.529456111840964816e+01, 1.720355735339381553e+01
2.091000000000000000e+03, 4.490593563385468201e+01, 2.719004945179187160e+01, 3.860180393699998547e+01, 1.631961505693571723e+01, 1.118225597128798299e+01, 2.408101879041993243e+01, 1.614904645987514442e+01, 1.333514984833055017e+01, 1.341719421390954103e+01, 3.392649283954120421e+01, 1.638913861366789249e+01, 3.069493731165833239e+00, 1.531154869752248970e+01, 1.723245471724502664e+01
2.092000000000000000e+03, 4.505926954846610499e+01, 2.717425963416938117e+01, 3.859757210352051260e+01, 1.632227649237029965e+01, 1.120974515463220911e+01, 2.412863286146318842e+01, 1.615787298981687314e+01, 1.330767967824883158e+01, 1.343156661941050523e+01, 3.389294042384810979e+01, 1.639809261053635936e+01, 3.054468634943890759e+00, 1.533128875618282905e+01, 1.724070797217534334e+01
2.093000000000000000e+03, 4.506799689250840402e+01, 2.716840154860221190e+01, 3.858601126988793339e+01, 1.633343183801200027e+01, 1.122658255213060130e+01, 2.416665567306855777e+01, 1.613982140177212443e+01, 1.338186428390216953e+01, 1.344005704515208954e+01, 3.387128600876288687e+01, 1.639325701837914551e+01, 3.052593246535031390e+00, 1.526180487757211601e+01, 1.722673714385246768e+01
2.094000000000000000e+03, 4.499653636741645357e+01, 2.718649912301393812e+01, 3.857308530242053735e+01, 1.636115559407056708e+01, 1.123188367718802994e+01, 2.418738487328991837e+01, 1.615520054464083799e+01, 1.339249099326737635e+01, 1.347406881536042533e+01, 3.394291934248661136e+01, 1.641880846134608163e+01, 3.063867481371037371e+00, 1.524836243385396095e+01, 1.723856640073463709e+01
2.095000000000000000e+03, 4.496486027858123435e+01, 2.720721021431748454e+01, 3.857021728887482226e+01, 1.633550996351352325e+01, 1.123505391948232024e+01, 2.421301178959937772e+01, 1.615845605072918190e+01, 1.331067974281345734e+01, 1.350107761468351875e+01, 3.404366239149053541e+01, 1.642316478201716023e+01, 3.085818477080212396e+00, 1.526163500043683818e+01, 1.726025036645758348e+01
2.096000000000000000e+03, 4.508533053321243500e+01, 2.720933686970112575e+01, 3.854021956741412680e+01, 1.632402301067991601e+01, 1.126587753400235137e+01, 2.420389934477455540e+01, 1.619613260028190638e+01, 1.327031285362620139e+01, 1.350083731588550862e+01, 3.417197549151823210e+01, 1.639745688915483512e+01, 3.054518217962038040e+00, 1.532579105250570350e+01, 1.726073470400238463e+01
2.097000000000000000e+03, 4.512776114158901208e+01, 2.719964654527591108e+01, 3.856591206902290736e+01, 1.635589153826394337e+01, 1.129087150712638987e+01, 2.421523496410184961e+01, 1.621575509134371629e+01, 1.334353222045506726e+01, 1.349460061055415316e+01, 3.422230866830643947e+01, 1.639231307961242479e+01, 3.064697739988641700e+00, 1.543902777474567145e+01, 1.722906008653232490e+01
2.098000000000000000e+03, 4.510024797089665327e+01, 2.719997589652918535e+01, 3.856945898166785014e+01, 1.638050302982983908e+01, 1.130056617371793770e+01, 2.421916836578994037e+01, 1.621683319532057510e+01, 1.331114195281926094e+01, 1.349897482133456350e+01, 3.431502849010784928e+01, 1.641530441776332694e+01, 3.057225052422012812e+00, 1.540212827113706595e+01, 1.720784592837222604e+01
2.099000000000000000e+03, 4.512244145269123408e+01, 2.722091736442233056e+01, 3.852696818589643613e+01, 1.639701378942548970e+01, 1.130171804937900326e+01, 2.421504761364690594e+01, 1.623720402676570629e+01, 1.327243641150079689e+01, 1.350454679282589865e+01, 3.437720133652487675e+01, 1.643725905683867694e+01, 3.033774679107070771e+00, 1.536628927313680748e+01, 1.722529177428612712e+01
2.100000000000000000e+03, 4.519597948583145808e+01, 2.723221223775019695e+01, 3.855732662057793192e+01, 1.641043697234346155e+01, 1.130550601109350062e+01, 2.422958039658567131e+01, 1.626574771990890156e+01, 1.326872486893286052e+01, 1.348805290547800162e+01, 3.430810459085699904e+01, 1.644340675043031297e+01, 3.012766837516855034e+00, 1.529911241905899644e+01, 1.724727290789736145e+01
