year, GFDL-ESM4, INM-CM4-8, NorESM2-MM, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, CanESM5, IPSL-CM6A-LR, NorESM2-LM, EC-Earth3-Veg, ACCESS-ESM1-5, INM-CM5-0, MIROC-ES2L, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1
2.077000000000000000e+03, 2.046248616486442184e+00, 3.795159239447591482e+00, 1.811372852344697471e+00, 1.672445462894073032e+00, 2.590100885791986052e+00, 2.843900413022804496e+00, 4.951218100589486859e+00, 2.277308184927810508e+00, 2.031856126018885433e+00, 7.878461721048798161e+00, 2.704827108761970411e+00, 3.660517938089498102e+00, 1.794244558687627666e+00, 1.843785934658197956e+00, 4.263979474604092879e+00, 3.173459058883593809e+00
2.078000000000000000e+03, 2.088333249627896571e+00, 3.557918497886307208e+00, 1.533594251889043969e+00, 1.789603061736833034e+00, 2.474362446092718937e+00, 2.972321626349709422e+00, 4.733410959117978045e+00, 2.478667085337884046e+00, 1.756665817640484351e+00, 7.288938128144843986e+00, 2.688453095998919462e+00, 4.154925203949570545e+00, 1.978352303730566364e+00, 1.609178932896856429e+00, 4.653904734351201000e+00, 2.853871103109919094e+00
2.079000000000000000e+03, 2.019705604895740692e+00, 3.398538453551999350e+00, 2.273257754468413161e+00, 1.750032843851090369e+00, 2.607526477025416067e+00, 2.100648434853203295e+00, 5.041798945334349469e+00, 2.664456076481775959e+00, 2.143226276902302718e+00, 8.072901688445185187e+00, 2.830679487119738713e+00, 3.875054704482897794e+00, 1.855077880139489599e+00, 1.707528103729388569e+00, 4.912921772512271801e+00, 3.042306837030218425e+00
2.080000000000000000e+03, 2.281263049625015249e+00, 3.201634044004437740e+00, 2.949928995677264520e+00, 1.955959190551039839e+00, 2.636945188798703654e+00, 2.634988859521700366e+00, 5.208590777027239049e+00, 2.512634242450584310e+00, 2.843199692246315191e+00, 1.021683644986891792e+01, 2.703863558523282418e+00, 3.827095001732621515e+00, 2.208263352319403960e+00, 1.656051879471795774e+00, 4.730900890907986600e+00, 3.061963889376225101e+00
2.081000000000000000e+03, 2.284815746003064696e+00, 3.899433903400371992e+00, 2.463990890073449069e+00, 2.076913898623432342e+00, 3.767123477447649194e+00, 3.121743915867323693e+00, 5.224054028742493472e+00, 2.465385522767053139e+00, 2.191765687272491103e+00, 7.362043655408278653e+00, 2.749140157023426845e+00, 4.258069956938911105e+00, 2.279487567763791134e+00, 1.700262120022328682e+00, 4.736144479843853006e+00, 3.575352045012180735e+00
2.082000000000000000e+03, 2.361692372149986507e+00, 3.456296451134546199e+00, 3.032599769302906090e+00, 1.733104543796302854e+00, 2.898622936629034363e+00, 2.984471361866798844e+00, 4.856488282798314238e+00, 2.535007719284583683e+00, 2.405876428372680120e+00, 7.605859330533889739e+00, 2.612558764391089916e+00, 4.169428115069123919e+00, 2.020207144195490301e+00, 1.691465366516831326e+00, 4.965253415420511018e+00, 2.957503158800163678e+00
2.083000000000000000e+03, 2.166054160977766596e+00, 3.433694748043762068e+00, 3.180237876687321830e+00, 1.715117007360634771e+00, 2.714981400619527196e+00, 3.376695895268809089e+00, 4.826761970111300037e+00, 2.528612616218866904e+00, 2.185452329963796902e+00, 6.450823862338245007e+00, 2.547562492316803429e+00, 3.630781012736809643e+00, 1.809634346755043977e+00, 1.753613346384047533e+00, 4.008631452400078565e+00, 3.201420350443331841e+00
2.084000000000000000e+03, 2.106365551147861392e+00, 3.519983724312797158e+00, 2.791602054621004747e+00, 1.627888643874764396e+00, 3.110009332938310500e+00, 2.971638734978787610e+00, 4.875724855569676386e+00, 2.712078007748132347e+00, 2.808995355890882006e+00, 9.949451817778145468e+00, 2.824381215437323345e+00, 4.026079435636587434e+00, 1.866528765114360500e+00, 1.727406179259458607e+00, 5.396390042868381087e+00, 3.488034310909998936e+00
2.085000000000000000e+03, 2.410454749657973572e+00, 3.542222909993498092e+00, 2.752540564701431158e+00, 2.135182291748462191e+00, 3.547614724042900125e+00, 3.392770631297620465e+00, 5.055229073835514342e+00, 3.049517871496672416e+00, 2.347229153103107535e+00, 8.186995757046998889e+00, 2.742212805931476094e+00, 4.355721336612788264e+00, 2.501453349635001544e+00, 1.695475390216429457e+00, 4.083179692317187914e+00, 3.515356283762419043e+00
2.086000000000000000e+03, 2.290617149830619148e+00, 3.348421397508519526e+00, 2.507217887888203212e+00, 2.298124989094246562e+00, 3.021142917297001240e+00, 2.905965784921920481e+00, 5.188948923360854337e+00, 2.827932608919572655e+00, 1.822563337946224493e+00, 7.865361049707305874e+00, 2.785740568137085038e+00, 4.310066915491360007e+00, 2.362933415440910512e+00, 1.900931291544314172e+00, 4.673625291271431337e+00, 3.897698499179944154e+00
2.087000000000000000e+03, 2.245239418915889740e+00, 3.636173658235627215e+00, 2.292054034023128128e+00, 1.809518221669249582e+00, 2.444462265524700584e+00, 3.219002351320882749e+00, 5.268358283518674412e+00, 2.592617174081915721e+00, 2.269448771741410464e+00, 9.487471683924388444e+00, 2.814992460796466922e+00, 4.170799611505469073e+00, 2.156486075513843303e+00, 1.789277507072939866e+00, 4.783458445336800757e+00, 3.899630898604848461e+00
2.088000000000000000e+03, 2.604565943342490808e+00, 3.442410562348927172e+00, 3.021247733428967130e+00, 1.828677226672105860e+00, 2.787429372420954454e+00, 3.298160469940122574e+00, 5.262864383805164081e+00, 2.461736418365783940e+00, 2.430643088749371739e+00, 9.259105080881461447e+00, 2.767149318523327128e+00, 4.635016434048894851e+00, 1.981436953155900627e+00, 1.677101533144567558e+00, 4.886486823439116556e+00, 4.001637763470118792e+00
2.089000000000000000e+03, 2.505598943293921632e+00, 3.623388683784559028e+00, 2.770657732480569457e+00, 1.746937025760567197e+00, 2.916067587134310024e+00, 3.080438604214231990e+00, 5.265445800581723290e+00, 2.624809713678853296e+00, 2.054010085278510367e+00, 9.159202451332113526e+00, 2.852788117797264267e+00, 4.831320369365910139e+00, 2.156680152361401426e+00, 1.705541379256184653e+00, 5.508729116212903065e+00, 3.573911996737308083e+00
2.090000000000000000e+03, 2.701532212702466573e+00, 3.549604562114762274e+00, 2.910174927881834517e+00, 2.175184890469864296e+00, 3.691585974972348527e+00, 2.967428140823777927e+00, 5.201289036371966823e+00, 2.593096022819428192e+00, 2.354095349668091419e+00, 7.414592775405478342e+00, 2.909116772023101927e+00, 4.120074288080637359e+00, 2.035545717946923627e+00, 1.757571048014646253e+00, 5.497987253859728973e+00, 3.615237672503530231e+00
2.091000000000000000e+03, 2.485085931361626255e+00, 3.938815532580547174e+00, 2.582119763309870031e+00, 2.162520525070912747e+00, 3.324356145636461424e+00, 3.266921114933975634e+00, 5.301030356802251653e+00, 2.207786734160796627e+00, 1.884404302305833667e+00, 6.662152776046839975e+00, 2.558372262672595543e+00, 4.027702877582095553e+00, 1.762272393547586358e+00, 1.809255428129488807e+00, 4.439057403439004013e+00, 2.978512626345072523e+00
2.092000000000000000e+03, 2.138841637333292578e+00, 4.077833080169628310e+00, 2.304257356758080633e+00, 2.129914909321975802e+00, 2.489144767012311465e+00, 2.168900305597120326e+00, 5.945980766645110549e+00, 2.969461361352129014e+00, 2.356996910301119907e+00, 7.788543674644936132e+00, 2.666664655017504604e+00, 4.270141892126754435e+00, 2.061781920080609343e+00, 1.893495830491625620e+00, 4.913625205715403510e+00, 3.127489049828755086e+00
2.093000000000000000e+03, 2.501271053842103687e+00, 3.894914482039389281e+00, 3.000724967460755899e+00, 2.206331888491844140e+00, 2.635464250649263818e+00, 3.266078798225439783e+00, 5.716487932028836205e+00, 3.171385384697562593e+00, 2.681486208123287529e+00, 1.070364162320375456e+01, 3.015275429191290435e+00, 4.121768052537912119e+00, 2.394816567068656088e+00, 1.715470206910742368e+00, 4.802703885195585443e+00, 3.916117783652370843e+00
2.094000000000000000e+03, 2.556405495953489204e+00, 3.872665274719766959e+00, 2.732128652581822692e+00, 1.868124415167447649e+00, 3.206006436954075500e+00, 3.008926051154332093e+00, 5.573527832112707969e+00, 3.190713991234807256e+00, 2.491905876426461663e+00, 9.511371928851875879e+00, 2.929899030810874105e+00, 4.267129324245055422e+00, 2.140761619502057123e+00, 1.720910445228489793e+00, 5.755921913541523161e+00, 3.341566449471085054e+00
2.095000000000000000e+03, 2.501507432508561557e+00, 3.806393918998866255e+00, 3.393148370817670401e+00, 1.844846434092050513e+00, 3.540044458830374108e+00, 2.955761131982276080e+00, 5.455100533532554863e+00, 2.884294283908139800e+00, 2.113288802233197039e+00, 8.339578677873543455e+00, 2.922414228096200883e+00, 3.850289345085398107e+00, 2.000258387843373065e+00, 1.727510217187743002e+00, 5.691933357532475313e+00, 3.553798173057582499e+00
2.096000000000000000e+03, 2.417965669529707817e+00, 3.851480611834134038e+00, 2.435301311438602845e+00, 2.042261409651118687e+00, 2.771922307190681778e+00, 3.394028221625561503e+00, 5.269462167297158217e+00, 2.744275338176419332e+00, 2.660074725538942531e+00, 8.258343327435444081e+00, 2.793614334790348153e+00, 4.061457120735703086e+00, 2.069485189886114629e+00, 1.716755485146563842e+00, 5.077563944423208575e+00, 3.400264188115591502e+00
2.097000000000000000e+03, 2.661199337885422622e+00, 3.838272344006499637e+00, 2.488376518191595554e+00, 1.946943953778258685e+00, 3.417659098026477160e+00, 2.673614769906535127e+00, 5.497110628523300235e+00, 3.026071683232301357e+00, 2.343973983158220253e+00, 1.011534530046032820e+01, 3.038386714782837839e+00, 4.440036577109597538e+00, 2.590536293719517325e+00, 1.728809175447970414e+00, 5.309580450103775107e+00, 4.258237056386516173e+00
2.098000000000000000e+03, 2.724364130529428607e+00, 3.531380774538750433e+00, 3.030205535319995924e+00, 1.841000129232346350e+00, 3.944655509608484323e+00, 3.418881947913542163e+00, 5.749519008814368171e+00, 2.814395079488380969e+00, 2.969196540561860331e+00, 8.195091289335428186e+00, 2.954125250877222442e+00, 4.435502831999692752e+00, 2.648872492265195611e+00, 1.850932767461163531e+00, 6.125041762253356836e+00, 3.698489698421004945e+00
2.099000000000000000e+03, 2.641341587163826166e+00, 3.782755348244966953e+00, 3.467931841319484843e+00, 2.170492935892427866e+00, 3.667825655491712578e+00, 3.148859006785741155e+00, 5.682300211219385666e+00, 2.982170086812530485e+00, 2.306865450818841534e+00, 8.773101873235143344e+00, 2.810716390268320986e+00, 4.376013692685861045e+00, 2.028006756451569359e+00, 1.975655962104276409e+00, 4.845059846584208962e+00, 3.668673670451837676e+00
2.100000000000000000e+03, 2.737037096885404086e+00, 4.256086874776856099e+00, 2.238849462553106129e+00, 2.355264379994315149e+00, 3.897098488119762116e+00, 2.609980677957969952e+00, 5.672130415013231897e+00, 2.676279821514987667e+00, 3.142375147076797326e+00, 8.474566509615289789e+00, 2.919058229822545147e+00, 4.749484603020039053e+00, 1.855739532757735732e+00, 1.710421882913831793e+00, 4.490069053927731701e+00, 3.286587544784131065e+00
