year, MPI-ESM1-2-LR, CNRM-ESM2-1, MIROC-ES2L, NorESM2-MM, CMCC-CM2-SR5, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-LM, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, CanESM5, CESM2-WACCM
2.090000000000000000e+03, 3.453211138471614561e+01, 6.370301895047681029e+01, 1.438077471548192854e+01, 1.953191925756020098e+01, 5.451583839616523619e+01, 1.124381762927052542e+01, 5.088633117610502410e+01, 2.230942685678440185e+01, 6.117148718446379263e+01, 3.776564868991627577e+01, 9.072102924462660312e+00, 3.784087502037568385e+01, 2.289270056155952560e+01
2.091000000000000000e+03, 3.467381875940682079e+01, 6.384866988828896694e+01, 1.436628274505428493e+01, 1.958199698515903719e+01, 5.454059982201916768e+01, 1.125771302791434003e+01, 5.096447770512752129e+01, 2.235139303235484576e+01, 6.122996861505274069e+01, 3.778235746167051445e+01, 9.078786100723334584e+00, 3.788228468927977843e+01, 2.295406606603296495e+01
2.092000000000000000e+03, 3.472491627770533995e+01, 6.400388434772651181e+01, 1.434741945280767084e+01, 1.963192657139820341e+01, 5.457701176921523256e+01, 1.125278288523548476e+01, 5.094629255412704794e+01, 2.238535358502314310e+01, 6.126019312951007834e+01, 3.776974121320995437e+01, 9.097761730148862469e+00, 3.794298005811759111e+01, 2.298937137248664442e+01
2.093000000000000000e+03, 3.480000055058695807e+01, 6.412461227254097196e+01, 1.435161033416066445e+01, 1.968150105144080797e+01, 5.460401751675106397e+01, 1.128209057823093708e+01, 5.088294725275717667e+01, 2.239672631174151007e+01, 6.124175323614471722e+01, 3.776173522936062454e+01, 9.110024960710841668e+00, 3.798324740218313877e+01, 2.303071213490914459e+01
2.094000000000000000e+03, 3.479573492024975678e+01, 6.427076039922306450e+01, 1.436255848376736743e+01, 1.973103291940804382e+01, 5.466240307424153144e+01, 1.130902059844604679e+01, 5.083147316214277822e+01, 2.243196011836545978e+01, 6.118148185354282020e+01, 3.779299300655856086e+01, 9.140486735232370208e+00, 3.802644759341173852e+01, 2.306315244697324474e+01
2.095000000000000000e+03, 3.479140477068190052e+01, 6.440508008558485642e+01, 1.435880559663587341e+01, 1.977338044269063388e+01, 5.473526497910835786e+01, 1.133142940873841731e+01, 5.088704360379227865e+01, 2.248852937385367312e+01, 6.123852050803220237e+01, 3.782540609663344355e+01, 9.159348993467675726e+00, 3.807117790227998455e+01, 2.311338937695931506e+01
2.096000000000000000e+03, 3.490635802286683287e+01, 6.454967478904235634e+01, 1.434648053124210065e+01, 1.983305551791764643e+01, 5.478030194857854696e+01, 1.134522278087185576e+01, 5.095127923439686413e+01, 2.254469202480396817e+01, 6.130966643357786694e+01, 3.785071236316232302e+01, 9.175191636589781652e+00, 3.809143156013278997e+01, 2.316377420788139574e+01
2.097000000000000000e+03, 3.489435835700925992e+01, 6.467270247900346192e+01, 1.436771803843050499e+01, 1.990582089011558153e+01, 5.480527413361449618e+01, 1.135129018578216531e+01, 5.090592517083770474e+01, 2.257838309914535557e+01, 6.128705498100878657e+01, 3.785842517698056042e+01, 9.200240224554802282e+00, 3.812923777086382415e+01, 2.323367906517970027e+01
2.098000000000000000e+03, 3.490518120985581874e+01, 6.480540031749914931e+01, 1.442042928015710679e+01, 1.996691150278400784e+01, 5.485342793669964578e+01, 1.137094423910727237e+01, 5.085436046364726792e+01, 2.260222577131132837e+01, 6.130950370548195849e+01, 3.787547152206159495e+01, 9.206447258042171455e+00, 3.818610359390267206e+01, 2.327645640013170336e+01
2.099000000000000000e+03, 3.499219771522921718e+01, 6.495162560451251466e+01, 1.445146748439432116e+01, 1.999887637204801649e+01, 5.489587769564829500e+01, 1.138539278979230751e+01, 5.085097002401129629e+01, 2.264682633613006502e+01, 6.143007693694659110e+01, 3.789945034266477109e+01, 9.214832178428672194e+00, 3.825420218564620001e+01, 2.332008645555069393e+01
2.100000000000000000e+03, 3.508948362278217559e+01, 6.511712612231015385e+01, 1.444650119295513235e+01, 2.005602265530611916e+01, 5.489472420500657535e+01, 1.140159173727075093e+01, 5.086371327514267904e+01, 2.268764602742980330e+01, 6.144378601937772544e+01, 3.789989190049966794e+01, 9.250135440848941570e+00, 3.830967662627257653e+01, 2.339488280546346033e+01
