year, NorESM2-MM, CESM2-WACCM, MIROC-ES2L, CMCC-ESM2, IPSL-CM6A-LR, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, CNRM-ESM2-1, CanESM5, ACCESS-ESM1-5, INM-CM4-8, INM-CM5-0, NorESM2-LM, GFDL-ESM4, TaiESM1
2.077000000000000000e+03, 2.897513696836385155e-01, 5.230383541629520794e-01, 2.451803110894911764e-01, 2.485161811212494298e-01, 3.169077344649439132e-01, 1.070723229629235496e+00, 1.367158085091395581e+00, 5.815398731372777297e-01, 5.664881969498472003e-01, 3.051093517375974007e-01, 4.125069318214872327e-01, 6.255193804564904703e-01, 6.105818223383504550e-01, 3.625042187597231069e-01, 4.630324807212204408e-01, 3.643919639285400081e-01
2.078000000000000000e+03, 2.163805516822850106e-01, 5.053540233364705037e-01, 2.450687531371855410e-01, 3.090834392780936191e-01, 3.249371216440096188e-01, 1.044280364324192023e+00, 1.008453577192135908e+00, 6.030111827937768565e-01, 5.368285686391366385e-01, 2.795897811890323825e-01, 4.265100631361631311e-01, 6.047293038584199421e-01, 6.657915762418364913e-01, 3.038130396789010534e-01, 4.638719692921385862e-01, 3.387326996627817444e-01
2.079000000000000000e+03, 3.625807990561527028e-01, 3.773566189223775957e-01, 2.372904534721499425e-01, 3.534179915645966341e-01, 3.400602961889845344e-01, 1.049263069609900345e+00, 1.060223624155915312e+00, 6.158894225675347611e-01, 5.567725978068259751e-01, 3.038389731155261009e-01, 4.383745603110035804e-01, 5.842607055103853364e-01, 6.303030357856446164e-01, 3.635528570123435221e-01, 4.629683442643486302e-01, 3.234301860692097019e-01
2.080000000000000000e+03, 4.569561248155867839e-01, 4.649691922599383798e-01, 2.511826864199572240e-01, 3.696810699481191120e-01, 3.313382002202925891e-01, 1.066328630068928085e+00, 1.449160526947647964e+00, 6.100612242086725923e-01, 5.505714250903018803e-01, 3.144355352408651494e-01, 4.298968846232076313e-01, 5.573989943567290162e-01, 6.362592435342696584e-01, 4.699085093314562811e-01, 4.938665152987447016e-01, 3.198954936319470255e-01
2.081000000000000000e+03, 4.253759080409256210e-01, 5.198146186321327411e-01, 2.584538898152237141e-01, 2.916391874104105053e-01, 3.273709749423486248e-01, 1.154320664142841180e+00, 1.354292592043707444e+00, 6.077484802860607660e-01, 6.167331652065509706e-01, 3.205298222431008925e-01, 4.352623332969109970e-01, 6.452275115882888379e-01, 6.701079296188083845e-01, 3.769858048419827412e-01, 4.960109794211096101e-01, 3.182539604695005520e-01
2.082000000000000000e+03, 5.210275532286111622e-01, 5.573814032073011182e-01, 2.479147202887170276e-01, 2.487911397930407387e-01, 3.289408166997701000e-01, 1.120448150897799255e+00, 9.914753377500634679e-01, 6.100919765931162031e-01, 5.385110457618318414e-01, 2.896274365234112191e-01, 4.129146899367784340e-01, 5.974239935102837462e-01, 6.610281312520317476e-01, 4.251471462742194007e-01, 5.137149616882181746e-01, 3.334550491527845106e-01
2.083000000000000000e+03, 5.340542158956489427e-01, 6.041515276997673212e-01, 2.428571432311043832e-01, 2.803811548772851547e-01, 3.326297749353962496e-01, 1.073808504823591914e+00, 9.922394186700361773e-01, 5.533952400833949126e-01, 5.749214833003626346e-01, 2.884981467578212611e-01, 3.948704573122516215e-01, 5.698718841734540241e-01, 6.049568152154907175e-01, 3.624540758827867748e-01, 4.838150944164269496e-01, 3.347421365640647628e-01
2.084000000000000000e+03, 5.006790857229723724e-01, 6.073795259914804845e-01, 2.349416463569035940e-01, 3.590975431782794658e-01, 3.440519393919462265e-01, 1.113767080510961627e+00, 1.181543269226052351e+00, 6.151153763797639895e-01, 6.045340891383482740e-01, 2.912300927129765626e-01, 4.232114962565260430e-01, 6.047664612025160924e-01, 6.440044377008132814e-01, 4.875831137144731042e-01, 4.841959488891557362e-01, 3.473645803723228731e-01
2.085000000000000000e+03, 4.431599860630973109e-01, 6.085009958597030755e-01, 2.753340674393393028e-01, 3.519746766349809430e-01, 3.729353508864339251e-01, 1.158836372202102005e+00, 1.397472489514722360e+00, 5.605920543691089719e-01, 6.003444803896602622e-01, 3.034844296130042030e-01, 4.267490626633478890e-01, 5.960710672211330108e-01, 6.770173481488784839e-01, 4.231061652784586791e-01, 5.154167919414435195e-01, 3.515721082276582199e-01
2.086000000000000000e+03, 4.066760883308523367e-01, 5.589594488755075252e-01, 2.680311355168354392e-01, 3.700616005258904884e-01, 3.680883645884142630e-01, 1.133193810702103566e+00, 1.018415660501490239e+00, 6.092095203172259721e-01, 6.587350730643768415e-01, 3.176352365929631660e-01, 4.405680192440900589e-01, 5.567167209324787036e-01, 6.791623245836636569e-01, 2.794411263863552652e-01, 5.035389998891918184e-01, 3.628243707704121301e-01
2.087000000000000000e+03, 3.589340629232505853e-01, 6.208974041025595580e-01, 2.729697638107326796e-01, 3.603243579634252125e-01, 3.436030720258899107e-01, 1.062044155184528771e+00, 1.078562578521977899e+00, 6.198130049004241249e-01, 6.613078876044727883e-01, 3.207341062618529470e-01, 4.360230535015114373e-01, 5.957133091967883320e-01, 6.439073825121808259e-01, 3.941490849494252435e-01, 5.020003438296549714e-01, 3.735662791815402839e-01
2.088000000000000000e+03, 4.593203270012050088e-01, 6.024074208275442821e-01, 2.738012522187223130e-01, 3.146352169708473423e-01, 3.254757140597256959e-01, 1.063207628987750120e+00, 1.513564045436096794e+00, 6.068636752595478745e-01, 6.676909764997609464e-01, 3.210426245404044976e-01, 4.290661031863650665e-01, 5.810839362204311964e-01, 7.303134384935822121e-01, 3.876865615695872513e-01, 5.427414623215151002e-01, 3.287146790208033686e-01
2.089000000000000000e+03, 4.819170427509105181e-01, 5.836982828091845654e-01, 2.480223755834993493e-01, 3.518957727130423430e-01, 3.323360302059856219e-01, 1.105260297930717561e+00, 1.376352974430035125e+00, 6.439519341238664207e-01, 6.111954446860410339e-01, 3.117365548543564735e-01, 4.391160463644318557e-01, 5.934135768924847509e-01, 7.251726910993566699e-01, 3.390350088964680930e-01, 5.307059820810421380e-01, 3.149007348886149749e-01
2.090000000000000000e+03, 4.964035981764183814e-01, 5.706651992871630830e-01, 2.501457050169622054e-01, 3.517671250452427678e-01, 3.318497273805907088e-01, 1.169003586673297512e+00, 1.101452568508755725e+00, 6.270350580652374051e-01, 6.075637939748190774e-01, 3.122882025437890841e-01, 4.466946033772028479e-01, 5.957751731690673624e-01, 6.681679537316320694e-01, 3.973770310087757496e-01, 5.615404117521857197e-01, 3.397083078544961277e-01
2.091000000000000000e+03, 3.944978364106371260e-01, 5.675919937130767812e-01, 2.421333277433731501e-01, 3.185555464322473718e-01, 3.011638539937764314e-01, 1.154401288946379944e+00, 9.853744242790165586e-01, 5.786095877126199438e-01, 5.329175186044078361e-01, 3.229127896821115118e-01, 4.102851750233129646e-01, 6.200622521993425229e-01, 6.472304450479995364e-01, 3.120502478100468657e-01, 5.387542529613541520e-01, 3.564605809766780431e-01
2.092000000000000000e+03, 3.458444440238622186e-01, 3.815728547821560790e-01, 2.596837746282419368e-01, 3.002392008621035946e-01, 3.654632212361014210e-01, 1.081011971018625450e+00, 1.072103680876964615e+00, 5.914299271255598622e-01, 5.347848276339034479e-01, 3.612932440432158332e-01, 4.064404280962147786e-01, 6.565630464584293335e-01, 6.737305922001939340e-01, 3.667512925794676470e-01, 5.253185428624190800e-01, 3.714113264792528457e-01
2.093000000000000000e+03, 4.849191643302112054e-01, 5.698123124812559670e-01, 2.756897808226298485e-01, 2.535671015582204313e-01, 3.890809385826324296e-01, 1.074878475047460258e+00, 1.434475406475951953e+00, 5.935576855117392636e-01, 6.398646309442836966e-01, 3.518306144289260473e-01, 4.532904348448404952e-01, 6.241992572664275540e-01, 6.475139151829398809e-01, 4.150614316046070118e-01, 5.444667680639857510e-01, 3.493397426756884583e-01
2.094000000000000000e+03, 4.488474960278311388e-01, 5.398732753667444539e-01, 2.550861141478475980e-01, 3.900136468775580179e-01, 4.038700687061451133e-01, 1.120036360629593108e+00, 1.490591298105008455e+00, 6.499162816952407384e-01, 5.648821974100470822e-01, 3.392143629507752278e-01, 4.546053767279574220e-01, 6.203005084664021673e-01, 6.716732060529689852e-01, 4.225732680124582585e-01, 5.460209536372532257e-01, 3.555420865685072762e-01
2.095000000000000000e+03, 5.526589856066951301e-01, 5.791606684610435263e-01, 2.636773556300388566e-01, 3.697021837878565198e-01, 3.650498286858119279e-01, 1.154094484397779175e+00, 1.157298786587988459e+00, 6.172954670407240219e-01, 5.972244567565103690e-01, 3.235266544153018731e-01, 4.577566381445519195e-01, 6.153179907385801783e-01, 6.143077849547361469e-01, 3.410210978285346251e-01, 5.444512115346069603e-01, 3.282059937769074565e-01
2.096000000000000000e+03, 4.319711249637657735e-01, 6.189856098255681616e-01, 2.615205439799972442e-01, 3.330867518928916082e-01, 3.631328551345108790e-01, 1.087794896756641760e+00, 1.063863337675742926e+00, 6.009162746673567534e-01, 5.885893705697513578e-01, 3.103683093034915186e-01, 4.373363864199418805e-01, 6.219211560446107345e-01, 6.576361382538105094e-01, 4.194161546072809887e-01, 5.248666771423957655e-01, 3.404360049926529186e-01
2.097000000000000000e+03, 3.837428263407628437e-01, 5.302118782856105605e-01, 2.606947467435740684e-01, 3.225259429745083173e-01, 3.693348555391325894e-01, 1.154204272455187308e+00, 1.250071844479881511e+00, 6.178539730177095013e-01, 6.811317122958925330e-01, 3.254928594997300584e-01, 4.544766665119931992e-01, 6.007573164015015399e-01, 6.920986743350885373e-01, 3.750240487688811242e-01, 5.534644129181636174e-01, 3.328498097163990477e-01
2.098000000000000000e+03, 5.093276155698023278e-01, 6.001097806158155468e-01, 2.808801134674195898e-01, 3.170532181309577702e-01, 3.545223893141297156e-01, 1.198213838996738279e+00, 1.421402152103979688e+00, 6.452574241546570333e-01, 6.141002398332786605e-01, 3.489301626387551480e-01, 4.572971039798954807e-01, 5.775846509775881543e-01, 6.849012109424926775e-01, 4.979763382657465542e-01, 5.684047217708320110e-01, 3.443892818669831435e-01
2.099000000000000000e+03, 5.497024205631003690e-01, 5.934955840513238545e-01, 2.735103220540019975e-01, 3.740966762616348973e-01, 3.695694537111644529e-01, 1.187477427559319620e+00, 1.161766572795365882e+00, 5.841332984875677869e-01, 6.138140131757606754e-01, 3.395706845848164290e-01, 4.356047342751582230e-01, 6.127475437037023243e-01, 6.736393839250676141e-01, 3.923298470445973352e-01, 5.611129817257746177e-01, 3.563788049829579307e-01
2.100000000000000000e+03, 3.997754750520031708e-01, 4.781600756526440121e-01, 2.651352047453597871e-01, 3.973316583432286997e-01, 3.456109162992026529e-01, 1.216113668360913280e+00, 1.304683383014004328e+00, 5.823606776558594156e-01, 5.476278291849493440e-01, 3.360096338592287180e-01, 4.475582350252467201e-01, 6.503261644528035568e-01, 7.149086375941822169e-01, 5.358292215525369828e-01, 5.659160641748955944e-01, 3.363796894733095955e-01
