year, CESM2-WACCM, MIROC-ES2L, EC-Earth3-Veg, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-LM
2.085000000000000000e+03, 1.116098324478236981e+00, 9.423376680024644347e-01, 2.273452271712116612e+00, 6.887956414682473438e-01, 9.032169499697220161e-01, 9.206635344976629165e-01, 3.307169266274527786e+00, 1.135382309496209663e+00, 7.694515926751197554e-01, 1.542700442756149037e+00, 1.443993813442031815e+00, 1.404593877304693983e+00, 9.657394530255932752e-01, 7.123855941495114141e-01
2.086000000000000000e+03, 1.054092615532111532e+00, 9.402400963841274217e-01, 2.600715498874432985e+00, 6.163212707660105094e-01, 8.560349732985129689e-01, 8.607815704331408524e-01, 3.321644691261706139e+00, 1.604040473661185962e+00, 7.750122285173889347e-01, 1.519822708593135729e+00, 1.355743467321641749e+00, 1.581345760697973057e+00, 9.449338820269984618e-01, 7.408577572431925828e-01
2.087000000000000000e+03, 1.207604154320426337e+00, 9.260415769359265914e-01, 2.660068315573584474e+00, 6.731176142672703477e-01, 9.053615602617356428e-01, 9.152452884516505405e-01, 3.541001554756773029e+00, 1.454735121581610668e+00, 7.820947471935033590e-01, 1.536703487637124832e+00, 1.268762234785443255e+00, 1.610155644222623472e+00, 8.947972324635410368e-01, 7.625313013154787489e-01
2.088000000000000000e+03, 1.110039858799958923e+00, 9.475320245374978523e-01, 2.285356513129336076e+00, 7.418508908581769035e-01, 1.041622511405481566e+00, 8.985854510080196755e-01, 3.434616003941928675e+00, 1.456379224911593884e+00, 7.952010970058154271e-01, 1.532692217534941781e+00, 1.343431443410694870e+00, 1.493433438214689435e+00, 8.989570105683623025e-01, 8.800024487345144975e-01
2.089000000000000000e+03, 1.055177655221330335e+00, 9.630474444257427491e-01, 2.430006927314781517e+00, 6.494972384051080905e-01, 9.976988582823967944e-01, 9.289255010587499362e-01, 3.408301162492255010e+00, 1.719240393002507084e+00, 8.139455699487424534e-01, 1.539118416363626451e+00, 1.361750264536010224e+00, 1.551573170440350813e+00, 8.871523986755238678e-01, 7.912115773193262314e-01
2.090000000000000000e+03, 1.230728810151427544e+00, 9.390437867655465620e-01, 2.691783267209210795e+00, 6.431567569677161256e-01, 9.573334525584097365e-01, 9.280351872084253717e-01, 3.360386788519114543e+00, 1.460528928572658591e+00, 8.413485251672905285e-01, 1.544116811010639134e+00, 1.517951817631917555e+00, 1.485499325255994707e+00, 9.166283104969199513e-01, 7.483622284858090223e-01
2.091000000000000000e+03, 1.143546862357582627e+00, 9.349891388613684740e-01, 2.634988201716486067e+00, 6.491721835579886690e-01, 8.523839857808526155e-01, 9.775646056378204385e-01, 3.570048133752623087e+00, 1.405827438057800416e+00, 8.187678891326123365e-01, 1.571876570251977689e+00, 1.473385408251671969e+00, 1.251239016833972206e+00, 8.375364194383940752e-01, 7.999063638522838637e-01
2.092000000000000000e+03, 8.877682286979803328e-01, 9.581236131402870448e-01, 2.424849685952268352e+00, 6.896170334254196899e-01, 8.825174696614732639e-01, 9.640004949454579197e-01, 3.660887855033462479e+00, 1.318377014306299611e+00, 8.185123213967481215e-01, 1.539992831678508534e+00, 1.301067624327202799e+00, 1.351672805022417378e+00, 8.926776112246946893e-01, 8.459380510257108465e-01
2.093000000000000000e+03, 1.174518111246781071e+00, 9.491237178803414443e-01, 2.424810339086189259e+00, 6.382731547565392294e-01, 1.021091606774277682e+00, 9.188663181809045843e-01, 3.640989353589509925e+00, 1.525234832618439285e+00, 8.563927277402866300e-01, 1.519126434451194552e+00, 1.313201168798142637e+00, 1.468797655365507770e+00, 1.014084013656444405e+00, 8.173838884353757939e-01
2.094000000000000000e+03, 1.034589817207812956e+00, 9.220574206287209806e-01, 2.484322167661999092e+00, 6.659846666421616046e-01, 9.599528484708176324e-01, 9.447299477315828087e-01, 3.690930067232597533e+00, 1.801029719684088315e+00, 8.404827219511735725e-01, 1.599242532560808838e+00, 1.499726599366553392e+00, 1.437612168675560076e+00, 1.033089798311212837e+00, 7.620420815853584662e-01
2.095000000000000000e+03, 1.130186490372897756e+00, 9.203067098317334604e-01, 2.866225371378599007e+00, 6.735339835173648204e-01, 1.070150794715239106e+00, 9.521309930810806232e-01, 3.386322631193818378e+00, 1.504488559832505290e+00, 8.305983246505821427e-01, 1.572568679291154625e+00, 1.457604301184373785e+00, 1.396394117842675531e+00, 9.766781583969696978e-01, 8.017132482440546548e-01
2.096000000000000000e+03, 1.037602746269787879e+00, 9.545324355872429889e-01, 2.771165922818445981e+00, 6.569799689481798932e-01, 8.993788660228831944e-01, 9.475842245197292346e-01, 3.355886424005937396e+00, 1.598238916141483390e+00, 8.330367546368477871e-01, 1.595425842455848064e+00, 1.390724364522880396e+00, 1.465527856097046389e+00, 9.910955886051088237e-01, 9.713751201216695996e-01
2.097000000000000000e+03, 1.163717267435910863e+00, 9.874003230697462330e-01, 2.566943219900286621e+00, 6.642651576897279364e-01, 9.324767368115657318e-01, 9.116421209091004618e-01, 3.512813500306588121e+00, 1.585097255274838135e+00, 8.545714116536637928e-01, 1.579085451975055010e+00, 1.503503565735350822e+00, 1.679670784354477364e+00, 1.009948760075663809e+00, 8.340599458041512149e-01
2.098000000000000000e+03, 1.178144979650824764e+00, 9.639385603346414255e-01, 2.405551803977815428e+00, 6.754790933222503124e-01, 1.103020141290088407e+00, 9.458301304781958629e-01, 3.698209001364052728e+00, 1.895856791527627871e+00, 8.682448104464294270e-01, 1.604119436361140405e+00, 1.533535889285705833e+00, 1.545582753418888622e+00, 9.495757702379046261e-01, 8.665505083460278701e-01
2.099000000000000000e+03, 1.129420750468525858e+00, 9.461627176821925111e-01, 2.626497922750274938e+00, 7.142387695045643303e-01, 1.062840113322848890e+00, 9.915738894831767070e-01, 3.842607123441724504e+00, 1.385086920952758982e+00, 8.795445186592539821e-01, 1.632009121694784293e+00, 1.541693856221831638e+00, 1.428189349491949534e+00, 9.363072819973099481e-01, 9.017504174375854387e-01
2.100000000000000000e+03, 1.094802392853405859e+00, 9.850295075194676064e-01, 2.618820446363335552e+00, 7.474005302282679120e-01, 9.585619728636489700e-01, 9.406426041613953348e-01, 3.637942927381282221e+00, 1.262146223864293759e+00, 8.847769314268951746e-01, 1.612385459602429627e+00, 1.600521332439249100e+00, 1.486336747260950997e+00, 9.524805674644895026e-01, 1.026876833975596925e+00
