year, ACCESS-ESM1-5, CNRM-ESM2-1, MPI-ESM1-2-LR, UKESM1-0-LL, CESM2-WACCM, CMCC-CM2-SR5, EC-Earth3-Veg, IPSL-CM6A-LR, MIROC-ES2L
1.956000000000000000e+03, 2.520761783267078116e+00, 1.032923808279330863e-01, 2.163589857881588419e+00, 1.421738563056351989e-01, 1.200585753335602801e+00, 1.130178005451637269e+00, 4.321043583648737640e-01, 7.173957398996422263e-01, 2.634449746103495915e+00
1.957000000000000000e+03, 2.516483722788857236e+00, 1.024062068368838813e-01, 2.150099490753529796e+00, 1.522850650122242466e-01, 1.205163209162163795e+00, 1.131992313061318756e+00, 4.286582163521396871e-01, 7.140268661433167852e-01, 2.636266910286949372e+00
1.958000000000000000e+03, 2.510212384371382832e+00, 1.016678266874911363e-01, 2.143325967625135497e+00, 1.616033413198710300e-01, 1.203125004602610515e+00, 1.132168154073941224e+00, 4.258856162104098786e-01, 7.103151518165472522e-01, 2.634438432117046425e+00
1.959000000000000000e+03, 2.505446320527201287e+00, 1.013968670667451111e-01, 2.132803736860766630e+00, 1.705285274655475858e-01, 1.204729497517860626e+00, 1.130373578926730849e+00, 4.235399468021033842e-01, 7.060227923520068227e-01, 2.629837300766804997e+00
1.960000000000000000e+03, 2.500586776295527613e+00, 1.015209606669262854e-01, 2.121018020581528774e+00, 1.613420362986563994e-01, 1.201496763388794520e+00, 1.123541026601394544e+00, 4.215156652750552402e-01, 7.015750430305799368e-01, 2.552478074953154152e+00
1.961000000000000000e+03, 2.470017110400660965e+00, 9.715907256453282237e-02, 2.122036432295832498e+00, 1.435073987279335272e-01, 1.183088281109603068e+00, 1.112541933649583648e+00, 4.037104838715595556e-01, 6.817508899397252131e-01, 2.501624218946900235e+00
1.962000000000000000e+03, 2.442530382628167018e+00, 9.269064197034668218e-02, 2.110877000941662640e+00, 1.327428407262974119e-01, 1.164438002183048049e+00, 1.100722388853494937e+00, 3.868067188806257328e-01, 6.663895941963170477e-01, 2.468781466493287891e+00
1.963000000000000000e+03, 2.418188788258530675e+00, 8.820535553219627234e-02, 2.101944249657305974e+00, 1.250055225632487332e-01, 1.152097737406807321e+00, 1.089744804302680725e+00, 3.707202473828110079e-01, 6.515304498271652367e-01, 2.446943982728582601e+00
1.964000000000000000e+03, 2.395869366677938928e+00, 8.381837647707211791e-02, 2.081619747657188491e+00, 1.185891686179597754e-01, 1.141192329944719974e+00, 1.080794774124232749e+00, 3.554088740699204441e-01, 6.394642747297387686e-01, 2.437130079785535752e+00
1.965000000000000000e+03, 2.375505351914985575e+00, 7.951580928117363278e-02, 2.079758672849157719e+00, 1.135520520147065421e-01, 1.140226618264564618e+00, 1.074392057159757830e+00, 3.408719057897059423e-01, 6.286032755394975746e-01, 2.434899159696312765e+00
1.966000000000000000e+03, 2.356536169453811613e+00, 7.535123112403624424e-02, 2.082739424681776530e+00, 1.097032335870340852e-01, 1.129896586083921184e+00, 1.070727040720334644e+00, 3.268512632032598564e-01, 6.200749275699484198e-01, 2.438872508286405782e+00
1.967000000000000000e+03, 2.340453426379764057e+00, 7.156157545111742346e-02, 2.079339201119859926e+00, 1.059380212583532072e-01, 1.131672448411781939e+00, 1.069317989852800688e+00, 3.135178794115076051e-01, 6.108391322926450817e-01, 2.437231566409153061e+00
1.968000000000000000e+03, 2.323804502493964641e+00, 6.810110930597702839e-02, 2.064947407383325384e+00, 1.024532077724781276e-01, 1.125875920557401599e+00, 1.068635966208647536e+00, 3.007807404543949570e-01, 6.055636319903637821e-01, 2.435435345815426533e+00
1.969000000000000000e+03, 2.309299869816250350e+00, 6.526685022212327936e-02, 2.057817745740746496e+00, 9.978516202617690456e-02, 1.130649931499314587e+00, 1.068702089995228866e+00, 2.886715826004902508e-01, 6.002722520518376514e-01, 2.436694084024446649e+00
1.970000000000000000e+03, 2.295622177173659573e+00, 6.389742317692179152e-02, 2.056498732723384570e+00, 9.706361496538812306e-02, 1.127059570678502265e+00, 1.070719641867355909e+00, 2.771357363162467169e-01, 5.965577459236601765e-01, 2.438289621357603298e+00
1.971000000000000000e+03, 2.279114504574296429e+00, 6.227229906624981437e-02, 2.050975498112650897e+00, 9.418527676260610160e-02, 1.138819750984489509e+00, 1.073445064193904397e+00, 2.655875968146174659e-01, 5.943355446477160964e-01, 2.442252459278358767e+00
1.972000000000000000e+03, 2.263725118938917813e+00, 6.064637344322031803e-02, 2.050742107009368986e+00, 9.169097391752668857e-02, 1.163197934310194803e+00, 1.076143953885569493e+00, 2.545569455109519263e-01, 5.926431756081941282e-01, 2.446220108997050335e+00
1.973000000000000000e+03, 2.250655325144793828e+00, 5.901178017768107797e-02, 2.054189532169294008e+00, 8.945955056146381867e-02, 1.164153296471815979e+00, 1.078886140160725260e+00, 2.440460005090073214e-01, 5.921175537655394283e-01, 2.453375186635840421e+00
1.974000000000000000e+03, 2.237069836666221612e+00, 5.743566047856712292e-02, 2.066721389908094508e+00, 8.742487413529409501e-02, 1.158862611582049729e+00, 1.083369378948306316e+00, 2.340163727800786408e-01, 5.903208058447363404e-01, 2.461306505723825477e+00
1.975000000000000000e+03, 2.223757847413728950e+00, 5.597366165370696450e-02, 2.057675800975172553e+00, 8.556242344447320680e-02, 1.157279560286470055e+00, 1.088292556547248102e+00, 2.245155296334116479e-01, 5.837928663752206537e-01, 2.462296323093301709e+00
1.976000000000000000e+03, 2.209597683989293682e+00, 5.453526775708239516e-02, 2.052253818907151750e+00, 8.388707563457439842e-02, 1.171806343734829614e+00, 1.087648356019372153e+00, 2.153963097503598656e-01, 5.843896285340628438e-01, 2.477446738539363924e+00
1.977000000000000000e+03, 2.197232179291987553e+00, 5.316027573085829738e-02, 2.045393740153542250e+00, 8.236476544885583395e-02, 1.188575694576948782e+00, 1.086937381106360068e+00, 2.066953532426664963e-01, 5.834712185512365146e-01, 2.489602571199483805e+00
1.978000000000000000e+03, 2.185262957616418866e+00, 5.184728897185131996e-02, 2.043959365300811903e+00, 8.090819845774011032e-02, 1.198856050820464869e+00, 1.091084171938045966e+00, 1.984442951302899660e-01, 5.849328606093280314e-01, 2.506137206523984862e+00
1.979000000000000000e+03, 2.174552218924979741e+00, 5.060090314740347400e-02, 2.034643181102954834e+00, 7.959036002469407900e-02, 1.210561386268321771e+00, 1.098960434756504290e+00, 1.905740179158387504e-01, 5.852229081613247175e-01, 2.521666327248239803e+00
1.980000000000000000e+03, 2.164193908207782790e+00, 4.947523939444319063e-02, 2.053294134653225189e+00, 7.730811304498279302e-02, 1.224755380816812789e+00, 1.111167577835854736e+00, 1.830976415417453484e-01, 5.816220108878380479e-01, 2.537205797607968716e+00
1.981000000000000000e+03, 2.156173954760365774e+00, 4.910761597584088062e-02, 2.073657103551887371e+00, 7.463630737863514997e-02, 1.237111686554475343e+00, 1.122185571082064515e+00, 1.776462598560214212e-01, 5.787602688655996142e-01, 2.546312735368011282e+00
1.982000000000000000e+03, 2.147936067285075801e+00, 4.865257242707099472e-02, 2.081186356475713151e+00, 7.247768059561855714e-02, 1.248260180514674023e+00, 1.129198928969547655e+00, 1.725132337011986428e-01, 5.764038358402844286e-01, 2.545159087488326755e+00
1.983000000000000000e+03, 2.139527712040937057e+00, 4.822324805438228668e-02, 2.081423635052972898e+00, 7.057462808501836771e-02, 1.256590244256656996e+00, 1.133701875537272752e+00, 1.676563408802930200e-01, 5.796662667906751221e-01, 2.553610618869137205e+00
1.984000000000000000e+03, 2.132639261190278468e+00, 4.767131755138995924e-02, 2.106361181226151125e+00, 6.880956987444811213e-02, 1.274193974556207420e+00, 1.141624361327101767e+00, 1.630699739866339204e-01, 5.830010062315011954e-01, 2.565732475203301721e+00
1.985000000000000000e+03, 2.126748615669023845e+00, 4.701383630417096948e-02, 2.129719702403481296e+00, 6.718056910430007800e-02, 1.296532273662735824e+00, 1.155864304430497258e+00, 1.586257073987073773e-01, 5.831421002336819592e-01, 2.568551354398056041e+00
1.986000000000000000e+03, 2.120047960744596782e+00, 4.628894404823019615e-02, 2.133617208247711172e+00, 6.566095949366515527e-02, 1.303592481256713009e+00, 1.170370461275703988e+00, 1.539000722687673961e-01, 5.875018521258299486e-01, 2.577768605266748558e+00
1.987000000000000000e+03, 2.115111264389239132e+00, 4.547760053219267878e-02, 2.151714722792722245e+00, 6.428906559661293207e-02, 1.306555223808349320e+00, 1.185379189733856586e+00, 1.494777555553387927e-01, 5.905813332096546686e-01, 2.588990132302399161e+00
1.988000000000000000e+03, 2.109145540387336926e+00, 4.470395947076505339e-02, 2.157225426472991092e+00, 6.300769133138023337e-02, 1.320029074682076864e+00, 1.202299802919458038e+00, 1.452773104527390613e-01, 5.921849648554217138e-01, 2.603389709633918248e+00
1.989000000000000000e+03, 2.103414562125154763e+00, 4.390935954704616728e-02, 2.171786396400220198e+00, 6.179749204106571581e-02, 1.334218879922975498e+00, 1.217868742467340004e+00, 1.412625681588817184e-01, 5.941870463246009537e-01, 2.613903369264516829e+00
1.990000000000000000e+03, 2.097968244564325069e+00, 4.313979696757690857e-02, 2.179338008085297762e+00, 6.073116095557806043e-02, 1.323836730653814353e+00, 1.232662883873530735e+00, 1.374672310295215472e-01, 5.954434832696576807e-01, 2.635156698854469681e+00
1.991000000000000000e+03, 2.100344869348379717e+00, 4.691380985540492127e-02, 2.188402191062231328e+00, 5.975911282790514339e-02, 1.312749880665053492e+00, 1.246143531414790173e+00, 1.328220072873326218e-01, 5.980946937282191067e-01, 2.657424641609821059e+00
1.992000000000000000e+03, 2.102067210396188823e+00, 5.014461107663760464e-02, 2.210780055279605527e+00, 5.877433826158611624e-02, 1.350196105775651967e+00, 1.256969343255430971e+00, 1.283775875535544675e-01, 6.006372128416466172e-01, 2.674756182827101370e+00
1.993000000000000000e+03, 2.103178368789175856e+00, 5.295964104883309903e-02, 2.230041863249607736e+00, 5.778987354690590106e-02, 1.367342175220753742e+00, 1.266059026632964324e+00, 1.242107069989713680e-01, 6.032209777882113766e-01, 2.692268006514263678e+00
1.994000000000000000e+03, 2.104228032230308632e+00, 5.525730259227569496e-02, 2.236627589020739659e+00, 5.690860828670222388e-02, 1.376916085653428379e+00, 1.274544804891734051e+00, 1.203034821120778364e-01, 6.065543959112557060e-01, 2.706842069481647517e+00
1.995000000000000000e+03, 2.104933947769669356e+00, 5.723500859555179926e-02, 2.238461335026650900e+00, 5.718665687777507028e-02, 1.383275424200053338e+00, 1.283632825422563517e+00, 1.166304616696163254e-01, 6.098108082803824770e-01, 2.717579602090664626e+00
1.996000000000000000e+03, 2.105619536659674385e+00, 5.878104773425309876e-02, 2.242034899615084509e+00, 5.978312312097693038e-02, 1.393293137663666137e+00, 1.293375240420383543e+00, 1.130296026127508846e-01, 6.118769044736295237e-01, 2.729490399623602848e+00
1.997000000000000000e+03, 2.105922108930051717e+00, 6.006302851433244216e-02, 2.251887811049079424e+00, 6.291906716075169881e-02, 1.405416905457160803e+00, 1.302259643116917109e+00, 1.096318033123315910e-01, 6.142923409594207573e-01, 2.740333968413381172e+00
1.998000000000000000e+03, 2.106083192140647320e+00, 6.104144482178875536e-02, 2.257368303178426849e+00, 6.570819898206378684e-02, 1.399445085351290974e+00, 1.310218953393285091e+00, 1.064029345180197705e-01, 6.162489667932289361e-01, 2.743707853267385754e+00
1.999000000000000000e+03, 2.105472835485382888e+00, 6.179291685397544920e-02, 2.278936157175329047e+00, 6.822258703962329196e-02, 1.416177220330734787e+00, 1.317108806498979767e+00, 1.034277436026767860e-01, 6.189668303623947487e-01, 2.750733122927614627e+00
2.000000000000000000e+03, 2.107653207339520662e+00, 6.212162132096203659e-02, 2.283215304601255990e+00, 6.660936330977740294e-02, 1.428142261574931959e+00, 1.322948407398987225e+00, 1.006514736581279879e-01, 6.214692042100853353e-01, 2.735882119540823165e+00
2.001000000000000000e+03, 2.100051673689088627e+00, 5.888912759553191489e-02, 2.280336278119651450e+00, 6.510582070562032087e-02, 1.425233263007690709e+00, 1.328462098188049945e+00, 9.820530056941628727e-02, 6.164216687739517697e-01, 2.703199898433155557e+00
2.002000000000000000e+03, 2.085748216734791161e+00, 5.437708908841829003e-02, 2.272013983416263816e+00, 6.712741379732044267e-02, 1.422276250491608440e+00, 1.333906048650810305e+00, 9.464369410288808737e-02, 6.104323926456682869e-01, 2.708500589111073609e+00
2.003000000000000000e+03, 2.129476407516554648e+00, 5.785200355563525909e-02, 2.266790084590476706e+00, 6.847696840604539092e-02, 1.438428379570956261e+00, 1.337170431277813432e+00, 9.476175546613498091e-02, 6.141848304105742562e-01, 2.680001665022033741e+00
2.004000000000000000e+03, 2.096352130264953484e+00, 5.484451765702998138e-02, 2.276711333714274588e+00, 6.470432219308844268e-02, 1.424013695478585584e+00, 1.337590582245360871e+00, 9.316990877416049532e-02, 6.115039462609993537e-01, 2.670781225617119059e+00
2.005000000000000000e+03, 2.076490922391827976e+00, 5.345190547751670768e-02, 2.284037880905557039e+00, 6.259307457967878963e-02, 1.435682827635359482e+00, 1.340510919160655456e+00, 9.326847332388790712e-02, 6.082934792546669245e-01, 2.658742908241537695e+00
2.006000000000000000e+03, 2.051566514487047854e+00, 4.972649043614389003e-02, 2.286442645321876022e+00, 6.069754775737046942e-02, 1.436026848462790495e+00, 1.350555552589488117e+00, 9.109253850615628423e-02, 5.999901420928109852e-01, 2.735321829387203252e+00
2.007000000000000000e+03, 2.110525677401307476e+00, 6.767825778514387214e-02, 2.290145777361855206e+00, 5.899413221472722679e-02, 1.453616574685869578e+00, 1.359940395764498433e+00, 9.278490690209834080e-02, 6.100062953101275109e-01, 2.782408381120255125e+00
2.008000000000000000e+03, 2.143873034979320469e+00, 7.972792186919765156e-02, 2.285534554032923271e+00, 5.758597566293663372e-02, 1.467014794430037128e+00, 1.359215267301604690e+00, 9.206086016989296905e-02, 6.166774655600019139e-01, 2.717340997169435113e+00
2.009000000000000000e+03, 2.119173047458141834e+00, 7.594846044197343937e-02, 2.265326390949438107e+00, 5.727686016504618394e-02, 1.446577953336392497e+00, 1.347923180822183653e+00, 8.933017198810987158e-02, 6.009362648399835249e-01, 2.664129977950398853e+00
2.010000000000000000e+03, 2.102169125055667109e+00, 7.365163184758687087e-02, 2.243014292293678658e+00, 5.641761839184946531e-02, 1.408283839890204003e+00, 1.328368577342868839e+00, 8.311647442115707718e-02, 5.966538252773315731e-01, 2.632959212926298420e+00
2.011000000000000000e+03, 2.075666380440962744e+00, 6.866559006497818807e-02, 2.261153376285474526e+00, 5.499863740537423024e-02, 1.390880228356899950e+00, 1.321055303899822952e+00, 8.060186136279876012e-02, 5.903323841863808985e-01, 2.831126904883982665e+00
2.012000000000000000e+03, 2.201138210408533968e+00, 1.045118673904931322e-01, 2.269133255962969553e+00, 5.459577633530305479e-02, 1.416040243242838281e+00, 1.320910485975304027e+00, 8.988190091526944425e-02, 6.150305503613335834e-01, 2.714533284507714139e+00
2.013000000000000000e+03, 2.167764162742396028e+00, 1.024222806861778967e-01, 2.291175129673448829e+00, 5.424454658004147084e-02, 1.404028873095125363e+00, 1.320767159398724022e+00, 8.401802968540994510e-02, 6.080174260682112974e-01, 2.852997844518899040e+00
2.014000000000000000e+03, 2.274348819389804710e+00, 1.367430583078816375e-01, 2.294088315049319426e+00, 5.317977202438871343e-02, 1.410841444087825636e+00, 1.321406043220903159e+00, 8.613194986726896429e-02, 6.366485632443417142e-01, 2.747564996610692312e+00
