year, EC-Earth3-Veg, CNRM-ESM2-1, TaiESM1, MPI-ESM1-2-LR, NorESM2-LM, CMCC-CM2-SR5, CanESM5, CESM2-WACCM, IPSL-CM6A-LR, NorESM2-MM, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, UKESM1-0-LL, INM-CM5-0, INM-CM4-8
2.077000000000000000e+03, 2.737592764215679608e+02, 2.761350247789178525e+02, 2.751144579675780051e+02, 2.728048541224976020e+02, 2.745471730286439538e+02, 2.754337744913126471e+02, 2.783120550131711184e+02, 2.739712726000378211e+02, 2.756855407003600931e+02, 2.725233220447836970e+02, 2.747984090916721129e+02, 2.721451946025628672e+02, 2.747984715401864264e+02, 2.737795687572073007e+02, 2.733277619083402783e+02, 2.727404766997260595e+02
2.078000000000000000e+03, 2.738939863961928154e+02, 2.741926115855659987e+02, 2.741486945663522192e+02, 2.740873719361590588e+02, 2.746764706487616650e+02, 2.752538894173403037e+02, 2.778868835618771982e+02, 2.743965852451045748e+02, 2.747262871466815568e+02, 2.734054981624444167e+02, 2.745754807858656932e+02, 2.715166867914325053e+02, 2.744916112362899412e+02, 2.754087144970264944e+02, 2.735101277393321197e+02, 2.726727316720310341e+02
2.079000000000000000e+03, 2.745809281896834477e+02, 2.741032177860154775e+02, 2.735015965243033520e+02, 2.729004710102595936e+02, 2.748268470043546472e+02, 2.748135256677421125e+02, 2.783272446944090461e+02, 2.743811630518730453e+02, 2.757343038802854949e+02, 2.727438826667874991e+02, 2.740880456911614829e+02, 2.731830137429686829e+02, 2.763954084360148613e+02, 2.747397847059760352e+02, 2.728447324877843698e+02, 2.731097502672697601e+02
2.080000000000000000e+03, 2.722941328180540381e+02, 2.752781118491924985e+02, 2.741426836103377127e+02, 2.734453291465525240e+02, 2.751631381681906419e+02, 2.762845389372729983e+02, 2.775567426996223617e+02, 2.745177005162512387e+02, 2.756644745976830677e+02, 2.720925535729501803e+02, 2.742039234628265376e+02, 2.721975820416115539e+02, 2.752569914894536964e+02, 2.748730644439340267e+02, 2.732794408944675979e+02, 2.726732113275123197e+02
2.081000000000000000e+03, 2.738568644955934701e+02, 2.753786705551283376e+02, 2.750717508430124667e+02, 2.724717457743433897e+02, 2.741922879665849564e+02, 2.759042488267317026e+02, 2.773215529027958723e+02, 2.748657109794737039e+02, 2.753235373697826844e+02, 2.728545208608369990e+02, 2.742270260604645955e+02, 2.726773855212154558e+02, 2.753402727651579767e+02, 2.755400394949555221e+02, 2.732712533734545559e+02, 2.726612496787373630e+02
2.082000000000000000e+03, 2.740064070852355940e+02, 2.762419425897369365e+02, 2.743728491478327669e+02, 2.732358557709653155e+02, 2.748815980283055183e+02, 2.764551223627072432e+02, 2.771359892665961979e+02, 2.752502648114371482e+02, 2.755469703590658810e+02, 2.728347808544875761e+02, 2.748792429876025949e+02, 2.731338880290616657e+02, 2.752032691973918759e+02, 2.751376029469352034e+02, 2.742806581062266105e+02, 2.734971276171469867e+02
2.083000000000000000e+03, 2.741882212881002943e+02, 2.752076806526530390e+02, 2.732645021823361162e+02, 2.737352218853735621e+02, 2.748977793467825563e+02, 2.769323353467673883e+02, 2.780991534512716612e+02, 2.742568924468312161e+02, 2.764746312136571191e+02, 2.727979968934944850e+02, 2.743107315094027854e+02, 2.731108651840282846e+02, 2.763166961514419881e+02, 2.755216046659631957e+02, 2.731525785873101313e+02, 2.731424672907953095e+02
2.084000000000000000e+03, 2.751595574260878720e+02, 2.757882949333025522e+02, 2.759147072742227351e+02, 2.740016726675953578e+02, 2.746987211059920924e+02, 2.769025649179771449e+02, 2.788549119761853490e+02, 2.750524966031940721e+02, 2.755582227227146745e+02, 2.739035354284719688e+02, 2.742399053046143536e+02, 2.731365195306942155e+02, 2.761103902815315223e+02, 2.759565920763436679e+02, 2.744824875752924527e+02, 2.730773955697902693e+02
2.085000000000000000e+03, 2.742742010399378501e+02, 2.761044991195333864e+02, 2.755109220043752885e+02, 2.746878516596505619e+02, 2.757674638768936006e+02, 2.769012505279986271e+02, 2.783539178729445780e+02, 2.739258094269207504e+02, 2.758358958510806929e+02, 2.739275619318099189e+02, 2.747010906816458373e+02, 2.736743003369655867e+02, 2.764532645251518375e+02, 2.762639787317837090e+02, 2.739524393726171638e+02, 2.732959917169694677e+02
2.086000000000000000e+03, 2.745423189544815727e+02, 2.756052315173376996e+02, 2.748952717652299498e+02, 2.740357959130142262e+02, 2.746289146907103031e+02, 2.769143299933217577e+02, 2.787598044504445625e+02, 2.751180802801346204e+02, 2.759949298423830442e+02, 2.736257436895189130e+02, 2.747813144240802217e+02, 2.730491833639737820e+02, 2.761710797610472241e+02, 2.766638380266463741e+02, 2.730589703016948420e+02, 2.730714358784588853e+02
2.087000000000000000e+03, 2.752735422392132705e+02, 2.757402171613066457e+02, 2.746790970977283450e+02, 2.741756635491005909e+02, 2.754895811323322050e+02, 2.763966339872264939e+02, 2.789006905245894927e+02, 2.743410654541588656e+02, 2.759364921684186811e+02, 2.738037423704718663e+02, 2.751292406668491708e+02, 2.723967635960107145e+02, 2.761233906064429107e+02, 2.758681521736070295e+02, 2.741850931081423823e+02, 2.726253184926941344e+02
2.088000000000000000e+03, 2.745581581486626987e+02, 2.749424033082856340e+02, 2.750645080115578480e+02, 2.734971411407103687e+02, 2.759343915945356116e+02, 2.770260102595175908e+02, 2.789136352658341593e+02, 2.753993198981157207e+02, 2.759207321234606525e+02, 2.734235753908139372e+02, 2.755623783873854222e+02, 2.729272347375753043e+02, 2.763008388410171960e+02, 2.759814654000992391e+02, 2.746487910377997537e+02, 2.728784900503042650e+02
2.089000000000000000e+03, 2.750617363376609319e+02, 2.758032513534561190e+02, 2.751348884245135764e+02, 2.732263765096683414e+02, 2.755061131870436952e+02, 2.773566471691013930e+02, 2.790568836158644217e+02, 2.738449710219995268e+02, 2.761097814314521770e+02, 2.741347896107933479e+02, 2.758987264872726541e+02, 2.732826441565178470e+02, 2.757599709993650663e+02, 2.766007044475700809e+02, 2.747732404132876809e+02, 2.735841763006419569e+02
2.090000000000000000e+03, 2.738335449557426386e+02, 2.751503743137155311e+02, 2.762174619978009673e+02, 2.726434311932625292e+02, 2.751990901510019398e+02, 2.763128640410246248e+02, 2.788099615202752375e+02, 2.750404994326704582e+02, 2.768100178616296603e+02, 2.742713804960371249e+02, 2.760756000580426530e+02, 2.729066221643707877e+02, 2.759500140314617056e+02, 2.768915548641406303e+02, 2.750877850808043945e+02, 2.731331904952815535e+02
2.091000000000000000e+03, 2.741559033257759097e+02, 2.754567141610129966e+02, 2.753339740838329135e+02, 2.733530317351621761e+02, 2.748613109192864385e+02, 2.765669827243442001e+02, 2.789662616804824893e+02, 2.757114518387603539e+02, 2.772616358151905160e+02, 2.736067333121574165e+02, 2.757949191607623902e+02, 2.726631502088619641e+02, 2.768573206952432315e+02, 2.771289307700226345e+02, 2.746835901099897228e+02, 2.737825060153468257e+02
2.092000000000000000e+03, 2.760026378673633189e+02, 2.765516717762058647e+02, 2.748216919325191725e+02, 2.739660968199831359e+02, 2.749240908898428302e+02, 2.756145570811841026e+02, 2.785890493652203190e+02, 2.753116695263720430e+02, 2.778370946405027553e+02, 2.730578946896917500e+02, 2.748851670556903173e+02, 2.733623618434730247e+02, 2.768922179603981704e+02, 2.766367325145529890e+02, 2.739923305959811159e+02, 2.737008763004452021e+02
2.093000000000000000e+03, 2.756283282634686884e+02, 2.759259003334157114e+02, 2.766921997365319044e+02, 2.733894403312213512e+02, 2.740285959694002713e+02, 2.768958306292930160e+02, 2.794168314453588664e+02, 2.751457430316892214e+02, 2.779799557367139755e+02, 2.746494802233609107e+02, 2.749407602300341864e+02, 2.737508644518193250e+02, 2.766320408296042501e+02, 2.771167735168235708e+02, 2.733722783491787141e+02, 2.738764079003649954e+02
2.094000000000000000e+03, 2.758672999040190348e+02, 2.758919452005166022e+02, 2.767324370997604888e+02, 2.746844447184047340e+02, 2.755003256772106965e+02, 2.772959772536307810e+02, 2.793423494716403752e+02, 2.752511724033876135e+02, 2.779890235207299156e+02, 2.738909422498867912e+02, 2.757271085904300776e+02, 2.731481022106489149e+02, 2.767480730622278884e+02, 2.773261091185323153e+02, 2.736500808438296986e+02, 2.733825263206883847e+02
2.095000000000000000e+03, 2.753600539157279741e+02, 2.766731448288181241e+02, 2.757525437006370339e+02, 2.740342317469639966e+02, 2.754366069896587987e+02, 2.765403978417138546e+02, 2.788419723518120463e+02, 2.764949236880916601e+02, 2.780922853312122811e+02, 2.736755409653510469e+02, 2.755381807345060565e+02, 2.737998782592183602e+02, 2.762672319710105171e+02, 2.778902306997694609e+02, 2.734700044813922091e+02, 2.731030098333434353e+02
2.096000000000000000e+03, 2.755563392147672062e+02, 2.774551495979121114e+02, 2.752354387983845072e+02, 2.748054372348244101e+02, 2.747586424301381953e+02, 2.771312091438004472e+02, 2.787970030003669422e+02, 2.749418856324002718e+02, 2.789133803444200908e+02, 2.742347461312946848e+02, 2.757428057048390428e+02, 2.738911863211860123e+02, 2.769211696902842732e+02, 2.776634245478050502e+02, 2.750159631654518648e+02, 2.743015193463076002e+02
2.097000000000000000e+03, 2.754580993236585300e+02, 2.764687522834252604e+02, 2.761803745819123037e+02, 2.747613991391713171e+02, 2.752968540537412991e+02, 2.777398115287148244e+02, 2.792246580842488584e+02, 2.755315581096690494e+02, 2.780697364032108112e+02, 2.747205050477185750e+02, 2.762269349610793938e+02, 2.728382983911219526e+02, 2.772947945180044940e+02, 2.784481095599457490e+02, 2.743158758541993052e+02, 2.737249815892079141e+02
2.098000000000000000e+03, 2.750440772477570022e+02, 2.775930625789110309e+02, 2.767801828851515893e+02, 2.736064802592065348e+02, 2.756363383706988657e+02, 2.771208359083883010e+02, 2.799736366675346630e+02, 2.758053677907624319e+02, 2.785207911432469814e+02, 2.740123270198963610e+02, 2.754126184361390415e+02, 2.726798550226131397e+02, 2.762759038339174822e+02, 2.776593185950627571e+02, 2.745459337286644654e+02, 2.738114346432935235e+02
2.099000000000000000e+03, 2.754638689370329416e+02, 2.767278180145440274e+02, 2.758321747415365053e+02, 2.746095766457518152e+02, 2.762446326858353132e+02, 2.770879203554876540e+02, 2.797144934115442538e+02, 2.760895977042422373e+02, 2.780640163781064871e+02, 2.741527321881657144e+02, 2.753456129695060781e+02, 2.730600221013968394e+02, 2.771701679377981691e+02, 2.785743026918353848e+02, 2.744714351239992425e+02, 2.738828496223297293e+02
2.100000000000000000e+03, 2.757317541432304324e+02, 2.763345757394412203e+02, 2.766927803990639632e+02, 2.739844619165389759e+02, 2.748423253889838520e+02, 2.774238557305459949e+02, 2.805813832933667982e+02, 2.763203445036859307e+02, 2.774817345572003546e+02, 2.749191094038700385e+02, 2.751677534817612809e+02, 2.731984987861860645e+02, 2.773976110411767877e+02, 2.781515911870199602e+02, 2.751147251359693087e+02, 2.734013757801282054e+02
