year, MIROC-ES2L, INM-CM4-8, INM-CM5-0, MPI-ESM1-2-LR, CanESM5, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, UKESM1-0-LL, ACCESS-ESM1-5, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM
2.077000000000000000e+03, 2.044152926808972648e+00, 1.945040174300704194e+00, 1.920555990039732874e+00, 2.123736013220904439e+00, 2.020860480672678872e+00, 1.705199029833459168e+00, 2.018735359452593858e+00, 1.549824025859411813e+00, 1.829537912708637082e+00, 1.834315808023967653e+00, 1.693244907092426699e+00, 1.896029995691609571e+00, 2.049091558577845085e+00, 1.874481120238039145e+00, 1.830596726899982318e+00, 1.730499805723326512e+00
2.078000000000000000e+03, 1.953658900163000256e+00, 1.807598091709909705e+00, 1.824101387264253527e+00, 2.075004479648699274e+00, 1.992597413572221310e+00, 1.781363640598887077e+00, 1.890427601950203540e+00, 1.564513864793883435e+00, 1.704495948690816887e+00, 1.847898352443930081e+00, 1.607337464361122459e+00, 1.819845018465296782e+00, 2.028753013332831312e+00, 1.893602642491230892e+00, 1.807009832442774355e+00, 1.712500944951807824e+00
2.079000000000000000e+03, 1.953695303371827841e+00, 1.883534819082981260e+00, 1.854993896024505595e+00, 2.024798434074519538e+00, 2.070950799852639079e+00, 1.720622419103377432e+00, 1.792238329430505095e+00, 1.538144828239934814e+00, 1.661756469948655335e+00, 1.932667839047859770e+00, 1.619073453150603026e+00, 1.765895780251144132e+00, 2.232179131928752280e+00, 1.776815754873634079e+00, 1.916408141266159992e+00, 1.621512656215633008e+00
2.080000000000000000e+03, 1.995842673624964148e+00, 1.853948036879966565e+00, 1.964461075188997485e+00, 2.002283885275393249e+00, 1.992594936640367687e+00, 1.663243255498509932e+00, 1.924034174774614581e+00, 1.529529073094812119e+00, 1.766268001131259480e+00, 1.996398011015783291e+00, 1.727973068725047412e+00, 1.772673822888172657e+00, 2.000972044724047549e+00, 1.877233292390068531e+00, 1.817430460544530613e+00, 1.625246934905025142e+00
2.081000000000000000e+03, 2.047376671475416909e+00, 1.855932006526269662e+00, 1.852767532436497611e+00, 2.074984617341243620e+00, 2.029634086667352566e+00, 1.742685659688001820e+00, 1.984253694743226326e+00, 1.580299157204836824e+00, 1.893319478533699973e+00, 1.985874768223347742e+00, 1.680042390108744899e+00, 1.997593744750168820e+00, 2.099040976051903762e+00, 1.865996101692288356e+00, 1.831176617247862071e+00, 1.649277221175373453e+00
2.082000000000000000e+03, 2.041763835949408801e+00, 1.822319708603388211e+00, 1.876217865926892658e+00, 1.997154188404038466e+00, 2.011461845522807490e+00, 1.635010481647834357e+00, 1.835270117119996769e+00, 1.553768785808226305e+00, 1.882819934046799926e+00, 1.994544354129213604e+00, 1.722661806897338943e+00, 1.853325439520357998e+00, 2.065203268064648601e+00, 1.829552739017030305e+00, 1.873145712451131040e+00, 1.671379990370014168e+00
2.083000000000000000e+03, 1.939697185859541761e+00, 1.770077087806778859e+00, 1.855253217206149330e+00, 2.037150781158281632e+00, 2.029308915821153469e+00, 1.621995899814363096e+00, 1.946443962212678569e+00, 1.591781259256313197e+00, 1.910430936343446851e+00, 1.923006533653753625e+00, 1.754215047178788511e+00, 1.817644391533817849e+00, 2.221062679953454744e+00, 1.779417749929615322e+00, 1.954365404546345220e+00, 1.672098256667344574e+00
2.084000000000000000e+03, 2.005032158449254087e+00, 1.865833836062726014e+00, 1.896927532073047429e+00, 2.073114687517212396e+00, 2.076638342453331454e+00, 1.687560749827348827e+00, 1.943900114150360681e+00, 1.598258610624083254e+00, 1.847322438232773534e+00, 1.874657146426604415e+00, 1.694015014178603229e+00, 1.999295576015770903e+00, 2.177299067751096828e+00, 1.905521329602626102e+00, 1.894512678515720472e+00, 1.562805781451281462e+00
2.085000000000000000e+03, 2.029697839759488698e+00, 1.852753013749561584e+00, 1.923439345569983638e+00, 2.036722696628880946e+00, 1.967063658002291771e+00, 1.712009657915710248e+00, 1.995505041402663604e+00, 1.632923007080684830e+00, 1.795367704754421645e+00, 1.917480598190791863e+00, 1.709783299869489070e+00, 1.939814119966286832e+00, 2.176092744107046784e+00, 1.879574442866035033e+00, 1.962129549414600493e+00, 1.581649253416732126e+00
2.086000000000000000e+03, 2.125337933185168282e+00, 1.814344165074357029e+00, 1.871173251876343313e+00, 2.119227995248087471e+00, 2.154595913920773764e+00, 1.688945547031031946e+00, 2.025802112550198153e+00, 1.709858161617194172e+00, 1.849654851314344040e+00, 1.944521957062983475e+00, 1.653191997251165279e+00, 1.914302236739060303e+00, 2.189470632156401031e+00, 1.821480270088751352e+00, 1.936034466478897986e+00, 1.706774850600934590e+00
2.087000000000000000e+03, 2.116473231721891501e+00, 1.928960728167903982e+00, 1.860493539510909233e+00, 2.140617022581009277e+00, 2.079674340492123630e+00, 1.699260678817889447e+00, 1.787798984596591589e+00, 1.568568244866286765e+00, 1.818583739080713135e+00, 1.999880885289901045e+00, 1.660366401078897214e+00, 1.960276156996065833e+00, 2.230295623963848506e+00, 1.851212268672158157e+00, 1.890692703810219255e+00, 1.609798743195362425e+00
2.088000000000000000e+03, 2.118087729279374276e+00, 1.866418158304227637e+00, 1.901197136719462000e+00, 2.070519592097477712e+00, 2.192483034635629213e+00, 1.682221079775429340e+00, 1.916190800189425225e+00, 1.564114290792988138e+00, 1.838902144802730509e+00, 1.973325656521028204e+00, 1.764565593220970063e+00, 1.909625074151378055e+00, 2.114086398195058170e+00, 1.923467072879071926e+00, 1.840918426470615321e+00, 1.612110657861597574e+00
2.089000000000000000e+03, 2.145571409978570987e+00, 1.811287927807413878e+00, 1.849550564159588850e+00, 2.089264582301813888e+00, 2.116513369721431115e+00, 1.726568078907402271e+00, 1.988565067439768574e+00, 1.682688790328545014e+00, 1.852307237117825967e+00, 2.121142484715244692e+00, 1.746460032893232706e+00, 1.894114906808884502e+00, 2.200207181353432073e+00, 1.937749139754347594e+00, 1.937802265216483910e+00, 1.668568870785235969e+00
2.090000000000000000e+03, 2.084668462193006722e+00, 1.815663324263770528e+00, 1.924729457471518135e+00, 1.998606803052604075e+00, 2.101824272180776720e+00, 1.728755402331241697e+00, 1.901275300265663937e+00, 1.496962844605585596e+00, 1.941125851217591070e+00, 1.908651902238732045e+00, 1.663214655685133048e+00, 1.880828676347970463e+00, 2.207904506691082513e+00, 1.889521895127331819e+00, 1.971985584429459371e+00, 1.648124602324648080e+00
2.091000000000000000e+03, 2.060095006953895247e+00, 1.869646249083376288e+00, 2.042996511818184313e+00, 1.915103884956298019e+00, 2.062352053409725272e+00, 1.822324720290594779e+00, 2.047067230401065974e+00, 1.624100000574731251e+00, 1.890407600586914594e+00, 1.992218077006611132e+00, 1.714817228255406389e+00, 1.957032595009098541e+00, 2.258659231001212575e+00, 1.890034681622734913e+00, 1.885585726090288849e+00, 1.688318554913082137e+00
2.092000000000000000e+03, 2.012320972907709393e+00, 1.807309127693665474e+00, 1.867308396016676753e+00, 2.114315713916190997e+00, 2.161693866917520079e+00, 1.568380709638285131e+00, 2.016112092188746541e+00, 1.541819488032350138e+00, 1.800544113239342048e+00, 1.853525306638332593e+00, 1.690283261778605661e+00, 1.911109193586058685e+00, 2.291902446256078196e+00, 1.872121375566337509e+00, 1.897889878636104255e+00, 1.653634009903830693e+00
2.093000000000000000e+03, 2.069634972329905676e+00, 1.931921424810173704e+00, 1.829115108137911561e+00, 2.071791271735971662e+00, 2.265442392756723322e+00, 1.701657068210475909e+00, 2.112292022263328128e+00, 1.646052000401750703e+00, 1.892026752659766053e+00, 1.966237126586404704e+00, 1.812143675157698031e+00, 2.008064826188899588e+00, 2.155107210352946279e+00, 1.973793244306734307e+00, 2.014899622143911717e+00, 1.640933362448331323e+00
2.094000000000000000e+03, 2.056220577051978360e+00, 1.956361719766403606e+00, 1.864454980729825184e+00, 2.096424369461980852e+00, 2.135999776255357752e+00, 1.571884754488583225e+00, 2.127619723077829761e+00, 1.611521930764506783e+00, 1.947942206131663800e+00, 2.028605766790741338e+00, 1.718939125405183566e+00, 1.901573331414617929e+00, 2.141524737703153658e+00, 1.951732566612183639e+00, 1.946308518751920014e+00, 1.654797087621466822e+00
2.095000000000000000e+03, 2.023525043635344911e+00, 1.861140837353172817e+00, 1.852216539989531396e+00, 2.045721363782336599e+00, 1.972949597347803286e+00, 1.751528459882758515e+00, 1.962490003823228468e+00, 1.502752233555177508e+00, 1.780934816928200881e+00, 1.947796703662213469e+00, 1.667368881082607945e+00, 1.972794544833127883e+00, 2.170185945628472002e+00, 1.917873662429312454e+00, 1.995705910317244536e+00, 1.686427672455831139e+00
2.096000000000000000e+03, 2.126529298176251359e+00, 1.828674189042855058e+00, 1.861328315702432068e+00, 2.145541851888201013e+00, 1.987591805153005042e+00, 1.640102051492731361e+00, 2.061305883549157336e+00, 1.592626181373279159e+00, 1.980086642417536735e+00, 1.925573678095574115e+00, 1.734044768418967708e+00, 1.913421213041760938e+00, 2.219991414067818525e+00, 1.992615631212931282e+00, 1.985487561861876582e+00, 1.656301582204086520e+00
2.097000000000000000e+03, 2.077981227028069089e+00, 1.889268175517759829e+00, 2.069257958197773029e+00, 2.137247604535928325e+00, 2.210114049200018638e+00, 1.783991066722519170e+00, 2.139737569027145625e+00, 1.622595614130009078e+00, 1.900611870559782535e+00, 1.958074337547940802e+00, 1.706820294386215631e+00, 2.039785571494182381e+00, 2.234636794509377022e+00, 1.978545209060672549e+00, 1.870609455285878520e+00, 1.712702193323143884e+00
2.098000000000000000e+03, 2.101121350703636370e+00, 1.820463016438758519e+00, 2.089002367663007842e+00, 2.156967512283643806e+00, 2.222336600513578286e+00, 1.739622831499900490e+00, 2.064445230202991421e+00, 1.506280630570996371e+00, 1.854077702187564736e+00, 2.102804372738528826e+00, 1.641905888669708879e+00, 1.957354541623738786e+00, 2.111605605299113453e+00, 1.982568353327726740e+00, 2.004860245179214129e+00, 1.679740718938113497e+00
2.099000000000000000e+03, 2.111418009979995514e+00, 1.994676176499017073e+00, 1.909011360535109780e+00, 2.172066187022489547e+00, 2.059456771771930761e+00, 1.763838047594905145e+00, 2.056477020702534464e+00, 1.620830946278050799e+00, 1.881740387099273937e+00, 2.010384308448137869e+00, 1.645208957992646770e+00, 2.021661397673364391e+00, 2.208696880763433068e+00, 1.942943595280364866e+00, 2.000462247220967438e+00, 1.671092708253773873e+00
2.100000000000000000e+03, 2.123454146712451251e+00, 1.855657340436651426e+00, 1.960748275435076904e+00, 2.050971219174773541e+00, 2.216422606198500400e+00, 1.819194294073629647e+00, 2.028100523780882014e+00, 1.664999935635630202e+00, 1.964756965582704185e+00, 2.024718322302709872e+00, 1.748753364328648363e+00, 2.090950525653334946e+00, 2.228943326634492905e+00, 1.988787012472942983e+00, 1.841949386168479030e+00, 1.763454701945225800e+00
