year, CNRM-ESM2-1, ACCESS-ESM1-5, EC-Earth3-Veg, TaiESM1, CESM2-WACCM, MIROC-ES2L, CanESM5, GFDL-ESM4, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM5-0, MPI-ESM1-2-LR, NorESM2-MM, CMCC-CM2-SR5, NorESM2-LM, INM-CM4-8
2.077000000000000000e+03, 9.836762643959656316e+01, 1.058737920262023380e+02, 4.422357332165700683e+01, 3.570074003296093679e+01, 8.343811684467736711e+01, 7.521680749547469702e+01, 9.584969743014904964e+01, 8.969537145400127542e+01, 5.005134380063548605e+01, 6.310112043571164975e+01, 7.162129071873896180e+01, 4.652016672159259514e+01, 7.492888875578830721e+01, 4.935791867599121474e+01, 7.414310215580445629e+01, 7.107530754263491701e+01
2.078000000000000000e+03, 9.873929089496782296e+01, 1.062003937076484874e+02, 4.480216862160717994e+01, 3.608478533769273611e+01, 8.384164727314906429e+01, 7.593095536802884737e+01, 9.715059277853045216e+01, 9.015550157547673393e+01, 5.056523387747790821e+01, 6.344551473821415044e+01, 7.190471451091936217e+01, 4.707058118659993085e+01, 7.550786170217837423e+01, 4.952028916338542786e+01, 7.452097547365420382e+01, 7.124204153228112091e+01
2.079000000000000000e+03, 9.953353381807771427e+01, 1.067257534521569937e+02, 4.521683660311217068e+01, 3.601197848583373684e+01, 8.442044339595898350e+01, 7.634116428643548602e+01, 9.833342402971847207e+01, 9.060571744382626491e+01, 5.125747337518929925e+01, 6.359931264276653451e+01, 7.217288907949570387e+01, 4.731164410877851623e+01, 7.599038122222357572e+01, 4.895176364214792386e+01, 7.461675447701340147e+01, 7.151633457646229886e+01
2.080000000000000000e+03, 1.002943978371239666e+02, 1.071927537635812229e+02, 4.562946007861457787e+01, 3.608219457184080170e+01, 8.477350671842999930e+01, 7.678972079323715150e+01, 9.923888016036417525e+01, 9.102182352580270219e+01, 5.182200802956990060e+01, 6.386438644264979558e+01, 7.232075751485436399e+01, 4.749937341633369670e+01, 7.633189545644755469e+01, 4.948479277426568501e+01, 7.499128711641081679e+01, 7.175916428451687068e+01
2.081000000000000000e+03, 1.012372304505289264e+02, 1.075006651845263121e+02, 4.584655469977703746e+01, 3.643339986803770358e+01, 8.552506971644011458e+01, 7.739556187010605015e+01, 1.001652590088731642e+02, 9.145696201887302834e+01, 5.245234109606713702e+01, 6.419762468775743969e+01, 7.240228668915484889e+01, 4.764593313347440784e+01, 7.668298924528143345e+01, 5.026681700987182211e+01, 7.543403017219594631e+01, 7.180059153283350781e+01
2.082000000000000000e+03, 1.021285848535768395e+02, 1.077104403976468063e+02, 4.638253161775538302e+01, 3.674487100211704416e+01, 8.602043838426259015e+01, 7.808477706088660852e+01, 1.008904377572222160e+02, 9.207245963951443457e+01, 5.316470854678367175e+01, 6.446624910858403723e+01, 7.259543631565954058e+01, 4.790064457386059615e+01, 7.740123215568475246e+01, 5.016384434299923356e+01, 7.584108781281045708e+01, 7.194302610075351367e+01
2.083000000000000000e+03, 1.029428522918460089e+02, 1.078893601618389795e+02, 4.704246976812293468e+01, 3.669239188147473385e+01, 8.609949093766185513e+01, 7.867028584919869161e+01, 1.018998584918615933e+02, 9.262283074404675176e+01, 5.388233136199853135e+01, 6.465966162831358588e+01, 7.274874790139192271e+01, 4.796335494627534501e+01, 7.785614292614489784e+01, 5.008741170611720150e+01, 7.626737300668830244e+01, 7.206712855903620607e+01
2.084000000000000000e+03, 1.036756369013645553e+02, 1.082797757038483297e+02, 4.775405594901158679e+01, 3.697735261908730564e+01, 8.624828315637083165e+01, 7.905798089026882280e+01, 1.029600651273608918e+02, 9.296968733174990973e+01, 5.460770268196811372e+01, 6.498585812786033955e+01, 7.314376816792037062e+01, 4.824473172074448968e+01, 7.822497831851880790e+01, 5.050971633131963756e+01, 7.674916161821188609e+01, 7.217979141023953105e+01
2.085000000000000000e+03, 1.045063393847373163e+02, 1.088270483764461289e+02, 4.842073909343411486e+01, 3.718077834787705171e+01, 8.675870901653365763e+01, 7.943740168984787431e+01, 1.038440376086382884e+02, 9.325563404025606928e+01, 5.521260616539262145e+01, 6.544851182213012919e+01, 7.352745232020947697e+01, 4.855609416446844762e+01, 7.846965711501133001e+01, 4.983243955295485250e+01, 7.744534155436470257e+01, 7.240695488173824401e+01
2.086000000000000000e+03, 1.053140223970913070e+02, 1.092487255611767978e+02, 4.885429891806889202e+01, 3.735128932017288861e+01, 8.751483660304964474e+01, 7.981427468413747306e+01, 1.046869771633117807e+02, 9.362375726325312542e+01, 5.586847300751822587e+01, 6.583721639979046358e+01, 7.375901198008807569e+01, 4.884390486191025360e+01, 7.876707808094390373e+01, 4.876328808132360848e+01, 7.804070070258785563e+01, 7.278897229806476332e+01
2.087000000000000000e+03, 1.061383466649658942e+02, 1.096579877719350975e+02, 4.954145963266583408e+01, 3.744916709400376931e+01, 8.799205517595562753e+01, 8.020488300977557117e+01, 1.058166917894294983e+02, 9.397651778387526633e+01, 5.651070170238211432e+01, 6.605906829280297643e+01, 7.391927421693084455e+01, 4.908641866710421198e+01, 7.945603822786064541e+01, 4.966171699379008686e+01, 7.825846022755605702e+01, 7.297244630340949811e+01
2.088000000000000000e+03, 1.070337243836207932e+02, 1.100548965891753994e+02, 5.038781569476870459e+01, 3.751333087961625523e+01, 8.843335614926304800e+01, 8.054381900911178604e+01, 1.071316785837217225e+02, 9.428930202386375470e+01, 5.715912852058564653e+01, 6.629774540867479971e+01, 7.423522813854933133e+01, 4.911725917392961094e+01, 8.003141165715989302e+01, 5.005614073921596230e+01, 7.848903175872132465e+01, 7.310152926176509425e+01
2.089000000000000000e+03, 1.079842414839578169e+02, 1.104346645036236794e+02, 5.102670027254799123e+01, 3.764992324368140686e+01, 8.859266753509855619e+01, 8.136340904524892892e+01, 1.082643407783644847e+02, 9.457779176955442324e+01, 5.788441368882196514e+01, 6.655545003801823611e+01, 7.452686189284148099e+01, 4.926524603846965533e+01, 8.050304118662280928e+01, 4.977391833742237282e+01, 7.874266576542140683e+01, 7.327269996381599526e+01
2.090000000000000000e+03, 1.088848128099915442e+02, 1.107757653494396379e+02, 5.161829370197368405e+01, 3.809877544379596515e+01, 8.895109868092863792e+01, 8.228812238286988645e+01, 1.091902044041466979e+02, 9.510065804896746045e+01, 5.839173198079936355e+01, 6.682478093496361282e+01, 7.474856835954149403e+01, 4.943025819590921799e+01, 8.100716494806179924e+01, 4.974038986243530047e+01, 7.910456520004446190e+01, 7.353629143994211859e+01
2.091000000000000000e+03, 1.096354175379005653e+02, 1.111168016746272258e+02, 5.204863158766572440e+01, 3.832941118967183058e+01, 8.961434026851328838e+01, 8.295908287005563864e+01, 1.102623985176913521e+02, 9.558774428998135875e+01, 5.907688418732596602e+01, 6.718288002703121720e+01, 7.519134304463317164e+01, 4.972788047488053564e+01, 8.135213207605411867e+01, 5.008188301125934316e+01, 7.933718497451353358e+01, 7.386358591258391471e+01
2.092000000000000000e+03, 1.106070972359518834e+02, 1.116522233268707254e+02, 5.260141909213735545e+01, 3.844375335177171138e+01, 8.998505784198954416e+01, 8.330236462547451026e+01, 1.113669484770852733e+02, 9.606486447772142867e+01, 5.975027422176584224e+01, 6.747841116202629053e+01, 7.553021566012250787e+01, 4.998114485358019721e+01, 8.154862139163043366e+01, 5.030509404628242009e+01, 7.972092237420729077e+01, 7.403651777622249597e+01
2.093000000000000000e+03, 1.112660526534366170e+02, 1.122301567738358017e+02, 5.321596171182245172e+01, 3.869020470929461908e+01, 9.030703784244518317e+01, 8.390083336081723075e+01, 1.126125750441333224e+02, 9.666650644632144918e+01, 6.034081002700944651e+01, 6.777150250443473567e+01, 7.565903542877425991e+01, 5.006562874512522399e+01, 8.224419120719801413e+01, 5.101819240542040745e+01, 8.011687374033564879e+01, 7.428838676293882770e+01
2.094000000000000000e+03, 1.121318151403232690e+02, 1.126661723007306364e+02, 5.367215602714251332e+01, 3.881196258334674098e+01, 9.082386407900105496e+01, 8.447513139010035843e+01, 1.137051931308723738e+02, 9.720271360650995973e+01, 6.104208350775659397e+01, 6.814499830529364033e+01, 7.578981262422975362e+01, 5.016332285595704121e+01, 8.286291018068477854e+01, 5.128122083771415873e+01, 8.082069339382103124e+01, 7.459401817484551600e+01
2.095000000000000000e+03, 1.131990206390961049e+02, 1.130172226010210750e+02, 5.420531562205916032e+01, 3.880672627747981096e+01, 9.158761835274597729e+01, 8.510036021327067601e+01, 1.147049690434813272e+02, 9.768821414274816561e+01, 6.175133324969493032e+01, 6.845479238328859140e+01, 7.582969475642677537e+01, 5.044834811154181153e+01, 8.326093198027763265e+01, 5.121162317588705548e+01, 8.137048900491606673e+01, 7.481420563254918932e+01
2.096000000000000000e+03, 1.140054753340180866e+02, 1.133698791942154713e+02, 5.500770660844233362e+01, 3.905250834369464741e+01, 9.196119472889222379e+01, 8.579877285791731367e+01, 1.156500343385120289e+02, 9.820545150569023463e+01, 6.250210751270881104e+01, 6.875232680496158366e+01, 7.593248589447888719e+01, 5.069318114082633286e+01, 8.390732967817758947e+01, 5.094186100553450558e+01, 8.141026439687566096e+01, 7.487123408727774176e+01
2.097000000000000000e+03, 1.147406068234523531e+02, 1.138709120737434972e+02, 5.582039037944407767e+01, 3.926420128464099690e+01, 9.220927251518656931e+01, 8.639136513366909753e+01, 1.165361561681646805e+02, 9.864213164917346433e+01, 6.311741628826723627e+01, 6.922335796098688832e+01, 7.622725862725465618e+01, 5.103372034908251464e+01, 8.448953232537097335e+01, 5.135750477975613393e+01, 8.157779540282037090e+01, 7.511421996368440546e+01
2.098000000000000000e+03, 1.156129129937189077e+02, 1.141711756889129816e+02, 5.643878590066645273e+01, 3.946020003516134977e+01, 9.245684197054676190e+01, 8.704421556851444564e+01, 1.176468904755296450e+02, 9.910971493794291121e+01, 6.385061398360429763e+01, 6.959928546407867600e+01, 7.658041239033879322e+01, 5.119138408594974976e+01, 8.479382045364771159e+01, 5.182893777166560056e+01, 8.214656705556126326e+01, 7.530139524981154864e+01
2.099000000000000000e+03, 1.162622201215461075e+02, 1.143485029885811599e+02, 5.703130062753039908e+01, 3.962445396354264915e+01, 9.272311539971114769e+01, 8.744453694861796578e+01, 1.185721803039108266e+02, 9.985834482187469519e+01, 6.439437219281741420e+01, 6.988757327115116880e+01, 7.680901552911733177e+01, 5.154128305071967020e+01, 8.498082122334427879e+01, 5.251551876644820283e+01, 8.294830734476616385e+01, 7.540486107058264054e+01
2.100000000000000000e+03, 1.169743300428164758e+02, 1.147789781601361483e+02, 5.781253319601754015e+01, 4.003709375155529671e+01, 9.338605261405022873e+01, 8.753402795923699387e+01, 1.196832868471260696e+02, 1.007586340573910206e+02, 6.497493617495493368e+01, 7.019242572667921820e+01, 7.690892935304104583e+01, 5.173151460904747267e+01, 8.544924981267533326e+01, 5.272754387376761542e+01, 8.363524705142056348e+01, 7.567079987687435505e+01
