year, CMCC-CM2-SR5, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, ACCESS-ESM1-5, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, NorESM2-LM, MIROC-ES2L, CESM2-WACCM, GFDL-ESM4, CanESM5
2.090000000000000000e+03, 9.164680614848863982e+00, 5.819943526676234313e+01, 7.995868501913614068e+01, 1.705873169638018183e+01, 1.178679590661789867e+01, 1.303793947740693238e+00, 1.821471489118163944e+01, 1.128600950676146653e+01, 9.888990734985645403e+00, 7.733945611114347685e+01, 1.136012604880087018e+01, 6.778604232945471608e+01, 1.740359410331059919e+01
2.091000000000000000e+03, 9.282753789990351834e+00, 5.837139454878582256e+01, 8.028328482343088979e+01, 1.764459900053802954e+01, 1.177216594048289622e+01, 1.319400499899593626e+00, 1.813470216680445901e+01, 1.152919707788441706e+01, 1.002488093050355289e+01, 7.757468531606697582e+01, 1.126312046213143070e+01, 6.823999158265844756e+01, 1.734393360855140642e+01
2.092000000000000000e+03, 9.339848270489900628e+00, 5.847624468941050679e+01, 8.025884596491638945e+01, 1.736384457449011265e+01, 1.171496483110902531e+01, 1.403384770605854204e+00, 1.808441987548297192e+01, 1.167698808835631930e+01, 9.908798388126600187e+00, 7.787531188264523507e+01, 1.130348685024889832e+01, 6.864632964346505162e+01, 1.716531760626295267e+01
2.093000000000000000e+03, 9.355232850756376450e+00, 5.869251444354089386e+01, 8.023897813238171750e+01, 1.693857743783198444e+01, 1.173185150822623335e+01, 1.430523913235938638e+00, 1.802625197993347328e+01, 1.151569678388350404e+01, 1.004113477608862404e+01, 7.809648489782968284e+01, 1.128748890028538199e+01, 6.887401593567069824e+01, 1.717449708056165392e+01
2.094000000000000000e+03, 9.350737411617746631e+00, 5.873169908905784098e+01, 8.014280213109486795e+01, 1.662057423607472728e+01, 1.175541939559859550e+01, 1.433995809640911556e+00, 1.797656839383619598e+01, 1.146598182578417102e+01, 1.002443170975247000e+01, 7.824758958801072595e+01, 1.130493537075878052e+01, 6.923549094752499400e+01, 1.719114111496243424e+01
2.095000000000000000e+03, 9.527228390888039300e+00, 5.878993753026967539e+01, 8.029351326767162789e+01, 1.650379738578802247e+01, 1.178190902184158162e+01, 1.416101260471640533e+00, 1.793847557780627611e+01, 1.166157976963169673e+01, 1.023538597549644713e+01, 7.845047611636455542e+01, 1.132195391656426509e+01, 6.946836319885025546e+01, 1.740979524327056893e+01
2.096000000000000000e+03, 9.851005900973866858e+00, 5.881457934421405298e+01, 8.033965363909825896e+01, 1.649438592504210632e+01, 1.176210653604878509e+01, 1.379467186092995235e+00, 1.785700038406935874e+01, 1.172870621691642512e+01, 1.040557081862077915e+01, 7.869814917134640098e+01, 1.157933042913984778e+01, 6.984580373780795526e+01, 1.782414902795323641e+01
2.097000000000000000e+03, 9.497322372210847519e+00, 5.863561086321637816e+01, 8.033435070641044717e+01, 1.659162910768806753e+01, 1.172202654472297745e+01, 1.357871637208061477e+00, 1.780344127265901832e+01, 1.190812457728783258e+01, 1.035805411784012620e+01, 7.889712985395217970e+01, 1.171213571606796933e+01, 7.020940868396218093e+01, 1.814223776493080820e+01
2.098000000000000000e+03, 9.239032640925707085e+00, 5.874676048036806009e+01, 8.032372215551710326e+01, 1.677676600033709065e+01, 1.180559115543686310e+01, 1.390681688575453157e+00, 1.777104928857071187e+01, 1.207223411031837479e+01, 1.023580663514828260e+01, 7.917179563384044627e+01, 1.173853227416722866e+01, 7.058376579557196351e+01, 1.783462222528466512e+01
2.099000000000000000e+03, 9.263869135715451009e+00, 5.868714975882507190e+01, 8.037836329408457914e+01, 1.676699819838864514e+01, 1.176348930150551020e+01, 1.331469389908936707e+00, 1.776207095423848870e+01, 1.219114703043411652e+01, 1.009976633866745566e+01, 7.954688736584877518e+01, 1.174917312214736853e+01, 7.077496438007281654e+01, 1.769533155118621437e+01
2.100000000000000000e+03, 9.495210919819488282e+00, 5.878952399193040179e+01, 8.044311640256010776e+01, 1.667326452162510009e+01, 1.172292847296392360e+01, 1.297773882612825336e+00, 1.779295434220979644e+01, 1.205716046827978438e+01, 1.019382445817418770e+01, 8.006026565528021877e+01, 1.159591071865246192e+01, 7.110345258690024650e+01, 1.758214925042906884e+01
