year, TaiESM1, INM-CM5-0, CanESM5, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, EC-Earth3-Veg, UKESM1-0-LL, GFDL-ESM4, ACCESS-ESM1-5, INM-CM4-8, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-LM
2.077000000000000000e+03, 3.924080143855496772e+01, 4.427934809834924579e+01, 3.679461440749692969e+01, 4.317271853905318579e+01, 3.216273923055447170e+01, 3.051505007338960951e+01, 3.090390513403266937e+01, 3.463839063453998790e+01, 3.544660398298349691e+01, 4.647840283055773369e+01, 3.020539644027803305e+01, 3.720883971087270226e+01, 4.409675973158529416e+01, 2.649840864615776326e+01, 2.785042768792389012e+01, 3.106269548394759639e+01
2.078000000000000000e+03, 3.930966995871337133e+01, 4.369146812459777607e+01, 3.666343544963657308e+01, 4.226176177842950210e+01, 3.196869775578828410e+01, 2.918149829777805593e+01, 3.175466853874674911e+01, 3.588704178108007170e+01, 3.693348396403142431e+01, 4.266972607995496958e+01, 2.992127436911859562e+01, 3.514141955993396493e+01, 4.517523734081311915e+01, 2.512356609103658656e+01, 2.758170989834329490e+01, 3.170755456519242088e+01
2.079000000000000000e+03, 3.958531824308966662e+01, 4.487525518882480924e+01, 3.610094959659703306e+01, 4.385752181823789186e+01, 3.134084878473852953e+01, 2.976957355857576104e+01, 3.007162300864606408e+01, 3.750119615968742437e+01, 3.551122186260235480e+01, 4.183361618033313789e+01, 3.100938460322699086e+01, 3.619467301825300609e+01, 4.351892348158936130e+01, 2.563836655602418091e+01, 2.809718011957614792e+01, 3.174730753090916124e+01
2.080000000000000000e+03, 3.867158377055370266e+01, 4.496222870693216578e+01, 3.699327080400218648e+01, 4.565841681031407262e+01, 3.192711207133106299e+01, 2.958905722888494694e+01, 2.891741045064381765e+01, 3.644869963207573704e+01, 3.610671620962662587e+01, 4.086451390603973977e+01, 3.064605575987057762e+01, 3.622870082590216612e+01, 4.485148727646033961e+01, 2.680610048211221041e+01, 2.745951404269465357e+01, 3.167055737316232822e+01
2.081000000000000000e+03, 3.956935720072474538e+01, 4.400463466819321212e+01, 3.712083264981092867e+01, 4.581818193292249219e+01, 3.093175617975486702e+01, 2.756256786792557278e+01, 3.129311972112819973e+01, 3.665514933182992507e+01, 3.600189236886163968e+01, 4.252577020475516889e+01, 2.963825543701746312e+01, 3.362742994024630150e+01, 4.369548162018488568e+01, 2.708550149221753500e+01, 2.709862563201733821e+01, 3.214350313401917703e+01
2.082000000000000000e+03, 3.964932605773617524e+01, 4.474452638660547876e+01, 3.677149800431840987e+01, 4.659545316013627314e+01, 3.159861871055978000e+01, 2.874512213955580719e+01, 3.143368819857853325e+01, 3.711153529427164699e+01, 3.539573978417224964e+01, 4.168560390471166244e+01, 2.969874151893822045e+01, 3.453320971146997209e+01, 4.566311157307417545e+01, 2.619198257455573753e+01, 2.723266164370387088e+01, 3.259924626445672402e+01
2.083000000000000000e+03, 3.818701913758054189e+01, 4.438995542204488487e+01, 3.603562001917824631e+01, 4.467409435603900647e+01, 3.081730976276951850e+01, 2.986954977930428967e+01, 3.039283632230773335e+01, 3.610748164166466267e+01, 3.676446419896414852e+01, 4.282998790527486221e+01, 3.012526301287996233e+01, 3.566833488117563178e+01, 4.421990137141005306e+01, 2.557980354377448151e+01, 2.757683130918107395e+01, 3.237989403336039373e+01
2.084000000000000000e+03, 3.846206379023802668e+01, 4.542309726944197479e+01, 3.584769144118588713e+01, 4.614280610543505645e+01, 3.136450246236264761e+01, 3.183443038644081113e+01, 3.003020072168925836e+01, 3.701743371557044071e+01, 3.652166784891051066e+01, 4.030984901521129871e+01, 3.352606575440984216e+01, 3.255396500736933518e+01, 4.451656202153735364e+01, 2.593802164322490000e+01, 2.757287391473408888e+01, 3.202395462864810582e+01
2.085000000000000000e+03, 3.910338797376248010e+01, 4.486755052136017952e+01, 3.448594297619954574e+01, 4.641000619914567693e+01, 3.130257843661208383e+01, 3.228746205480798181e+01, 3.048604569574515821e+01, 3.661784131579506152e+01, 3.595919258179974065e+01, 4.004091877900318508e+01, 3.200093368581472220e+01, 3.106086436797678374e+01, 4.416143914653104474e+01, 2.516233765212381357e+01, 2.680954172299847471e+01, 3.262043860113205085e+01
2.086000000000000000e+03, 3.843237206000402040e+01, 4.403779767373558940e+01, 3.103220750519991356e+01, 4.511216513140010420e+01, 2.961784681485216453e+01, 3.069322667432248863e+01, 2.985125964767190254e+01, 3.446311630735274179e+01, 3.632134913510233787e+01, 3.962191918553146053e+01, 2.978888843304221723e+01, 2.997812658369052130e+01, 4.443245788197992852e+01, 2.581819527095690248e+01, 2.681277340187405400e+01, 3.209088297565843817e+01
2.087000000000000000e+03, 3.886404279406066564e+01, 4.548801146877256940e+01, 3.724127978023688001e+01, 4.400292309265793733e+01, 3.073403765587375247e+01, 3.119296510845013159e+01, 3.033182036535086468e+01, 3.662502053775087063e+01, 3.623456104945258716e+01, 4.566866955977845066e+01, 3.170891817043818151e+01, 3.221954467076349005e+01, 4.525801302139510796e+01, 2.617700381130844178e+01, 2.794672883885921522e+01, 3.178542930494710816e+01
2.088000000000000000e+03, 3.825933468856860742e+01, 4.553636202014204315e+01, 3.799716835289110151e+01, 4.512543810031009883e+01, 3.050292867723137746e+01, 2.981105047070565561e+01, 3.041685286587944503e+01, 3.593486874109177620e+01, 3.619070621351603023e+01, 4.520262409130828019e+01, 3.155699998187288102e+01, 3.581036388228691436e+01, 4.535896091118779339e+01, 2.620130939530097791e+01, 2.754209915132290831e+01, 3.251172979658247897e+01
2.089000000000000000e+03, 3.755494576820584030e+01, 4.554783268629466164e+01, 3.679778875374715597e+01, 4.538764868962846322e+01, 3.071393878717103831e+01, 3.126548225819445648e+01, 2.949710056584010687e+01, 3.717431024817227581e+01, 3.589742018505989307e+01, 4.337593097765933692e+01, 3.073762647729379083e+01, 3.508103098576762591e+01, 4.395832544936724418e+01, 2.627364528663568066e+01, 2.709654974500679714e+01, 3.190941547825348934e+01
2.090000000000000000e+03, 3.742715275702376232e+01, 4.537155722850429385e+01, 3.553189523431567665e+01, 4.671880113320155914e+01, 3.093270619392120224e+01, 2.959262045889200721e+01, 2.902400628117375447e+01, 3.632928430445106471e+01, 3.621246690481826391e+01, 4.033714017611914215e+01, 3.005551090042286688e+01, 3.519126382223848282e+01, 4.319732386683441661e+01, 2.600017412875357081e+01, 2.756664043072968795e+01, 3.203758072226270315e+01
2.091000000000000000e+03, 3.775729097254859568e+01, 4.441788318683777703e+01, 3.544342720119566792e+01, 4.607074419516463593e+01, 3.009180967430173226e+01, 3.039168030858209946e+01, 2.906131703585488779e+01, 3.740225758204326922e+01, 3.587010479199054203e+01, 4.199208508904366255e+01, 3.085540293875866880e+01, 3.520229281658960474e+01, 4.367849430702349878e+01, 2.619156871460165448e+01, 2.699895727306884297e+01, 3.118137382553440062e+01
2.092000000000000000e+03, 3.690233596566410768e+01, 4.442502799652095291e+01, 3.756279986268337723e+01, 4.608846839540026963e+01, 3.089417765918113901e+01, 3.127226741903803386e+01, 2.974329321249242852e+01, 3.581101483424662746e+01, 3.589713848137813557e+01, 4.183062266324260037e+01, 3.104534711190937557e+01, 3.484942337474090834e+01, 4.280311527757752543e+01, 2.575755244249125298e+01, 2.634674915835077513e+01, 3.078458585555222626e+01
2.093000000000000000e+03, 3.823597652249264200e+01, 4.370238642880252655e+01, 3.554286082530189361e+01, 4.599181376525245213e+01, 3.136309643985149975e+01, 3.016123244638654555e+01, 2.973045016899981619e+01, 3.668332475699391182e+01, 3.610864614722091659e+01, 4.292143192974733523e+01, 2.998829914903400251e+01, 3.508834671067880606e+01, 4.252084209199249898e+01, 2.589332021551448904e+01, 2.689191364635004788e+01, 3.118121845658603064e+01
2.094000000000000000e+03, 3.866842307698929204e+01, 4.501040806528054361e+01, 3.614134453372175670e+01, 4.598802589365141102e+01, 3.074693887256823643e+01, 3.029244493425975193e+01, 2.820276576103647059e+01, 3.580883457826678296e+01, 3.529670847276202039e+01, 4.232968970652244423e+01, 3.135472489281176678e+01, 3.665776844465198536e+01, 4.390458539948006234e+01, 2.645848381268050531e+01, 2.706546591807744306e+01, 3.164162828516215953e+01
2.095000000000000000e+03, 3.884115130773597713e+01, 4.408860123757593641e+01, 3.589877129172680270e+01, 4.609798991911284816e+01, 3.081820131607760871e+01, 3.011089674727789500e+01, 2.936094834167301570e+01, 3.540922399276227139e+01, 3.462872711365542955e+01, 4.228863872897618847e+01, 3.169419244206527608e+01, 3.145066727973571474e+01, 4.432735286929136720e+01, 2.545483153321622893e+01, 2.708078907460998863e+01, 3.084386507690337709e+01
2.096000000000000000e+03, 3.757143296539759802e+01, 4.528207829609544888e+01, 3.467759033989758422e+01, 4.600489267676100269e+01, 3.138051013535060818e+01, 3.120304459195524416e+01, 2.932528817484364581e+01, 3.539485319365060434e+01, 3.330760712615457209e+01, 4.270380741561386628e+01, 3.072526314285121174e+01, 3.142533711328681534e+01, 4.447860460741167543e+01, 2.562094533450212452e+01, 2.734517632944698207e+01, 3.174821712324538581e+01
2.097000000000000000e+03, 3.784051026568538845e+01, 4.464304149411668021e+01, 3.613145013261787852e+01, 4.506332568036028619e+01, 3.085730045937208743e+01, 2.984905028059734633e+01, 2.885099125039517176e+01, 3.618448011407883769e+01, 3.593806575653615454e+01, 4.528452187816155572e+01, 3.055489234736204551e+01, 3.374825056166287851e+01, 4.445744671084590749e+01, 2.690299841107338708e+01, 2.694546790737701869e+01, 3.253733699074056318e+01
2.098000000000000000e+03, 3.871498366528557256e+01, 4.273232462803531462e+01, 3.673949365716850224e+01, 4.369466618570255889e+01, 3.032686857773466826e+01, 3.189812752554941255e+01, 2.998575005978766583e+01, 3.735718260288754777e+01, 3.564710679715114594e+01, 4.420769977580827970e+01, 2.993322994046636865e+01, 3.466639771236711454e+01, 4.323423384028377825e+01, 2.648544741316821671e+01, 2.692615968020690431e+01, 3.176276606777611633e+01
2.099000000000000000e+03, 3.836446023914772496e+01, 4.431665284439078079e+01, 3.583678321850691617e+01, 4.435741778857168782e+01, 3.134929044682940713e+01, 3.061127965463017375e+01, 2.941364701326788733e+01, 3.583290941116441530e+01, 3.602572245000604312e+01, 3.972693449532182086e+01, 2.935521627397672617e+01, 3.403259133045587959e+01, 4.446420647172897134e+01, 2.607430127511955575e+01, 2.691572054378830359e+01, 3.180426892340725331e+01
2.100000000000000000e+03, 3.808595262271870041e+01, 4.466074460541048552e+01, 3.398131324191172808e+01, 4.434071366559692962e+01, 3.075139522427940264e+01, 3.072289469434974052e+01, 3.041117756574538689e+01, 3.590082874552662417e+01, 3.498103529792662414e+01, 3.935787814120509154e+01, 2.946136900598015984e+01, 3.494825973062233970e+01, 4.261243386987632675e+01, 2.548086464183018052e+01, 2.764991688954365401e+01, 3.173656324110495319e+01
