year, CMCC-CM2-SR5, EC-Earth3-Veg, IPSL-CM6A-LR, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, MIROC-ES2L, GFDL-ESM4, NorESM2-MM, CESM2-WACCM, CanESM5, TaiESM1, INM-CM5-0, ACCESS-ESM1-5, NorESM2-LM
2.077000000000000000e+03, 4.258475059045697897e+00, 4.564213685513763608e+00, 4.641790718147286832e+00, 4.971552472787270638e+00, 3.452296473293000378e+00, 4.036409993280106079e+00, 5.497703371663610561e+00, 4.832727005958600941e+00, 3.827177848549772943e+00, 4.090108849027136451e+00, 4.309145848731034789e+00, 4.207511394183137909e+00, 4.400694280216429277e+00, 4.946344208033177203e+00, 5.238235469228676777e+00, 3.787178517072139261e+00
2.078000000000000000e+03, 4.050866311149408538e+00, 4.535336290013389338e+00, 4.882175089530687018e+00, 4.941651247983047668e+00, 3.531365845513247059e+00, 3.863181805568663751e+00, 4.589641874222902374e+00, 4.835103947490843268e+00, 3.910848101521246623e+00, 4.038129169874341784e+00, 4.340380691514886813e+00, 4.015311211087592369e+00, 4.505668574605249610e+00, 4.915027658381939446e+00, 4.836278823055834231e+00, 3.973435609185828721e+00
2.079000000000000000e+03, 4.252361621238247125e+00, 4.443256642132705103e+00, 4.891897470894059907e+00, 4.849777410532282396e+00, 3.806076132029721837e+00, 4.204311125397504512e+00, 4.982096611348670656e+00, 4.556693303212552060e+00, 4.116236682511570599e+00, 3.945530257439403332e+00, 3.737670307562907190e+00, 3.998087015933076138e+00, 4.526029172685556823e+00, 4.995844763171309211e+00, 5.290802863926991506e+00, 3.905837070772483877e+00
2.080000000000000000e+03, 4.294401280316082037e+00, 4.506841351955523045e+00, 4.786225074299242266e+00, 5.017349426554599034e+00, 3.820821410354217296e+00, 3.715889880984115212e+00, 4.832703082148722018e+00, 5.056018570823859193e+00, 4.082780608041703729e+00, 4.189037247192690216e+00, 4.080807619327786462e+00, 4.060096130687295357e+00, 4.325957827798244004e+00, 5.027511504635655548e+00, 4.670267435955235413e+00, 3.840684038233140640e+00
2.081000000000000000e+03, 4.425247143117678306e+00, 4.464439129323898747e+00, 4.903327510528654010e+00, 4.918525712283300599e+00, 3.949436614679874502e+00, 3.990411198695664297e+00, 5.096814816963982864e+00, 4.983686873701970832e+00, 3.784979232225824219e+00, 3.875386938467898279e+00, 4.605757853506831978e+00, 4.270866994881099110e+00, 4.418898608998068411e+00, 4.744891324828954815e+00, 4.711330348362295695e+00, 4.033954661494503213e+00
2.082000000000000000e+03, 4.382329288469865247e+00, 4.247471427209407402e+00, 4.850229894880723869e+00, 5.194762741570256637e+00, 4.017941876884104424e+00, 3.933549406387399916e+00, 4.813032607184937639e+00, 4.808109767206554253e+00, 4.075017396900177502e+00, 3.898847540240850673e+00, 4.298340546671416185e+00, 3.788243272113965165e+00, 4.590498695336398427e+00, 4.959304001306458431e+00, 5.166032329235374476e+00, 4.175521401146470524e+00
2.083000000000000000e+03, 4.155311153538581159e+00, 4.509954521397350646e+00, 4.958786923417119574e+00, 4.848739803273392823e+00, 3.792764097296186243e+00, 3.926218416497790908e+00, 5.032150576251776641e+00, 4.899899783111646201e+00, 4.245048405906770128e+00, 3.932950060521068103e+00, 4.003297049442735123e+00, 4.041387017002144866e+00, 4.387620540455410278e+00, 4.938522293991437273e+00, 5.081537898932301012e+00, 4.036644328741797239e+00
2.084000000000000000e+03, 4.250570522190555423e+00, 4.533237933236041961e+00, 4.879486822133648261e+00, 4.882390336053739510e+00, 3.987937549258948167e+00, 4.175388457566314493e+00, 4.647277785073047340e+00, 4.560267646316185086e+00, 4.621778756590713577e+00, 4.082470818111180400e+00, 4.083208724190749095e+00, 3.712356210074261753e+00, 4.303825965708502288e+00, 5.254241937553502773e+00, 4.389558505169181224e+00, 4.102285904131100835e+00
2.085000000000000000e+03, 4.129902238714496576e+00, 4.415294204022135460e+00, 4.959586985163678463e+00, 4.959770074000023676e+00, 3.976041222030497480e+00, 4.230784156458588186e+00, 4.645678548273220798e+00, 5.045848455745436389e+00, 4.086412159349477768e+00, 3.885988261677236988e+00, 4.228807049256863237e+00, 3.519052423501882743e+00, 4.422953706873617108e+00, 4.916934269026087101e+00, 4.595928186683068795e+00, 4.423060329950027736e+00
2.086000000000000000e+03, 4.160173093683012802e+00, 4.485401679133457442e+00, 4.554603577179033636e+00, 5.075705456906214330e+00, 3.965045254652818318e+00, 4.110968624088608081e+00, 4.540386461088914416e+00, 4.967634509930726416e+00, 4.029363244091403118e+00, 3.693187473237284468e+00, 3.817898434335961433e+00, 2.829652762463721327e+00, 4.388385164246819237e+00, 5.024233711813153924e+00, 4.551726034510767960e+00, 4.108006593608886980e+00
2.087000000000000000e+03, 4.234741237029712835e+00, 4.480994374302863292e+00, 4.787666957177325600e+00, 5.063381107142616244e+00, 3.580141231438282556e+00, 4.077494811333657765e+00, 5.375365549083937822e+00, 4.804455465842621287e+00, 4.219497280910129433e+00, 4.152559997198501662e+00, 4.298084709257480540e+00, 4.646963863236706516e+00, 4.454061321536154416e+00, 5.078025076408759553e+00, 5.015736119333956466e+00, 4.062791773906305970e+00
2.088000000000000000e+03, 4.349555641892849600e+00, 4.301406065078697161e+00, 4.871919945186101941e+00, 5.145361075240992399e+00, 3.845243248136204439e+00, 3.795386865696255718e+00, 5.171128445583704547e+00, 5.047329012019194927e+00, 4.379912592919345649e+00, 3.932212044600166490e+00, 4.095861963422485097e+00, 4.550545066303517849e+00, 4.296748822277984381e+00, 5.290744602422540410e+00, 5.314948671376149569e+00, 4.162968604926239991e+00
2.089000000000000000e+03, 4.377121700878744193e+00, 4.716820295500419924e+00, 5.056838586228003862e+00, 4.943681743695581332e+00, 4.051162610811566367e+00, 4.035178026576687671e+00, 4.825076005535646750e+00, 4.958224145192557053e+00, 4.107904567141624774e+00, 3.886447337079963038e+00, 4.187575327332812236e+00, 3.965064372993396091e+00, 4.273916576740885098e+00, 5.100999911316549174e+00, 5.216067771054068380e+00, 3.780087322733762800e+00
2.090000000000000000e+03, 4.396371163783442171e+00, 4.821891126150302576e+00, 4.857402264616887066e+00, 4.843018216544669130e+00, 4.122700510878397395e+00, 3.918274920935892691e+00, 4.655204505860657704e+00, 4.787636708387549511e+00, 4.100271515651423115e+00, 3.944750791426849368e+00, 4.036974175505469553e+00, 3.820761252735039193e+00, 4.330305693431084180e+00, 4.919837337489745721e+00, 4.933773313876480771e+00, 4.059483932560832287e+00
2.091000000000000000e+03, 4.378204313348864396e+00, 4.575296837503927350e+00, 5.152897650857894085e+00, 4.933845512005876621e+00, 3.911468813735366812e+00, 4.096997198604016788e+00, 4.912691991637469613e+00, 4.324821514425857494e+00, 4.137109760075184717e+00, 3.863437737930165206e+00, 3.855709762130859364e+00, 3.997433287961121628e+00, 4.418167942097756651e+00, 5.032929520554980662e+00, 5.059539646942699420e+00, 3.726939211958643305e+00
2.092000000000000000e+03, 4.136161447294340654e+00, 4.858779756440030795e+00, 4.803889390727200670e+00, 4.729287171807355250e+00, 4.014447569641065527e+00, 4.120646054498019240e+00, 4.787567807116508867e+00, 5.080396286371706260e+00, 4.112071519279832721e+00, 4.023129049542022884e+00, 4.184722658873550216e+00, 4.519208054691124410e+00, 4.331079940887358148e+00, 5.028865902560150758e+00, 5.161627786612879909e+00, 4.192552990881184272e+00
2.093000000000000000e+03, 4.303973244076821025e+00, 4.519923074962917120e+00, 4.773494154319282146e+00, 4.790904197668520936e+00, 3.998435946276793107e+00, 4.118879927493652282e+00, 5.094673626119273990e+00, 4.976328526117706375e+00, 4.071030077143577230e+00, 3.950741642638291751e+00, 3.973963830385630391e+00, 3.644435721487227831e+00, 4.316165876187098682e+00, 5.114519244330035797e+00, 4.885111833073472631e+00, 3.936307082421126591e+00
2.094000000000000000e+03, 4.316245219233569408e+00, 4.677850855264849450e+00, 4.835881384768349278e+00, 5.032225640785042309e+00, 3.975785186619650080e+00, 4.222988500808741996e+00, 5.029417841661882882e+00, 4.988996115924074992e+00, 4.276027552768548290e+00, 4.043583753537838277e+00, 3.745905796574896751e+00, 4.092903502454514175e+00, 4.318137767382039804e+00, 5.031631836000712177e+00, 4.989972420978277867e+00, 3.797526781978768806e+00
2.095000000000000000e+03, 4.054049539903933130e+00, 4.589144423199946310e+00, 4.774416208859499022e+00, 5.025719719977310262e+00, 4.122446349373503516e+00, 4.247520788000037406e+00, 4.933054938634290565e+00, 4.871464584043217805e+00, 4.138338433281499640e+00, 4.228277597383677922e+00, 4.150680647033657245e+00, 3.920146541327740319e+00, 4.587115892400689177e+00, 4.928786819028388777e+00, 4.336849198726575594e+00, 3.939187047544095321e+00
2.096000000000000000e+03, 4.244791009273358284e+00, 4.112345993259054922e+00, 4.685803547697895866e+00, 4.986986892034821039e+00, 4.099232127256478009e+00, 4.069618458644726822e+00, 4.942192849061473936e+00, 4.450960423484030315e+00, 4.063378495378893618e+00, 4.051516377902157018e+00, 3.991802917836832609e+00, 3.662348609995956128e+00, 4.381693480010544484e+00, 5.164473145923446751e+00, 4.750069400840340350e+00, 4.259524893408833002e+00
2.097000000000000000e+03, 4.469162506135426760e+00, 4.500053805512812310e+00, 4.717687851795224319e+00, 5.142082629265128269e+00, 3.805106715080135871e+00, 4.060462872360528941e+00, 5.502277945010715321e+00, 4.885388009115589014e+00, 4.170735763826438181e+00, 3.904694520072609532e+00, 3.958411382691703562e+00, 4.260621215574523113e+00, 4.247981980283375592e+00, 5.109624510607861048e+00, 5.114045675389127688e+00, 4.344133050011411257e+00
2.098000000000000000e+03, 4.334132965185720998e+00, 4.426819741134208286e+00, 4.898328715375153131e+00, 4.935931982414234476e+00, 3.797908987391190649e+00, 4.384778342076283586e+00, 4.791078951280251630e+00, 4.906124238254990111e+00, 4.144971824339171995e+00, 4.049890235363053037e+00, 4.268936049591167681e+00, 4.111719331290028201e+00, 4.509605919159764831e+00, 4.905930628197336496e+00, 4.905123273881202728e+00, 3.923633332246678318e+00
2.099000000000000000e+03, 4.302963240008532253e+00, 4.507727395791538250e+00, 4.921959369217927538e+00, 5.074791819347758803e+00, 4.009724253452803922e+00, 4.120886257666935393e+00, 4.581432282170592174e+00, 4.856885124941998200e+00, 3.863767231099632493e+00, 4.271293958747805597e+00, 4.077320051360965536e+00, 3.760953512943728150e+00, 4.181780844091439242e+00, 5.032541838931835265e+00, 5.039503794652699931e+00, 4.195199570154769297e+00
2.100000000000000000e+03, 4.358792133100316768e+00, 4.153093487815065821e+00, 4.917006752825233029e+00, 4.753912936514926635e+00, 3.827812465843189571e+00, 4.108568149826380633e+00, 4.851928073502875804e+00, 4.557643757258518669e+00, 4.055763978960627014e+00, 4.000033159239245073e+00, 4.417174946009716052e+00, 3.614091322011631746e+00, 4.212302885181768985e+00, 4.866038317368807320e+00, 5.351281331748576342e+00, 4.125000324078193614e+00
