year, GFDL-ESM4, CanESM5, ACCESS-ESM1-5, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-MM, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg, IPSL-CM6A-LR, TaiESM1
2.090000000000000000e+03, 3.107375014055759621e+01, 1.700052389546127074e+01, 6.390689680607687606e+00, 8.441284246341414388e+00, 5.694267393018370704e+00, 5.716126176727316377e+00, 3.706881221686967365e+01, 3.659390761369702716e+01, 5.849758806047029225e+01, 5.733542526182255017e+00, 6.270571294930394224e+00, 2.178669014420451688e+01, 2.180824070675017268e+00
2.091000000000000000e+03, 3.097418547202817152e+01, 1.680662702094718242e+01, 6.466363248649825479e+00, 8.269259440882141377e+00, 5.591630595084493116e+00, 5.642244250700153785e+00, 3.721552234933895420e+01, 3.637414099678758816e+01, 5.854272724791853477e+01, 5.846318540753498105e+00, 6.325909436399311581e+00, 2.178544217490232882e+01, 2.137354225268560004e+00
2.092000000000000000e+03, 3.097973648802853930e+01, 1.629163619533643015e+01, 6.474872421564739078e+00, 8.464503820167335491e+00, 5.534855500654495941e+00, 5.598626035535392731e+00, 3.689361338311775995e+01, 3.644808184444883636e+01, 5.860876689859522060e+01, 5.952677753442671360e+00, 6.230172413239349893e+00, 2.191929292295588283e+01, 2.242913255943373763e+00
2.093000000000000000e+03, 3.087935116203351171e+01, 1.661079979716587118e+01, 6.482909434569427809e+00, 8.330223769705890291e+00, 5.556001839384412833e+00, 5.618308382218222263e+00, 3.676709734675742425e+01, 3.641985000891861546e+01, 5.870154611264027267e+01, 5.824263286022049790e+00, 6.318920985573336147e+00, 2.190177052619427656e+01, 2.119657226178409903e+00
2.094000000000000000e+03, 3.031783057365836243e+01, 1.682030416082171342e+01, 6.603068365243776938e+00, 7.969200917098035575e+00, 5.759343640507239570e+00, 5.614852854195705234e+00, 3.694478233486734808e+01, 3.629805567606989314e+01, 5.869477209246306160e+01, 5.637691009754732363e+00, 6.430613358628368026e+00, 2.185784457014902316e+01, 2.061773147711926768e+00
2.095000000000000000e+03, 3.054141058111621732e+01, 1.672988985242096760e+01, 6.493524144793682673e+00, 8.288045860525121711e+00, 5.663648309476374543e+00, 5.679920847120454752e+00, 3.697296435925717617e+01, 3.633563521510836836e+01, 5.840057466213580994e+01, 5.816413359387744286e+00, 6.369964552048991813e+00, 2.185134456688338744e+01, 2.177343513730797486e+00
2.096000000000000000e+03, 3.102872024763863479e+01, 1.695187604482260113e+01, 6.314624440764463387e+00, 8.302785990240037606e+00, 5.562549837784450446e+00, 5.626437929954285266e+00, 3.684289327651203649e+01, 3.626393898365301993e+01, 5.834440475725509145e+01, 5.802337162883415722e+00, 6.141026965151620054e+00, 2.197011481331003324e+01, 2.322021452031360234e+00
2.097000000000000000e+03, 3.125866329908649988e+01, 1.663857925028310092e+01, 6.337622993866003362e+00, 7.866444013547113201e+00, 5.613228626498234064e+00, 5.565605324821574662e+00, 3.668609803964778138e+01, 3.637259584299074078e+01, 5.855434149993926241e+01, 5.697034998216630619e+00, 5.821144954340963906e+00, 2.199854159564630862e+01, 2.211599159784789936e+00
2.098000000000000000e+03, 3.091107787540920881e+01, 1.626070816786950601e+01, 6.422679326618625062e+00, 7.779929428408879133e+00, 5.552005078556304873e+00, 5.613075729797992075e+00, 3.676263497592059082e+01, 3.607446111489627327e+01, 5.878860771973448607e+01, 5.687851161576239711e+00, 5.851544139471677397e+00, 2.191880982525091426e+01, 2.072987567595647285e+00
2.099000000000000000e+03, 3.051106823768369125e+01, 1.645295095478597958e+01, 6.384399535419749583e+00, 8.052705403350453039e+00, 5.557728437679616995e+00, 5.540100743416390472e+00, 3.717725725554262084e+01, 3.649846534346377069e+01, 5.888935563603216394e+01, 5.706873042565740128e+00, 5.835489317534471532e+00, 2.186602707621208452e+01, 2.120195845071193741e+00
2.100000000000000000e+03, 3.009421564531543680e+01, 1.679385576397314495e+01, 6.354161897923678914e+00, 8.135580078096321444e+00, 5.409050613060486512e+00, 5.611059514974727769e+00, 3.719456571295059177e+01, 3.629915270671639149e+01, 5.859091654489859025e+01, 5.767334004976148343e+00, 5.877221172892078016e+00, 2.180486166942540649e+01, 2.187387318752910037e+00
