year, EC-Earth3-Veg, CESM2-WACCM, GFDL-ESM4, MPI-ESM1-2-LR, TaiESM1, CMCC-CM2-SR5, NorESM2-LM, UKESM1-0-LL, NorESM2-MM, CanESM5, CNRM-ESM2-1, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L
2.085000000000000000e+03, 1.160006840612883217e+01, 1.078497378429574027e+01, 1.233001099118420996e+01, 2.088172570903778080e+01, 1.141817373766637189e+01, 8.949409498692618925e+00, 1.191170325615221515e+01, 1.843325756303641327e+01, 1.103145982275908032e+01, 1.699907085325233425e+01, 1.011722006632663451e+01, 1.169282694969844805e+01, 1.275387588815360118e+01, 1.327884900449314287e+01
2.086000000000000000e+03, 1.120212339736875329e+01, 1.072154350563437752e+01, 1.243244685928739202e+01, 2.109207761024557826e+01, 1.134356185503607861e+01, 9.167380859003275262e+00, 1.142012300721812323e+01, 1.830162364312982959e+01, 1.046673883082936207e+01, 1.615060378504748329e+01, 1.031332068170305760e+01, 1.136317479446857703e+01, 1.224662549675982248e+01, 1.277887523211617804e+01
2.087000000000000000e+03, 1.121454009676536145e+01, 1.099457324595072727e+01, 1.200670211397368448e+01, 2.018662015362347617e+01, 1.139340863698427064e+01, 9.239790940378924233e+00, 1.140691546505159160e+01, 1.978677885468744790e+01, 1.107656781359571951e+01, 1.764172250295581534e+01, 9.738651314543083970e+00, 1.115321305835975707e+01, 1.266115738197518681e+01, 1.298844967173532794e+01
2.088000000000000000e+03, 1.179535295363153047e+01, 1.072043003176457709e+01, 1.212069664544382341e+01, 2.083645937706509699e+01, 1.138726406116192535e+01, 9.456310823174550961e+00, 1.178295832431957813e+01, 1.983088286429635261e+01, 1.087293384963953535e+01, 1.648619760279319024e+01, 9.581867948700399040e+00, 1.102293633013744767e+01, 1.277850610147523724e+01, 1.361055301682080909e+01
2.089000000000000000e+03, 1.108382614353615203e+01, 1.071599136028265065e+01, 1.217840856450705367e+01, 2.097430933066891967e+01, 1.141777112463999799e+01, 9.348466179170797474e+00, 1.151661909558947272e+01, 1.924830739641766897e+01, 1.078387719276743972e+01, 1.651001482729701664e+01, 1.011338553109022165e+01, 1.146550741793562800e+01, 1.265962491856032202e+01, 1.289639814747495983e+01
2.090000000000000000e+03, 1.086694441771782849e+01, 1.043784756183598184e+01, 1.209141202497006695e+01, 2.083255683747708176e+01, 1.133596605977514216e+01, 9.287071267013484288e+00, 1.157748297753092181e+01, 1.822212489176066441e+01, 1.096661891884157924e+01, 1.717261535922012072e+01, 9.777334238865117655e+00, 1.146308848472787822e+01, 1.267511089242318789e+01, 1.274139833459223858e+01
2.091000000000000000e+03, 1.137255258075620645e+01, 1.047677955164175678e+01, 1.197487636454268589e+01, 2.058579418149919960e+01, 1.138051008763810046e+01, 9.299312877589995807e+00, 1.102041926539147276e+01, 1.872551325329353489e+01, 1.105868204922374431e+01, 1.681392956876613454e+01, 1.011244834913666324e+01, 1.141667864449894942e+01, 1.270279400958440519e+01, 1.331639200159888858e+01
2.092000000000000000e+03, 1.139238042340645229e+01, 1.083523240866907145e+01, 1.216930744842121292e+01, 2.086289497100816703e+01, 1.114000423214281987e+01, 9.292381901066876893e+00, 1.137067656161078411e+01, 1.931463424927135719e+01, 1.099688493806838885e+01, 1.712169520395102396e+01, 9.707458665928170305e+00, 1.161233013289038141e+01, 1.258219149588572527e+01, 1.356901635468107159e+01
2.093000000000000000e+03, 1.107837560345677197e+01, 1.052346928582604768e+01, 1.210940707402612837e+01, 2.060105969528147440e+01, 1.142449042729937503e+01, 9.524550747555874608e+00, 1.131247398637740353e+01, 1.999882223378619273e+01, 1.095717547937025671e+01, 1.655223682269696894e+01, 9.936061203987726742e+00, 1.146753759459803135e+01, 1.278484943068803936e+01, 1.276934912984997794e+01
2.094000000000000000e+03, 1.102242190089825691e+01, 1.005095393532206138e+01, 1.195153677045227880e+01, 2.110821662866743509e+01, 1.124747379252701229e+01, 9.288872694874090286e+00, 1.153424045250888241e+01, 1.859686092302164440e+01, 1.116646209281510771e+01, 1.681708700955358893e+01, 9.753663809361420078e+00, 1.159422707329995283e+01, 1.262708991453742158e+01, 1.257360388725600586e+01
2.095000000000000000e+03, 1.140674081115711047e+01, 1.054113647993990988e+01, 1.204859435972756110e+01, 2.076586682334075107e+01, 1.147244774960348401e+01, 9.044550192057041471e+00, 1.126346481207807493e+01, 1.917985360048664845e+01, 1.110377417028246150e+01, 1.675238877101871893e+01, 9.601263938951085208e+00, 1.182932396275162290e+01, 1.242085579144534435e+01, 1.282902564652069266e+01
2.096000000000000000e+03, 1.200776828475882141e+01, 1.061377273779551444e+01, 1.210657766223929777e+01, 2.071195703435780544e+01, 1.134970662650966133e+01, 9.357909010471006539e+00, 1.161645816250263152e+01, 1.860155888241465760e+01, 1.102237773240742591e+01, 1.718650047157550276e+01, 9.754112888573857276e+00, 1.140076771727430405e+01, 1.236433233758113737e+01, 1.313235911183035753e+01
2.097000000000000000e+03, 1.123898000803961494e+01, 1.049996708540897039e+01, 1.233216430426656451e+01, 2.044913865256626906e+01, 1.129088680916705023e+01, 9.523869408347872323e+00, 1.184144476714160987e+01, 1.965167402639686856e+01, 1.105864539391027357e+01, 1.733747095209276523e+01, 9.661837437943177065e+00, 1.102350630924949648e+01, 1.245090718791569984e+01, 1.354042925562314004e+01
2.098000000000000000e+03, 1.089329173217211988e+01, 1.075398522610261587e+01, 1.204669130898098217e+01, 2.015076356363658761e+01, 1.139583890799870503e+01, 9.190020466835141733e+00, 1.162262903258673674e+01, 1.891192935640906470e+01, 1.109233816676787931e+01, 1.651459278995457325e+01, 1.036599873505630320e+01, 1.133165720033078117e+01, 1.292627548550228234e+01, 1.256191261762903721e+01
2.099000000000000000e+03, 1.087977570273407757e+01, 1.086349119806695107e+01, 1.206573509076063822e+01, 2.091534660353089947e+01, 1.105046525574726424e+01, 9.265431640146765346e+00, 1.147157983004841242e+01, 1.861877743023957521e+01, 1.135282282069801418e+01, 1.683392301176852968e+01, 9.381977941218686112e+00, 1.143079112935628316e+01, 1.286672118555728161e+01, 1.252880981067783672e+01
2.100000000000000000e+03, 1.130284726213178104e+01, 1.105895798391213170e+01, 1.168296927903485916e+01, 2.017931910988270872e+01, 1.127835642698123308e+01, 8.907931886291388324e+00, 1.159174623308309471e+01, 1.887916502055722390e+01, 1.099160729704549588e+01, 1.663731660650821809e+01, 1.039394382152654295e+01, 1.131117082231613580e+01, 1.263730541554403963e+01, 1.297196552087174837e+01
