year, CanESM5, IPSL-CM6A-LR, GFDL-ESM4, INM-CM5-0, CESM2-WACCM, UKESM1-0-LL, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, NorESM2-LM, INM-CM4-8, TaiESM1, CMCC-CM2-SR5, MPI-ESM1-2-LR, EC-Earth3-Veg, CNRM-ESM2-1
2.077000000000000000e+03, 4.634118924553454200e+00, 2.524000970245903197e+00, 2.695006708115646799e+00, 2.681818099725729709e+00, 2.482755400099252441e+00, 2.906913843507141770e+00, 2.228484759229596879e+00, 3.759422722354599511e+00, 3.299221201992490915e+00, 2.277532027524863611e+00, 2.400877574672759973e+00, 1.226351102188721676e+00, 2.420587279325501218e+00, 3.241348815328081390e+00, 2.695673883430796725e+00, 2.882386481936289435e+00
2.078000000000000000e+03, 4.783077578566763854e+00, 2.351147097682426246e+00, 2.605575009946413889e+00, 2.984769989116051292e+00, 2.292802829581708668e+00, 3.225944002120551879e+00, 2.155197262414862092e+00, 3.833188878032955493e+00, 2.924115768750350952e+00, 2.188000989893691628e+00, 2.433795756445791714e+00, 1.361321896036832513e+00, 2.136780881711396685e+00, 3.482535657667091833e+00, 2.302800079052087501e+00, 3.210432398673865872e+00
2.079000000000000000e+03, 4.761315988167829971e+00, 2.669380611005452320e+00, 2.455912508952596163e+00, 2.478952625612391714e+00, 2.523782747334119669e+00, 3.126352894145152383e+00, 2.240299023975240722e+00, 3.886177742863444085e+00, 2.757664225997013219e+00, 2.256117118203007532e+00, 2.577885861736017858e+00, 1.499411342958456350e+00, 2.032119031584402880e+00, 3.701859683286409908e+00, 2.618056389182164434e+00, 2.758160201179737481e+00
2.080000000000000000e+03, 4.619168890145387785e+00, 2.632563422513915175e+00, 2.445024709342558555e+00, 2.642112011047772047e+00, 2.411708844881582881e+00, 3.345771642435668713e+00, 2.374792450167409807e+00, 3.779241757961012027e+00, 2.757850813626682385e+00, 2.146046189514106306e+00, 2.418768180428183534e+00, 1.318449661036210641e+00, 2.413454623106819241e+00, 3.400307831128270397e+00, 2.795473012705010252e+00, 3.192495097453629693e+00
2.081000000000000000e+03, 4.559939249274266082e+00, 2.412524856539143947e+00, 2.664394376926206398e+00, 2.724815716310575286e+00, 2.202635338241257568e+00, 3.245405289604445631e+00, 2.270724232186513536e+00, 4.044490802639201021e+00, 2.923922536196982058e+00, 2.207880089594895345e+00, 2.274615216806829210e+00, 1.207509151705752792e+00, 2.174180811986695439e+00, 3.511626312851629184e+00, 2.706024996344783329e+00, 2.729358826249192571e+00
2.082000000000000000e+03, 4.641679186699531279e+00, 2.657021283502475129e+00, 2.600067989064205332e+00, 2.674367401930868304e+00, 2.334098653926726996e+00, 3.118074283081551545e+00, 2.248500328996534403e+00, 4.038702171757253545e+00, 2.987062526224457226e+00, 2.372196470799354362e+00, 2.285324135303251403e+00, 1.368388319026855537e+00, 2.215085761045185730e+00, 3.578584855946070231e+00, 2.726842391592832371e+00, 2.956579784018270374e+00
2.083000000000000000e+03, 4.726436083539906186e+00, 2.602990255171487188e+00, 2.552381443465266742e+00, 2.846147457197818476e+00, 2.411412097403043742e+00, 3.174560942648714246e+00, 2.364101167573795070e+00, 3.766540327249380482e+00, 2.847536663815539271e+00, 2.277110743961295203e+00, 2.307456562978379200e+00, 1.325913617544661305e+00, 2.329284633097966406e+00, 3.493718866076178653e+00, 2.562887664772437013e+00, 3.118568483847937500e+00
2.084000000000000000e+03, 4.256978622799682199e+00, 2.588800572606642092e+00, 2.728418856641462664e+00, 2.646288071645901407e+00, 2.501066438497685951e+00, 3.001153380802260795e+00, 2.131891509202159973e+00, 3.808931100345112064e+00, 2.771674718933339499e+00, 2.221568724698229413e+00, 2.624941121134042987e+00, 1.287940833236839389e+00, 2.295690813263003172e+00, 3.354057688111536262e+00, 2.514156342514472176e+00, 3.055305788558773550e+00
2.085000000000000000e+03, 4.748346041867965717e+00, 2.775934550365189768e+00, 2.482651254147761666e+00, 2.653180824071057486e+00, 2.414444776313881214e+00, 2.822929012441664831e+00, 2.259724585769391503e+00, 3.813653325263745231e+00, 3.082324725758697870e+00, 2.003243318274260609e+00, 2.380692786270661720e+00, 1.468069141661823007e+00, 2.037660899009103410e+00, 3.497233937710929386e+00, 2.676053276595673935e+00, 3.101099294190241107e+00
2.086000000000000000e+03, 4.589009096426893919e+00, 2.787752465706809790e+00, 2.638593309167382106e+00, 2.818842490426553216e+00, 2.556886279456368705e+00, 3.228447745013017567e+00, 2.184678971928105007e+00, 3.830240755619137794e+00, 2.699537782956433318e+00, 2.168289640745283187e+00, 2.564573179920684787e+00, 1.363271114250940608e+00, 2.682635211712145473e+00, 3.305149734285329099e+00, 2.493424752325635207e+00, 2.936845237827070854e+00
2.087000000000000000e+03, 4.651649994728145998e+00, 2.835927738496614836e+00, 2.524070009132617809e+00, 2.639449457006037392e+00, 2.539391495338233273e+00, 3.087234497658457144e+00, 2.300821450350032826e+00, 3.960880553736239928e+00, 2.916392701597664061e+00, 2.171864257040134749e+00, 2.496894239691187511e+00, 1.319912400688590060e+00, 2.431078812775649300e+00, 3.532698454250614795e+00, 2.530567147951475082e+00, 3.257784916619827609e+00
2.088000000000000000e+03, 4.716792876225166076e+00, 2.802972656032268084e+00, 2.409716652517371660e+00, 2.519962111332119115e+00, 2.383718550058692820e+00, 3.287775727247416402e+00, 2.248994703593906408e+00, 4.182477194068947135e+00, 2.881542811743495580e+00, 2.064677323180261759e+00, 2.509985971234084623e+00, 1.444082146587565951e+00, 2.003622639709767839e+00, 3.596893009499311678e+00, 2.655781289150615621e+00, 3.229864070881719673e+00
2.089000000000000000e+03, 4.626041662152833744e+00, 2.664133360701296915e+00, 2.692017758310728759e+00, 2.302684164065917471e+00, 2.397487826729886695e+00, 3.418919523154509310e+00, 2.211498321508060805e+00, 3.888584559533637908e+00, 2.728105854077506276e+00, 2.237858255687813269e+00, 2.709849739533573221e+00, 1.343592173491137798e+00, 2.137237554717152488e+00, 3.355815288629583115e+00, 2.247305357541730775e+00, 2.912229807295768858e+00
2.090000000000000000e+03, 4.705169545175741597e+00, 2.874565850236529663e+00, 2.532670352983384277e+00, 2.560816975070569601e+00, 2.397502630618561170e+00, 3.142311066111120432e+00, 2.049809475137414960e+00, 3.889309753690116001e+00, 2.663968688151246322e+00, 2.022815650520591202e+00, 2.500792155703478681e+00, 1.392739188234366932e+00, 2.267383916421367829e+00, 3.459530963001157478e+00, 2.519307317059575446e+00, 2.868808564470408662e+00
2.091000000000000000e+03, 4.638526907189040926e+00, 2.731549024171223028e+00, 2.734658192065509752e+00, 2.670274934867194805e+00, 2.462623693362260280e+00, 3.031480406151498830e+00, 2.305720668987243815e+00, 3.627330442249609543e+00, 2.824581031650157836e+00, 2.087228720793232739e+00, 2.336629514252525297e+00, 1.345277590433872295e+00, 2.403212365719481713e+00, 3.385927486926317176e+00, 2.603091679825654481e+00, 3.373394090659791011e+00
2.092000000000000000e+03, 4.617335279361980405e+00, 2.512934612592732986e+00, 2.630576531926835493e+00, 2.466676924433357510e+00, 2.427200771825329007e+00, 3.244553388989634968e+00, 2.338473797886659433e+00, 3.950164128891447302e+00, 2.879290827571875155e+00, 2.213251394318983767e+00, 2.405546652937756935e+00, 1.131457730843767662e+00, 2.000497321921617555e+00, 3.447947275263326894e+00, 2.647710652960969302e+00, 2.989581754186422469e+00
2.093000000000000000e+03, 4.642506504810818946e+00, 2.798261507069079723e+00, 2.260147079827070637e+00, 2.612157267595743182e+00, 2.369525948035295926e+00, 3.162634161668540944e+00, 2.121509376602507491e+00, 3.721466074649304900e+00, 2.923310754394854438e+00, 2.086025026019473927e+00, 2.388990746916127339e+00, 1.504035447644238133e+00, 2.220126090569966237e+00, 3.437777434804838883e+00, 2.601183886782046706e+00, 3.220234722923922099e+00
2.094000000000000000e+03, 4.494893628633971794e+00, 2.574489838006690956e+00, 2.735421880800934957e+00, 2.504758265164943154e+00, 2.476452098794831524e+00, 2.884798440454706014e+00, 2.116372435796944451e+00, 3.863692272258917981e+00, 2.895604978813984598e+00, 2.071883398677234034e+00, 2.425373976088266215e+00, 1.577273174235182651e+00, 2.460028774291521003e+00, 3.297124660262283680e+00, 2.873077708523636531e+00, 2.860115020322756774e+00
2.095000000000000000e+03, 4.499707979068934272e+00, 2.639929990083582645e+00, 2.626798768251545901e+00, 2.618888377958375813e+00, 2.371788748550985648e+00, 2.873921076811368991e+00, 2.162231905826244471e+00, 3.608109741769323087e+00, 2.617027220218357542e+00, 2.264877040206798142e+00, 2.585881912167081964e+00, 1.221673672310279235e+00, 2.129361095953274940e+00, 3.246807253623662071e+00, 2.576531653460548910e+00, 3.018051444108424519e+00
2.096000000000000000e+03, 4.372073029085056461e+00, 2.512646067907413183e+00, 2.528168902322821321e+00, 2.334210231596734353e+00, 2.397760847685911578e+00, 3.103766386892655937e+00, 2.215545807061231276e+00, 3.945666209274920178e+00, 2.620496621202549559e+00, 2.103652005884466547e+00, 2.633326412668092420e+00, 1.309275701637231393e+00, 2.442156267354806953e+00, 3.583084578357482286e+00, 2.649362230095615445e+00, 2.922891033501608060e+00
2.097000000000000000e+03, 4.439186050468153510e+00, 2.606820255094517869e+00, 2.365375805557321076e+00, 2.772934923539509988e+00, 2.404442360384152710e+00, 2.979431194503609603e+00, 2.436564911812469703e+00, 3.937131366369968077e+00, 2.761335826037121688e+00, 1.927872456330202100e+00, 2.360402089629817013e+00, 1.417089024384767804e+00, 2.111865412474649428e+00, 3.635012703023861036e+00, 2.632132070469567875e+00, 3.365770476372521358e+00
2.098000000000000000e+03, 4.579131835990843058e+00, 2.990206904252141307e+00, 2.493626707097364115e+00, 2.454990539921496850e+00, 2.333830504454015742e+00, 3.176830822506643948e+00, 2.286793380026647782e+00, 3.905986841692144385e+00, 2.752708429352375585e+00, 2.250283138627802160e+00, 2.552063482497715974e+00, 1.212408799759164602e+00, 2.409293627381387637e+00, 3.388357385780481401e+00, 2.526005509276928684e+00, 3.275753680343770569e+00
2.099000000000000000e+03, 4.408857090724703554e+00, 2.557726431123031219e+00, 2.529751537073393397e+00, 2.637023808832998917e+00, 2.417138822378546603e+00, 3.058330422035028029e+00, 2.128941794065645432e+00, 4.168099352984373951e+00, 2.864297147341650529e+00, 2.143841581105260019e+00, 2.356629428361837419e+00, 1.406235470505196261e+00, 2.256876961682650062e+00, 3.417130756499234145e+00, 2.316197088542568228e+00, 2.913914964014571396e+00
2.100000000000000000e+03, 4.655792401038460149e+00, 2.719536893967256397e+00, 2.731005556167430459e+00, 2.826991891272664148e+00, 2.157023135875007380e+00, 2.982344752363931928e+00, 2.444154562144432052e+00, 3.983917811225938799e+00, 2.850047993273258751e+00, 2.276931717121135623e+00, 2.434939683935668953e+00, 1.277158062376491765e+00, 1.952744710241377302e+00, 3.551005390411494211e+00, 2.531085768657070467e+00, 3.030167553880184883e+00
