year, NorESM2-MM, INM-CM5-0, IPSL-CM6A-LR, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, CMCC-CM2-SR5, NorESM2-LM, UKESM1-0-LL, ACCESS-ESM1-5, CanESM5, CESM2-WACCM, MIROC-ES2L, TaiESM1, INM-CM4-8
2.077000000000000000e+03, 1.363116818533983456e-02, 8.690757934897069825e-02, 4.443643038195558420e-03, 1.873529940587504716e-01, -1.428183381554327391e-01, -6.250149753330881686e-02, -8.874544317426456830e-02, 2.396500436852985472e-01, 2.224637464243194029e-03, -7.850385621830531513e-02, 2.133279940139096165e-01, 1.039226590796942656e-01, 1.353576925175391799e-01, -1.559645466497872890e-01, -2.414828768359741085e-01, -5.123805011984167851e-02
2.078000000000000000e+03, -6.746918669688015298e-03, 4.736086901764207102e-01, -4.115842545569939337e-02, 1.216673077828727724e-02, 6.737682174100514954e-02, 2.077129177775157987e-01, -3.223632112257163729e-01, -1.299755544660961479e-02, 2.680119866166637277e-02, 1.264347408526378669e-01, -2.552832600876958624e-01, 1.278419986783266640e-02, -2.381307011035628876e-02, -4.363479639085491441e-02, 8.215532526370953118e-04, 1.224069022776670262e-01
2.079000000000000000e+03, -2.905914057757684812e-02, -8.088844423542126960e-02, 1.410482944104712033e-01, -6.655394435654417296e-02, 1.847115376779835672e-01, -4.887817623327107147e-02, 6.864498330472705578e-02, -1.902078028987355951e-01, 2.258640912165898670e-02, -1.081715713461462586e-01, -2.608539489085953123e-01, 2.875922349628039498e-01, 1.060570292785176505e-01, 2.032800090460817194e-02, 3.220559243040528874e-01, 2.485287170035151427e-01
2.080000000000000000e+03, 5.680044030886739065e-02, -2.775335344839571089e-02, 5.418446108447219633e-02, -1.134822963505731225e-01, -1.347880611123888073e-01, 2.714727290897606671e-01, 4.485637258065484634e-01, 1.753767641155319634e-01, 5.328279598047037935e-02, 1.924809018866310284e-01, -2.402381150968522228e-01, 1.884099115496014332e-01, 1.488744159688309629e-02, -2.127776836284301365e-01, 3.888823405799948091e-02, 9.578079490446134159e-02
2.081000000000000000e+03, 7.463064999938330557e-02, 7.191975955056063852e-02, -5.931297691376017506e-02, 2.015323322473269452e-01, 1.354792122632721418e-01, -1.724583707080587780e-01, 1.569717009823086151e-01, -9.502084769446322854e-02, 1.056312187245183644e-02, 4.196971601213612957e-02, -7.230557061202790015e-02, -1.303039704356232301e-02, 4.379373523020678623e-03, 2.130994468831587663e-01, -2.285192423436645803e-01, -7.008628997703332530e-02
2.082000000000000000e+03, 7.012860602748204053e-02, 1.196112690091901826e-01, 1.250585502606871013e-01, 1.038047598594277502e-03, 1.166458165664151780e-01, 9.777768123174267190e-02, 2.124170750658700424e-01, -1.239875936245892207e-01, 1.080441736520279944e-01, 1.637883207368915073e-01, -1.964359972249296853e-03, -5.795764995516006213e-02, 7.925510815129670553e-03, 6.809918609866393024e-02, 6.262914648927762895e-02, -7.749457804638534841e-02
2.083000000000000000e+03, 4.457766649454571184e-02, 3.129545069999959961e-01, 5.079168876148993511e-02, 1.338921441012006809e-02, -1.619217034959637425e-01, 1.576174534397263016e-01, 2.054051527379706019e-02, 2.649390306344576868e-02, 6.762465669240488864e-02, 1.076487402936325000e-01, -2.469881791932903303e-01, 1.792870436477641549e-01, 6.789549498464272914e-02, 6.858648908535068534e-02, 6.217684896462999334e-04, -1.687036071418827332e-01
2.084000000000000000e+03, 2.831661449152562265e-02, -3.883381159759769635e-02, 3.948945509635891360e-02, 1.455723595696544193e-01, -6.814617634670816493e-02, 1.890674143936097937e-02, -1.646449337647122313e-01, -3.289756394030755871e-02, 6.570809499422336497e-02, 6.062158731813093587e-02, -1.960339028395082228e-01, -2.096905431508382933e-01, 1.388479625301437259e-01, -2.604270900932156296e-01, -9.201330687180266088e-02, 2.016354465874342361e-01
2.085000000000000000e+03, -6.176140079385816599e-03, 1.966176879567849145e-01, 1.080041466671815831e-01, -1.788585194624489061e-01, 9.849181149986926953e-02, 2.581377784888698179e-01, 2.070925940402160159e-01, -3.844354132884814090e-01, 1.025809557475539958e-02, -9.536138464727667019e-02, 1.788121706554100243e-01, 7.920914452099329928e-02, 1.107255421384953364e-02, -1.079047630486145298e-01, 1.567808074452686218e-01, 2.715335009320025972e-02
2.086000000000000000e+03, 1.984173081945118933e-02, 1.609358766059197643e-01, 5.533277708868001438e-02, 1.076105437824116245e-01, -6.268169687514998922e-02, -1.590746455754215027e-01, -1.068415055335985714e-01, 3.126087736337146428e-01, 3.735582928618105814e-02, 1.111472187429691227e-01, -3.001042368434268526e-01, 5.979339110970729315e-03, 6.816471050531218434e-02, -9.397896534388856804e-02, 6.488672425537068272e-03, 2.332488203408696337e-01
2.087000000000000000e+03, 1.483437700489922684e-01, 8.130537161108263022e-02, 1.420093034003421795e-01, -2.940051647196169696e-02, -6.620380836828954063e-02, 2.115261989959545674e-01, 1.798398636841535420e-02, 3.614452254499769257e-01, 2.135815007637654073e-03, -2.257416494180021493e-02, -6.523257149177030811e-02, -9.708881893361628879e-02, 1.045815971877087219e-01, 5.866895723355138731e-02, -5.732089483260906226e-02, 1.078475359679768181e-01
2.088000000000000000e+03, 9.391638217286555831e-03, -1.094223518568816639e-01, 1.091433295551383353e-01, -8.091331057249562253e-02, 5.650679806444164344e-02, 1.777328168902415351e-01, 1.693321522384204914e-01, -4.209894807268906303e-01, 6.578518909919224555e-02, 8.248937176659710754e-03, -9.532377442686860991e-02, 3.348126565296785651e-01, 3.501868049107114550e-02, 1.547819781673594464e-01, 8.145740082672180138e-02, 1.677029088007262747e-01
2.089000000000000000e+03, -4.464287314115633620e-02, -3.966717008670148648e-01, -2.046444039066823775e-02, 1.430449939117537372e-01, 2.429720047138489783e-02, -3.111475589005183520e-02, -1.910839033156087052e-01, -3.521802917983734571e-01, 1.090223623456690466e-01, 1.777454341029283957e-01, -2.430930149554345332e-01, 1.480390659642639717e-01, 9.676293890352682947e-03, -1.679585430009575830e-01, 2.608316882420944061e-02, 4.455361998201387008e-01
2.090000000000000000e+03, 4.022554132320604577e-04, 3.104633651397006866e-02, 1.220267775535864296e-01, 1.813918133263041702e-02, 5.256893978207816120e-02, -5.076528668699729907e-02, -1.307033263534797818e-01, -8.796922740967753895e-02, -5.162634589775653288e-02, 1.687169076840725965e-02, -2.895725708986687796e-01, -7.324590420623243447e-02, 2.882771348154910401e-02, 1.453254088325808650e-02, 1.341055334518559128e-01, 3.253783712560542885e-02
2.091000000000000000e+03, 3.603649251858962593e-02, 1.976220219816692270e-01, 1.127794619691305650e-01, 1.445418342244123577e-01, -5.025193335191358024e-02, 2.720320490911480871e-01, 2.503383997054653975e-01, 2.460219486389890742e-01, 6.870186762431215732e-02, 1.616849897336738728e-01, -4.670871591258998062e-02, -3.494213210526578989e-02, 1.051619232477807586e-01, -3.708550492848794455e-01, -1.030684319116428362e-02, -1.012401463779131067e-01
2.092000000000000000e+03, 8.338192120681835184e-02, -1.231322061839710408e-01, -2.506360713515407707e-02, -1.390155997711616485e-02, 1.810362189137526556e-01, -6.405007016455592506e-02, 6.863410648696736949e-02, -3.257477867762352819e-01, 7.822430693171029958e-02, 1.062838670878108877e-01, -6.987386039470887267e-02, 2.002756525322740844e-01, 1.007077320730216524e-01, 4.268629691142041514e-03, -3.402761643131295699e-01, 2.186050643883215988e-02
2.093000000000000000e+03, -6.212031657237283150e-02, 6.686326456207110358e-02, 1.467790509769682228e-01, -3.765728611487878519e-01, 2.970086988229801023e-02, 1.430426851361626117e-01, -3.298919981306941418e-02, -1.316805436088025472e-01, -5.057529987476606231e-02, -1.718424771668385781e-02, 5.592276248231947688e-02, 3.909111322151183343e-02, -2.325340790707654953e-02, -1.896666070861287301e-02, 1.697049399878956255e-01, 6.986382245916962497e-02
2.094000000000000000e+03, -6.185215945864041415e-02, -1.087558179462795732e-01, -1.426702353860169470e-02, 3.335139817603561818e-01, -1.707218407780657365e-01, -7.790630034299588988e-03, 4.219075339957540915e-01, 2.203480367524684458e-01, -7.024088903195117861e-02, 1.268245297402665062e-01, -1.942067241604118755e-02, 3.728839691871608381e-02, 2.820396568119681521e-02, 1.319244496758378848e-01, 3.304145850894155689e-01, -7.623655887338941228e-02
2.095000000000000000e+03, 3.738552501858295740e-02, 8.035464593292340751e-02, 3.860499010878374465e-02, 1.022233075670262031e-01, -1.816739014593861390e-01, 1.251344234797966415e-01, 2.009561611351036725e-01, -2.008997674617953033e-01, 9.503738972715604361e-02, -4.674684022375539399e-02, -3.494184316530878909e-01, -1.581085794780483778e-01, 3.977681889197513809e-02, -1.529613433516218424e-01, -1.215707392442912232e-01, 2.239513496003221471e-01
2.096000000000000000e+03, 7.399403446521898853e-02, -3.034342920513014574e-01, -1.037182955744783142e-01, -6.407226618540250163e-02, 5.320252672530403210e-02, 6.924605283534981948e-02, -4.360741088954443040e-02, 1.493528229231270155e-01, 5.860467147013795342e-02, 8.620996005067514678e-02, -2.122205053103204120e-01, -1.168302298843450909e-01, 4.438896867865764484e-02, 2.036848357371527363e-01, -9.279331167023507909e-02, 2.514969286148506789e-01
2.097000000000000000e+03, 6.403090735881405982e-02, 2.455736006225477386e-01, -4.780866314011722809e-03, -1.990868800838911101e-01, 1.935588024804006935e-01, 3.577745075274224584e-01, 1.212842906799463244e-01, -7.568021771266908448e-02, -1.255514365508411390e-01, 1.684837857951591578e-01, -6.272878996236649907e-02, 1.082248739900451839e-01, 8.386985253041732979e-02, 3.368037203486910075e-02, 8.902338754133466703e-02, -6.868490897748716351e-02
2.098000000000000000e+03, 1.744089604571245067e-01, -1.607046268006073197e-01, 3.308618521119053302e-01, 1.030580036444186387e-01, 8.442347593715751608e-02, 2.166193872419935329e-01, -1.027912014046544892e-01, 1.963097679983782096e-01, 7.333311089275035277e-02, 1.392222403129851349e-01, -1.332710218941688118e-01, 3.389092910535220632e-02, -1.497673720389969959e-02, 7.750475146837544627e-02, -1.763581698189329583e-01, 2.464192705479745504e-01
2.099000000000000000e+03, -9.870452494823818423e-02, -3.086387244100487984e-03, -1.031888845659859194e-01, 1.031542444653708035e-01, -4.490184841836321328e-02, -1.190437405156118400e-01, -2.074689039955218695e-01, 2.309086615149465865e-02, 1.351296539400579644e-01, 3.791615517665299778e-02, 6.503645325981620429e-02, -8.847319789906486764e-02, 1.028200198051057446e-01, 2.012727399846176712e-01, -1.929014613726345861e-02, -3.220963029810983841e-02
2.100000000000000000e+03, 1.510274886078948886e-01, 4.284004169064636880e-01, 2.497520687615824853e-01, 3.006777521895419025e-01, -6.992471766883229245e-02, 1.105247624820727970e-01, -3.532792681326263340e-02, -4.539947380266147192e-01, 8.471246700504983518e-02, -1.356050699273936289e-01, 8.590779213852589927e-03, 2.840921409180922549e-02, -1.452649840640401167e-02, 1.985813257506561236e-01, -6.235027007450000963e-02, 1.052054387714054517e-01
