year, ACCESS-ESM1-5, UKESM1-0-LL, EC-Earth3-Veg, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR, INM-CM5-0, IPSL-CM6A-LR, CMCC-CM2-SR5, INM-CM4-8, CanESM5, NorESM2-LM, CESM2-WACCM, MIROC-ES2L, TaiESM1
2.077000000000000000e+03, 2.849942359086704755e+02, 2.844922219547383975e+02, 2.843272907283642326e+02, 2.813750554118926743e+02, 2.845681254601281580e+02, 2.832869216035578006e+02, 2.830273664170586017e+02, 2.840315770791629006e+02, 2.839369573926398971e+02, 2.851955448061748370e+02, 2.844894555330855042e+02, 2.852548244936655237e+02, 2.838486613362378534e+02, 2.835410080867040961e+02, 2.842648797982009796e+02, 2.859642360267328627e+02
2.078000000000000000e+03, 2.856609660332603084e+02, 2.839065568272849305e+02, 2.831951894532501228e+02, 2.813578910716344694e+02, 2.832916739078831938e+02, 2.832367858435522976e+02, 2.828564228037844259e+02, 2.838255882238543109e+02, 2.835165739933652844e+02, 2.842789536352493087e+02, 2.837543707303799465e+02, 2.854069911240326292e+02, 2.837160971256676021e+02, 2.838901845758448417e+02, 2.840817206615557780e+02, 2.857044063894852570e+02
2.079000000000000000e+03, 2.848039982347853538e+02, 2.845204460528565846e+02, 2.828848036668359782e+02, 2.812643411690332300e+02, 2.837933965012306317e+02, 2.834273386265849126e+02, 2.821586569203324757e+02, 2.832765459855751260e+02, 2.836989493160955931e+02, 2.851824012032841438e+02, 2.836352576892115280e+02, 2.856583833411474984e+02, 2.840615480128982426e+02, 2.838806742587411236e+02, 2.843340284581367428e+02, 2.851595761645174321e+02
2.080000000000000000e+03, 2.849580219501329452e+02, 2.838227295045940082e+02, 2.825462606055743322e+02, 2.810607306740306512e+02, 2.837731447378732241e+02, 2.831136192254052730e+02, 2.835474875873109113e+02, 2.840263102920798701e+02, 2.835360484734418947e+02, 2.845437045765882544e+02, 2.837525296803140691e+02, 2.848349331886373079e+02, 2.835511133243262520e+02, 2.833659937397887916e+02, 2.847282292381811999e+02, 2.847430183843799796e+02
2.081000000000000000e+03, 2.852812690122546542e+02, 2.843949599540279110e+02, 2.836832496355568196e+02, 2.809816423343576162e+02, 2.833493612468357128e+02, 2.834650533865109878e+02, 2.828979488791274548e+02, 2.843194380355711246e+02, 2.833697491569248541e+02, 2.857939429788731900e+02, 2.832190620448047866e+02, 2.851916128868791702e+02, 2.835251274794714504e+02, 2.845280925394706060e+02, 2.837379690577593578e+02, 2.858147241081309176e+02
2.082000000000000000e+03, 2.848381616582180413e+02, 2.839448596364612172e+02, 2.821148385180428591e+02, 2.816348931278016039e+02, 2.835795082955896191e+02, 2.837000238114417243e+02, 2.826617090279541458e+02, 2.836494096388138360e+02, 2.832612630553182385e+02, 2.857383396236332942e+02, 2.833419024514578837e+02, 2.848294679118740760e+02, 2.839604646456419914e+02, 2.839049356516080138e+02, 2.844984324303325138e+02, 2.858723174472877986e+02
2.083000000000000000e+03, 2.857739861562710075e+02, 2.841510151143357916e+02, 2.832486041922173285e+02, 2.807927414141076383e+02, 2.835855211236343507e+02, 2.838327383901424241e+02, 2.831656429954112468e+02, 2.836798488764129615e+02, 2.833360345831651443e+02, 2.854122395457006860e+02, 2.841058697183498793e+02, 2.853169994552387152e+02, 2.841608878968447698e+02, 2.839492706662144883e+02, 2.832028334478661122e+02, 2.864626773442753347e+02
2.084000000000000000e+03, 2.850917333560005318e+02, 2.838114962796944951e+02, 2.831031846972361450e+02, 2.814798173751016179e+02, 2.839949211831298044e+02, 2.843563067052464817e+02, 2.828383602440218851e+02, 2.841070946811366298e+02, 2.828524014063095251e+02, 2.858778739628102699e+02, 2.844756349489043714e+02, 2.839852645895899741e+02, 2.832056703770307422e+02, 2.841435175359473533e+02, 2.849688675152507358e+02, 2.862518118581589306e+02
2.085000000000000000e+03, 2.845650838441625297e+02, 2.850225853048057729e+02, 2.829331967970377946e+02, 2.821112416978019724e+02, 2.839135770578241704e+02, 2.832866008094639483e+02, 2.822834420109238636e+02, 2.828004796653283961e+02, 2.835826169618484300e+02, 2.867994851790534767e+02, 2.832493907367054931e+02, 2.850140803995413989e+02, 2.840957311164587509e+02, 2.834814291935314259e+02, 2.840737030690056599e+02, 2.861347498133490603e+02
2.086000000000000000e+03, 2.847774189361799131e+02, 2.828347315005287328e+02, 2.833226196207420458e+02, 2.814559285141559144e+02, 2.838093642783495625e+02, 2.834522361519818787e+02, 2.830061259979411830e+02, 2.839934212167068495e+02, 2.840774696236168779e+02, 2.859916837087828867e+02, 2.837713981709658810e+02, 2.846946338078535632e+02, 2.841823973612264354e+02, 2.845636845807043755e+02, 2.843305726402829237e+02, 2.853553146120950146e+02
2.087000000000000000e+03, 2.854239044827188536e+02, 2.835338246653784040e+02, 2.835971218181703080e+02, 2.811447041363323365e+02, 2.837674557932471089e+02, 2.825066621965786453e+02, 2.828192632259255674e+02, 2.832441675589864758e+02, 2.838925162294717097e+02, 2.857576466393136911e+02, 2.841865290897782188e+02, 2.850571261058320260e+02, 2.840834169765544175e+02, 2.834428884852267174e+02, 2.845247567993986877e+02, 2.856956703453480486e+02
2.088000000000000000e+03, 2.855350183017403083e+02, 2.844229852809679642e+02, 2.834135448800386143e+02, 2.809033080954172306e+02, 2.836712296617999414e+02, 2.833792439072843194e+02, 2.826865656655916723e+02, 2.834887509143932220e+02, 2.831853024151808427e+02, 2.859257754147882906e+02, 2.839891373328554778e+02, 2.850432957066814197e+02, 2.833527179436927668e+02, 2.842780541100704568e+02, 2.848927560350787758e+02, 2.849132505051157409e+02
2.089000000000000000e+03, 2.853129168148964823e+02, 2.831400355420223036e+02, 2.824994034174134754e+02, 2.823965069831093047e+02, 2.843377580837716323e+02, 2.835858195018711854e+02, 2.829212964562857451e+02, 2.836648906091934350e+02, 2.838829012574171884e+02, 2.867431640420879262e+02, 2.835332929966642723e+02, 2.851989622433397358e+02, 2.847778435783470172e+02, 2.829720625944510175e+02, 2.851111944179488660e+02, 2.856289188042036926e+02
2.090000000000000000e+03, 2.855071390881138313e+02, 2.837955548467546691e+02, 2.839235529248250032e+02, 2.809627964360163901e+02, 2.839882516674170461e+02, 2.833761673930119969e+02, 2.826940663718351061e+02, 2.834864478129050553e+02, 2.842197796567987780e+02, 2.860406771538242765e+02, 2.845550490797214707e+02, 2.849601187120411510e+02, 2.844525354656931881e+02, 2.844534416939727635e+02, 2.847435484579530112e+02, 2.843905167024726666e+02
2.091000000000000000e+03, 2.849978976365229073e+02, 2.833246690901953571e+02, 2.836527540697409222e+02, 2.816275971268225362e+02, 2.836797043572291273e+02, 2.828448665782190687e+02, 2.836886211317905122e+02, 2.829894393822243046e+02, 2.828805822900405360e+02, 2.852501183667669693e+02, 2.840839537487706252e+02, 2.850360369362925894e+02, 2.843427046907169711e+02, 2.842323145875303112e+02, 2.851197678090155705e+02, 2.853683489890158285e+02
2.092000000000000000e+03, 2.856027837186159104e+02, 2.836852414490729188e+02, 2.835192558729895609e+02, 2.819038346753048359e+02, 2.837687414012780778e+02, 2.836812700645925815e+02, 2.818967091878570841e+02, 2.832751575852321366e+02, 2.827621506691904187e+02, 2.868742960302029701e+02, 2.840172555713662632e+02, 2.852831389816527690e+02, 2.848199270217588150e+02, 2.845125233740316162e+02, 2.848717067541968504e+02, 2.856175289196935978e+02
2.093000000000000000e+03, 2.848583690518590856e+02, 2.834907756940759782e+02, 2.837284900815636206e+02, 2.814479912622811639e+02, 2.843554085758495944e+02, 2.836706875702703314e+02, 2.824608355397016908e+02, 2.832138171913993006e+02, 2.835211003143460289e+02, 2.857427812646497500e+02, 2.836770128590804347e+02, 2.845870845863493059e+02, 2.845445785013078535e+02, 2.840486047251608284e+02, 2.838914809343399384e+02, 2.856670966649684260e+02
2.094000000000000000e+03, 2.853130387290865428e+02, 2.842954648173384271e+02, 2.829974204118066154e+02, 2.813128756269509267e+02, 2.842619810085171252e+02, 2.837520319422710600e+02, 2.836529724838603101e+02, 2.832104484265511815e+02, 2.830662940088265600e+02, 2.865384757013372905e+02, 2.845642097936466257e+02, 2.852975189708076300e+02, 2.852977049877036393e+02, 2.842974488617824136e+02, 2.836151180707868207e+02, 2.845685259382307777e+02
2.095000000000000000e+03, 2.855585330402619775e+02, 2.843847552677863746e+02, 2.817060626618858805e+02, 2.809176640762127022e+02, 2.838621606649962814e+02, 2.838338510873950327e+02, 2.826307440732598479e+02, 2.830968516030610544e+02, 2.830509775020632901e+02, 2.864636867159740063e+02, 2.842319867447818638e+02, 2.845895837408198190e+02, 2.838688840341479249e+02, 2.837110300363063971e+02, 2.838067392846485291e+02, 2.857580580956980612e+02
2.096000000000000000e+03, 2.851865964692541411e+02, 2.839475051006903072e+02, 2.841870236213644603e+02, 2.815175191638252841e+02, 2.844941373376726688e+02, 2.835788418644530111e+02, 2.831497204971500992e+02, 2.835839224225418320e+02, 2.838459085476756059e+02, 2.864315825916258973e+02, 2.841166977852856235e+02, 2.843512811528703992e+02, 2.835579713187901802e+02, 2.843164266367859909e+02, 2.837820911937000119e+02, 2.858566476199793556e+02
2.097000000000000000e+03, 2.850681189661036115e+02, 2.840280220786161749e+02, 2.836032483005406561e+02, 2.807707623109226347e+02, 2.830158935388619170e+02, 2.836745206745941346e+02, 2.823933226705511288e+02, 2.838085530656311448e+02, 2.840908496047633776e+02, 2.865768752427744630e+02, 2.836182474879605593e+02, 2.848895337842756703e+02, 2.839592648077594959e+02, 2.841873658099753470e+02, 2.844897744070269709e+02, 2.849090075961249795e+02
2.098000000000000000e+03, 2.853871829625747409e+02, 2.831088476109815701e+02, 2.837562546648526904e+02, 2.806658137692036235e+02, 2.838638455184499776e+02, 2.827319693539891432e+02, 2.820063041126788903e+02, 2.836330577279219369e+02, 2.834993528649699215e+02, 2.861605748349689975e+02, 2.834404445792903289e+02, 2.848478385470257876e+02, 2.845815918752875291e+02, 2.847032070094302298e+02, 2.843509458003525765e+02, 2.864969543134229184e+02
2.099000000000000000e+03, 2.848866803271358208e+02, 2.838327943526505805e+02, 2.836822589378750195e+02, 2.807599781421108105e+02, 2.844569610372604416e+02, 2.821303299784475485e+02, 2.829070781486109354e+02, 2.841213287719792220e+02, 2.837546256917738106e+02, 2.861211001097120175e+02, 2.836924887233578261e+02, 2.844042480456606086e+02, 2.844723470919821011e+02, 2.849510020918593796e+02, 2.852420522056013397e+02, 2.858280913647448642e+02
2.100000000000000000e+03, 2.850051317631585448e+02, 2.838393246419954608e+02, 2.839651414956300641e+02, 2.804383321871199541e+02, 2.837071297246509971e+02, 2.835843645615506148e+02, 2.829244133945390445e+02, 2.827899439513873290e+02, 2.822100014642736028e+02, 2.866186448366868831e+02, 2.835540497097166508e+02, 2.853355327881142216e+02, 2.843001426691292295e+02, 2.847137206132674123e+02, 2.843838683836330574e+02, 2.862372300569716685e+02
