year, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5, CMCC-CM2-SR5, NorESM2-MM, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM, TaiESM1, MIROC-ES2L, CNRM-ESM2-1
2.090000000000000000e+03, 6.308457256860512175e+00, 1.356695712490288130e+01, 8.281773322268207949e+00, 2.494939167799603119e+00, 2.192805848725994711e+00, 3.537067464772314818e+00, 1.995202727607723991e+00, 2.375784709557891894e+00, 7.294665176784060456e+00, 2.155581956983839031e+00, 3.844476550683612603e-01, 2.314563196574655279e+01, 2.053920854424892539e+01
2.091000000000000000e+03, 6.349659783236627497e+00, 1.355780823583315176e+01, 8.065434400776682722e+00, 2.266809149268678603e+00, 2.152622872380980379e+00, 3.521055596947325395e+00, 2.004878885804258104e+00, 2.320946339440978168e+00, 7.316552036998259290e+00, 2.131950513834746541e+00, 4.909717685071658955e-01, 2.315477008587748031e+01, 2.044947927419055844e+01
2.092000000000000000e+03, 6.381503831204321742e+00, 1.355720333836191216e+01, 8.127881219269699642e+00, 2.556800003244812380e+00, 2.081450758025447989e+00, 3.511941152733818239e+00, 1.980349557705999519e+00, 2.346378285290600996e+00, 7.358610745328856062e+00, 2.170267011733267193e+00, 6.044257140838144027e-01, 2.304539223421442884e+01, 2.053754879619025075e+01
2.093000000000000000e+03, 6.360831970099829924e+00, 1.361627744375878102e+01, 8.258909756421431325e+00, 2.692400690948554054e+00, 2.144642677597552005e+00, 3.521893009652175888e+00, 1.968823163001548693e+00, 2.279715712985181497e+00, 7.341822059328719341e+00, 2.218493208377453563e+00, 3.974030200439432337e-01, 2.311959630708119562e+01, 2.043801606316138120e+01
2.094000000000000000e+03, 6.382865510686999144e+00, 1.360367544519634464e+01, 8.435156917868043891e+00, 2.207663407390046739e+00, 2.164991031210622641e+00, 3.536979467076676986e+00, 1.998114588778394873e+00, 2.276770476552910427e+00, 7.220636903228434100e+00, 2.104319026523352232e+00, 3.504962865478783440e-01, 2.328448614835805941e+01, 2.056731227753649094e+01
2.095000000000000000e+03, 6.393861705559400477e+00, 1.359379730473148840e+01, 8.391591670405857073e+00, 2.298344276605553738e+00, 2.173147912348218913e+00, 3.502087701886660298e+00, 1.940425006457814128e+00, 2.344063818829287715e+00, 7.315537943678943833e+00, 2.135756043545124161e+00, 5.317666338216234800e-01, 2.342978420299515108e+01, 2.051871836580114561e+01
2.096000000000000000e+03, 6.372922067695261816e+00, 1.352466577852749552e+01, 8.143760811992970972e+00, 2.156860381154797057e+00, 2.181399617087364184e+00, 3.459250280222220031e+00, 1.984222521231960856e+00, 2.353132555227109179e+00, 7.375378929160862462e+00, 2.147110292500171713e+00, 4.741699516001279813e-01, 2.343202837063062560e+01, 2.059197535194230255e+01
2.097000000000000000e+03, 6.322302244149103245e+00, 1.356622924744847047e+01, 8.149594017769754117e+00, 2.313465962143652188e+00, 2.072342370212032936e+00, 3.454711976785453942e+00, 2.046367858465480971e+00, 2.290060177099409344e+00, 7.389300303801618064e+00, 2.152368956926240084e+00, 4.131496316421994774e-01, 2.337128329787348235e+01, 2.050244415817966015e+01
2.098000000000000000e+03, 6.308773784690930420e+00, 1.361651445325349385e+01, 8.155777589915214065e+00, 2.224000108349566407e+00, 2.150498245895753779e+00, 3.453887198223752453e+00, 1.929521669901129277e+00, 2.273386234636715297e+00, 7.271686229944275937e+00, 2.154771411978624318e+00, 5.383652175654634053e-01, 2.329163509798258502e+01, 2.068320911442442522e+01
2.099000000000000000e+03, 6.390936329140203931e+00, 1.370299498756910594e+01, 8.035458559495868514e+00, 2.290100596996066162e+00, 2.211610884220469142e+00, 3.465716878556836189e+00, 1.917827042181470043e+00, 2.219289915995276363e+00, 7.269283863592501227e+00, 2.171591250566592635e+00, 4.552409194390232838e-01, 2.320946448572786380e+01, 2.068361921091534583e+01
2.100000000000000000e+03, 6.342606123047320743e+00, 1.367347768912114780e+01, 7.899979060095514427e+00, 2.673671708691601978e+00, 2.096699516816512787e+00, 3.494752114823199474e+00, 1.926899842764075554e+00, 2.218414074476027231e+00, 7.343649405538907438e+00, 2.229801702146290143e+00, 4.802518679725618078e-01, 2.329769685033144455e+01, 2.059158369369358610e+01
