year, UKESM1-0-LL, MPI-ESM1-2-LR, ACCESS-ESM1-5, NorESM2-MM, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-LM, INM-CM5-0, TaiESM1, EC-Earth3-Veg, GFDL-ESM4, CanESM5, CMCC-CM2-SR5, CESM2-WACCM, MIROC-ES2L, INM-CM4-8
2.077000000000000000e+03, 1.032741453996451497e+02, 8.247991585366416700e+01, 1.153634255568973686e+02, 8.215409396741067383e+01, 5.865559727902407161e+01, 8.862005780521415943e+01, 7.930469686476178026e+01, 1.448961702135508176e+02, 9.549953420958269135e+01, 8.060435579262741612e+01, 5.361019109845763353e+01, 1.504866828219694241e+02, 7.876604271425482295e+01, 9.074353213982031718e+01, 1.129450755030119353e+02, 1.394741357165135014e+02
2.078000000000000000e+03, 1.029265698323220306e+02, 8.235759302252803593e+01, 1.149387960136472202e+02, 8.167234893645974125e+01, 5.806192358251392704e+01, 8.866501291884465275e+01, 7.965813642135213968e+01, 1.451673692027387972e+02, 9.641973846016112759e+01, 8.040989177261982945e+01, 5.348485372707491337e+01, 1.502902878793020989e+02, 7.905848727051694880e+01, 9.060901557459759204e+01, 1.128403922602636413e+02, 1.400863413676644598e+02
2.079000000000000000e+03, 1.027942361851011697e+02, 8.215152680855895539e+01, 1.146694302512705690e+02, 8.151992655607985228e+01, 5.805273544607397440e+01, 8.876101651950881433e+01, 7.997241433707786484e+01, 1.445081632764132848e+02, 9.496293747111060668e+01, 8.107570213105447010e+01, 5.367377967966599073e+01, 1.503575645293529988e+02, 7.931358922952148305e+01, 9.064479054834184524e+01, 1.124626999182122660e+02, 1.401959749124314101e+02
2.080000000000000000e+03, 1.027616996905695288e+02, 8.179815991961410759e+01, 1.147599897571837886e+02, 8.122464221934318118e+01, 5.819358732349083141e+01, 8.879575336050217516e+01, 8.005109960520660195e+01, 1.442344691767493146e+02, 9.511478363280888004e+01, 8.120701924970326502e+01, 5.373624617281689098e+01, 1.498029964943230254e+02, 8.003792090448119723e+01, 9.111181991565236160e+01, 1.120693099297397453e+02, 1.402230703129916378e+02
2.081000000000000000e+03, 1.029485007004839048e+02, 8.230463118022693436e+01, 1.150304815003753589e+02, 8.194473934405056070e+01, 5.812669085405894265e+01, 8.888494596166903250e+01, 8.013411617125645137e+01, 1.438803495482898995e+02, 9.663666078933854919e+01, 8.202349613521654703e+01, 5.383368400596609149e+01, 1.492742485288806904e+02, 7.913195686773673287e+01, 9.083416563582710523e+01, 1.119026843165690650e+02, 1.400640742272609884e+02
2.082000000000000000e+03, 1.027526023826389974e+02, 8.269787400407453504e+01, 1.149668082402031359e+02, 8.230203037401685151e+01, 5.795311540285582907e+01, 8.865375450342234842e+01, 7.976370853215135526e+01, 1.443148657896868770e+02, 9.592746182802919463e+01, 8.180027185439121240e+01, 5.386592077149270352e+01, 1.488521349495919424e+02, 7.888761607626683769e+01, 9.087571125677779094e+01, 1.121454582907725950e+02, 1.400542603385571852e+02
2.083000000000000000e+03, 1.025944239677690177e+02, 8.286576313104633584e+01, 1.148353091856196784e+02, 8.213318284803827396e+01, 5.806529359997978901e+01, 8.855102822040666410e+01, 7.982128492313972856e+01, 1.448062337172715104e+02, 9.425048489165033061e+01, 8.237730868662065120e+01, 5.374323277194381632e+01, 1.483896709530278031e+02, 7.967543737280215055e+01, 9.115923880917527811e+01, 1.124411114959862914e+02, 1.396277036256005601e+02
2.084000000000000000e+03, 1.025441438059923769e+02, 8.277432992029477532e+01, 1.151451764172703207e+02, 8.226016957639815530e+01, 5.818415290373230420e+01, 8.846534966469421590e+01, 8.038290918017786169e+01, 1.448395269560760710e+02, 9.430903760827966664e+01, 8.257793359838312597e+01, 5.375369672954013822e+01, 1.480264414187229534e+02, 7.980040056470954823e+01, 9.152017064472553898e+01, 1.122016959771686970e+02, 1.399229379835345242e+02
2.085000000000000000e+03, 1.025008773378426383e+02, 8.261316002895024724e+01, 1.153764372426642808e+02, 8.239114682930768652e+01, 5.779268055287364092e+01, 8.866654087301496645e+01, 8.018425143591281312e+01, 1.443718852091869849e+02, 9.626993200823345376e+01, 8.208365031778082255e+01, 5.416637104056398755e+01, 1.474319141264254540e+02, 7.997494244066770364e+01, 9.166484521029906318e+01, 1.118775969784380493e+02, 1.402746819511038723e+02
2.086000000000000000e+03, 1.025521923323194642e+02, 8.284903311648966451e+01, 1.149695170342984909e+02, 8.278316554732073485e+01, 5.761693859370199533e+01, 8.890096908810549792e+01, 8.044413804508992882e+01, 1.440233519287884860e+02, 9.669461712650331719e+01, 8.222117202394201740e+01, 5.412548548280395266e+01, 1.468331556198011469e+02, 8.009578666381517564e+01, 9.160802806275643206e+01, 1.117552117477277704e+02, 1.406715978115778682e+02
2.087000000000000000e+03, 1.026779180146688191e+02, 8.317826264259063862e+01, 1.152866527205849394e+02, 8.303489207375608316e+01, 5.852877033877899038e+01, 8.946612508963271182e+01, 8.075993718996237192e+01, 1.441797397255759563e+02, 9.569671249411273095e+01, 8.249776514480809908e+01, 5.404313978669321727e+01, 1.468054540659850886e+02, 8.096085864125059572e+01, 9.175283697254688775e+01, 1.117731785127571129e+02, 1.409021471469060600e+02
2.088000000000000000e+03, 1.026410464112933454e+02, 8.329515348869155389e+01, 1.158232605966134514e+02, 8.318757492503786466e+01, 5.816700509447041156e+01, 8.949478342409736342e+01, 8.081554497618262189e+01, 1.440592678939288760e+02, 9.623649973371428246e+01, 8.320401773652203303e+01, 5.419673347692026510e+01, 1.470233951135200243e+02, 8.071478239235679553e+01, 9.199228154805889801e+01, 1.114709060333023558e+02, 1.408599598740955514e+02
2.089000000000000000e+03, 1.023462420591500575e+02, 8.335091502002423169e+01, 1.155994447839439374e+02, 8.323580655400778028e+01, 5.844614469621892994e+01, 8.931251796438453994e+01, 8.047168753205959035e+01, 1.437049743703188653e+02, 9.578790542617713299e+01, 8.298733696999642007e+01, 5.403439877896472865e+01, 1.467472084031288375e+02, 7.994407809531843156e+01, 9.225077957349729729e+01, 1.110414671608710648e+02, 1.407837474658491601e+02
2.090000000000000000e+03, 1.025939307651245116e+02, 8.311134327078136153e+01, 1.156735724843995570e+02, 8.329854267435510451e+01, 5.814710028146399878e+01, 8.956311345187884854e+01, 8.067031845044634508e+01, 1.433915669418465200e+02, 9.615160185225887801e+01, 8.261988621792795584e+01, 5.402883458863929889e+01, 1.464668636647609219e+02, 8.026407652592260433e+01, 9.222022905639839507e+01, 1.110585651595876868e+02, 1.402176654441360029e+02
2.091000000000000000e+03, 1.023879780821782504e+02, 8.288123197329892378e+01, 1.158193533855895083e+02, 8.323844046837004385e+01, 5.784505531961684710e+01, 8.969166308553541000e+01, 8.129379953603799436e+01, 1.435158220759943788e+02, 9.736658706187918710e+01, 8.249564599246151886e+01, 5.412132225588923262e+01, 1.463995849368420465e+02, 8.094253151928022305e+01, 9.230009966978279579e+01, 1.111837389000613001e+02, 1.391903871444583274e+02
2.092000000000000000e+03, 1.020918704043146050e+02, 8.311148205959777613e+01, 1.157461786041616563e+02, 8.364622087418771912e+01, 5.749797694001108539e+01, 8.928063210989381560e+01, 8.131474481440743318e+01, 1.428244675631018197e+02, 9.519998802247374670e+01, 8.286808037251681469e+01, 5.429527697632379102e+01, 1.457085361833465242e+02, 8.060014929198733569e+01, 9.209098930728276855e+01, 1.105907567779450744e+02, 1.385824881176879160e+02
2.093000000000000000e+03, 1.017524776864009226e+02, 8.336734079080730453e+01, 1.162271349584743518e+02, 8.400471089054850893e+01, 5.716433836030135751e+01, 8.979814008810157588e+01, 8.108652925288147628e+01, 1.429230232425633460e+02, 9.437467079329059061e+01, 8.308996406523748135e+01, 5.412545734953872056e+01, 1.453439810747857166e+02, 8.123690670131070135e+01, 9.192012762526314873e+01, 1.101516615186459518e+02, 1.384684434900191263e+02
2.094000000000000000e+03, 1.015552648066205421e+02, 8.309777910931497047e+01, 1.168783346911695418e+02, 8.411849271912721804e+01, 5.730546634701005360e+01, 8.982097022382548346e+01, 8.107953633934330639e+01, 1.428136741871032598e+02, 9.684159732897647643e+01, 8.335216217579441889e+01, 5.441089667812379815e+01, 1.455224760611235695e+02, 8.083387885504043879e+01, 9.291432971047318290e+01, 1.101580771125873071e+02, 1.386854516739472274e+02
2.095000000000000000e+03, 1.016258506203726739e+02, 8.271918863470185102e+01, 1.164556285730457574e+02, 8.400154837766318394e+01, 5.693220374117449012e+01, 8.985950328901515149e+01, 8.157810138166757952e+01, 1.420615527471779558e+02, 9.696198350466212901e+01, 8.352445586411126044e+01, 5.444822093515815453e+01, 1.455174720364883854e+02, 8.055007040628721882e+01, 9.299782228789027272e+01, 1.103447929464254571e+02, 1.390047869121882229e+02
2.096000000000000000e+03, 1.018256763263029541e+02, 8.298533887500757089e+01, 1.156483803098093404e+02, 8.398092710997715926e+01, 5.730440096013834506e+01, 8.984893407455720649e+01, 8.168344338845788855e+01, 1.421316060387498226e+02, 9.463308181312346790e+01, 8.331621693174587051e+01, 5.473371522694809244e+01, 1.455355631395273690e+02, 8.117254870807094846e+01, 9.279201586804094859e+01, 1.104905414076273757e+02, 1.388879618214164111e+02
2.097000000000000000e+03, 1.014939862942994608e+02, 8.356623755602313963e+01, 1.159895262284143058e+02, 8.435371155160942180e+01, 5.716651732948655251e+01, 9.037032009687430900e+01, 8.175802670460346633e+01, 1.417255691876879666e+02, 9.563349349865548277e+01, 8.352295195531168304e+01, 5.476764289387431006e+01, 1.456213438367994115e+02, 8.114596704461591514e+01, 9.295029275065938634e+01, 1.104070765314142619e+02, 1.389388581908856111e+02
2.098000000000000000e+03, 1.012673801920819017e+02, 8.360756815750103499e+01, 1.164087273616758438e+02, 8.438836058201927415e+01, 5.722330504936811479e+01, 9.023429901447146051e+01, 8.186034312676534341e+01, 1.412235169037516584e+02, 9.648523302821644165e+01, 8.296463115154419654e+01, 5.492251853714860488e+01, 1.455607515040598230e+02, 8.113024625507867427e+01, 9.332323212120280687e+01, 1.103058259289150271e+02, 1.388479392425861079e+02
2.099000000000000000e+03, 1.013821854178239334e+02, 8.415071522635255974e+01, 1.162224155530989549e+02, 8.448876703254437359e+01, 5.785561932713780209e+01, 9.033192135871000517e+01, 8.215819460361643678e+01, 1.409007988586839133e+02, 9.564799488368083757e+01, 8.315203550429670543e+01, 5.507284285230218757e+01, 1.455035143667991804e+02, 8.145477023227476820e+01, 9.366895467748702231e+01, 1.105317007854053486e+02, 1.382974264410287049e+02
2.100000000000000000e+03, 1.012235656498954341e+02, 8.413515186485805941e+01, 1.160202075605027829e+02, 8.509469681526030627e+01, 5.771974016064486079e+01, 8.996138087414850304e+01, 8.263020473167534874e+01, 1.413206428839546334e+02, 9.461419699056791899e+01, 8.314394729594128819e+01, 5.531260691995248635e+01, 1.451221361606010873e+02, 8.159161333206213840e+01, 9.401477774844893531e+01, 1.108236093244513256e+02, 1.371645599077725706e+02
