year, INM-CM5-0, CanESM5, GFDL-ESM4, NorESM2-LM, NorESM2-MM, EC-Earth3-Veg, TaiESM1, CNRM-ESM2-1, IPSL-CM6A-LR, CMCC-CM2-SR5, CESM2-WACCM, INM-CM4-8, MIROC-ES2L, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL
2.077000000000000000e+03, 1.918064383213294732e+01, 2.542180966374941065e+01, 1.262672775165805916e+01, 7.564144818745424104e+00, 8.464401578367686696e+00, 1.400096654144204678e+01, 1.098830291794596548e+01, 6.100794937556473840e+00, 1.439544551575744080e+01, 8.314988017134753662e+00, 9.441779535299501092e+00, 1.967781565241388719e+01, 1.368879321019946005e+01, 1.098259728495594345e+01, 1.569686371624433541e+01, 1.254231648895592954e+01
2.078000000000000000e+03, 1.939100716514323963e+01, 2.585098810144234704e+01, 1.218633925592722100e+01, 8.281028867132995686e+00, 7.713730511462979500e+00, 1.415790705953275541e+01, 1.065391539335012716e+01, 6.290467676753480397e+00, 1.484397257331539421e+01, 8.450393162944406455e+00, 9.373474002329993837e+00, 1.966601759460647614e+01, 1.362469872098368029e+01, 1.057137855957871686e+01, 1.533850492665477638e+01, 1.221936693041688393e+01
2.079000000000000000e+03, 1.806145305999293882e+01, 2.568495193172408975e+01, 1.270914301183273665e+01, 8.263302602889336157e+00, 7.973112834428079054e+00, 1.391867260772037085e+01, 1.006873889974835379e+01, 5.751476437538867614e+00, 1.458881128904549129e+01, 8.601202590638472145e+00, 9.246870836073185274e+00, 1.932570347771978092e+01, 1.332544146523853534e+01, 1.101550165295227579e+01, 1.461024337652240668e+01, 1.265681681301297168e+01
2.080000000000000000e+03, 1.881066353977248795e+01, 2.502970876770413611e+01, 1.269324044252745054e+01, 7.786898768998469222e+00, 7.778104915070363390e+00, 1.470337042423943430e+01, 1.080458845589638628e+01, 7.473614956323436864e+00, 1.536228272397472949e+01, 8.584663665578316838e+00, 9.782289036191762932e+00, 1.917980552176328857e+01, 1.337708024917528782e+01, 1.116040409158719449e+01, 1.554106654789041286e+01, 1.321484551524541828e+01
2.081000000000000000e+03, 1.918132146252092340e+01, 2.522447775252190283e+01, 1.290307931072017134e+01, 7.767670440769689932e+00, 8.932118690075574463e+00, 1.348213414018280254e+01, 1.145613948946550131e+01, 6.253973876334226745e+00, 1.456753628323572869e+01, 7.998804015522865463e+00, 8.738732414931551062e+00, 1.830430770710169952e+01, 1.373144353465329459e+01, 1.162695171894913493e+01, 1.566704782100302751e+01, 1.355028664991757559e+01
2.082000000000000000e+03, 2.007663689518175332e+01, 2.530948977106474018e+01, 1.224910978961113450e+01, 7.258999706519916550e+00, 8.264021600238672605e+00, 1.445827006036827989e+01, 1.002565997351319460e+01, 6.843579294204134023e+00, 1.453555077654348615e+01, 8.395095634936152962e+00, 9.569622645746846956e+00, 1.938233289389416925e+01, 1.412266806824928089e+01, 1.102721327871627111e+01, 1.614408124314941162e+01, 1.290840579653005094e+01
2.083000000000000000e+03, 1.961727913362438613e+01, 2.492382454461661467e+01, 1.214309767855752575e+01, 8.088934299685829998e+00, 8.035214198953335440e+00, 1.455453487697681680e+01, 9.908299913692086847e+00, 6.754221198059053854e+00, 1.440637951666628780e+01, 8.621948267356822626e+00, 9.601189994962952667e+00, 1.821569667357970346e+01, 1.406724500939369626e+01, 1.134645760531375913e+01, 1.571281515588693267e+01, 1.245759441890859343e+01
2.084000000000000000e+03, 1.977396023923925483e+01, 2.533528093457439923e+01, 1.229716203749312164e+01, 7.956992715083734957e+00, 8.395945210514204504e+00, 1.369771001089180729e+01, 1.065723461512268955e+01, 6.656819233929037516e+00, 1.438981695064091326e+01, 8.414827880736591936e+00, 9.534632173753530893e+00, 1.929627201730328778e+01, 1.322403961762486801e+01, 1.188406568011462916e+01, 1.540633152720922183e+01, 1.375258482523405412e+01
2.085000000000000000e+03, 1.804744318708375062e+01, 2.466189259474832340e+01, 1.361015835203908786e+01, 7.443710059186898320e+00, 8.223440675403955069e+00, 1.371622859592523014e+01, 1.098885340147205447e+01, 6.534675206236152611e+00, 1.506446716660808782e+01, 8.538696346974390394e+00, 9.904547390644214744e+00, 1.955960341873165120e+01, 1.343117508847951669e+01, 1.132162447549418616e+01, 1.518280394156669999e+01, 1.307663580039101703e+01
2.086000000000000000e+03, 1.964234071562911410e+01, 2.493477769065375327e+01, 1.226377704269137148e+01, 8.093317485337022887e+00, 8.567738699028002003e+00, 1.386906261746340263e+01, 1.038227196680251119e+01, 6.657617914160581130e+00, 1.495130177464749544e+01, 8.513646551668555773e+00, 9.013520642182687226e+00, 1.916498581195584094e+01, 1.364836738632540580e+01, 1.106808279898177538e+01, 1.597074249282660041e+01, 1.408318007442096764e+01
2.087000000000000000e+03, 1.909600114285727557e+01, 2.544742092883908668e+01, 1.254171039898382922e+01, 7.704217577543746032e+00, 8.458171442326472445e+00, 1.410787114725486013e+01, 1.028394956267736937e+01, 7.457281944177560185e+00, 1.617379263852944860e+01, 8.772756120727564166e+00, 9.832541408011971740e+00, 1.942373225636406531e+01, 1.371260418828297922e+01, 1.207443726620372537e+01, 1.564211778029936362e+01, 1.371138242446568611e+01
2.088000000000000000e+03, 1.915936926144642882e+01, 2.543069942397769623e+01, 1.275972073846449106e+01, 7.587410743921525480e+00, 8.207344682486276355e+00, 1.376355850451831664e+01, 1.080300235751404792e+01, 7.057837807372783878e+00, 1.511834772233182989e+01, 8.552568552987144912e+00, 9.504445871402131374e+00, 1.901237614388255182e+01, 1.286677211870561521e+01, 1.199215514057735099e+01, 1.541996179339234097e+01, 1.204952775419726585e+01
2.089000000000000000e+03, 1.882711108872329220e+01, 2.535479250216907587e+01, 1.224688403331188091e+01, 7.397574332948791742e+00, 8.403526536572432093e+00, 1.344750208742223485e+01, 1.009891446011186211e+01, 7.343360218459773492e+00, 1.462790552032283919e+01, 8.116255428802798377e+00, 9.681011420029699721e+00, 1.846489162829846364e+01, 1.339611922296379731e+01, 1.100130193598728212e+01, 1.493007521752220512e+01, 1.285509283852911544e+01
2.090000000000000000e+03, 1.881355253665045169e+01, 2.522765997463855925e+01, 1.222802549997326160e+01, 7.806306321556350625e+00, 8.133322823283567260e+00, 1.337305138786427960e+01, 1.120504346027004949e+01, 6.573361609818944906e+00, 1.544103442750079758e+01, 8.798338399471498761e+00, 9.266725391107346610e+00, 1.841382299566697611e+01, 1.368558552789287930e+01, 1.191221328697364434e+01, 1.484486813713126807e+01, 1.408079491608963885e+01
2.091000000000000000e+03, 1.920496911463612122e+01, 2.534476295000118640e+01, 1.294327812095899155e+01, 7.977038726681048963e+00, 8.102928661223748108e+00, 1.391511522913751087e+01, 1.102920933088967104e+01, 5.855930418901724721e+00, 1.477606093681439248e+01, 8.517827638210183849e+00, 9.354840111684818993e+00, 1.659693138321501493e+01, 1.363744037558691957e+01, 1.152600871091999579e+01, 1.473986383050935878e+01, 1.179003972349556761e+01
2.092000000000000000e+03, 1.776004794749337634e+01, 2.441518947226897751e+01, 1.292286278627866913e+01, 7.631777053599338778e+00, 8.712048004736741902e+00, 1.435392449231281553e+01, 9.413930761422863114e+00, 6.118957663887721665e+00, 1.411079195634767736e+01, 8.340803700676410415e+00, 8.867276084148183912e+00, 1.823603519521890348e+01, 1.261799841963504143e+01, 1.140335451780515186e+01, 1.539739595703226449e+01, 1.208522944368476537e+01
2.093000000000000000e+03, 1.980700783672725152e+01, 2.516987236879822376e+01, 1.237949461472815926e+01, 7.330882713666169614e+00, 8.569963793788094364e+00, 1.386479812906047471e+01, 1.060018736405863571e+01, 5.968623373572651047e+00, 1.551497268275031161e+01, 8.806887855340225002e+00, 9.422000517040276080e+00, 1.805235420826875625e+01, 1.337811203702236362e+01, 1.265478358678860538e+01, 1.530881959602067077e+01, 1.205678139610447452e+01
2.094000000000000000e+03, 1.812509917570266182e+01, 2.538026096689948474e+01, 1.295895900046729921e+01, 7.814285987659702393e+00, 8.098389148435542140e+00, 1.355708047220140955e+01, 1.150594880258976538e+01, 6.581036499137621121e+00, 1.499953007391268045e+01, 8.164047259824259939e+00, 1.022300176221398438e+01, 1.915507031433804741e+01, 1.350682154577999583e+01, 1.229054933213077838e+01, 1.458279795714525484e+01, 1.304385591487387153e+01
2.095000000000000000e+03, 1.847888243753137161e+01, 2.519632745217171532e+01, 1.225995524623415278e+01, 8.106827112492055676e+00, 7.953457933573911731e+00, 1.363425651874959676e+01, 9.842217972197506271e+00, 5.256075993462617113e+00, 1.453845667226031679e+01, 8.563050548697692221e+00, 9.014689304059206876e+00, 1.888274930119614936e+01, 1.357357208834296891e+01, 1.051515905870109435e+01, 1.495798111460439905e+01, 1.350883282548556075e+01
2.096000000000000000e+03, 1.909528203034036409e+01, 2.523220358940655927e+01, 1.315066638601608595e+01, 7.741003629374618278e+00, 8.421819128458627901e+00, 1.429786347714853711e+01, 9.860096113442009980e+00, 6.843723053210982954e+00, 1.492583679213135106e+01, 8.553300233020969756e+00, 8.865088234689705970e+00, 1.882563484598529158e+01, 1.352318878953650305e+01, 1.105504535946520761e+01, 1.593809814547637416e+01, 1.372426823890176806e+01
2.097000000000000000e+03, 1.800563803016762066e+01, 2.513288380005025857e+01, 1.238357229400132908e+01, 7.471691332019910980e+00, 8.521969809052375666e+00, 1.396715508298910713e+01, 1.121170311884320192e+01, 6.365610607781079899e+00, 1.496154808044748563e+01, 8.532321675324523014e+00, 9.434232758538412256e+00, 1.860896318074708589e+01, 1.298790213077396238e+01, 1.204051500159918398e+01, 1.563267638548609106e+01, 1.173857649560657102e+01
2.098000000000000000e+03, 1.805968204404890898e+01, 2.500262007627571492e+01, 1.280964652333406484e+01, 7.792541834295310998e+00, 8.013883681961617711e+00, 1.431790455588642885e+01, 1.045973488982120436e+01, 6.101089040399119590e+00, 1.461556830257181083e+01, 8.603946719180953551e+00, 9.483787592720988258e+00, 1.854117129247198648e+01, 1.348614280127294585e+01, 1.192469405397836368e+01, 1.559745894596206917e+01, 1.265741711356982435e+01
2.099000000000000000e+03, 1.873963171611560696e+01, 2.469008213058866374e+01, 1.300720771846500234e+01, 7.795649936397769153e+00, 8.292944989926439803e+00, 1.367870619725020909e+01, 9.829840857522690101e+00, 7.823516155387260085e+00, 1.478143825411653722e+01, 8.755683054023146283e+00, 9.440692006531124392e+00, 1.740466217855118458e+01, 1.369812225574830045e+01, 1.116190452013175261e+01, 1.567232007993926857e+01, 1.346222499192220745e+01
2.100000000000000000e+03, 1.953078593871600432e+01, 2.454217657265402863e+01, 1.288848038859992684e+01, 8.150897279555099573e+00, 8.658836535776224252e+00, 1.407350328759382307e+01, 1.014583176491751182e+01, 6.177509240252324396e+00, 1.348004219388863234e+01, 8.316084055371916861e+00, 9.376708511125213974e+00, 1.711588394167014826e+01, 1.349252959909014926e+01, 1.137911412872444572e+01, 1.481302152873374034e+01, 1.263765011842587782e+01
