year, MPI-ESM1-2-LR, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, GFDL-ESM4, TaiESM1, CanESM5, IPSL-CM6A-LR, EC-Earth3-Veg, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5, NorESM2-LM, CESM2-WACCM
2.085000000000000000e+03, 9.438768248632743507e+01, 1.114267467569867591e+02, 2.345101707186538817e+02, 9.691716116639533141e+01, 1.559907461801484452e+01, 8.620560235579773689e+01, 2.459548521631793676e+02, 1.197819079548083323e+02, 1.563023171869548378e+02, 1.166562363491081271e+02, 1.343596322328307338e+02, 1.939481022802659425e+02, 9.881500367174045607e+01, 1.085536897760005104e+02
2.086000000000000000e+03, 9.426145756163231226e+01, 1.112538548246499772e+02, 2.344189128413121068e+02, 9.693369336517960733e+01, 1.557342699635012906e+01, 8.606675674674322352e+01, 2.457311748388123931e+02, 1.198061236243607226e+02, 1.563004963035493518e+02, 1.166304180735761804e+02, 1.343772691823758123e+02, 1.940483472821499049e+02, 9.889130252983612479e+01, 1.085790033458055746e+02
2.087000000000000000e+03, 9.418558694330080527e+01, 1.113582787759899873e+02, 2.347422675355345802e+02, 9.697081190947069729e+01, 1.553239915699762186e+01, 8.624576450575042941e+01, 2.455302131005669821e+02, 1.198367741422759849e+02, 1.562738000584829479e+02, 1.165723515730962276e+02, 1.342397249013420435e+02, 1.940694153032117981e+02, 9.894607616859471477e+01, 1.086157500073318261e+02
2.088000000000000000e+03, 9.414860685308943289e+01, 1.113380212082302165e+02, 2.350141097636984568e+02, 9.705547752697785313e+01, 1.555423941135253685e+01, 8.619518321939307270e+01, 2.454262255485656397e+02, 1.198785934388416763e+02, 1.561877290662496591e+02, 1.166376698257575271e+02, 1.344121109726359578e+02, 1.941469119978992524e+02, 9.903410369519515655e+01, 1.086038650039606637e+02
2.089000000000000000e+03, 9.415889756073978845e+01, 1.112309665518188382e+02, 2.346921848401916577e+02, 9.715539564142730455e+01, 1.553704386412318961e+01, 8.628947338706002768e+01, 2.454563096735198258e+02, 1.198849929348946830e+02, 1.560530214784478744e+02, 1.167052994469590743e+02, 1.344343828586293910e+02, 1.943269291611928224e+02, 9.913449450567421195e+01, 1.085959039594680036e+02
2.090000000000000000e+03, 9.414789693851759012e+01, 1.114092060282850554e+02, 2.349657431359039776e+02, 9.723278678627011118e+01, 1.547022110216551383e+01, 8.629476954138183942e+01, 2.454283013068426271e+02, 1.199153803842114883e+02, 1.560053667920788314e+02, 1.166837114748339843e+02, 1.345144310853717116e+02, 1.945051553343283786e+02, 9.917709862944187194e+01, 1.086380013880724107e+02
2.091000000000000000e+03, 9.410100392401102454e+01, 1.115818765950663192e+02, 2.352485119456425764e+02, 9.731116938538428940e+01, 1.548472904557397634e+01, 8.604859207036568591e+01, 2.453861830689509418e+02, 1.199700166541015136e+02, 1.559571999215355618e+02, 1.167357849793611422e+02, 1.345394956112709792e+02, 1.945389094486178578e+02, 9.917119452033659854e+01, 1.087394498029534731e+02
2.092000000000000000e+03, 9.399565458841151155e+01, 1.115693998954556889e+02, 2.347230586791803830e+02, 9.732234136917212197e+01, 1.549454836886225628e+01, 8.635446466681635513e+01, 2.453195156438290780e+02, 1.200184136868486604e+02, 1.558576751360250512e+02, 1.167691716119932437e+02, 1.346364575918410935e+02, 1.946603148059322166e+02, 9.924115042295068179e+01, 1.088301043358637514e+02
2.093000000000000000e+03, 9.413753330749030113e+01, 1.114544054352547136e+02, 2.342495811162857535e+02, 9.733505151974760849e+01, 1.548826610324506525e+01, 8.665426077429934537e+01, 2.453142484470989757e+02, 1.200097749618579570e+02, 1.558293991084530603e+02, 1.168172960932316187e+02, 1.346688678599130640e+02, 1.947470208832744731e+02, 9.935393683278263666e+01, 1.089018545987070610e+02
2.094000000000000000e+03, 9.421823766958699764e+01, 1.115485860766052326e+02, 2.340142364573171392e+02, 9.737839518832149110e+01, 1.551349136338902568e+01, 8.616761647312500827e+01, 2.452836289901475197e+02, 1.200360362228346816e+02, 1.559504825124428748e+02, 1.170018365157252305e+02, 1.346368885232312209e+02, 1.948404236379104475e+02, 9.943054358946039883e+01, 1.088250089729686607e+02
2.095000000000000000e+03, 9.430704879996588375e+01, 1.116166127679858420e+02, 2.341506000896609976e+02, 9.744586248660377237e+01, 1.549259776943183731e+01, 8.605884299391060210e+01, 2.451986611912699630e+02, 1.200700617021130228e+02, 1.559782093342205940e+02, 1.171098614135140110e+02, 1.347012440864500036e+02, 1.950552540579125207e+02, 9.939624353801615086e+01, 1.088522453892685746e+02
2.096000000000000000e+03, 9.447971101598078292e+01, 1.117493577661413013e+02, 2.344982177133866799e+02, 9.750346451659052605e+01, 1.561415213257410173e+01, 8.650277778286796604e+01, 2.451312401153803648e+02, 1.201003438486900166e+02, 1.558724443033723333e+02, 1.170053228324939170e+02, 1.347247002336477806e+02, 1.951320077347847359e+02, 9.942364511886266598e+01, 1.089646951015149767e+02
2.097000000000000000e+03, 9.456258080484064976e+01, 1.117505231783610782e+02, 2.346389619496969203e+02, 9.754428851389971555e+01, 1.557498142185801804e+01, 8.635936694721179663e+01, 2.450700905600122894e+02, 1.201550951481106750e+02, 1.557940888848347640e+02, 1.169673877133610915e+02, 1.347749196113600760e+02, 1.952272414150923510e+02, 9.950971675729601884e+01, 1.090223545881608374e+02
2.098000000000000000e+03, 9.454001097100692164e+01, 1.115843353951275247e+02, 2.346155473601930339e+02, 9.759144044661036332e+01, 1.553212260233930131e+01, 8.613807380268804081e+01, 2.450318228986696738e+02, 1.201844113885564127e+02, 1.558305459401881308e+02, 1.170864759064519944e+02, 1.346713485651069391e+02, 1.953680237699564088e+02, 9.960015812733932705e+01, 1.090225853142920585e+02
2.099000000000000000e+03, 9.459124819933620643e+01, 1.117530296231467446e+02, 2.346263606536126929e+02, 9.763131834292282463e+01, 1.556454812545514343e+01, 8.626620912242402994e+01, 2.450087156764071210e+02, 1.201477293540848592e+02, 1.560033410237061560e+02, 1.171746619563621721e+02, 1.346239993101926302e+02, 1.954687350199545506e+02, 9.964200397015746091e+01, 1.090472053345625341e+02
2.100000000000000000e+03, 9.469847091098704084e+01, 1.119355173975029771e+02, 2.347509564080442317e+02, 9.764431428463709040e+01, 1.559312887042563567e+01, 8.642036697965330916e+01, 2.448752324263318201e+02, 1.201657920236043395e+02, 1.560861378940251711e+02, 1.171482557971381340e+02, 1.346091095574260237e+02, 1.955263267274341956e+02, 9.967910035986605521e+01, 1.090536477377236366e+02
