year, EC-Earth3-Veg, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, TaiESM1, NorESM2-LM, CMCC-CM2-SR5, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, CNRM-ESM2-1, NorESM2-MM, CanESM5
2.085000000000000000e+03, 1.102869249432479393e+01, 1.294217742247779057e+01, 1.243087040421130141e+01, 8.481426139603547298e+00, 9.551319253779706031e+00, 6.233600242359885080e+00, 7.768686615105386828e+00, 9.266274162176754814e+00, 1.146914678246297115e+01, 1.274369351161621111e+01, 1.362308168616766935e+01, 6.194375737409545835e+00, 6.942561813408001825e+00, 2.561134914562557441e+01
2.086000000000000000e+03, 1.070971045926370913e+01, 1.294457076855698929e+01, 1.296585625834235067e+01, 7.895520933024849697e+00, 1.010244900965389192e+01, 6.703085232039511787e+00, 7.853267844601510284e+00, 9.568367818415458359e+00, 1.150030943741255562e+01, 1.230524523995457820e+01, 1.443688774366874128e+01, 6.278323932208299318e+00, 7.067822610886260293e+00, 2.578504265791006134e+01
2.087000000000000000e+03, 1.053223019135273830e+01, 1.358287393018247791e+01, 1.250854178696924812e+01, 8.360156197820407087e+00, 1.023875561485995433e+01, 6.399836470631048435e+00, 7.745510938749402996e+00, 9.337150648109213691e+00, 1.137968318373246213e+01, 1.251975171527352870e+01, 1.441169764857810165e+01, 6.159637018400955455e+00, 6.914547059963181752e+00, 2.550886345966948454e+01
2.088000000000000000e+03, 1.078664429108756195e+01, 1.354443484059757274e+01, 1.152449010325173084e+01, 8.194615871095162873e+00, 9.875036466473016361e+00, 6.432476068926270329e+00, 7.864381978630593295e+00, 9.416424554957481874e+00, 1.139915102065209851e+01, 1.293377835231090422e+01, 1.395307872570424479e+01, 6.539809731786741409e+00, 6.748968922290418782e+00, 2.487807731780114295e+01
2.089000000000000000e+03, 1.075842077330628932e+01, 1.290602342910161582e+01, 1.245059125281779622e+01, 8.234351785390257916e+00, 1.017993979723651776e+01, 6.518139170445667929e+00, 7.670507333198829159e+00, 9.325134837236769059e+00, 1.155607045741644967e+01, 1.237716250866552592e+01, 1.355234113051605682e+01, 6.393202005799840215e+00, 7.011974003139707534e+00, 2.540463174828679627e+01
2.090000000000000000e+03, 1.078067570210640369e+01, 1.322647460226868787e+01, 1.244430480161210006e+01, 7.954723187376816718e+00, 1.001816733132904957e+01, 6.538240515234619465e+00, 7.730416446282450060e+00, 9.345870435907889018e+00, 1.141918221868919225e+01, 1.232769683151261475e+01, 1.395142802952199368e+01, 6.196247691134740165e+00, 6.908411335340110426e+00, 2.584855430529476550e+01
2.091000000000000000e+03, 1.085188889771905352e+01, 1.296692440073905139e+01, 1.180997460831331480e+01, 8.106143026012411212e+00, 1.001375752352985948e+01, 6.666595866534045456e+00, 7.584951101797995143e+00, 9.308276341488836536e+00, 1.146361554171256714e+01, 1.275907175100388535e+01, 1.376058174904765607e+01, 5.824868653435027355e+00, 6.971267305366387390e+00, 2.516101841670833394e+01
2.092000000000000000e+03, 1.047536674709030358e+01, 1.270123430278585275e+01, 1.202942418916421019e+01, 7.762074398197450265e+00, 1.016434702881440622e+01, 6.506101206343637422e+00, 7.898144844941068499e+00, 9.432432812336543293e+00, 1.157586253994090164e+01, 1.304886960689202624e+01, 1.356857727909133793e+01, 5.792898015890478369e+00, 7.200103104901670825e+00, 2.509220675903354447e+01
2.093000000000000000e+03, 1.048448616085167195e+01, 1.336408472034114681e+01, 1.215582707231623871e+01, 8.020777317445066501e+00, 9.744999503578783973e+00, 6.312749243011039013e+00, 7.739040645467089696e+00, 9.244665501420280762e+00, 1.138775844637552659e+01, 1.238920493265557710e+01, 1.364484496983945050e+01, 5.831807376609059013e+00, 7.122404021897541959e+00, 2.583814852841624443e+01
2.094000000000000000e+03, 1.085534862520652233e+01, 1.311799266240821282e+01, 1.231849865442341496e+01, 8.286255787350532032e+00, 9.506407175797097153e+00, 6.798976213645826050e+00, 7.773273874011680462e+00, 9.314119160449862989e+00, 1.166636677174589565e+01, 1.215262483632673707e+01, 1.369926958374179726e+01, 6.123322105209858535e+00, 6.859220691294745542e+00, 2.530075191741475749e+01
2.095000000000000000e+03, 1.079443507934395541e+01, 1.298783501398689921e+01, 1.251725090225007264e+01, 7.709796043566799817e+00, 1.016997682408563364e+01, 6.828319133535459606e+00, 7.861979412171240966e+00, 9.280112136682058477e+00, 1.186995426712377366e+01, 1.240378652691900463e+01, 1.321986094698383418e+01, 5.381902363602240058e+00, 6.671067244730735091e+00, 2.518134914284106074e+01
2.096000000000000000e+03, 1.066573170989111752e+01, 1.290632909397312567e+01, 1.222128617790059302e+01, 7.687324635805090622e+00, 1.022744399565564954e+01, 6.396934902883525176e+00, 7.576636064313788665e+00, 9.319182278299662059e+00, 1.149591767366867856e+01, 1.268555385547280245e+01, 1.387075154385539655e+01, 5.953275582634111274e+00, 6.946073917181985635e+00, 2.544911698446463788e+01
2.097000000000000000e+03, 1.087400814962840023e+01, 1.314219256651769641e+01, 1.149177759888450190e+01, 8.104686857419599377e+00, 9.569466636351714683e+00, 6.308565118869975841e+00, 7.792367937141009726e+00, 9.642365868025672526e+00, 1.133564351862053599e+01, 1.280947009308609097e+01, 1.408532647308232555e+01, 6.342922137836527696e+00, 7.164048244927794684e+00, 2.513364476846856377e+01
2.098000000000000000e+03, 1.077968653742379246e+01, 1.328036613461193127e+01, 1.211491606580984204e+01, 7.994755254004733303e+00, 9.859930012552483802e+00, 6.720754848669340475e+00, 7.937102805655026572e+00, 9.464095848828041113e+00, 1.147127045136769574e+01, 1.217488248626803937e+01, 1.407777632142964919e+01, 5.855065820155628487e+00, 6.934144769837112143e+00, 2.465849954213265249e+01
2.099000000000000000e+03, 1.101654848025383338e+01, 1.308491723419060904e+01, 1.241500737404594901e+01, 8.174505261801829903e+00, 9.745730919743502696e+00, 6.618996693793167907e+00, 7.831523200644531890e+00, 9.527552434981576113e+00, 1.162296833503606486e+01, 1.207152855274245518e+01, 1.375038152382038703e+01, 6.582590566629207274e+00, 6.831789670871685871e+00, 2.506207467061370764e+01
2.100000000000000000e+03, 1.078213681294937842e+01, 1.259084990950787919e+01, 1.218228888156052037e+01, 7.916119736213386382e+00, 9.786484751071446553e+00, 6.758150423435956178e+00, 7.618215838988108501e+00, 9.542528999532182254e+00, 1.153739020261302706e+01, 1.248351283938550260e+01, 1.377586696564917723e+01, 6.054122361032139743e+00, 7.099187219351524192e+00, 2.552539153357155399e+01
