year, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, CanESM5, EC-Earth3-Veg, NorESM2-LM, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR, IPSL-CM6A-LR, GFDL-ESM4
2.085000000000000000e+03, 2.791258034609970764e+02, 9.540817850902141117e+01, 1.043497959042354353e+02, 1.281909448938802427e+02, 1.358716604680990088e+02, 1.039235072890339922e+02, 1.123183588801803126e+02, 1.064884858348552257e+02, 2.117637057780038106e+02, 6.977203391242069586e+01, 1.529715081198632163e+02, 6.299537812830707395e+01, 4.079035674525115240e+01, 3.760273846740473402e+01
2.086000000000000000e+03, 2.792292097337781911e+02, 9.540853125976013871e+01, 1.043751954979544507e+02, 1.282989191221196279e+02, 1.358562929287740815e+02, 1.039262010076497802e+02, 1.123473799642265618e+02, 1.065505150090589837e+02, 2.119402157126190218e+02, 6.964594773720854448e+01, 1.531429562690895807e+02, 6.308757947227201157e+01, 4.083522039181942631e+01, 3.761862537348011415e+01
2.087000000000000000e+03, 2.792785827965814178e+02, 9.539420880351360665e+01, 1.043690762446576201e+02, 1.284013210431925529e+02, 1.358560399560555254e+02, 1.039067568346844865e+02, 1.123324488783486998e+02, 1.066163509063532189e+02, 2.119892536182792071e+02, 6.959585599895642360e+01, 1.532736372005965109e+02, 6.315490090603027085e+01, 4.088213867051840111e+01, 3.767822982685357402e+01
2.088000000000000000e+03, 2.793081880643156865e+02, 9.536414153686025941e+01, 1.043847742272096610e+02, 1.285173081603729770e+02, 1.358266124669224268e+02, 1.039446819582295944e+02, 1.123003750472891795e+02, 1.066552234209683689e+02, 2.122056354406921628e+02, 6.967019288536575061e+01, 1.534190642106126745e+02, 6.313965137713256581e+01, 4.092154415405362755e+01, 3.772269393524539538e+01
2.089000000000000000e+03, 2.792786679098330183e+02, 9.534208017647790712e+01, 1.044031529214726532e+02, 1.285932871078753124e+02, 1.358024073262171783e+02, 1.040045413061463080e+02, 1.122947509723623227e+02, 1.067030470737838925e+02, 2.123717135913607592e+02, 6.985228776920648386e+01, 1.535624154292763421e+02, 6.306544677781516839e+01, 4.095974833303726825e+01, 3.778156886513652779e+01
2.090000000000000000e+03, 2.792265091121778369e+02, 9.534758107060777377e+01, 1.043836470365622802e+02, 1.286648991619173614e+02, 1.357817441246060639e+02, 1.040861866336684756e+02, 1.123325832938907354e+02, 1.067705962282450969e+02, 2.123871428371922150e+02, 6.992837383337457879e+01, 1.536975248986049110e+02, 6.311062237869890623e+01, 4.101035733413994677e+01, 3.784181827372803042e+01
2.091000000000000000e+03, 2.792890927504994352e+02, 9.534871983560624642e+01, 1.043704032073299288e+02, 1.287530655119639107e+02, 1.357899705464661224e+02, 1.041898466165961707e+02, 1.123824333592723974e+02, 1.068504252813232824e+02, 2.125616994850828689e+02, 6.986786806146068329e+01, 1.538397090693517839e+02, 6.303380788679015012e+01, 4.104509308613160101e+01, 3.783665270942018566e+01
2.092000000000000000e+03, 2.794894249703460218e+02, 9.536341279061339549e+01, 1.044063299045794508e+02, 1.288191827827457132e+02, 1.358050328171993613e+02, 1.041831365681024977e+02, 1.124327214589520025e+02, 1.069178194933188166e+02, 2.127949697309278747e+02, 6.979312935910856197e+01, 1.539717127303822508e+02, 6.304083611479375548e+01, 4.108289491408265803e+01, 3.781015420137507022e+01
2.093000000000000000e+03, 2.796189252969126073e+02, 9.537942270201773454e+01, 1.044584481682790340e+02, 1.289025673294961507e+02, 1.358287524429761959e+02, 1.041149196994937967e+02, 1.124395208380829416e+02, 1.070150102011264153e+02, 2.129132354919527756e+02, 6.984782283634986300e+01, 1.541144294302453090e+02, 6.306855187514997851e+01, 4.112996372748509089e+01, 3.788028550158738739e+01
2.094000000000000000e+03, 2.795247004759971219e+02, 9.538995696801380575e+01, 1.045012899119774090e+02, 1.289804458955543964e+02, 1.358298087804391798e+02, 1.040627860621395513e+02, 1.123726370345734011e+02, 1.071161856927323441e+02, 2.130225382806715686e+02, 6.987230491210195282e+01, 1.542236538845949951e+02, 6.319391231084296123e+01, 4.116002040528191230e+01, 3.791363832149470170e+01
2.095000000000000000e+03, 2.795264588700918011e+02, 9.539293214239931729e+01, 1.044861266985162302e+02, 1.290611511540172103e+02, 1.357801293133257445e+02, 1.040600598233991576e+02, 1.122972464769927683e+02, 1.071888749466887418e+02, 2.131404674287312559e+02, 6.990858761962618928e+01, 1.543350151889696349e+02, 6.322007037022645193e+01, 4.117335995618329036e+01, 3.789597982713674895e+01
2.096000000000000000e+03, 2.796681477214758047e+02, 9.538684856482664998e+01, 1.044454188215304242e+02, 1.291349215421807628e+02, 1.357129776880941279e+02, 1.040712596066502016e+02, 1.123137280680534076e+02, 1.072116487402811913e+02, 2.131298238707363168e+02, 6.989704220762212117e+01, 1.544364937960896214e+02, 6.319666569455979044e+01, 4.119944403069676042e+01, 3.785768678550837762e+01
2.097000000000000000e+03, 2.796428893330369760e+02, 9.537096934467960807e+01, 1.044585884730024077e+02, 1.291986214176075407e+02, 1.356708736423603625e+02, 1.041107997795213436e+02, 1.123320153323996919e+02, 1.072742414209293571e+02, 2.130558654748102470e+02, 6.994336098109216948e+01, 1.545411742985425860e+02, 6.326788077837963442e+01, 4.120283569177836824e+01, 3.783366362871934285e+01
2.098000000000000000e+03, 2.796053735393041393e+02, 9.537420785330796491e+01, 1.044226970721608438e+02, 1.292750855976727848e+02, 1.356655403252653116e+02, 1.041429767862315146e+02, 1.123563423907538663e+02, 1.073916841139174068e+02, 2.132457492121000087e+02, 6.991999512370874470e+01, 1.546716730514468736e+02, 6.321805995137694367e+01, 4.122162310554571718e+01, 3.784242635114779318e+01
2.099000000000000000e+03, 2.796703854992289848e+02, 9.538168798028486606e+01, 1.044059618564552210e+02, 1.293287337897292559e+02, 1.356504364660476085e+02, 1.041792131537722099e+02, 1.123770857643707330e+02, 1.074562178853853851e+02, 2.132711718037052151e+02, 6.999254776968030001e+01, 1.547930760244979069e+02, 6.306114870060201127e+01, 4.125298398315127457e+01, 3.784045042471475995e+01
2.100000000000000000e+03, 2.796297250228426492e+02, 9.540161350596127932e+01, 1.044189356443633869e+02, 1.293838505292002026e+02, 1.356356187672658962e+02, 1.041890636557474892e+02, 1.123671420520063009e+02, 1.074995915550559289e+02, 2.132051899316198842e+02, 6.991919847402422761e+01, 1.549190784581173830e+02, 6.305630779629054672e+01, 4.127874661973660153e+01, 3.778206139631971894e+01
