year, INM-CM4-8, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-MM, NorESM2-LM, IPSL-CM6A-LR, GFDL-ESM4, CanESM5, ACCESS-ESM1-5, TaiESM1, CESM2-WACCM, CNRM-ESM2-1, UKESM1-0-LL, CMCC-ESM2, INM-CM5-0
2.077000000000000000e+03, 1.183978814903643872e+00, 1.013989620233197941e+00, 1.368499830925716809e+00, 1.684485368179093667e+00, 2.326897713266726342e+00, 2.541904483136305348e+00, 1.054009758910847028e+00, 2.168087868424607656e+00, 1.113698354738634322e+00, 1.388268878811813600e+00, 3.064886058803095725e+00, 2.645065229749608449e+00, 1.226580751618155718e+00, 2.468107147610081320e+00, 2.856151912680291893e+00, 1.148691688669197797e+00
2.078000000000000000e+03, 1.175830684974769280e+00, 1.003525409678975855e+00, 1.366583103553891565e+00, 1.691623691922254480e+00, 2.263524573847645271e+00, 2.628217792563837474e+00, 1.053156441351502437e+00, 2.113941184702313070e+00, 1.069876824367228974e+00, 1.391136022103746095e+00, 3.182783222519274702e+00, 2.650757766831109308e+00, 1.185971421568037254e+00, 2.453633737596053965e+00, 3.003002084827604445e+00, 1.178496369604458138e+00
2.079000000000000000e+03, 1.176595717276275543e+00, 9.904378226907480931e-01, 1.366093719385908400e+00, 1.691558896756505392e+00, 2.293000020149636331e+00, 2.692023734740790264e+00, 1.059661886354051008e+00, 2.113134989196982616e+00, 1.086349896334335652e+00, 1.389764147655054849e+00, 2.987508462549629762e+00, 2.707434035964500385e+00, 1.274354618020439700e+00, 2.494796462457756547e+00, 2.937758358259892955e+00, 1.178438330836804715e+00
2.080000000000000000e+03, 1.184542733473344489e+00, 1.003350717908612966e+00, 1.370912395301516762e+00, 1.689449317639432513e+00, 2.292788068258354794e+00, 2.687146295183874489e+00, 1.037865059274015289e+00, 2.051785869842970733e+00, 1.085703653469027641e+00, 1.396402107488690536e+00, 2.948452886786546934e+00, 2.598553311175662905e+00, 1.205054554298236047e+00, 2.495127956183149642e+00, 3.082333630821544546e+00, 1.177290787563327168e+00
2.081000000000000000e+03, 1.168599540497012423e+00, 1.013880933309029952e+00, 1.378004361858658156e+00, 1.662508943658747906e+00, 2.320069283967632234e+00, 2.685275214265885335e+00, 1.036349308804836111e+00, 2.095389060559327277e+00, 1.117183089808185814e+00, 1.385369992320197197e+00, 2.944693113058237888e+00, 2.557591601526096881e+00, 1.253534711230454457e+00, 2.475178732755274780e+00, 3.006337992472372989e+00, 1.160777083558532707e+00
2.082000000000000000e+03, 1.186053458824632978e+00, 1.020370109258180280e+00, 1.390322519482887209e+00, 1.639608574656639783e+00, 2.330469510218223572e+00, 2.600351080879369725e+00, 1.042971095321007180e+00, 1.996145083874963033e+00, 1.111934685361790631e+00, 1.383370785932282354e+00, 2.822401241090927826e+00, 2.660633414988815115e+00, 1.242808381712177335e+00, 2.546275473266407907e+00, 2.934918963574224549e+00, 1.153939497017980820e+00
2.083000000000000000e+03, 1.167435518954908158e+00, 1.007727844295455366e+00, 1.374092565595151694e+00, 1.640655656378720018e+00, 2.349118352527279185e+00, 2.607136293056025345e+00, 1.038379632170993272e+00, 2.100858860276315188e+00, 1.113448001491286421e+00, 1.367461861159591008e+00, 2.888735734587291493e+00, 2.631547683866750198e+00, 1.243684776862917563e+00, 2.550909124724726862e+00, 2.850777444634116975e+00, 1.184103604125657405e+00
2.084000000000000000e+03, 1.152980471871636770e+00, 1.003318309370164529e+00, 1.366358522975362089e+00, 1.650352421239278167e+00, 2.302188660624319372e+00, 2.622317177644965192e+00, 1.036494335344517959e+00, 2.123448561679109226e+00, 1.027195471319022113e+00, 1.361063622938589734e+00, 2.934593194230191937e+00, 2.545998717169406067e+00, 1.221005214660496607e+00, 2.546930253598944649e+00, 3.116298815910496067e+00, 1.164274042402889231e+00
2.085000000000000000e+03, 1.190512198260585297e+00, 1.008189766810213106e+00, 1.379658799296155758e+00, 1.647008960387883025e+00, 2.327197334933058581e+00, 2.573342112974891016e+00, 1.013125710820883540e+00, 2.078969081308579714e+00, 1.066998668264086847e+00, 1.374839837070705562e+00, 2.968349736709792186e+00, 2.562362871220808191e+00, 1.213137259914780275e+00, 2.515968341318036039e+00, 3.463063669773484676e+00, 1.189059956445823962e+00
2.086000000000000000e+03, 1.166868180422461210e+00, 9.911982713087519326e-01, 1.358027059562219252e+00, 1.665256736845925678e+00, 2.379561088825322024e+00, 2.582329437736994304e+00, 1.050697121996047034e+00, 2.063344847629414058e+00, 1.104574443455887289e+00, 1.360732285154162557e+00, 3.070224217193096017e+00, 2.483603750738823557e+00, 1.200871754518561652e+00, 2.549811816437994150e+00, 2.940674760213103589e+00, 1.154360966347496298e+00
2.087000000000000000e+03, 1.162051987097528549e+00, 1.007445505677255104e+00, 1.363004515496871960e+00, 1.704339430522170407e+00, 2.367460317751465926e+00, 2.617684945021008236e+00, 1.026864412598630594e+00, 2.064124966085615132e+00, 1.080536958884816823e+00, 1.314094907141280633e+00, 3.235375285919711352e+00, 2.505604965253216410e+00, 1.225679128711294030e+00, 2.513591479869849099e+00, 2.825246031929234292e+00, 1.175392524266225536e+00
2.088000000000000000e+03, 1.159946474916050851e+00, 1.046334916509412016e+00, 1.363216059722534013e+00, 1.676071535181632655e+00, 2.333122713324591313e+00, 2.586215408386628223e+00, 1.034138647749335504e+00, 2.052865250296828314e+00, 1.106184848991041525e+00, 1.342650757889484181e+00, 3.172901702928415890e+00, 2.607653497183967328e+00, 1.188634846821753133e+00, 2.482469689934466928e+00, 3.157369151318792255e+00, 1.176753291258754386e+00
2.089000000000000000e+03, 1.160048237971333052e+00, 1.002737782150346701e+00, 1.377090937386882485e+00, 1.647603030138587332e+00, 2.364837576820418175e+00, 2.578298267253955167e+00, 1.040800374963732233e+00, 2.082276036642066952e+00, 1.112082292240979209e+00, 1.382035758207752485e+00, 2.933466800679903397e+00, 2.591236854955207836e+00, 1.203501117347875127e+00, 2.502447076901266332e+00, 3.247897550493842544e+00, 1.178906618889410618e+00
2.090000000000000000e+03, 1.159202112035490728e+00, 1.001151934343630590e+00, 1.381589975677580906e+00, 1.657728302765775652e+00, 2.412044800549127288e+00, 2.418094487617941990e+00, 1.034611064733319097e+00, 2.025668071676571813e+00, 1.094224920902641784e+00, 1.367107244823710488e+00, 2.733071315774290522e+00, 2.516546285575315789e+00, 1.211640350856618475e+00, 2.540175050615520735e+00, 2.660028782452720009e+00, 1.165842941591622051e+00
2.091000000000000000e+03, 1.159733507626094617e+00, 9.300805725471790186e-01, 1.364313960842777895e+00, 1.686049714459595394e+00, 2.426551443750403436e+00, 2.330582371711534595e+00, 1.020964065034617452e+00, 2.079129749528567661e+00, 1.060075717577889431e+00, 1.390816820700711887e+00, 2.770347606870743995e+00, 2.511001101815452774e+00, 1.195097933171816118e+00, 2.513332099000070041e+00, 2.710741090623661975e+00, 1.153913093109155685e+00
2.092000000000000000e+03, 1.171613282642374632e+00, 9.844803351910920153e-01, 1.371604437766990259e+00, 1.685382419373176344e+00, 2.401913822483795258e+00, 2.427916708492809050e+00, 1.036982981750240729e+00, 2.078959734319806962e+00, 1.062139602120752091e+00, 1.400914314974054831e+00, 3.076543521280715954e+00, 2.468369647436543080e+00, 1.201416228766276850e+00, 2.521223467738076263e+00, 3.053992553983165603e+00, 1.179922118272853204e+00
2.093000000000000000e+03, 1.175095923563084455e+00, 9.974168045563680529e-01, 1.384107946246868170e+00, 1.659317119229332782e+00, 2.296075601538491551e+00, 2.491061828098300790e+00, 1.016048028918053570e+00, 2.111177298518097434e+00, 1.102662260317172738e+00, 1.395089345789579216e+00, 3.117681431946848214e+00, 2.458167839294202572e+00, 1.255416246640828737e+00, 2.565797508432293927e+00, 3.308468532267175632e+00, 1.171518759540751908e+00
2.094000000000000000e+03, 1.195922722754831469e+00, 9.774956340526332887e-01, 1.380643031738918669e+00, 1.611352590727987089e+00, 2.275420224400512392e+00, 2.618892991923731373e+00, 1.010898764282696538e+00, 2.068394871499126708e+00, 1.101753403854222935e+00, 1.391187033147034846e+00, 3.082670990634342800e+00, 2.502550599925377206e+00, 1.214476103134570550e+00, 2.595983773552652529e+00, 3.144480264096305433e+00, 1.167758174182732533e+00
2.095000000000000000e+03, 1.167317502928422845e+00, 9.985759813846830646e-01, 1.376551473086613520e+00, 1.650811992992896160e+00, 2.243831404531874796e+00, 2.615350238995433507e+00, 1.014567689461412181e+00, 2.045546731057896306e+00, 1.003176687844330450e+00, 1.376328662540220460e+00, 3.024516881646637234e+00, 2.512130193961865210e+00, 1.254036800384824124e+00, 2.577278428253085174e+00, 2.841143641520990304e+00, 1.157233780253488886e+00
2.096000000000000000e+03, 1.154786390393487405e+00, 1.004507539160262697e+00, 1.375933821660107803e+00, 1.632713903056850047e+00, 2.307957936967422352e+00, 2.576798511775360456e+00, 9.805002953180165237e-01, 2.093512716660451023e+00, 1.042539832756743667e+00, 1.350911483293908866e+00, 3.076442774361649590e+00, 2.552738322424440209e+00, 1.201649927959193009e+00, 2.553937063799045504e+00, 2.838440260491168488e+00, 1.170313204304409993e+00
2.097000000000000000e+03, 1.178697703054958801e+00, 9.778451930506507628e-01, 1.347291480935209895e+00, 1.645120488538958536e+00, 2.247056640067081723e+00, 2.536329760283233536e+00, 9.960079841805206113e-01, 1.998305507320538688e+00, 1.083865428666916486e+00, 1.375220431379716279e+00, 3.016593320324305161e+00, 2.452836260736327656e+00, 1.269166342614033383e+00, 2.512270859632463882e+00, 2.904477172793879625e+00, 1.152368480325202338e+00
2.098000000000000000e+03, 1.152560452029803839e+00, 9.591491510734456716e-01, 1.355753004904633574e+00, 1.669409128593890124e+00, 2.273153205090775675e+00, 2.449380362554824497e+00, 1.002225038714396721e+00, 2.067642751705850657e+00, 1.072734666421208294e+00, 1.392227649367383746e+00, 2.980926174176986798e+00, 2.510969734252459062e+00, 1.245451425952428970e+00, 2.502749604453439414e+00, 3.020600718096269066e+00, 1.157400502327969649e+00
2.099000000000000000e+03, 1.160967832781261366e+00, 1.022579724099063503e+00, 1.373811429990489552e+00, 1.656477272788153154e+00, 2.277255236006754391e+00, 2.515894080894581553e+00, 1.022020719356734553e+00, 2.137250240540169877e+00, 1.024646189311118505e+00, 1.389159024436913636e+00, 2.896266931022374091e+00, 2.480499047693476289e+00, 1.227796399064182475e+00, 2.486260337011645394e+00, 3.325092265951087978e+00, 1.155870460299937230e+00
2.100000000000000000e+03, 1.164143131574872259e+00, 9.986248316697426963e-01, 1.382164047894617331e+00, 1.701305724004807507e+00, 2.318162867710198416e+00, 2.538724904569404472e+00, 9.944702643267201436e-01, 2.009998414434452485e+00, 1.028908727358072150e+00, 1.385270468956988577e+00, 3.018542436911189952e+00, 2.436805364641549509e+00, 1.199205119273262010e+00, 2.506879118291206243e+00, 3.136207992644070686e+00, 1.126281424740531056e+00
