year, CESM2-WACCM, ACCESS-ESM1-5, MPI-ESM1-2-LR, MIROC-ES2L, INM-CM5-0, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, CNRM-ESM2-1, TaiESM1, EC-Earth3-Veg, NorESM2-LM, UKESM1-0-LL, INM-CM4-8, IPSL-CM6A-LR, CanESM5
2.077000000000000000e+03, 5.305209580142284873e-03, 2.304229222071733085e-01, -4.226393317625017076e-02, -3.047043013909346565e-02, 5.225352523485891215e-02, -2.991161064471771769e-01, 2.358816267009903322e-01, 3.122768831322562944e-02, 6.100785457607466739e-02, 1.794597684523072390e-01, -8.371816539242758759e-03, 1.144645087373819120e-01, 2.624873223441971382e-01, 1.990836512487041132e-01, 1.022350282342814332e-01, 1.463843531314577562e-01
2.078000000000000000e+03, 3.699991792687716274e-01, 2.249208035904192715e-01, 1.069208927716810004e-01, -7.946057355941367820e-03, 1.305823709531963583e-01, -1.493049532439069960e-01, -4.419803290328997575e-02, 5.654893333835755986e-02, 4.936220693824435596e-02, -3.293487307598721991e-01, 3.321180551573628681e-01, 3.802688748194830715e-01, -6.799164316701644672e-02, 1.402141108336924236e-01, 1.831036034748225183e-01, 1.455361590627942125e-01
2.079000000000000000e+03, 2.472391767542951868e-01, 1.243634912143333632e-01, -8.997401594124490587e-02, -1.593062585882258630e-01, 2.434836233613299830e-02, 4.754374621313249283e-01, 1.433147974943088376e-01, 1.624354182918598954e-01, 1.677474818293236691e-01, -2.843738739430272666e-01, 2.887514862415611061e-01, 1.820229739474688579e-01, 1.686897945149832545e-01, -1.927015377201960478e-01, 1.274394483850470883e-01, -1.684927877128283846e-01
2.080000000000000000e+03, -1.617082704551209560e-01, 1.525159687247261420e-01, -2.330287590623759432e-03, -1.679796650208231767e-02, 1.293070892977374597e-01, 7.966122055826629911e-02, -2.105212848987648988e-01, 1.320281900831544175e-01, 3.980152824364592556e-02, 2.794929999098316187e-01, -8.840547093750377936e-03, 2.160672791014408289e-01, 3.193691575733610399e-01, 2.398393527620495957e-01, 1.207567188843283457e-01, 2.736285885611094287e-02
2.081000000000000000e+03, 9.697529930998692593e-02, 7.889036714617354840e-02, 4.492584375764548943e-01, 1.799397826334009909e-01, 4.144688429815652359e-02, 3.404578212155950911e-01, 1.601704750188648052e-01, 4.152134265225249782e-02, 9.454982363289377023e-02, -4.243099218034865894e-01, 9.256835412880332070e-02, -5.327797773334806003e-02, -1.207354784711912460e-01, 7.485702910515693032e-02, 1.023468634536172234e-01, 7.823000347873479421e-02
2.082000000000000000e+03, 3.616974215594123132e-01, 1.997390308616066035e-01, -2.984545532291056624e-02, -8.190558013569788909e-02, -3.672741717202210321e-02, -2.265202645788964506e-02, -2.257740440568215268e-01, 2.118500099537317938e-01, 2.773461621953949297e-01, 3.293674972527873557e-01, -5.986331713219045225e-02, -3.940395478551954322e-02, 1.543281044013123104e-01, 4.585272450617468576e-01, 1.279586672444558704e-01, 1.329366916604503013e-01
2.083000000000000000e+03, -2.938738277124416931e-01, 9.571502801420506135e-02, 4.224303225602282774e-02, 1.927493595372505031e-02, 1.945384842590988927e-01, 7.982925256485391696e-02, 1.221858331245378876e-01, 1.662133776186725254e-01, 1.788900837319814530e-01, -1.172996378746871127e-02, 1.153497361275648420e-01, 1.917561199658980864e-01, 5.093995416275548527e-01, 9.194881886493909418e-02, 4.002344014209126277e-02, 1.184394060358034406e-01
2.084000000000000000e+03, -2.613295272664113711e-02, 2.015267207698847977e-03, 3.378829222357506833e-03, -1.751392318670116355e-01, 1.248209067310836057e-01, -4.513795043908725435e-01, 3.281226264498470768e-01, -3.144447403293468279e-02, 1.192580075382816684e-01, -1.108336380510434272e-03, 6.469856397382857394e-02, -1.006084215586531966e-01, 1.734110373136228123e-01, 1.184692441482844937e-02, 1.147889250655472343e-01, 3.766593573109403015e-02
2.085000000000000000e+03, 1.264230325517228803e-01, 2.033303729461782838e-01, 8.687521030586442539e-02, -8.246261842280461218e-02, 2.436347169416040737e-01, -3.652721669241938418e-01, -7.908389847893197711e-02, 1.160195151132709518e-01, 5.892222167925957599e-02, -2.186639536807757356e-01, -2.986252444970084047e-02, 1.043142338454815798e-01, 2.430792792634600685e-01, 8.823197403011233397e-02, -4.209030272158256064e-02, -1.542356638108553224e-01
2.086000000000000000e+03, -5.846384556817714462e-02, -4.113311280778901569e-02, -1.253450681554832136e-01, -5.022508225912545796e-03, -6.628358869372473483e-02, -3.685853028709829005e-02, 1.271744605149106588e-01, 1.066294012793332913e-01, 6.149185347855378597e-02, 3.145778700047634491e-01, 3.624928188710784815e-01, 2.144052564043994469e-01, 1.314984988722719683e-01, 1.665632657483394896e-01, 1.361477267334808838e-01, -8.069954082784487615e-02
2.087000000000000000e+03, 1.247607715070243595e-01, -1.998731460189430154e-01, -7.116030101216629100e-02, -2.544199847756557775e-02, 3.629134636328797126e-02, 1.459371284671127644e-01, 1.290119095315347963e-01, 3.048782939154862093e-01, 2.466886823987603228e-02, -1.472184206610900603e-02, -1.443656443006246237e-01, 3.250730391630742844e-01, 1.615391543541499220e-01, 1.296074511664519202e-01, -3.509425928269711836e-02, -7.231540908653823208e-02
2.088000000000000000e+03, 2.982432195464914670e-01, 2.767554487858190498e-02, -3.472179816299837962e-01, 3.162841397168651009e-02, 3.234129246237450045e-02, 5.099147937851249146e-02, 2.425018771107689819e-02, -2.833361728664533091e-02, -7.884835174069933228e-02, -4.714278846204197904e-01, 2.379138681226104501e-01, -3.875503242960498529e-02, 1.386962636559984086e-01, 1.160862969011612067e-01, 3.961674318970188208e-02, 1.376751700499494191e-01
2.089000000000000000e+03, -2.581101775409415724e-02, 2.379693049871721422e-01, 9.174985523631350171e-03, 2.240069056398413527e-01, 1.910947585594446607e-01, 1.707372137600432216e-01, 1.346012522498605257e-01, 8.769636644336836762e-02, -2.628584442933400156e-02, -3.101889572455120425e-01, -2.042190500338380843e-01, 5.029372098296105986e-02, 9.093457546514231715e-02, -3.509821080567783746e-01, 1.234270628150352378e-01, 1.975536884334510024e-01
2.090000000000000000e+03, 8.784705318697468013e-02, 5.088607588437436824e-02, -1.291981486737142637e-01, 6.768422096887137529e-02, -2.590614378258481731e-01, 1.853314408091225052e-01, -7.933670617906926625e-02, 2.739563822535607818e-01, 1.938591018023615165e-01, 5.471043441321071787e-02, 3.340045937657124542e-01, -3.822448790770321958e-01, 6.734218984806038949e-03, -2.074322640365841297e-01, 6.039539584533319336e-03, 3.904987079836111201e-03
2.091000000000000000e+03, -1.934413275618187406e-02, 2.920548803152189232e-01, 1.289934371417181813e-01, -3.947262548447382224e-01, 1.136276472477980998e-01, -3.180109674458043156e-01, 1.683620016396042418e-01, 5.185648702142266891e-02, -2.026438839953636009e-02, 2.940244440870381504e-01, 2.607406499234458108e-01, -2.218146046176517339e-01, 3.545526667860989800e-01, 3.920789492970742640e-01, 1.046700456108046046e-01, 7.308128510950571977e-02
2.092000000000000000e+03, -9.914960348235149490e-02, 2.270600049187540270e-01, -1.205411015453432128e-01, -3.514742430702177262e-02, 8.140995333828546232e-02, -3.855183671457382832e-01, 7.553967247826534614e-02, 3.191980945743917285e-03, 7.571766403861325545e-02, 8.055617563799885583e-02, 1.387780905793003783e-01, 2.435423281860696065e-01, 1.254076650634483869e-01, 2.829786183808250324e-02, 1.921792102471250874e-01, -9.408767319976037158e-02
2.093000000000000000e+03, 1.370409281984868166e-01, 1.295361630389700869e-01, 5.688652404880244484e-01, 2.624525160336775853e-01, 5.276006656797382205e-02, 1.777876305624213338e-01, 1.699743459744247620e-01, -9.460922278702794952e-02, 2.821358834590443343e-01, -2.404221357078603627e-01, 1.920504246055883095e-03, 3.148346315419381369e-01, 2.855589353351482007e-01, 1.386769025805901778e-01, -3.260732208303109697e-02, 1.919776343580490430e-01
2.094000000000000000e+03, 1.786349134970310337e-01, 1.554978654121190740e-01, -3.365451880954386382e-02, -3.060598881405665606e-02, 2.208500771537504070e-01, 4.284799336758154387e-01, 2.800646642068517211e-01, -1.883696356377820014e-01, -1.302821719288552449e-01, -4.143022111537333213e-02, -1.569429626539690092e-01, 2.015041108162925476e-01, 2.330084718685280776e-01, 3.372850975783129868e-01, -1.345600673159448035e-01, 1.851199883228960355e-02
2.095000000000000000e+03, 3.375134140637308100e-01, 1.693438792628988165e-01, 8.387620282783167514e-02, 9.397642767470770764e-02, 2.316711431060110571e-01, -6.855497641850702983e-01, -9.351038399572826620e-02, 1.223658233402876994e-01, 1.315222837855128668e-01, -1.391898526428455851e-01, -1.380225199626354815e-01, 1.677504463243311705e-01, 1.701035889575180649e-01, -1.738551556741113960e-02, 5.802691125826796303e-02, -2.622042170601767141e-01
2.096000000000000000e+03, 5.703399718329429241e-02, -4.105245181771376151e-02, 3.035040275198866433e-01, -1.050753007479904161e-01, -1.117238346359602369e-01, 9.630407725633119420e-02, 3.704445043489076883e-02, 2.658304279102760570e-01, 1.545012434353018604e-01, 1.020984913892130086e-01, -2.645580757678030470e-01, 1.354316834667107228e-01, -1.716408845695051588e-01, -2.874629935650515056e-01, -1.082365902336408503e-01, 8.863714887316662128e-02
2.097000000000000000e+03, -3.388578793315333987e-02, 1.245693932059820652e-01, -3.720044622086910585e-02, 8.641161804076770078e-03, -7.437300803953576789e-02, 3.295190219749933314e-01, -2.472951457893611538e-01, -2.127409347516114602e-01, 2.556257852603759928e-01, 1.614003915422919100e-01, 4.702200125689782184e-01, 2.189904041252086972e-02, 1.776881323972519244e-01, 8.472032490226756585e-02, 4.914395346055638880e-02, -1.295171699007678923e-01
2.098000000000000000e+03, 8.509788625463332590e-02, 1.891276116026757437e-01, -2.328888186554617934e-01, -9.311325867220261385e-03, 9.840202281038012977e-02, -3.705075328594237272e-01, 1.603135538784182801e-01, 3.451303012042875595e-01, 1.950357350953609292e-01, -1.955602425240701436e-01, 5.263498243834066614e-02, -4.294844481819065640e-02, -3.904184561869975673e-02, 9.768848179824284050e-02, 7.600859558351436007e-02, 8.604559401933217777e-02
2.099000000000000000e+03, 9.338858038823351360e-02, 2.211936824445550065e-01, 1.288492153029340281e-01, 3.511248146200809939e-01, -6.601303250728432492e-02, 1.999778307257645549e-01, 1.950360373972573058e-01, 2.751544494087352910e-01, 1.187512195572184293e-01, 2.982999755516341778e-01, 2.197743646182144239e-01, 3.226224088880916274e-01, -9.187108495374554651e-02, 6.269184609991514112e-02, 1.232065746295644276e-01, 1.493212571044711112e-01
2.100000000000000000e+03, -1.290537797504467780e-02, 1.855131563674012884e-01, 2.743294890590604607e-01, 2.475144549056787491e-01, -1.807129514066052045e-01, 3.246532626286064427e-01, -1.736564383618660334e-01, 2.829297322808351778e-01, -5.819549229160514599e-03, 1.318426857862890211e-01, 2.916991671237875727e-01, 6.457205867475289407e-02, 1.915585759040525429e-02, 7.984679152131778090e-02, 2.458904529629931529e-02, -2.847755022860458118e-01
