year, NorESM2-MM, IPSL-CM6A-LR, ACCESS-ESM1-5, GFDL-ESM4, CNRM-ESM2-1, EC-Earth3-Veg, CanESM5, NorESM2-LM, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L
2.085000000000000000e+03, 4.407714568899070429e+00, 2.939450149026163750e+00, 4.366482835962514741e+00, 3.975801249339260934e+00, 3.793282217626098074e+00, 3.340631200659405220e+00, 5.873156342027630039e+00, 4.678062607673508566e+00, 4.961175352989736886e+00, 5.093932371499643175e+00, 6.370893211477073770e+00, 4.737886085884893461e+00, 5.817802334421090293e+00, 4.822803730697571289e+00
2.086000000000000000e+03, 4.635104583481325591e+00, 2.955886095888641485e+00, 4.441023509870022146e+00, 3.996131234591134174e+00, 3.906867819660128305e+00, 3.239118274935944619e+00, 6.045944003283449497e+00, 4.897542285488128755e+00, 4.604515308593281731e+00, 4.664073117230327803e+00, 6.721141574430350651e+00, 4.892260719975014105e+00, 5.926803308276942239e+00, 4.774697804898339726e+00
2.087000000000000000e+03, 4.496025081017799963e+00, 2.965675717741081296e+00, 4.374372250885066649e+00, 3.879185907693219804e+00, 3.914218154796080373e+00, 3.498717319550609606e+00, 5.848550292232857828e+00, 4.555083922923712336e+00, 4.698095804788690266e+00, 4.599508901031840402e+00, 6.574828346083998909e+00, 4.878703529452704579e+00, 5.953281135599195473e+00, 4.765896381445134722e+00
2.088000000000000000e+03, 4.522444890816335494e+00, 2.912198527532370740e+00, 4.354478348763662687e+00, 3.888795472397609476e+00, 3.765387613971249436e+00, 3.302105132669900023e+00, 5.905555796159869253e+00, 4.705113574375022090e+00, 4.909544465023419235e+00, 4.817961583228029809e+00, 6.277815893986935514e+00, 4.826164573129935853e+00, 6.048865756370391367e+00, 4.984977402066700591e+00
2.089000000000000000e+03, 4.549179802432052888e+00, 2.945272434651045934e+00, 4.306142697277494769e+00, 3.961065027503953395e+00, 3.858987400123234046e+00, 3.448533063064968207e+00, 5.781969288772934590e+00, 4.776231588884429335e+00, 4.905742179786788171e+00, 4.975549893718770100e+00, 6.451352819228693747e+00, 4.887133792432259760e+00, 5.973943595550560204e+00, 4.881926737956878704e+00
2.090000000000000000e+03, 4.608768372719899808e+00, 2.965973413108027312e+00, 4.351709880162838218e+00, 3.881219826690237795e+00, 3.833674141866924678e+00, 3.251027551436468599e+00, 5.723402752232958690e+00, 4.415328934700164965e+00, 4.688770371548675264e+00, 4.868473228617343551e+00, 6.951710800146743807e+00, 4.794208191813987163e+00, 6.143031368664193970e+00, 4.812442623164468358e+00
2.091000000000000000e+03, 4.667312446129555426e+00, 2.875388296062362681e+00, 4.331673283624570381e+00, 4.000639061730002943e+00, 3.884036059202708113e+00, 3.275198891522634881e+00, 5.492249298303690352e+00, 4.727212555694358720e+00, 4.672936549923396576e+00, 4.736328351973282835e+00, 6.417384105260794946e+00, 4.706360522057769558e+00, 5.840623221206907800e+00, 4.710648444476631447e+00
2.092000000000000000e+03, 4.698676134242287361e+00, 2.922365670954288230e+00, 4.393128052276534135e+00, 3.953741124183326239e+00, 3.773828259745320768e+00, 3.233301608304069319e+00, 5.690237463855108757e+00, 4.713365789136093831e+00, 4.577424475689864991e+00, 5.032934331786368176e+00, 6.472363276495742390e+00, 4.884115095553116959e+00, 6.061892873360588574e+00, 4.789351282243356600e+00
2.093000000000000000e+03, 4.515110782548294566e+00, 2.912908545187480325e+00, 4.422655251439452151e+00, 3.866886536959712739e+00, 3.964821507340820617e+00, 3.255501727989757121e+00, 5.763851611564216881e+00, 4.701379493245685381e+00, 4.767167586746647423e+00, 4.969766134485760212e+00, 6.826960341040765101e+00, 4.878864014230398283e+00, 5.890910600667480068e+00, 4.677597619321932854e+00
2.094000000000000000e+03, 4.574157787059658808e+00, 2.929652407376488910e+00, 4.434392598851949252e+00, 3.883883652786301877e+00, 3.846180750874630849e+00, 3.535880794499826951e+00, 5.930443206412014945e+00, 4.843615666267290010e+00, 4.710141693512704286e+00, 4.592974440676748316e+00, 6.852118562981375227e+00, 4.937125048724842813e+00, 5.972478742630308091e+00, 4.632232837230493949e+00
2.095000000000000000e+03, 4.586224734913880496e+00, 2.921398231800687473e+00, 4.407672213134060435e+00, 3.927250493551484922e+00, 4.050614694745478417e+00, 3.462809207260307165e+00, 5.606820210741382482e+00, 4.838582514724762973e+00, 4.807900406452521480e+00, 4.809967377603076244e+00, 6.765937984403410432e+00, 4.712077921397787250e+00, 5.931415224924349694e+00, 4.615590575454482369e+00
2.096000000000000000e+03, 4.221861495884844828e+00, 2.812915859944883135e+00, 4.453537534012790289e+00, 3.949049534146125584e+00, 3.960125212233209346e+00, 3.416357933653203727e+00, 5.600198448494800196e+00, 4.574553882588747733e+00, 4.609969291944098657e+00, 5.115600601321442120e+00, 7.064639978179606317e+00, 4.889751742930224410e+00, 5.965714506200867184e+00, 4.708347809327729117e+00
2.097000000000000000e+03, 4.632092218807934536e+00, 2.829710045207087799e+00, 4.377864372012737704e+00, 3.884489241323894948e+00, 3.952785960640424534e+00, 3.122651796269247271e+00, 5.949088718261707598e+00, 4.733015432590874205e+00, 4.761127254100743222e+00, 4.732814539856072145e+00, 6.741843606556503055e+00, 4.819162167627150772e+00, 5.769617186646480711e+00, 4.864830003339455367e+00
2.098000000000000000e+03, 4.398082157687045246e+00, 2.857398447989644819e+00, 4.408019178942650385e+00, 3.942015739868900859e+00, 3.934340715842319813e+00, 3.336415953952803548e+00, 5.569086853541378446e+00, 4.561686838809681177e+00, 4.841135706945178363e+00, 4.789199535717113321e+00, 6.545476774108582418e+00, 4.849508382565421272e+00, 6.005357523079242199e+00, 4.760669612344341495e+00
2.099000000000000000e+03, 4.353860985005642448e+00, 2.900895868950493117e+00, 4.340699586455373904e+00, 3.921197676783939823e+00, 3.836053635409241824e+00, 3.374190179606694873e+00, 5.330261528107678615e+00, 4.812767746879722530e+00, 4.652296620410038663e+00, 4.997984273106131248e+00, 6.629865605546878093e+00, 4.933167659963232587e+00, 5.989458830898136910e+00, 4.759579703256104466e+00
2.100000000000000000e+03, 4.469350629634544880e+00, 2.828430503881294911e+00, 4.372409496448147692e+00, 3.873576745488559681e+00, 3.919869772349105386e+00, 3.332772645066414352e+00, 5.779582634386627227e+00, 4.604819274483448410e+00, 4.550493235614084142e+00, 4.724910869444470585e+00, 6.728361399448306024e+00, 4.835051627480382308e+00, 5.818347643032063310e+00, 4.580987441262130311e+00
