year, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, MIROC-ES2L, NorESM2-LM, EC-Earth3-Veg, CMCC-CM2-SR5, CESM2-WACCM, TaiESM1, INM-CM5-0, ACCESS-ESM1-5, GFDL-ESM4, CanESM5, INM-CM4-8, MPI-ESM1-2-LR, NorESM2-MM
2.077000000000000000e+03, 6.414519221408758654e+01, 2.395027640197717034e+01, 4.556489798560399862e+01, 3.839758313249402022e+01, 4.578915127715607980e+01, 2.993743022710467372e+01, 4.425471430279133500e+01, 4.421697099229420758e+01, 3.694479760932905066e+01, 4.210260284895041849e+01, 5.807983312913523122e+01, 3.440211084534917063e+01, 4.068856406583470431e+01, 4.308050018781619883e+01, 4.325991853761169637e+01, 4.369151998947878468e+01
2.078000000000000000e+03, 6.402598555231951138e+01, 2.401298498066739384e+01, 4.554365146930557984e+01, 3.824907691934046738e+01, 4.607158634993763258e+01, 3.005330217397894899e+01, 4.385447183126109394e+01, 4.454548307657911010e+01, 3.674444202658262526e+01, 4.220328473590853235e+01, 5.821109946865289686e+01, 3.443718383390967119e+01, 4.050066398408191048e+01, 4.309874558218486129e+01, 4.314416764732744269e+01, 4.356847007949747308e+01
2.079000000000000000e+03, 6.411112983673776000e+01, 2.412041647270305589e+01, 4.565174921375096773e+01, 3.802279997858163085e+01, 4.631647529596210688e+01, 3.012863331863327687e+01, 4.432632380658423443e+01, 4.475534796926157100e+01, 3.609735795354733767e+01, 4.225266914009296215e+01, 5.833280051727832927e+01, 3.446972146444606011e+01, 4.024125479181394383e+01, 4.300874190419298060e+01, 4.303869651819766773e+01, 4.364319666059124359e+01
2.080000000000000000e+03, 6.392930164938644566e+01, 2.410537261130140507e+01, 4.575430246012252411e+01, 3.799077030263643451e+01, 4.651270326195206906e+01, 3.038664322137414331e+01, 4.436300665997834614e+01, 4.457222440312052214e+01, 3.635413918153723500e+01, 4.229820409663468439e+01, 5.843678298909347291e+01, 3.440284434966839910e+01, 4.013840892550974360e+01, 4.305485603476134315e+01, 4.308750948437593564e+01, 4.362585174473269944e+01
2.081000000000000000e+03, 6.390777308011124802e+01, 2.415506347461745307e+01, 4.575812792442886945e+01, 3.796231616021118782e+01, 4.650276824539721332e+01, 3.036512237731149710e+01, 4.478277934649015890e+01, 4.457277726447716759e+01, 3.596597109652449120e+01, 4.228126323871023118e+01, 5.850513613624188025e+01, 3.446352085730748627e+01, 4.019526629284631980e+01, 4.306542276066373631e+01, 4.315936487937914734e+01, 4.369395383346988382e+01
2.082000000000000000e+03, 6.385742856746072960e+01, 2.422828673926179022e+01, 4.595332648971734812e+01, 3.795763623669441955e+01, 4.628074421496017976e+01, 3.031827043741447270e+01, 4.500946955256609527e+01, 4.482099328868059018e+01, 3.596722971833406035e+01, 4.222973672774173792e+01, 5.858633720848182236e+01, 3.443504333681804042e+01, 4.027942414043278063e+01, 4.315598225472315619e+01, 4.311598599326467962e+01, 4.384464076110393904e+01
2.083000000000000000e+03, 6.382254550855147812e+01, 2.424666576321954992e+01, 4.610054831994360569e+01, 3.782043939917048192e+01, 4.643283828881540387e+01, 3.023101960365808694e+01, 4.487639091322720475e+01, 4.472841784372676699e+01, 3.614284785094126562e+01, 4.232988157182868605e+01, 5.871116093809688863e+01, 3.459412877322146329e+01, 4.028988649334950622e+01, 4.313513406943584272e+01, 4.310212857150209231e+01, 4.395831166877939467e+01
2.084000000000000000e+03, 6.377211586956466505e+01, 2.427959193868022680e+01, 4.614936327503085778e+01, 3.766187299934192367e+01, 4.658041450584941856e+01, 3.035889379518583553e+01, 4.444600627919464131e+01, 4.461574132317420549e+01, 3.620844708846460946e+01, 4.230337068620461594e+01, 5.878549100502790026e+01, 3.469464157445102614e+01, 4.003052415047148571e+01, 4.302489406116271198e+01, 4.309369415581731744e+01, 4.393147414610265855e+01
2.085000000000000000e+03, 6.361299964506972060e+01, 2.422520567737683450e+01, 4.613124024439245829e+01, 3.757120085584220703e+01, 4.653480562788735142e+01, 3.044055495687017299e+01, 4.318284551598188870e+01, 4.462128958407566159e+01, 3.593588466732524012e+01, 4.241646856725819958e+01, 5.891089101384865501e+01, 3.470846425670087143e+01, 3.981198338566249362e+01, 4.302479143393787098e+01, 4.307240358398871649e+01, 4.393588804135148251e+01
2.086000000000000000e+03, 6.345296090501067710e+01, 2.430738376049972516e+01, 4.617157982806330097e+01, 3.744498258596260598e+01, 4.664156100267175020e+01, 3.044435128944809676e+01, 4.347951323739447105e+01, 4.457347945768803754e+01, 3.644944499552991601e+01, 4.239449130239011510e+01, 5.902433727648316619e+01, 3.471365398192705953e+01, 3.973663869165120133e+01, 4.302329993439420264e+01, 4.288151454378304805e+01, 4.410127653935283831e+01
2.087000000000000000e+03, 6.342346007267509833e+01, 2.427730637093540622e+01, 4.625131218471250349e+01, 3.738526477325850550e+01, 4.689364784385900009e+01, 3.055532143819878144e+01, 4.333934192043780342e+01, 4.468648229310215214e+01, 3.659539052496578648e+01, 4.235426416660259008e+01, 5.896733448994367421e+01, 3.485882849283947138e+01, 3.969846449785969611e+01, 4.299390049209385722e+01, 4.270213685254456948e+01, 4.433777499254671284e+01
2.088000000000000000e+03, 6.320482809943194269e+01, 2.429350647673895480e+01, 4.621611986089202162e+01, 3.747759262160001725e+01, 4.675401788742851750e+01, 3.055246657910699071e+01, 4.352098668215847255e+01, 4.499759622828717909e+01, 3.613732621224296793e+01, 4.239355603810280115e+01, 5.896285321023960790e+01, 3.490711412753253740e+01, 3.975275890392072142e+01, 4.294823075878694141e+01, 4.247699484709460904e+01, 4.433862184418908470e+01
2.089000000000000000e+03, 6.297663715399606588e+01, 2.428416119074735491e+01, 4.611499876932755626e+01, 3.752389226909618714e+01, 4.672854019673949466e+01, 3.057458809996831306e+01, 4.419726495554282053e+01, 4.504816275385075386e+01, 3.540297390565697810e+01, 4.243362132196219250e+01, 5.909692225667595977e+01, 3.496482143761088679e+01, 3.986011446490349641e+01, 4.283661188048314727e+01, 4.234368058198022311e+01, 4.435216917079921473e+01
2.090000000000000000e+03, 6.286450907402015531e+01, 2.429300885953934852e+01, 4.618924629790470959e+01, 3.764727340266185251e+01, 4.629715533950707851e+01, 3.053124356122514271e+01, 4.434572599562883255e+01, 4.488688020372393339e+01, 3.520491161780319800e+01, 4.241607572195126608e+01, 5.919732691831154625e+01, 3.487647194959382091e+01, 3.975515152941157027e+01, 4.279645848268964414e+01, 4.241936295845368221e+01, 4.461833891878183778e+01
2.091000000000000000e+03, 6.296081043649230935e+01, 2.431562868670956234e+01, 4.617227492469807970e+01, 3.738600736829455684e+01, 4.589152420244266750e+01, 3.070248960935932914e+01, 4.367252141113857533e+01, 4.489639032995778223e+01, 3.559276470645219348e+01, 4.230367055196354897e+01, 5.935301128133047399e+01, 3.496329139997053659e+01, 3.957912759447380324e+01, 4.288420814883966870e+01, 4.242933939579861402e+01, 4.482328417043780178e+01
2.092000000000000000e+03, 6.304752284318040978e+01, 2.440936437931698677e+01, 4.615712285189128750e+01, 3.721080047644477418e+01, 4.623104332415642403e+01, 3.083760659761426126e+01, 4.274467385311692880e+01, 4.480299728089093492e+01, 3.610066088118430372e+01, 4.236644089453512407e+01, 5.957101791013796088e+01, 3.502960647217660295e+01, 3.940364205434546818e+01, 4.295297772911410306e+01, 4.244652943696018355e+01, 4.478030055890407368e+01
2.093000000000000000e+03, 6.323501700680859727e+01, 2.441668486907068569e+01, 4.627156532384130827e+01, 3.717210894546020938e+01, 4.664974226067489838e+01, 3.079733981439867563e+01, 4.298554854113876189e+01, 4.495190016580804837e+01, 3.593703754713973808e+01, 4.242276376160275220e+01, 5.972756498472847397e+01, 3.512267396095236904e+01, 3.940417778839888996e+01, 4.289737136629841530e+01, 4.264961458967730579e+01, 4.466186443323095290e+01
2.094000000000000000e+03, 6.332787989252287986e+01, 2.439267341777179254e+01, 4.641913901732701220e+01, 3.711001847203921500e+01, 4.703983267088278808e+01, 3.068575647595907085e+01, 4.418865977470534290e+01, 4.527826425484058603e+01, 3.588745119190546973e+01, 4.243929216335027377e+01, 5.985996709194477461e+01, 3.523152797081408494e+01, 3.944855836434919638e+01, 4.305895521619491007e+01, 4.265947007025511084e+01, 4.455330964138993721e+01
2.095000000000000000e+03, 6.345650227680181388e+01, 2.441230281413542258e+01, 4.651266207342006709e+01, 3.705485592596134126e+01, 4.713750719096878328e+01, 3.084825306494662200e+01, 4.345333255348081281e+01, 4.552108122943556623e+01, 3.572005258181590648e+01, 4.246856262226641832e+01, 6.000774304004793436e+01, 3.521383287044813670e+01, 3.921714115939767709e+01, 4.301703987960576825e+01, 4.271280707005691823e+01, 4.470796699401004304e+01
2.096000000000000000e+03, 6.368647191780060268e+01, 2.439309565886220099e+01, 4.656175327081841431e+01, 3.700579429654772667e+01, 4.728267480642119125e+01, 3.077899118098215681e+01, 4.292932610536653470e+01, 4.554475635555988333e+01, 3.584057704610960826e+01, 4.241772999739101380e+01, 6.006497735951266748e+01, 3.517721775238283044e+01, 3.906436788798919935e+01, 4.284499745610765586e+01, 4.294707043739076369e+01, 4.493962859306392232e+01
2.097000000000000000e+03, 6.418921317688615602e+01, 2.444101823274518281e+01, 4.654696364974464018e+01, 3.685602990573637072e+01, 4.722447870305739315e+01, 3.070155542777694535e+01, 4.376511807492180139e+01, 4.553176067634051805e+01, 3.578599730156100378e+01, 4.235043612857582929e+01, 6.012955781628517116e+01, 3.499350270474163693e+01, 3.910605642197927523e+01, 4.282525500953689601e+01, 4.298971035160381859e+01, 4.485588462147807576e+01
2.098000000000000000e+03, 6.451584352106361564e+01, 2.450119158735562053e+01, 4.650444454285610618e+01, 3.689556646208794888e+01, 4.723772271868649852e+01, 3.082524817866402600e+01, 4.367788616468004648e+01, 4.555505110677430025e+01, 3.585614551772011538e+01, 4.234990724009767860e+01, 6.026767284620152054e+01, 3.496660436748748424e+01, 3.917558235318838200e+01, 4.280370099243442894e+01, 4.308044785715108560e+01, 4.510082515134161696e+01
2.099000000000000000e+03, 6.478560213308158211e+01, 2.462003439476552913e+01, 4.642462201953056677e+01, 3.716222749486635024e+01, 4.741795950328711484e+01, 3.081438005020092064e+01, 4.339876874827944420e+01, 4.575382436439650746e+01, 3.575399493974737197e+01, 4.233148997344459730e+01, 6.039515463241914262e+01, 3.521194581089083186e+01, 3.911312649083440363e+01, 4.276636793427698535e+01, 4.333133584429920404e+01, 4.534681090533277370e+01
2.100000000000000000e+03, 6.492527640878456907e+01, 2.462094654484529599e+01, 4.645245642016402599e+01, 3.730617036142729859e+01, 4.764960606000429522e+01, 3.104099867407590452e+01, 4.395653522845177719e+01, 4.584198779869554841e+01, 3.620086687799585690e+01, 4.220385382657640605e+01, 6.052635471446665605e+01, 3.522158990027229919e+01, 3.896783083589487973e+01, 4.280161126853420228e+01, 4.352752539285113187e+01, 4.557213815154170078e+01
