year, MPI-ESM1-2-LR, IPSL-CM6A-LR, CESM2-WACCM, UKESM1-0-LL, CanESM5, NorESM2-MM, GFDL-ESM4, TaiESM1, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5, MIROC-ES2L, CMCC-CM2-SR5, EC-Earth3-Veg
2.085000000000000000e+03, 6.529410242289546140e+00, 4.093626225801303420e+00, 5.426200334911549739e+00, 6.558575835603141613e+00, 7.539214579013583162e+00, 4.939989155175871893e+00, 5.787943425392802155e+00, 2.944166935353415671e+00, 4.691336205364551759e+00, 6.692520756633451917e+00, 5.219579075947275548e+00, 7.386093944724890115e+00, 5.736900680938602726e+00, 3.851255804960727502e+00
2.086000000000000000e+03, 6.668758407746977035e+00, 4.205930762886533891e+00, 5.410159591939186718e+00, 6.637120205895218561e+00, 7.471726516073797342e+00, 4.590859431980758742e+00, 5.911263246054679676e+00, 2.947382268270843042e+00, 4.519826922887098419e+00, 6.182448606704182836e+00, 5.154832075149185400e+00, 7.434154320266853411e+00, 5.514898031517819987e+00, 4.200493989859481303e+00
2.087000000000000000e+03, 6.347814679157319340e+00, 4.136914682088751682e+00, 5.192972925019550878e+00, 6.912856872841243394e+00, 7.405269249732892689e+00, 4.490686229931099227e+00, 5.978687490492506029e+00, 2.824823906261537676e+00, 4.440989635520740109e+00, 6.868152789327259811e+00, 5.139330167342161637e+00, 7.735904346772764839e+00, 5.702488444382478150e+00, 3.878971718435110017e+00
2.088000000000000000e+03, 6.451386914910726134e+00, 4.224789353227253130e+00, 5.447123466926792723e+00, 6.824222992691122869e+00, 7.467470701928689003e+00, 4.548654230733807147e+00, 5.808536832400692518e+00, 2.883224123745740552e+00, 4.400520865915552804e+00, 6.413485653034011413e+00, 5.096207099919450201e+00, 7.616474027262993829e+00, 5.750770546904374392e+00, 4.060411108472769648e+00
2.089000000000000000e+03, 6.567474819260382901e+00, 4.244434920648938458e+00, 5.540477085077663233e+00, 6.530971330365400895e+00, 7.313489127564317904e+00, 4.375057409702184152e+00, 5.859446335418781793e+00, 2.912087842898332557e+00, 4.638349484069893336e+00, 6.726545006739224952e+00, 5.107475541996998381e+00, 7.631449659497558713e+00, 5.847100108089487769e+00, 3.763893611558722707e+00
2.090000000000000000e+03, 6.355349670370833870e+00, 4.240096262439790209e+00, 5.327007387912437331e+00, 6.526782658092273870e+00, 7.428758690893669581e+00, 4.475925431200018956e+00, 5.674805291735419921e+00, 2.763907657035794330e+00, 4.398237997427887791e+00, 6.781575909369728983e+00, 5.062754926340490513e+00, 7.435077104940297943e+00, 5.563087148216951050e+00, 4.768153789004009546e+00
2.091000000000000000e+03, 6.694929842020459709e+00, 4.124731238021586144e+00, 5.148783527477403865e+00, 6.246664200611144580e+00, 7.721217481236454461e+00, 4.450944950669866174e+00, 5.802631580618638374e+00, 2.868312546963619702e+00, 4.715169788515595428e+00, 6.950459040844875425e+00, 5.189566533321138486e+00, 7.556159569758750472e+00, 5.664158772282076981e+00, 3.631693691377734456e+00
2.092000000000000000e+03, 6.177807104280766737e+00, 4.133058091941425261e+00, 5.367287891660206256e+00, 6.633601386006128919e+00, 7.493252716474038344e+00, 4.634508219658385109e+00, 5.745925201247747971e+00, 2.895787854748674395e+00, 4.844044662671676882e+00, 6.710190829734723472e+00, 5.152649695791218676e+00, 7.643664913403222627e+00, 5.673419590816919822e+00, 3.899566789190876293e+00
2.093000000000000000e+03, 6.774481743148772495e+00, 4.201827306872736756e+00, 5.235430930956276541e+00, 6.556314080125404509e+00, 7.485679205692862936e+00, 4.578826005726275739e+00, 5.770869931527824015e+00, 2.833915788244303346e+00, 4.448388356049444603e+00, 6.647902905871736934e+00, 5.071401682467892691e+00, 7.300929322303684188e+00, 5.588435868162504150e+00, 4.068232875433378304e+00
2.094000000000000000e+03, 6.656820461536661071e+00, 4.175326789335679578e+00, 5.373138963062446649e+00, 6.944777729202005645e+00, 7.436228799413136414e+00, 4.674186801674162339e+00, 6.019295812121641553e+00, 2.785144712981999060e+00, 4.608400392244360155e+00, 6.628904716426726296e+00, 5.199551009636747878e+00, 7.479968000719172672e+00, 5.931223442524973244e+00, 4.515908182198853815e+00
2.095000000000000000e+03, 6.487351097216833118e+00, 4.083272606009322736e+00, 5.433879428531522393e+00, 6.780585235510214304e+00, 7.005589329341090910e+00, 4.827686421054717236e+00, 5.555908649304338809e+00, 2.827360001925514510e+00, 4.498296441824108705e+00, 6.476899411381872973e+00, 5.099736375400619082e+00, 7.477350599209954041e+00, 5.602240617614427265e+00, 4.282612178114835189e+00
2.096000000000000000e+03, 6.487138952669030623e+00, 4.012071829595532435e+00, 5.276944289523408216e+00, 6.825661182537253069e+00, 7.121400839362251212e+00, 4.651425936880650980e+00, 5.505247619842123186e+00, 2.764672951971550940e+00, 4.648566172460061985e+00, 6.680866174965378157e+00, 5.102303186241961441e+00, 7.488723704451045293e+00, 5.779652359659344540e+00, 4.721527120032339653e+00
2.097000000000000000e+03, 6.207114846795404262e+00, 4.135570075792216471e+00, 5.318039973413122290e+00, 6.639634134265825161e+00, 7.258091132099703913e+00, 4.662057731340441435e+00, 5.719756529457169059e+00, 2.834163535868798878e+00, 4.697158911075144161e+00, 6.629432994029064830e+00, 4.998227470492272673e+00, 7.644451468963858076e+00, 5.748085180436478758e+00, 3.637627322897222015e+00
2.098000000000000000e+03, 6.346462877309256179e+00, 4.148803235477711127e+00, 5.578776932510803199e+00, 6.584351258421232700e+00, 7.418596225688394163e+00, 4.845103964425668153e+00, 5.542139145122900068e+00, 2.956605774288474819e+00, 4.521512527986838670e+00, 6.816527473815378713e+00, 5.126858535154918073e+00, 7.653393523430965573e+00, 5.832057211543706821e+00, 3.899162468141526450e+00
2.099000000000000000e+03, 6.572110055233449266e+00, 4.124356413023686940e+00, 5.352452907364130930e+00, 6.591317949836762224e+00, 7.553353549868227823e+00, 4.697031347283308733e+00, 5.554016666837609861e+00, 2.867327320276330749e+00, 4.831176807520440875e+00, 6.555187153820431156e+00, 5.133322527838412697e+00, 7.422094428393871013e+00, 6.039673884387449121e+00, 3.755402803616031626e+00
2.100000000000000000e+03, 6.905455660577003663e+00, 4.092765178568210871e+00, 5.632627765431849731e+00, 6.729121922775787468e+00, 7.539562923405438433e+00, 4.683359840762189030e+00, 5.293520957247473291e+00, 2.914959005862213015e+00, 4.764630842814604250e+00, 6.895117406182826869e+00, 5.150481902871761442e+00, 7.311052921038755592e+00, 5.869432217104622040e+00, 4.636135945235832168e+00
