year, INM-CM5-0, ACCESS-ESM1-5, CNRM-ESM2-1, CanESM5, CMCC-CM2-SR5, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, TaiESM1, INM-CM4-8, CESM2-WACCM, NorESM2-LM, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4
2.077000000000000000e+03, 2.708951867403111464e+02, 2.735899040376176572e+02, 2.736535111673452434e+02, 2.745072792131225015e+02, 2.729295146635989227e+02, 2.712862770892385811e+02, 2.724645557158208362e+02, 2.708070341578344369e+02, 2.713870465728215322e+02, 2.713087874305394962e+02, 2.710794525296741426e+02, 2.715090405254707093e+02, 2.705341010904247128e+02, 2.705559638225995513e+02, 2.724684230948997197e+02, 2.703881603590805298e+02
2.078000000000000000e+03, 2.710581431578382876e+02, 2.736243356409438547e+02, 2.728807037428487092e+02, 2.736641570762300830e+02, 2.730390956362945190e+02, 2.708980240488824052e+02, 2.733198048408859790e+02, 2.704889177390489294e+02, 2.710794931875942666e+02, 2.709977961777958058e+02, 2.702365862500603271e+02, 2.728276114248293993e+02, 2.728116054037255935e+02, 2.702380802981720649e+02, 2.719709116886977540e+02, 2.708625860679936750e+02
2.079000000000000000e+03, 2.716451267688221378e+02, 2.737664078742400875e+02, 2.733335637069541235e+02, 2.740011812223391416e+02, 2.727780531231102259e+02, 2.703226469832867451e+02, 2.738020738709678881e+02, 2.706324597002887913e+02, 2.719453844274372614e+02, 2.710837832105945608e+02, 2.702463816432971271e+02, 2.712741997500989442e+02, 2.723720880259470505e+02, 2.697371374847913899e+02, 2.722734066162868203e+02, 2.706388316093500634e+02
2.080000000000000000e+03, 2.711251913101026503e+02, 2.734692429155192031e+02, 2.717938600125245330e+02, 2.738680904581596565e+02, 2.722666847095366620e+02, 2.716319740626115617e+02, 2.730197212808582776e+02, 2.700413933460847602e+02, 2.716696173205090759e+02, 2.705606066011690700e+02, 2.712001073249269325e+02, 2.716268399114277940e+02, 2.720960278897491094e+02, 2.717099896971348585e+02, 2.717720039173245823e+02, 2.705951891617432352e+02
2.081000000000000000e+03, 2.719590148754696202e+02, 2.727409839296848872e+02, 2.728843748343414859e+02, 2.751751012244761228e+02, 2.737552812161878819e+02, 2.711361097087023495e+02, 2.728330917998710561e+02, 2.704561122352500320e+02, 2.724970893272101193e+02, 2.719071041171146135e+02, 2.705358083859409817e+02, 2.720787353607707360e+02, 2.716113764293525605e+02, 2.712751937220795071e+02, 2.720820963020778436e+02, 2.697497097977538374e+02
2.082000000000000000e+03, 2.710999379658317707e+02, 2.731877860309866719e+02, 2.729343285548658855e+02, 2.737697262561875959e+02, 2.732796022629167396e+02, 2.707173389799581855e+02, 2.725618043171957652e+02, 2.704735155143455927e+02, 2.718586930902553149e+02, 2.731560276479101503e+02, 2.708425164067970741e+02, 2.709966390942445855e+02, 2.716037433872012912e+02, 2.700563027714442228e+02, 2.721834892193774635e+02, 2.698006037486350692e+02
2.083000000000000000e+03, 2.706310911164934510e+02, 2.744228999063352603e+02, 2.729934161799747017e+02, 2.741944913719159445e+02, 2.734568488732156766e+02, 2.703866225920501165e+02, 2.730384627495201357e+02, 2.708850677338530204e+02, 2.720651664254651223e+02, 2.735918728496347399e+02, 2.707427566757183399e+02, 2.720688516463552560e+02, 2.712119995651286217e+02, 2.711557713179163898e+02, 2.713671291097124936e+02, 2.697293540427643279e+02
2.084000000000000000e+03, 2.714944206725590448e+02, 2.733060690728864870e+02, 2.722509276515372107e+02, 2.737756410979949351e+02, 2.732722623880626998e+02, 2.707745774224526372e+02, 2.721545261276204997e+02, 2.708116497414371224e+02, 2.724117530880668596e+02, 2.721665293949743614e+02, 2.704796071712206640e+02, 2.722669099183067942e+02, 2.709774469136057178e+02, 2.704737458401236836e+02, 2.711805796753669142e+02, 2.701603364010656492e+02
2.085000000000000000e+03, 2.708822901998278780e+02, 2.733295343912825501e+02, 2.730825434576394173e+02, 2.740051926424251860e+02, 2.730314672004276417e+02, 2.704983165456048937e+02, 2.726081298502408572e+02, 2.709603122816297400e+02, 2.720442511105967469e+02, 2.725588387768312373e+02, 2.698362342327118881e+02, 2.720302019108397644e+02, 2.720701106814377113e+02, 2.697745468477950226e+02, 2.714698602704373229e+02, 2.707129087612240710e+02
2.086000000000000000e+03, 2.714917485626856433e+02, 2.731330309435451227e+02, 2.730479392525558069e+02, 2.739642978869855483e+02, 2.738563001222713069e+02, 2.705474390918606105e+02, 2.726110998946252835e+02, 2.697288493098467939e+02, 2.716234796842342121e+02, 2.722549386439559953e+02, 2.699749080244453694e+02, 2.717250731366215746e+02, 2.723660633147451335e+02, 2.710075242799170496e+02, 2.721418171576011105e+02, 2.702024001239741438e+02
2.087000000000000000e+03, 2.714584586937146469e+02, 2.733962736305333010e+02, 2.730187254445926328e+02, 2.740487964963805894e+02, 2.740424866788973759e+02, 2.713528807594617547e+02, 2.726560627553618019e+02, 2.699965324197576138e+02, 2.718997150085517660e+02, 2.727856518227835068e+02, 2.701360307896273980e+02, 2.712727056285709182e+02, 2.716067086639500872e+02, 2.706017021290265916e+02, 2.729362352341887572e+02, 2.708580792217704811e+02
2.088000000000000000e+03, 2.703836855992338428e+02, 2.735534900376517840e+02, 2.713156104829793094e+02, 2.743092928620945941e+02, 2.741508786706291403e+02, 2.707713817019682665e+02, 2.726939789440032200e+02, 2.711005504260890007e+02, 2.710306189075881775e+02, 2.724344631555770206e+02, 2.702972600696942322e+02, 2.725052850350898552e+02, 2.712194143824413004e+02, 2.705342869911326034e+02, 2.721681022054361279e+02, 2.700033660169185623e+02
2.089000000000000000e+03, 2.707280507973877661e+02, 2.735417494121889490e+02, 2.735484883350881660e+02, 2.737807900063537545e+02, 2.750879695000684251e+02, 2.704793205016699176e+02, 2.733749720849859841e+02, 2.700977610658432582e+02, 2.709435749657333190e+02, 2.732114959286307112e+02, 2.710487774973978503e+02, 2.715088354064337182e+02, 2.719605730783497393e+02, 2.706597264725065202e+02, 2.726639647975597427e+02, 2.706998539062221312e+02
2.090000000000000000e+03, 2.717082478146592166e+02, 2.729378614269159016e+02, 2.731824260492865051e+02, 2.730999318732766596e+02, 2.738448154434727257e+02, 2.718571842567437216e+02, 2.736855310171083033e+02, 2.695445863573009433e+02, 2.726443928593512851e+02, 2.705585878694302551e+02, 2.708074714268894922e+02, 2.723516662001400164e+02, 2.722198742981229316e+02, 2.696355747348940781e+02, 2.721375724326122736e+02, 2.700193727646415027e+02
2.091000000000000000e+03, 2.703922245646886608e+02, 2.739569243212079641e+02, 2.734631178177961601e+02, 2.740667460088100142e+02, 2.732042159823423617e+02, 2.706439170769224916e+02, 2.722581208225370801e+02, 2.698482515189601258e+02, 2.714002280919856389e+02, 2.713622917712104368e+02, 2.707191213574186008e+02, 2.711089601772941933e+02, 2.726337263023181094e+02, 2.708992403749676896e+02, 2.729358537267575002e+02, 2.703069404867108574e+02
2.092000000000000000e+03, 2.704010937158941488e+02, 2.739909978299010049e+02, 2.722576984418817574e+02, 2.742142628347830282e+02, 2.739958789235590189e+02, 2.710059556369688494e+02, 2.718864000319484262e+02, 2.705056841270485393e+02, 2.718455495948813336e+02, 2.726038818223441922e+02, 2.703402183752778569e+02, 2.729982958503056807e+02, 2.727321319728251297e+02, 2.693308645956494161e+02, 2.723679136276959980e+02, 2.706491233673331180e+02
2.093000000000000000e+03, 2.703643001335529448e+02, 2.727279380526170485e+02, 2.731736118043534134e+02, 2.743633211788802555e+02, 2.738005844655313581e+02, 2.699753485251688971e+02, 2.732157616280071579e+02, 2.702427630093217772e+02, 2.717235284759194087e+02, 2.716281347229111134e+02, 2.701764745727835475e+02, 2.719911880234131445e+02, 2.720744244616873857e+02, 2.706016557272830028e+02, 2.716690065070175137e+02, 2.707257240146705044e+02
2.094000000000000000e+03, 2.700238395052800229e+02, 2.743112693246628737e+02, 2.726884719387084601e+02, 2.746360647229583378e+02, 2.748204820083036566e+02, 2.708303285628723529e+02, 2.726707985932388283e+02, 2.711749329998036728e+02, 2.723119850939992261e+02, 2.710931923469457274e+02, 2.710254507726659767e+02, 2.718115472804819319e+02, 2.721265597649335746e+02, 2.712972046769551184e+02, 2.722135795790517250e+02, 2.707463947021485637e+02
2.095000000000000000e+03, 2.697365761939923345e+02, 2.733569534250273705e+02, 2.725577415710861260e+02, 2.732791334477514056e+02, 2.746668255472237661e+02, 2.711007085129745064e+02, 2.724027420641068034e+02, 2.709224917557920094e+02, 2.722893147307515846e+02, 2.729196178744481358e+02, 2.708198758598878157e+02, 2.720509250778615638e+02, 2.707406580066241304e+02, 2.706313917774946844e+02, 2.723237990610525685e+02, 2.700514620180579755e+02
2.096000000000000000e+03, 2.708784581924845725e+02, 2.736344764543701444e+02, 2.738658601605043827e+02, 2.731989780286641007e+02, 2.743865979721646795e+02, 2.718603490587721581e+02, 2.724134041848934089e+02, 2.708622330996487904e+02, 2.708201029633788153e+02, 2.725633590083119770e+02, 2.700540296844483805e+02, 2.725582436821594001e+02, 2.722648957421724276e+02, 2.696704982418554550e+02, 2.720986457211827769e+02, 2.700194115463489197e+02
2.097000000000000000e+03, 2.708618749903434377e+02, 2.727783809090125260e+02, 2.722064135783364236e+02, 2.740009252620947109e+02, 2.749722324081781153e+02, 2.704204331838791404e+02, 2.727600635382092378e+02, 2.700560923163699272e+02, 2.716158784562976507e+02, 2.713074923116786294e+02, 2.705778816445863413e+02, 2.715396663337825771e+02, 2.727927370987621885e+02, 2.694093067613648600e+02, 2.720633648574111021e+02, 2.703147342621502958e+02
2.098000000000000000e+03, 2.711323874201402759e+02, 2.735120808539263635e+02, 2.722702430000933873e+02, 2.738341135320959552e+02, 2.744529326317901337e+02, 2.706413682499278934e+02, 2.734271129325762786e+02, 2.697383267364409676e+02, 2.716289738145449064e+02, 2.730164469165575838e+02, 2.703449141855510334e+02, 2.729648502719352905e+02, 2.715437714224825072e+02, 2.696390350734952222e+02, 2.727334096041548150e+02, 2.694819657690710528e+02
2.099000000000000000e+03, 2.711379349173839728e+02, 2.737840964527978258e+02, 2.734530668512833245e+02, 2.745740313096770819e+02, 2.750208162452408374e+02, 2.704225470754528260e+02, 2.727719483490073458e+02, 2.709652531791516026e+02, 2.722569370960845276e+02, 2.721200004886520674e+02, 2.707120578502160129e+02, 2.720838709410733713e+02, 2.725648432319044900e+02, 2.709838999885586190e+02, 2.721092005573502206e+02, 2.695754919486914787e+02
2.100000000000000000e+03, 2.701508491026853562e+02, 2.738797414357732123e+02, 2.729609675322543580e+02, 2.742145902205948005e+02, 2.752219146592265702e+02, 2.717755274803926682e+02, 2.719241755721705545e+02, 2.706709444212476114e+02, 2.718441655300136404e+02, 2.734582907711112512e+02, 2.708188500213834118e+02, 2.732405881585157204e+02, 2.713712007181799208e+02, 2.712062186771215693e+02, 2.719087181317472641e+02, 2.687478272190580810e+02
