year, CNRM-ESM2-1, NorESM2-LM, CMCC-CM2-SR5, CESM2-WACCM, GFDL-ESM4, NorESM2-MM, MPI-ESM1-2-LR, CanESM5, ACCESS-ESM1-5, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, UKESM1-0-LL, IPSL-CM6A-LR
2.085000000000000000e+03, 4.162354413435251104e+02, 9.949809985571388324e+02, 8.500392172963181565e+02, 6.105010892691884692e+02, 9.025707474009085729e+01, 5.990208982745609774e+02, 1.342012959522853919e+02, 2.441600481502858315e+02, 2.010459964469434340e+02, 6.495315564639618344e+01, 3.232381173636854896e+02, 3.679693196865204072e+02, 2.615394799648339585e+02, 7.676631543196288021e+01
2.086000000000000000e+03, 4.164139890076065171e+02, 9.949641504653581023e+02, 8.498913196074049665e+02, 6.105542160629440787e+02, 9.024290902814681203e+01, 5.990950452621717659e+02, 1.342177341131072126e+02, 2.444273929385926465e+02, 2.010578434072428990e+02, 6.492182493061164905e+01, 3.233066459872689506e+02, 3.684278651272480829e+02, 2.617236178238905495e+02, 7.690131425961371292e+01
2.087000000000000000e+03, 4.166551756941457825e+02, 9.949849849928970116e+02, 8.497631797990426321e+02, 6.105810082538636152e+02, 9.011189224163176448e+01, 5.991717312789394327e+02, 1.342285818383736569e+02, 2.446869351220876183e+02, 2.010649691003664543e+02, 6.486353906365462763e+01, 3.233731543238728250e+02, 3.688443293351714374e+02, 2.617430780823716532e+02, 7.700901657036470738e+01
2.088000000000000000e+03, 4.168712845760704795e+02, 9.950566181475613803e+02, 8.495975127245922067e+02, 6.106479981152000391e+02, 9.004035922346301390e+01, 5.992738431467281544e+02, 1.342724372934302721e+02, 2.449472367409208005e+02, 2.010783430757320787e+02, 6.489804253149442559e+01, 3.234337544437403267e+02, 3.691987122404832462e+02, 2.618042583441419993e+02, 7.714409884211089263e+01
2.089000000000000000e+03, 4.171319143781347520e+02, 9.951123478806812273e+02, 8.493556109491869393e+02, 6.107117710632080616e+02, 9.004099772585333028e+01, 5.993760027919720415e+02, 1.342318545936317378e+02, 2.451912959334520679e+02, 2.011066548458881300e+02, 6.491472307480096049e+01, 3.234815491812894948e+02, 3.695340557514818443e+02, 2.619878895480007941e+02, 7.726303681350184149e+01
2.090000000000000000e+03, 4.173586580634052439e+02, 9.951235118740964936e+02, 8.491509198949052006e+02, 6.107365882771254064e+02, 9.009581209047246375e+01, 5.994808482005061023e+02, 1.342340476957695898e+02, 2.454729027904691918e+02, 2.011370945352403226e+02, 6.485675960330705436e+01, 3.235083210330684551e+02, 3.697712269405092229e+02, 2.621990919733722194e+02, 7.736810071592717009e+01
2.091000000000000000e+03, 4.175682012249257014e+02, 9.951569381453732603e+02, 8.490242946912433126e+02, 6.107528763609363978e+02, 9.017334230806898177e+01, 5.995660160035632771e+02, 1.342743505141025366e+02, 2.457609466230671558e+02, 2.011587078639106494e+02, 6.486673479139187748e+01, 3.234498833780470477e+02, 3.700174846642802322e+02, 2.625093018296749960e+02, 7.748569307006300733e+01
2.092000000000000000e+03, 4.177668825548195741e+02, 9.951785806791815503e+02, 8.488540013354448774e+02, 6.107893577700046990e+02, 9.015280796080270420e+01, 5.996483654228291016e+02, 1.344199501931289262e+02, 2.460410602686469872e+02, 2.011509229955099158e+02, 6.487030058889622808e+01, 3.234828780234808505e+02, 3.702325203372517990e+02, 2.627047125177281259e+02, 7.762179500767821594e+01
2.093000000000000000e+03, 4.180069287440551307e+02, 9.951838907957898073e+02, 8.486948266048107143e+02, 6.108097254711002506e+02, 9.011279098424670053e+01, 5.997223599740163991e+02, 1.344986854120171245e+02, 2.462879555733197492e+02, 2.011609680078616975e+02, 6.487439611672593287e+01, 3.235256973278014812e+02, 3.704386592190663805e+02, 2.627944791325223264e+02, 7.772670021768782078e+01
2.094000000000000000e+03, 4.182007166078481646e+02, 9.952446717674257570e+02, 8.485185303369711391e+02, 6.108597306425177749e+02, 9.011233962175597867e+01, 5.997789224262062362e+02, 1.344520830322157678e+02, 2.465195068271601428e+02, 2.011953790642901652e+02, 6.491576593612630575e+01, 3.235051192456334661e+02, 3.706836828187690571e+02, 2.628658305578397290e+02, 7.780668805661808562e+01
2.095000000000000000e+03, 4.183801426519426059e+02, 9.953137523819482340e+02, 8.483245313718202851e+02, 6.109256597534598541e+02, 9.007511016987540131e+01, 5.998179841780230390e+02, 1.344776032304033890e+02, 2.467402505770708672e+02, 2.012207467248744024e+02, 6.491523822223322782e+01, 3.234533307328514411e+02, 3.709122874604931894e+02, 2.629085246794567183e+02, 7.788794876905794240e+01
2.096000000000000000e+03, 4.185615060287033202e+02, 9.953716813276449784e+02, 8.481615948192646783e+02, 6.109693018263872091e+02, 9.016052301779559741e+01, 5.998561065873095686e+02, 1.345923788588397656e+02, 2.469649696325760146e+02, 2.012380165551595610e+02, 6.489743250850629863e+01, 3.233817010434545409e+02, 3.711651286731487858e+02, 2.629698063493966629e+02, 7.800057245226912528e+01
2.097000000000000000e+03, 4.186595106140651410e+02, 9.953874213968282447e+02, 8.479730265452025151e+02, 6.110156100131333687e+02, 9.019832189663618749e+01, 5.999080954615625387e+02, 1.347209141014741647e+02, 2.472054563663065494e+02, 2.012650555575154954e+02, 6.495403531905272132e+01, 3.232829906796531532e+02, 3.714451616675480636e+02, 2.630255974628494755e+02, 7.810236497072843065e+01
2.098000000000000000e+03, 4.188571761820667234e+02, 9.953992443963317100e+02, 8.477795368438841024e+02, 6.110702617349176080e+02, 9.024907921708398817e+01, 5.999689948786040077e+02, 1.348715349608450538e+02, 2.474476212996593461e+02, 2.013192864022671529e+02, 6.496246632797910081e+01, 3.232793802972439039e+02, 3.716314241063105897e+02, 2.631694774351991555e+02, 7.819233837661677455e+01
2.099000000000000000e+03, 4.190146453293313016e+02, 9.954273805421112229e+02, 8.475925434942267884e+02, 6.111201672824256548e+02, 9.026793655201929312e+01, 6.000107522782832348e+02, 1.348971168682284372e+02, 2.476940617577148203e+02, 2.013595134502255917e+02, 6.491616455927093909e+01, 3.232945350976305008e+02, 3.717142944244814657e+02, 2.633386026337099679e+02, 7.826889707683064046e+01
2.100000000000000000e+03, 4.191713988639226613e+02, 9.954846581772894751e+02, 8.473883302810560281e+02, 6.111740968584290385e+02, 9.033164422592427911e+01, 6.000426600012019662e+02, 1.347760571806128382e+02, 2.479297675003976735e+02, 2.013823631993200536e+02, 6.491036839449554918e+01, 3.233274791227968876e+02, 3.718688488640050309e+02, 2.634742144264739068e+02, 7.835695893735372408e+01
