year, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MIROC-ES2L, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, INM-CM4-8, INM-CM5-0, GFDL-ESM4, ACCESS-ESM1-5, TaiESM1, CanESM5, IPSL-CM6A-LR, CMCC-ESM2
2.077000000000000000e+03, 1.158439753732267263e+00, 2.110299079971929004e+00, 1.522124906939738231e+00, 1.547237086604589473e+00, 8.805880019379438428e-01, 1.578090795653136480e+00, 1.245687958836859011e+00, 1.714440661078518335e+00, 1.095915340546036010e+00, 1.006646947725311048e+00, 2.805468974063594967e+00, 1.367792494037779694e+00, 1.321228509986895450e+00, 1.296622581399608842e+00, 1.107921619186937656e+00, 2.158375572718226998e+00
2.078000000000000000e+03, 1.151344182119977466e+00, 2.103119013387762859e+00, 1.520734644095014021e+00, 1.514493471389938062e+00, 8.523652403585525450e-01, 1.581185035180816767e+00, 1.265445042470012549e+00, 1.719129616933458227e+00, 1.060651806563087884e+00, 1.053345642514696534e+00, 2.800606543157226458e+00, 1.400298383967949922e+00, 1.324320369544706555e+00, 1.284943749204407570e+00, 1.101907001256627217e+00, 2.225499618395907042e+00
2.079000000000000000e+03, 1.146058501998852952e+00, 2.107066787590318402e+00, 1.510745244444478219e+00, 1.513905850688306076e+00, 8.074954084546975830e-01, 1.577301088983403154e+00, 1.296836875088407393e+00, 1.628088419960305622e+00, 1.014685897623075261e+00, 1.072526377529755770e+00, 2.775733183635258783e+00, 1.388544613594815624e+00, 1.332660122994276719e+00, 1.294219078556254177e+00, 1.091345750585046348e+00, 2.225805084406171197e+00
2.080000000000000000e+03, 1.184862742331656449e+00, 2.122481492052540109e+00, 1.545455812369114446e+00, 1.468620836364906701e+00, 7.977040526684060495e-01, 1.594624546137709542e+00, 1.223362640508911525e+00, 1.639497023847157786e+00, 1.040793322281789335e+00, 1.031862649541281263e+00, 2.809629702354871306e+00, 1.391177805472208373e+00, 1.313804972623745737e+00, 1.290104321049832858e+00, 1.091915658959564439e+00, 2.311720488875632640e+00
2.081000000000000000e+03, 1.180905121046901485e+00, 2.142868415282285444e+00, 1.556758730155863191e+00, 1.463587480021600662e+00, 8.528424508093975787e-01, 1.601432186833159133e+00, 1.215704511151988187e+00, 1.631298173088930659e+00, 1.031672828616281956e+00, 1.092471711039316062e+00, 2.790509752835030000e+00, 1.393183731103837308e+00, 1.337320029335538729e+00, 1.325226351972651928e+00, 1.092865267423989373e+00, 2.267133792981246287e+00
2.082000000000000000e+03, 1.197534420530524946e+00, 2.112303557597833059e+00, 1.542775482628895523e+00, 1.426044536133575180e+00, 8.492689412175966623e-01, 1.573796457202547350e+00, 1.222839977033435055e+00, 1.672797143060898550e+00, 9.764634700653402888e-01, 1.035555317345008053e+00, 2.803663719170955471e+00, 1.375300362095377871e+00, 1.341270439314853569e+00, 1.310479534655777378e+00, 1.079137178957141785e+00, 2.230585599018080512e+00
2.083000000000000000e+03, 1.226857837112606209e+00, 2.125544265078927797e+00, 1.535474931562743173e+00, 1.464268523194193650e+00, 7.808395386087272350e-01, 1.593648651503902780e+00, 1.227332103946189745e+00, 1.685103216698953021e+00, 1.021560224331042432e+00, 1.043485197045310509e+00, 2.815393267595605487e+00, 1.365911675173773210e+00, 1.353649524849300789e+00, 1.314960991999667428e+00, 1.100500281864286611e+00, 2.197138357606020165e+00
2.084000000000000000e+03, 1.190496804481205650e+00, 2.124571181986070201e+00, 1.528852138421709084e+00, 1.479869686320677502e+00, 7.983131156353561186e-01, 1.587089929644696751e+00, 1.259299929366445081e+00, 1.664416146453640222e+00, 1.022729904874601470e+00, 1.052574073785154551e+00, 2.842204842086415884e+00, 1.360115323193866077e+00, 1.313188654226942864e+00, 1.287994592570018026e+00, 1.084062035024054405e+00, 2.210048971402224449e+00
2.085000000000000000e+03, 1.189555090241922741e+00, 2.119607326110019674e+00, 1.548702916795344997e+00, 1.530948839748368373e+00, 8.207713318162249694e-01, 1.577518923199583867e+00, 1.242501974062326653e+00, 1.667283484202793487e+00, 1.007472297191295274e+00, 1.054878557406154549e+00, 2.823352300944078852e+00, 1.350234082378951150e+00, 1.329235079026668931e+00, 1.315110525423193621e+00, 1.098613917458760803e+00, 2.165902009760374280e+00
2.086000000000000000e+03, 1.133573688396605439e+00, 2.133875881393076934e+00, 1.518608888498691023e+00, 1.551111403877404538e+00, 8.438804102756669590e-01, 1.574222175959916425e+00, 1.154890472693860914e+00, 1.682432273963884395e+00, 9.962339117109110243e-01, 1.099015682512197278e+00, 2.827168835287026116e+00, 1.338513619601230831e+00, 1.342439572984690743e+00, 1.271884172880444641e+00, 1.107151978504938405e+00, 2.239919366712435966e+00
2.087000000000000000e+03, 1.152387806075815924e+00, 2.129273507047173108e+00, 1.497698503724353536e+00, 1.542540845673647798e+00, 8.640107741085670812e-01, 1.575362738956360253e+00, 1.277098250771369514e+00, 1.659564039195242424e+00, 9.704139710032368971e-01, 1.043752285232277366e+00, 2.831443900306441996e+00, 1.337875124739365207e+00, 1.363802268548114371e+00, 1.299481954500608438e+00, 1.097344666334965080e+00, 2.235175116835431464e+00
2.088000000000000000e+03, 1.141481655372367676e+00, 2.073758965667692244e+00, 1.510643761065565416e+00, 1.507619179095422535e+00, 8.541085248075693803e-01, 1.587839268051079555e+00, 1.231746821915748358e+00, 1.631633757972009269e+00, 1.016723395760857018e+00, 1.016965310515700383e+00, 2.823969487261578593e+00, 1.346498691898381672e+00, 1.315005091102633861e+00, 1.298880444442163107e+00, 1.105404461680321360e+00, 2.232063325365324147e+00
2.089000000000000000e+03, 1.139098260957270625e+00, 2.082462097246620569e+00, 1.420067665626141507e+00, 1.519258468948100571e+00, 8.551076392514820323e-01, 1.572952491218822191e+00, 1.285536346442190503e+00, 1.670085609195534948e+00, 1.056583195421703314e+00, 1.021770939662881350e+00, 2.824677318668741943e+00, 1.353211048409859618e+00, 1.316790203280534755e+00, 1.285861882365364250e+00, 1.113884590737248326e+00, 2.239573819292776324e+00
2.090000000000000000e+03, 1.136841548665709523e+00, 2.107688104884378966e+00, 1.455664180979294731e+00, 1.544958139498134653e+00, 8.154602971286045721e-01, 1.575832566539861368e+00, 1.286241479766116802e+00, 1.658639728885505704e+00, 1.070980769054086235e+00, 1.101595205357706053e+00, 2.814040737098793432e+00, 1.354039895253044579e+00, 1.339874461647734494e+00, 1.308284617895681734e+00, 1.115840895767423513e+00, 2.219689272760153820e+00
2.091000000000000000e+03, 1.138949656090906704e+00, 2.102716294716709289e+00, 1.403800507899836125e+00, 1.519532287753371458e+00, 8.331952369140001036e-01, 1.628221846020439401e+00, 1.295725098377253914e+00, 1.675976140864853470e+00, 1.039750558579174866e+00, 1.029660458324545447e+00, 2.791656919897540057e+00, 1.321991216474234454e+00, 1.324539024171885959e+00, 1.311064890198149868e+00, 1.095581796972746158e+00, 2.143046228528306951e+00
2.092000000000000000e+03, 1.114828019614875432e+00, 2.095057244888912873e+00, 1.418262421808802465e+00, 1.549385157563923476e+00, 8.245958586106482135e-01, 1.580683676517059766e+00, 1.255523946969944848e+00, 1.701716515785623995e+00, 1.001725256023549449e+00, 1.015278747599639209e+00, 2.764568876451134027e+00, 1.353397471472416402e+00, 1.341899444974077982e+00, 1.328117425110407535e+00, 1.064195699816822493e+00, 2.145960553778739399e+00
2.093000000000000000e+03, 1.142918279643449164e+00, 2.098797290817983718e+00, 1.415254268519238634e+00, 1.532712092079520527e+00, 7.971774842888305068e-01, 1.590410095171513882e+00, 1.225208588063349868e+00, 1.697306852563105650e+00, 1.005615973950357622e+00, 1.000464048311022092e+00, 2.797253588841118521e+00, 1.377485883093937824e+00, 1.320976140350723416e+00, 1.294726636641126305e+00, 1.090044112201729698e+00, 2.298777446495423593e+00
2.094000000000000000e+03, 1.124573483207312208e+00, 2.104548642625692079e+00, 1.453462235988390638e+00, 1.523421738354395982e+00, 8.262664671405914874e-01, 1.604011750964522864e+00, 1.222398548319725720e+00, 1.671970340331881522e+00, 1.051550470920444624e+00, 1.022788094144775783e+00, 2.801756074971158750e+00, 1.372019480216164045e+00, 1.277061491708801677e+00, 1.316601302092749837e+00, 1.079010724582506242e+00, 2.267570759368355393e+00
2.095000000000000000e+03, 1.142708643035780680e+00, 2.104851789843467547e+00, 1.467594596645394489e+00, 1.486521202869026448e+00, 8.348030383172168056e-01, 1.596474628336480128e+00, 1.199879905895391508e+00, 1.700219457680612223e+00, 1.058977397647469232e+00, 9.987020728459738983e-01, 2.793959681068575396e+00, 1.360676817860600130e+00, 1.318515500075268410e+00, 1.268687939882245930e+00, 1.077521357403183888e+00, 2.194186759887781779e+00
2.096000000000000000e+03, 1.177009262385610988e+00, 2.074302837134542443e+00, 1.467039284566133972e+00, 1.506080915041828838e+00, 8.105997826761505154e-01, 1.594453749139547849e+00, 1.232408346819265699e+00, 1.700109425127751539e+00, 1.014667895703296852e+00, 1.037990799254241647e+00, 2.769436070663243932e+00, 1.345697036807173008e+00, 1.329310827630733050e+00, 1.288175549701379596e+00, 1.058465823714384024e+00, 2.170563739884494581e+00
2.097000000000000000e+03, 1.170967005150963303e+00, 2.119969656564034466e+00, 1.456694959213327589e+00, 1.561518002642137137e+00, 8.528472392670688462e-01, 1.615654150964022984e+00, 1.264738403015984503e+00, 1.686268915033663829e+00, 1.032522886607611490e+00, 1.022157648106322148e+00, 2.769970462096854380e+00, 1.350282884899341340e+00, 1.285436902470480591e+00, 1.288999127779351328e+00, 1.080342875860011986e+00, 2.169540097146512636e+00
2.098000000000000000e+03, 1.152131480972013566e+00, 2.083612564919052001e+00, 1.463538932819054450e+00, 1.573083577246693343e+00, 8.098653045634872649e-01, 1.594508032348509019e+00, 1.288032542622933985e+00, 1.679677964069155705e+00, 1.012730777088629353e+00, 1.025369268881895612e+00, 2.754471205858919358e+00, 1.347966385575903425e+00, 1.302551049905378289e+00, 1.312309430501391150e+00, 1.078068465286775579e+00, 2.064629197445396525e+00
2.099000000000000000e+03, 1.131103854357424998e+00, 2.120360438679370851e+00, 1.465450642408277604e+00, 1.574865944569314058e+00, 8.273570874492058858e-01, 1.602379666256863233e+00, 1.182439846645829462e+00, 1.688079541526898542e+00, 1.054368423696738333e+00, 1.056718556132445253e+00, 2.745112285159525989e+00, 1.345414074978797503e+00, 1.318049430766309094e+00, 1.315686087882974142e+00, 1.081439274865887201e+00, 2.001804599086006942e+00
2.100000000000000000e+03, 1.143473933172921342e+00, 2.108232460481894499e+00, 1.466852783889023959e+00, 1.534840089525769669e+00, 8.077615325117367684e-01, 1.613132392032700757e+00, 1.266107867487389127e+00, 1.715314000982228526e+00, 1.017380069515418484e+00, 1.013634665070251017e+00, 2.731799739821793249e+00, 1.357950677031148246e+00, 1.333565872245698447e+00, 1.323593977426886115e+00, 1.059881547229474696e+00, 2.051876980451540877e+00
