year, IPSL-CM6A-LR, INM-CM5-0, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, UKESM1-0-LL, INM-CM4-8, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, CanESM5, TaiESM1, CMCC-CM2-SR5, NorESM2-MM
2.077000000000000000e+03, 1.999655590761785362e+01, 2.085678151998347474e+01, 2.470298106172629460e+01, 1.720400476404805801e+01, 1.684708676521064774e+01, 2.041801743541672209e+01, 2.013705818208796217e+01, 2.047219921738388493e+01, 1.695731596706909983e+01, 2.308180535868453020e+01, 1.928443634865714529e+01, 1.965077588467051939e+01, 2.067928144648379529e+01, 1.637417299131619330e+01, 1.944351116904287124e+01, 1.607760090336248027e+01
2.078000000000000000e+03, 2.045728573625304136e+01, 1.993480826820412588e+01, 2.350752922113376542e+01, 1.692147998017503951e+01, 1.685806777722578076e+01, 2.038991595925367051e+01, 2.135999735902386476e+01, 2.021551581112231233e+01, 1.680135588925918455e+01, 2.427183203227052388e+01, 2.028022644458619794e+01, 1.944707480927812071e+01, 2.009130232123294846e+01, 1.750478865542147489e+01, 2.030224694690513587e+01, 1.739418031756127192e+01
2.079000000000000000e+03, 2.094536305996748382e+01, 2.174678299588297747e+01, 2.501186315659762727e+01, 1.635374454205377859e+01, 1.636257637805757525e+01, 2.049921600138935318e+01, 2.179505805833951371e+01, 1.980975294679872789e+01, 1.803600741973340860e+01, 2.572792587496653027e+01, 2.011615998587585707e+01, 1.887264431488510041e+01, 2.110810828390053118e+01, 1.719028034329256016e+01, 2.108612406915046122e+01, 1.704864991485190728e+01
2.080000000000000000e+03, 2.092765961540409592e+01, 2.110316976377664844e+01, 2.384492508148996492e+01, 1.649935862420435484e+01, 1.678574959689511914e+01, 2.103912735896939523e+01, 2.226219111777606940e+01, 1.909911462459552212e+01, 1.783966312628994544e+01, 2.403720887111912674e+01, 1.928434801269873233e+01, 1.861054719384515366e+01, 2.090949031437301997e+01, 1.667423256876794468e+01, 1.988450924890098293e+01, 1.650428242587608807e+01
2.081000000000000000e+03, 2.200205206449580331e+01, 2.095190896490510113e+01, 2.510684609549432622e+01, 1.678032210688343184e+01, 1.750179064622652092e+01, 2.034621382682372825e+01, 2.149028659081033155e+01, 1.975970899108039092e+01, 1.656168761629446351e+01, 2.623121823998576119e+01, 2.014625701513768874e+01, 1.900688748543072393e+01, 2.128964810002239716e+01, 1.726275430565743818e+01, 1.908266527108686716e+01, 1.656785367799454534e+01
2.082000000000000000e+03, 2.154092733165356321e+01, 2.140288663513133116e+01, 2.475153586865235056e+01, 1.650168601894479536e+01, 1.737061285741392069e+01, 2.198983742681733844e+01, 2.168685143773198476e+01, 2.007359832769083852e+01, 1.608657845771190864e+01, 2.511630629304701046e+01, 1.862867059354976718e+01, 1.880093343587755328e+01, 2.055168008050859996e+01, 1.696050709067095497e+01, 1.890867023239455591e+01, 1.630916209042333520e+01
2.083000000000000000e+03, 2.078900674926731895e+01, 2.092680480841594459e+01, 2.523156279408088665e+01, 1.604783362852937501e+01, 1.712439177363815546e+01, 1.989071146256234357e+01, 2.132470784404103625e+01, 2.115328050918718716e+01, 1.727606698071394575e+01, 2.550098555895773700e+01, 2.073550227625191411e+01, 1.924777908204387700e+01, 2.086129560383935910e+01, 1.666505498576910682e+01, 1.983675213388207581e+01, 1.673148549985468847e+01
2.084000000000000000e+03, 2.030442140285220276e+01, 2.126964515510614007e+01, 2.363546556617792760e+01, 1.642016562657902057e+01, 1.720590795402929274e+01, 2.037761295161365638e+01, 2.137850724275643088e+01, 2.056393059333327500e+01, 1.753649211508336236e+01, 2.429929304583837535e+01, 1.965110805038270669e+01, 1.950748730172306367e+01, 2.098783891960053793e+01, 1.799943334546260232e+01, 1.968933122954096859e+01, 1.708374669097019805e+01
2.085000000000000000e+03, 2.038110790912798720e+01, 2.009089083256208497e+01, 2.460248385454284659e+01, 1.548872564303970734e+01, 1.685685121814528387e+01, 1.983854086112298276e+01, 2.150580031341369036e+01, 1.972680113939141222e+01, 1.635982161760586351e+01, 2.327826240162427851e+01, 1.993197648222801632e+01, 1.930908080281417583e+01, 2.144017903448794726e+01, 1.772343732903849300e+01, 1.899749089502056520e+01, 1.670658776733468187e+01
2.086000000000000000e+03, 2.012051002644415831e+01, 2.073091727150461239e+01, 2.477800604819897856e+01, 1.533303042458052268e+01, 1.678092735423961201e+01, 1.985948365677590743e+01, 2.161485209510634320e+01, 1.938646467504116444e+01, 1.791462854407185645e+01, 2.411208781476037899e+01, 1.923825536096785171e+01, 1.913699007416638409e+01, 2.088210896488000401e+01, 1.697654337676919312e+01, 1.959807608109493060e+01, 1.726536279983598732e+01
2.087000000000000000e+03, 2.048459255743378549e+01, 2.080486232985756700e+01, 2.339983605008939094e+01, 1.513102149477343694e+01, 1.653788960040597189e+01, 2.022152763112897489e+01, 2.034886204757566830e+01, 2.047660158768334782e+01, 1.696144854526843204e+01, 2.521868534345623658e+01, 1.998162777041004290e+01, 2.017917504108946503e+01, 2.046245212735573915e+01, 1.723321447299233711e+01, 2.084717195722037886e+01, 1.545264728888066408e+01
2.088000000000000000e+03, 1.943129185080768906e+01, 2.091117584643905758e+01, 2.320931466945934929e+01, 1.508113879212292474e+01, 1.629919110899815493e+01, 2.099542313684042227e+01, 2.111712980888519198e+01, 2.018781439193620386e+01, 1.705483865250648989e+01, 2.376275760588046992e+01, 2.052909704937895441e+01, 1.841640280681117048e+01, 2.018841109521697419e+01, 1.681201683167661898e+01, 1.966038491261912924e+01, 1.675991550406893182e+01
2.089000000000000000e+03, 2.038815089889444110e+01, 2.064845874481522259e+01, 2.362282471721036003e+01, 1.681330924500045398e+01, 1.530627250917142845e+01, 2.068860729323112224e+01, 2.214146446442277139e+01, 2.001092475969792872e+01, 1.718822380261301674e+01, 2.449239244074439625e+01, 2.023949716329925863e+01, 1.923660845638632111e+01, 2.016038793266641704e+01, 1.692432293430959689e+01, 1.862952511020617052e+01, 1.646639330043314331e+01
2.090000000000000000e+03, 2.011919378531426972e+01, 2.044051932404885363e+01, 2.392040461595787448e+01, 1.639261559424248205e+01, 1.675661709184562298e+01, 2.029356752455091950e+01, 1.979758961595642575e+01, 2.016918081331729695e+01, 1.785783673496003487e+01, 2.371797030183711286e+01, 1.955793926573684161e+01, 2.037942932541310981e+01, 2.113038469508272144e+01, 1.768430890343460504e+01, 1.823827187226071800e+01, 1.686220043717552386e+01
2.091000000000000000e+03, 1.996803049011198894e+01, 2.050043365443008980e+01, 2.304446841059071716e+01, 1.688379069250616027e+01, 1.694350532114972552e+01, 1.995315306870512373e+01, 1.969389777065193314e+01, 1.990525633005191253e+01, 1.788549603796099063e+01, 2.594638225771378615e+01, 2.064557679838590687e+01, 1.784328113220546896e+01, 2.088025889567341764e+01, 1.670867603068278484e+01, 1.903686280737437286e+01, 1.681935254342901587e+01
2.092000000000000000e+03, 1.967442555353282785e+01, 2.030489823080429446e+01, 2.323698943687543306e+01, 1.584090332253007283e+01, 1.722230974413434268e+01, 1.968510635921019514e+01, 2.178631659181521840e+01, 2.040803098385336156e+01, 1.777131454711033953e+01, 2.433199076665079019e+01, 2.009848323762900080e+01, 1.837177710406619369e+01, 2.059182652586784101e+01, 1.580593790595836801e+01, 2.141299887496895238e+01, 1.629828084495048657e+01
2.093000000000000000e+03, 2.083623457434810078e+01, 2.040884408986546461e+01, 2.244369035935732981e+01, 1.586735170621929925e+01, 1.537797827022403396e+01, 2.089168972471834351e+01, 2.116947497828929414e+01, 2.008077021099083481e+01, 1.763543055468288046e+01, 2.490101622486768207e+01, 1.991574753210794668e+01, 1.809860808064567550e+01, 2.125639141785918795e+01, 1.707257093552653870e+01, 2.048868828919913199e+01, 1.644076761066421000e+01
2.094000000000000000e+03, 2.029798312473286614e+01, 2.051299564290176392e+01, 2.287675519034713645e+01, 1.676778193862140398e+01, 1.594201977594776665e+01, 2.049811450818318903e+01, 2.034125409452097344e+01, 1.887140692021434418e+01, 1.734981244321405569e+01, 2.514642295716224041e+01, 2.017370825337072304e+01, 2.030869780288916715e+01, 2.055524871200279691e+01, 1.763702988862089782e+01, 1.983988955418873701e+01, 1.687509517394570935e+01
2.095000000000000000e+03, 2.081334328998989136e+01, 2.035570254613640273e+01, 2.320271818619834647e+01, 1.607586222502077078e+01, 1.635092087576538944e+01, 2.004183026242037968e+01, 2.177605799441055368e+01, 2.020111155901610545e+01, 1.676263971890770321e+01, 2.490115790645785054e+01, 1.988030150586209999e+01, 1.877455292677744936e+01, 2.005262287805737742e+01, 1.740230040717913340e+01, 2.036803590487672366e+01, 1.657263612954044518e+01
2.096000000000000000e+03, 1.996319396104151167e+01, 2.031683025720834479e+01, 2.482356679659347165e+01, 1.578187967375388823e+01, 1.667239337178944680e+01, 1.960416310692540875e+01, 2.103992756011395215e+01, 1.999448828840389680e+01, 1.802765018486534032e+01, 2.185848956360908701e+01, 2.079642420812446346e+01, 1.904957691591103597e+01, 2.090501993022403227e+01, 1.760220438202502180e+01, 1.965197834599712934e+01, 1.635038367594656705e+01
2.097000000000000000e+03, 1.974896975569861368e+01, 1.994463801451829355e+01, 2.397074608880172164e+01, 1.607626886094173457e+01, 1.649631366324858917e+01, 2.038469415448861000e+01, 2.021984322841071346e+01, 1.865616900344150508e+01, 1.794872143597292435e+01, 2.496679332996166778e+01, 1.904790347532436812e+01, 1.834795071924788346e+01, 2.065663990378605419e+01, 1.764810838442495466e+01, 2.026779379688604976e+01, 1.686610566525445165e+01
2.098000000000000000e+03, 2.085620263979690137e+01, 2.002699525049408535e+01, 2.292520178079858795e+01, 1.609442811838334109e+01, 1.587938789546659457e+01, 2.004927835313078432e+01, 1.970217860907188268e+01, 1.920095415206219513e+01, 1.788440581404727325e+01, 2.454564473050706042e+01, 1.897874663620255831e+01, 1.786399456385922946e+01, 2.032125649280083124e+01, 1.732819637139143865e+01, 2.005509890739467238e+01, 1.702850068151101581e+01
2.099000000000000000e+03, 2.050218286781706922e+01, 2.037297359568982458e+01, 2.343720723302578079e+01, 1.538832337522626759e+01, 1.562043433564465822e+01, 2.065582561130501560e+01, 2.187614100944411888e+01, 1.802823813405411002e+01, 1.797908634297853325e+01, 2.466822357796178622e+01, 1.906326016420207736e+01, 1.804161555644706993e+01, 2.070776987363401389e+01, 1.684037094648716248e+01, 1.923266010406815241e+01, 1.603810682520304809e+01
2.100000000000000000e+03, 2.102108674776245323e+01, 2.101011536117863798e+01, 2.329694128469689574e+01, 1.559370813941031919e+01, 1.656656453626133541e+01, 1.986290537196417105e+01, 2.179033088192787559e+01, 1.952518166506822439e+01, 1.763478696565062975e+01, 2.494718203485178876e+01, 1.988103249528381156e+01, 1.919700310529242770e+01, 2.164275629016997371e+01, 1.680849590906947100e+01, 1.912900741264514082e+01, 1.641599430270497351e+01
