year, INM-CM5-0, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L, CMCC-CM2-SR5, CESM2-WACCM, EC-Earth3-Veg, CanESM5, INM-CM4-8, MPI-ESM1-2-LR, GFDL-ESM4, TaiESM1, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1
2.077000000000000000e+03, 2.329324833076636736e+00, 2.338883809393077051e+00, 2.650857549853434580e+00, 2.415557618977836274e+00, 2.422177075872985696e+00, 2.168197551317093907e+00, 2.340472816072434181e+00, 2.419006219599543428e+00, 2.284545360444834916e+00, 2.146920912923487190e+00, 2.469758533755765928e+00, 2.150899714909007443e+00, 2.236017717544372285e+00, 2.072040186186618005e+00, 2.123246851870527419e+00, 2.346049656218127222e+00
2.078000000000000000e+03, 2.304103429955512095e+00, 2.601365511721261292e+00, 2.749397486676536939e+00, 2.468462350929411020e+00, 2.462020844523066021e+00, 2.067960839785390803e+00, 2.232326804560390787e+00, 2.333969646767665829e+00, 2.254531896621830622e+00, 2.158718633254346209e+00, 2.399025026147066697e+00, 2.247231422463401351e+00, 2.284256767415594691e+00, 1.938930536837830232e+00, 2.108437298409457927e+00, 2.358737390618077079e+00
2.079000000000000000e+03, 2.461772137948621264e+00, 2.455869975195512200e+00, 2.780693011330956921e+00, 2.404387079940564664e+00, 2.501287193950729737e+00, 2.245250449162760287e+00, 2.254917963247698331e+00, 2.437113678036897380e+00, 2.221631902166022243e+00, 2.258924080853560223e+00, 2.394814119689499865e+00, 2.244921462645410593e+00, 2.295346284927409108e+00, 2.124015102978773051e+00, 2.157848860072994146e+00, 2.380905300591241058e+00
2.080000000000000000e+03, 2.272884261330880840e+00, 2.578013752914380508e+00, 2.789557784331126555e+00, 2.355481766555325596e+00, 2.504199150208119562e+00, 2.173889976285795722e+00, 2.232737894648451960e+00, 2.506466010229188246e+00, 2.159647541532074833e+00, 2.171434080563607427e+00, 2.498429177281691782e+00, 2.277666804979921356e+00, 2.298167444260826642e+00, 2.014555012397181155e+00, 2.050141713882495775e+00, 2.297320120887659467e+00
2.081000000000000000e+03, 2.324136855105698896e+00, 2.544490079860197262e+00, 2.798998575244094233e+00, 2.370162670889938372e+00, 2.372305142628737595e+00, 2.089437864220208052e+00, 2.287761766937402630e+00, 2.514740987618555135e+00, 2.230159192332120455e+00, 2.345960708502902392e+00, 2.357647296504103096e+00, 2.254276524085474964e+00, 2.284908972429614771e+00, 2.185813701869204539e+00, 2.159465063491948555e+00, 2.375222057025407452e+00
2.082000000000000000e+03, 2.357831292369330090e+00, 2.598130751145958151e+00, 2.760407176297728693e+00, 2.390075685287487151e+00, 2.391131241067848912e+00, 1.995416833144738167e+00, 2.263511938368998777e+00, 2.518032322326615002e+00, 2.207904027191131657e+00, 2.231124883696994132e+00, 2.494883885155282144e+00, 2.202505097520170541e+00, 2.330004634876328584e+00, 2.087118728765653408e+00, 2.145057599294730277e+00, 2.329748651592892905e+00
2.083000000000000000e+03, 2.282101107710349019e+00, 2.448214617233501311e+00, 2.703456464122267811e+00, 2.463849731034467361e+00, 2.341338022622779125e+00, 2.198690435936306198e+00, 2.233444563659785942e+00, 2.476098637191532781e+00, 2.265800992580596418e+00, 2.292260153976316328e+00, 2.269544852754691977e+00, 2.092911434716073327e+00, 2.298538145856909409e+00, 2.113289389190710299e+00, 2.130403817293327062e+00, 2.319762761870987955e+00
2.084000000000000000e+03, 2.441049334530702275e+00, 2.598784967596128315e+00, 2.765306795696166553e+00, 2.333580383247027434e+00, 2.408030808241920617e+00, 2.230950258508721529e+00, 2.335849336139584675e+00, 2.363412224929348771e+00, 2.283348377120771211e+00, 2.299515324196104604e+00, 2.420213720891647213e+00, 2.329840717031661956e+00, 2.309648627513629648e+00, 2.069659060229354974e+00, 2.154991252802899826e+00, 2.410100213415537151e+00
2.085000000000000000e+03, 2.349825934152159235e+00, 2.399329218312632683e+00, 2.683871198233043653e+00, 2.396738092360024108e+00, 2.485748786977864722e+00, 2.039690185383752130e+00, 2.207095709757996627e+00, 2.356592723537493050e+00, 2.237926017874894757e+00, 2.167945206081250742e+00, 2.351288932721907976e+00, 2.398266799427692053e+00, 2.282102094637637801e+00, 2.022770373429795487e+00, 2.105206275960768370e+00, 2.358851589760375234e+00
2.086000000000000000e+03, 2.313756598390368513e+00, 2.609723788637340114e+00, 2.639410676295585567e+00, 2.459190008996487098e+00, 2.476672935422304711e+00, 2.186162216287685034e+00, 2.202600159303573779e+00, 2.479988181571233685e+00, 2.229892942207521322e+00, 2.237316405251530416e+00, 2.355741745125241149e+00, 2.269633273075986502e+00, 2.244074658569968239e+00, 2.184125769964893493e+00, 1.966934735570659898e+00, 2.311777285258490799e+00
2.087000000000000000e+03, 2.367447680394609399e+00, 2.520291162085841918e+00, 2.727908594529613318e+00, 2.485069011171626041e+00, 2.547843781645529493e+00, 2.085702509374047775e+00, 2.227154573982200514e+00, 2.343550244017186035e+00, 2.314405991275420238e+00, 2.197178382786724171e+00, 2.511262446141099502e+00, 2.208394202496491321e+00, 2.236264214680906193e+00, 2.002842415777339458e+00, 2.029035886199216154e+00, 2.457027326977229809e+00
2.088000000000000000e+03, 2.293264540695501896e+00, 2.439766066993676041e+00, 2.650277007218123426e+00, 2.420962643200223585e+00, 2.483510451931290053e+00, 2.077926656404585959e+00, 2.286284934568709293e+00, 2.363124431584320284e+00, 2.288575180058103786e+00, 2.233725973789289387e+00, 2.559768394258604030e+00, 2.213993090723732404e+00, 2.218734836408139621e+00, 2.097833588812693772e+00, 2.071014283286058077e+00, 2.348383389380158448e+00
2.089000000000000000e+03, 2.340858876981757319e+00, 2.453271599497604427e+00, 2.613785497514313771e+00, 2.432184166901179445e+00, 2.321869826882447807e+00, 2.127171453645060772e+00, 2.271309525272123153e+00, 2.359224932762246763e+00, 2.238513668188815142e+00, 2.225454725773290843e+00, 2.425061871034006167e+00, 2.267698311014657353e+00, 2.281063253950728509e+00, 2.029506571357410305e+00, 2.133277968355394627e+00, 2.382259986183425493e+00
2.090000000000000000e+03, 2.345629510715543375e+00, 2.521465387039923289e+00, 2.737249745499638731e+00, 2.402423846363591409e+00, 2.275958579734749687e+00, 2.161287472767432494e+00, 2.246098205448626040e+00, 2.448588647151817455e+00, 2.274635390172550231e+00, 2.194825605272739288e+00, 2.437965132530069301e+00, 2.330251028236376420e+00, 2.117197973479917117e+00, 2.117828868191055314e+00, 2.107683515339965563e+00, 2.475361315010481178e+00
2.091000000000000000e+03, 2.351410295226575187e+00, 2.522295306041515417e+00, 2.726569549263917924e+00, 2.446587310000659432e+00, 2.435965266329794598e+00, 2.111212561085846762e+00, 2.398504332420318796e+00, 2.461403634249726746e+00, 2.264242168210274020e+00, 2.251044634146653234e+00, 2.368858133964014456e+00, 2.172080094536224415e+00, 2.222024324186002264e+00, 2.048654328855957107e+00, 2.156705333115569001e+00, 2.317202044995059662e+00
2.092000000000000000e+03, 2.271411394173980636e+00, 2.531066284904392560e+00, 2.601968048870063832e+00, 2.397074343741544933e+00, 2.589917087522144890e+00, 2.246530592546235550e+00, 2.200386061761740120e+00, 2.448691998656229440e+00, 2.238859782770398876e+00, 2.300141270707658503e+00, 2.464428538668899105e+00, 2.103471240911982676e+00, 2.304121047460703675e+00, 2.031958913944503564e+00, 2.057728885723061563e+00, 2.315604934457913266e+00
2.093000000000000000e+03, 2.358849940619670349e+00, 2.377837182973397301e+00, 2.712947014344583962e+00, 2.386129620042089616e+00, 2.545329623442079914e+00, 2.201915776428134297e+00, 2.171791908829541651e+00, 2.474171556426439711e+00, 2.283068972964542365e+00, 2.312533081008287361e+00, 2.552721490310512653e+00, 2.351316526777587068e+00, 2.203450764211427160e+00, 2.003764761339045464e+00, 2.174477428908338617e+00, 2.277560689459023902e+00
2.094000000000000000e+03, 2.399235562016913015e+00, 2.471753974564248502e+00, 2.699687190822466221e+00, 2.468403964914251958e+00, 2.504419086133699679e+00, 2.194637489410179221e+00, 2.195437060786675776e+00, 2.355431488788145789e+00, 2.106713948507518364e+00, 2.345715725605090007e+00, 2.387586869800143230e+00, 2.289563865352420624e+00, 2.262568783716989884e+00, 2.058644221552843323e+00, 2.249234169699945607e+00, 2.483445803727684531e+00
2.095000000000000000e+03, 2.266335582680087057e+00, 2.557331405082803766e+00, 2.723962886481509305e+00, 2.399022475261701981e+00, 2.522039647011578012e+00, 2.061726455924266510e+00, 2.212590080336784837e+00, 2.395706836049673161e+00, 2.174636346957749655e+00, 2.252964937650165034e+00, 2.440182075914073767e+00, 2.242482837760412906e+00, 2.355205653288758860e+00, 2.091212057817872783e+00, 2.023441277085206380e+00, 2.309029228944571521e+00
2.096000000000000000e+03, 2.324167025760206506e+00, 2.620718341466564905e+00, 2.715317893595780685e+00, 2.448148882875282428e+00, 2.439603733554042808e+00, 2.217541613630860553e+00, 2.351731167610713324e+00, 2.482152349959288795e+00, 2.249717282725084644e+00, 2.113273417472573801e+00, 2.402781835983378134e+00, 2.231143873695889290e+00, 2.297148794680534678e+00, 2.081688371233578749e+00, 2.112490278925946541e+00, 2.331474000163130889e+00
2.097000000000000000e+03, 2.191007176880181540e+00, 2.499878425941018723e+00, 2.664483386609965088e+00, 2.339192445486588223e+00, 2.476191706042032425e+00, 2.269991366451203696e+00, 2.310437282105527235e+00, 2.424602608867458375e+00, 2.148431202165056675e+00, 2.282234355340904131e+00, 2.415596221902764462e+00, 2.316365376452206970e+00, 2.207433597663587488e+00, 2.081722186841049815e+00, 2.087554355672245787e+00, 2.337009665518841039e+00
2.098000000000000000e+03, 2.249792179751898491e+00, 2.380647902685913309e+00, 2.681824294990868829e+00, 2.416932095309466622e+00, 2.508964238128036150e+00, 2.092726289322008881e+00, 2.249948027214808910e+00, 2.446635716813983397e+00, 2.180274990184943640e+00, 2.255626982255859669e+00, 2.488818913871800209e+00, 2.267740838178402552e+00, 2.136760485952202693e+00, 2.081353451761545514e+00, 2.056810835572052021e+00, 2.388989889271381450e+00
2.099000000000000000e+03, 2.314277262256663636e+00, 2.440054503839054423e+00, 2.648767285498552226e+00, 2.419854174809814129e+00, 2.328526320728352417e+00, 2.257063997052654258e+00, 2.228616464380715811e+00, 2.494246532951256867e+00, 2.052113228457206340e+00, 2.124499860853712896e+00, 2.421813105110776743e+00, 2.229943541843835586e+00, 2.318645245054504755e+00, 2.066838651123480641e+00, 2.118266390442349767e+00, 2.366319786708327655e+00
2.100000000000000000e+03, 2.375711332189316849e+00, 2.583834352343538754e+00, 2.781222447399854136e+00, 2.382010306785926179e+00, 2.425834662305661471e+00, 2.210091089535211939e+00, 2.245429868645403282e+00, 2.527980376988526512e+00, 2.222525121826785188e+00, 2.243704025583261430e+00, 2.549248768344948957e+00, 2.157139016048098323e+00, 2.263866518919008364e+00, 1.952802696451438225e+00, 2.128584565528216732e+00, 2.384335195206955582e+00
