year, CESM2-WACCM, NorESM2-LM, MPI-ESM1-2-LR, CNRM-ESM2-1, IPSL-CM6A-LR, INM-CM4-8, GFDL-ESM4, TaiESM1, MIROC-ES2L, CanESM5, INM-CM5-0, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg
2.077000000000000000e+03, 7.640831956466621477e+01, 6.350853538465525361e+01, 4.033045799234389506e+01, 7.445137735967603021e+01, 4.636693310595894246e+01, 7.652625044695213319e+01, 1.106863169281301111e+02, 2.615140694991397297e+01, 6.048666168510436592e+01, 7.085864314491792015e+01, 7.715490516987993885e+01, 4.787506955646734497e+01, 7.785073287589678159e+01, 6.816924865977046011e+01, 6.530885246439414971e+01, 2.645637312043508160e+01
2.078000000000000000e+03, 7.667232626418567065e+01, 6.357041806249928584e+01, 4.047970389705269412e+01, 7.464332615881235711e+01, 4.660048177075319131e+01, 7.654504471138396582e+01, 1.110576271281334186e+02, 2.624098675426741067e+01, 6.056175751832487464e+01, 7.105741848715842934e+01, 7.715973600075535899e+01, 4.822945962411422727e+01, 7.811903887174658223e+01, 6.852218755567930941e+01, 6.553385232613393896e+01, 2.664972690125181032e+01
2.079000000000000000e+03, 7.670787320363943707e+01, 6.372886663283043163e+01, 4.051845507997789753e+01, 7.477483124063216735e+01, 4.691606170016089550e+01, 7.649764752688837177e+01, 1.112330484544327334e+02, 2.640479119674144570e+01, 6.033254224287079381e+01, 7.127465281607868519e+01, 7.726244613773974379e+01, 4.846392480032420025e+01, 7.835415092092458167e+01, 6.880904328883585208e+01, 6.575968509244036397e+01, 2.679888221783757274e+01
2.080000000000000000e+03, 7.688473749347437547e+01, 6.376697966262068462e+01, 4.071052396779748506e+01, 7.475523510269313476e+01, 4.728113423508279567e+01, 7.649596791902931159e+01, 1.115599818078502778e+02, 2.644948605639292083e+01, 5.984635616924011003e+01, 7.143836816028316150e+01, 7.741973241114664006e+01, 4.857189252567408033e+01, 7.859441296045100955e+01, 6.909176382536807637e+01, 6.593618314187929741e+01, 2.711271852652406977e+01
2.081000000000000000e+03, 7.709826224088874369e+01, 6.374106443823256285e+01, 4.105542818950932116e+01, 7.502383968917482093e+01, 4.770146660160116880e+01, 7.660970715899182437e+01, 1.118821915582805957e+02, 2.646529604750734066e+01, 5.964163631112719344e+01, 7.171995067299776849e+01, 7.748181087186758020e+01, 4.875310257660833457e+01, 7.880757303708337247e+01, 6.928563586751798198e+01, 6.616014348755783203e+01, 2.720135193181122091e+01
2.082000000000000000e+03, 7.722634348379330049e+01, 6.376067497035010234e+01, 4.112582956089202213e+01, 7.517360467167242177e+01, 4.803468777701237258e+01, 7.672413900641798534e+01, 1.121604603946826160e+02, 2.648475316523181178e+01, 5.964068675059682789e+01, 7.198933551838761957e+01, 7.740398672522094614e+01, 4.900318990517060769e+01, 7.890558935300529697e+01, 6.927189744806636895e+01, 6.633893190636979398e+01, 2.748364996476097488e+01
2.083000000000000000e+03, 7.744850138589706035e+01, 6.380522981121985282e+01, 4.128159653588511446e+01, 7.536108574405054128e+01, 4.833557955350047308e+01, 7.680435388547026321e+01, 1.122350767092222696e+02, 2.656592820536529942e+01, 5.962370583487358999e+01, 7.222535735662316370e+01, 7.735150713256726362e+01, 4.913268108907905685e+01, 7.905795221310273746e+01, 6.939732652784266520e+01, 6.643660536715049147e+01, 2.795264581251836589e+01
2.084000000000000000e+03, 7.763883454870457967e+01, 6.409700302234655567e+01, 4.134429040580448600e+01, 7.541907416683415022e+01, 4.864419988205743550e+01, 7.690893027474598398e+01, 1.125615227858102116e+02, 2.668395836407480815e+01, 5.952114213496735573e+01, 7.241328264054864405e+01, 7.732537821129709243e+01, 4.921267152934549927e+01, 7.924440898899318597e+01, 6.964506226208746398e+01, 6.661721979603370869e+01, 2.824508368073833253e+01
2.085000000000000000e+03, 7.760389697733873504e+01, 6.440998399770732874e+01, 4.138400018525719304e+01, 7.552229049530849636e+01, 4.896242745373315586e+01, 7.693196133505544765e+01, 1.129093506180054476e+02, 2.678726009458945256e+01, 5.943665648100984100e+01, 7.267142570104678612e+01, 7.727863146287670304e+01, 4.910766694822842027e+01, 7.932987297001830029e+01, 6.982551663791647911e+01, 6.683791433402116411e+01, 2.836984297517610898e+01
2.086000000000000000e+03, 7.790144530838975356e+01, 6.467455656311543066e+01, 4.157904628371628775e+01, 7.572393493735614811e+01, 4.932024807036491154e+01, 7.695344496530843514e+01, 1.130544238300063711e+02, 2.690314022984669506e+01, 5.941451303349187185e+01, 7.282735505450577307e+01, 7.732863207930687111e+01, 4.914186066120092988e+01, 7.944070281897511165e+01, 7.008342073090840074e+01, 6.702489275318190209e+01, 2.837579597930453446e+01
2.087000000000000000e+03, 7.812201477463922572e+01, 6.467603610378007772e+01, 4.159295149262852931e+01, 7.587212530409347266e+01, 4.961254285434657163e+01, 7.693813162905551906e+01, 1.131949469070742538e+02, 2.699119733525705911e+01, 5.956488852989838989e+01, 7.284984587130257694e+01, 7.731771654861786658e+01, 4.958161032217765296e+01, 7.953655984335360074e+01, 7.003858728084520635e+01, 6.706080013322690547e+01, 2.844130129176039290e+01
2.088000000000000000e+03, 7.810905374384894628e+01, 6.451545262614391163e+01, 4.164771046571305391e+01, 7.587629224496373581e+01, 4.986905172403459829e+01, 7.694184350885737445e+01, 1.133110937151038513e+02, 2.704766038920808313e+01, 5.982336664845875163e+01, 7.294564407031722908e+01, 7.716253219780587358e+01, 4.978335239779947585e+01, 7.955920056612146141e+01, 6.994854971278897438e+01, 6.707260633503913994e+01, 2.844908872460571203e+01
2.089000000000000000e+03, 7.847395765080639762e+01, 6.477129377969389168e+01, 4.174149813684424259e+01, 7.622214421240170168e+01, 5.025371904329730199e+01, 7.693359941107182465e+01, 1.134366889383230443e+02, 2.705461810853506677e+01, 5.989004366474562602e+01, 7.285192002878042672e+01, 7.709306189136604814e+01, 5.005437029109744884e+01, 7.958157319570911170e+01, 6.979365116822535242e+01, 6.722368810204656597e+01, 2.856597416910081222e+01
2.090000000000000000e+03, 7.892673460625776727e+01, 6.522846070551075570e+01, 4.179348404147886953e+01, 7.648508720586582399e+01, 5.059112776468833061e+01, 7.704051684386560339e+01, 1.135921687306039161e+02, 2.704226066822226926e+01, 5.984359708780713305e+01, 7.293585514741369025e+01, 7.708913631670222344e+01, 4.993564480914353254e+01, 7.969029841686646876e+01, 6.985078779751212608e+01, 6.730265316685510868e+01, 2.866527613722998780e+01
2.091000000000000000e+03, 7.916098504682831560e+01, 6.537106954009573201e+01, 4.206133371224782991e+01, 7.661231990091398814e+01, 5.080400160729872283e+01, 7.695993709986926490e+01, 1.135590485697951522e+02, 2.702213210683135358e+01, 5.992544618408724233e+01, 7.320441968436172431e+01, 7.702404386144685589e+01, 4.952303186918710054e+01, 7.984344270229578910e+01, 6.995501432800371333e+01, 6.725953038501884862e+01, 2.870300591037728566e+01
2.092000000000000000e+03, 7.941231646455909754e+01, 6.559765622385566530e+01, 4.212599962572188872e+01, 7.672986471655752894e+01, 5.092062493941460843e+01, 7.695408793541358250e+01, 1.135589549681790231e+02, 2.707136300059217149e+01, 5.998043155058778808e+01, 7.348331030963049670e+01, 7.696476812374206133e+01, 4.981620552485707520e+01, 8.009463726979323894e+01, 6.990252370128968096e+01, 6.730593790206431493e+01, 2.868597445288369485e+01
2.093000000000000000e+03, 7.952198730442080432e+01, 6.554028493774444541e+01, 4.221993396775609142e+01, 7.679925493014708593e+01, 5.114799046012590367e+01, 7.689461509894412927e+01, 1.138117180883278792e+02, 2.710317046049499723e+01, 5.982947028598893979e+01, 7.353610972201735763e+01, 7.700968718720990580e+01, 5.015488436926649030e+01, 8.026576244138384197e+01, 6.994526340388148355e+01, 6.735573796208787201e+01, 2.888578469903537282e+01
2.094000000000000000e+03, 7.952352276514911011e+01, 6.557502122069259087e+01, 4.239877485262006473e+01, 7.685957689424729722e+01, 5.141146943486074150e+01, 7.676057302428790763e+01, 1.140406921664072541e+02, 2.707492864474028949e+01, 5.978315360101867526e+01, 7.352573572755221676e+01, 7.701019425787015393e+01, 5.035496909542806065e+01, 8.034555117042216921e+01, 7.033376879446866781e+01, 6.749345845625839502e+01, 2.894947454297186340e+01
2.095000000000000000e+03, 7.969123979843109851e+01, 6.581129819982041340e+01, 4.252984968034562741e+01, 7.682872113584281237e+01, 5.168772504340387997e+01, 7.673963392859175769e+01, 1.140784364944780123e+02, 2.717690815744121835e+01, 5.991734628395900586e+01, 7.355303880903045410e+01, 7.691525723362143196e+01, 5.030101174552456200e+01, 8.037319947818417631e+01, 7.063653514095274488e+01, 6.757835554942440126e+01, 2.908220270871968793e+01
2.096000000000000000e+03, 8.006210016900593018e+01, 6.589588968045381989e+01, 4.257942167960601410e+01, 7.704327458494830694e+01, 5.192607524651433692e+01, 7.669885287900059723e+01, 1.139854354041668500e+02, 2.723325292426790156e+01, 5.982741182398864055e+01, 7.351715084523752353e+01, 7.684762595640030725e+01, 5.012956506717238625e+01, 8.041722409991923826e+01, 7.070053281254291733e+01, 6.757106295521055017e+01, 2.926874631873941368e+01
2.097000000000000000e+03, 8.036920637513037491e+01, 6.612141977965012529e+01, 4.276820926330549355e+01, 7.696170059813967157e+01, 5.208172493706367590e+01, 7.670637405503013895e+01, 1.141366576659366388e+02, 2.724924649447130420e+01, 5.990165802811643658e+01, 7.362609640168646763e+01, 7.682385181128823604e+01, 5.024053205717168424e+01, 8.044801940297149656e+01, 7.080149309963459814e+01, 6.772616978049316572e+01, 2.940421348557966041e+01
2.098000000000000000e+03, 8.050472654871849443e+01, 6.630949690376259298e+01, 4.283799559336878104e+01, 7.714602499233960486e+01, 5.229312734594911660e+01, 7.674770904499142432e+01, 1.142453392935980929e+02, 2.723140940344369909e+01, 5.976820847560632188e+01, 7.373258572374476216e+01, 7.677711102598337334e+01, 5.020404284938378225e+01, 8.049794302874329333e+01, 7.098812992278874390e+01, 6.785540842052564869e+01, 2.965166895160226801e+01
2.099000000000000000e+03, 8.070016296928618260e+01, 6.627809968891305914e+01, 4.294526123271207041e+01, 7.713160134269354273e+01, 5.250164723151336688e+01, 7.668381815435463977e+01, 1.143247622000996984e+02, 2.720066501283384852e+01, 5.955644893400375395e+01, 7.398418951950438327e+01, 7.679247559997682515e+01, 5.030771792281036170e+01, 8.062369678143669205e+01, 7.116519151655168685e+01, 6.801185682584696224e+01, 2.978996096030761009e+01
2.100000000000000000e+03, 8.086395772761039780e+01, 6.618046258228180534e+01, 4.310936830943368392e+01, 7.725748926069277900e+01, 5.267828514778480553e+01, 7.651619389440570274e+01, 1.143718925749878110e+02, 2.730754543562671444e+01, 5.940145046774114945e+01, 7.423477892550648960e+01, 7.686192679718351428e+01, 5.041168154617660946e+01, 8.078336010444856186e+01, 7.125683703820456572e+01, 6.810891528879619727e+01, 2.982028490463042303e+01
