year, ACCESS-ESM1-5, CESM2-WACCM, INM-CM4-8, CanESM5, CMCC-CM2-SR5, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, INM-CM5-0, NorESM2-MM, MIROC-ES2L, CNRM-ESM2-1, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR
2.077000000000000000e+03, 2.706008604100870798e+02, 2.690775318967903900e+02, 2.679214598559659066e+02, 2.712416990546506099e+02, 2.710278407727004151e+02, 2.686192682289660638e+02, 2.681654463424604842e+02, 2.687992086360416693e+02, 2.682788196039325044e+02, 2.683904097057499598e+02, 2.671506684614144547e+02, 2.708721837718211987e+02, 2.708084979906002445e+02, 2.686157567300004416e+02, 2.687936191324307060e+02, 2.704192030434983849e+02
2.078000000000000000e+03, 2.708555466703019192e+02, 2.696687186186081817e+02, 2.674693329225066236e+02, 2.709882101693950744e+02, 2.711075754910398246e+02, 2.698990635754430514e+02, 2.679062922101633148e+02, 2.685417307742789035e+02, 2.688146669781152696e+02, 2.677637301823910434e+02, 2.678905838629538039e+02, 2.705962777627145783e+02, 2.695116157179510878e+02, 2.687023322767720970e+02, 2.681361609144624367e+02, 2.700560496274659954e+02
2.079000000000000000e+03, 2.708256811695225679e+02, 2.690239128208988859e+02, 2.672331801864340264e+02, 2.710693786776070056e+02, 2.719281713356003820e+02, 2.693069536342674724e+02, 2.676701795972402351e+02, 2.686833134854066998e+02, 2.687615667246889188e+02, 2.686157340056898306e+02, 2.677363001151953199e+02, 2.709697922964579107e+02, 2.708697812911893266e+02, 2.693253760277751212e+02, 2.679347282101204542e+02, 2.706562702286242938e+02
2.080000000000000000e+03, 2.706939832968611199e+02, 2.692794441177026101e+02, 2.680557592580163373e+02, 2.713858503052216520e+02, 2.711577013626314283e+02, 2.694186189432313085e+02, 2.689640191109820080e+02, 2.681742388395069838e+02, 2.687584737111881168e+02, 2.683110559357896818e+02, 2.669629909799412530e+02, 2.708906783642258915e+02, 2.689558681326839178e+02, 2.693092761471626204e+02, 2.687747131808645804e+02, 2.708601759650721306e+02
2.081000000000000000e+03, 2.704867477109845026e+02, 2.687869711316161556e+02, 2.676843505534640713e+02, 2.716859500183137470e+02, 2.714992994298217468e+02, 2.690562428291681840e+02, 2.686924391056725199e+02, 2.689544464712540162e+02, 2.677785779220254199e+02, 2.687285643079574129e+02, 2.672372380011510700e+02, 2.706204921178876361e+02, 2.703252923501844975e+02, 2.697848741599999016e+02, 2.685992306213446454e+02, 2.706145030128323015e+02
2.082000000000000000e+03, 2.707358416731015609e+02, 2.686395804566446941e+02, 2.680462549390512095e+02, 2.710506075708716480e+02, 2.709554784028751442e+02, 2.690753724329162537e+02, 2.681447690925407983e+02, 2.694860585630660808e+02, 2.683624421719318320e+02, 2.685813106312820082e+02, 2.668745089959681422e+02, 2.703811486486450804e+02, 2.701609206147701343e+02, 2.693416732450306768e+02, 2.691405966139160455e+02, 2.700851532889979012e+02
2.083000000000000000e+03, 2.710093412957016312e+02, 2.696148080011843717e+02, 2.680419163201987658e+02, 2.717971056323756898e+02, 2.715191523558906965e+02, 2.684901496904397504e+02, 2.688585551451153037e+02, 2.698798507912586047e+02, 2.681472376545679595e+02, 2.681914800640856811e+02, 2.674254094055260111e+02, 2.704876837413423800e+02, 2.703185164081755261e+02, 2.691689242001015145e+02, 2.683968603475055943e+02, 2.703579891564702393e+02
2.084000000000000000e+03, 2.705137765616916568e+02, 2.696428404791948878e+02, 2.684540249877413771e+02, 2.714513593709783095e+02, 2.712579729588770761e+02, 2.685809979191942034e+02, 2.682352349979561268e+02, 2.691428633318658967e+02, 2.683324009334268681e+02, 2.684491521174448962e+02, 2.674818682900634599e+02, 2.706301157050996835e+02, 2.694015201285858438e+02, 2.694304096967921396e+02, 2.682133991565667088e+02, 2.706011577274043134e+02
2.085000000000000000e+03, 2.702614778753536484e+02, 2.690975658410621350e+02, 2.674248808611275763e+02, 2.715559382012181118e+02, 2.712038703946103624e+02, 2.689937050802250837e+02, 2.679460005665424660e+02, 2.692304944264143955e+02, 2.681437950656000453e+02, 2.681572104983558802e+02, 2.679763394768481248e+02, 2.706836800623681825e+02, 2.696644010092997519e+02, 2.692405455608516718e+02, 2.682856262299298464e+02, 2.704510692698062826e+02
2.086000000000000000e+03, 2.706133288973141475e+02, 2.696362690939793083e+02, 2.673621442893406197e+02, 2.714727635367190715e+02, 2.715513895192795530e+02, 2.690188468579650589e+02, 2.685079413097042220e+02, 2.689371413851233683e+02, 2.682363028901074244e+02, 2.685070274624525268e+02, 2.674567784657646712e+02, 2.707949897967353650e+02, 2.706342020131451136e+02, 2.695864854251639144e+02, 2.681383807858468913e+02, 2.697521806358328718e+02
2.087000000000000000e+03, 2.700772920235010588e+02, 2.688932220500765879e+02, 2.674245336133528212e+02, 2.713142698135341675e+02, 2.719956397088356539e+02, 2.682555259828977228e+02, 2.681720525037057428e+02, 2.695985032931334331e+02, 2.684736008784199157e+02, 2.686076858373820073e+02, 2.666437825006011622e+02, 2.711638153139180645e+02, 2.700129550624243961e+02, 2.687034206742362130e+02, 2.685483892861632285e+02, 2.702389346062484492e+02
2.088000000000000000e+03, 2.703659447709385972e+02, 2.698183453206663103e+02, 2.673488377059941286e+02, 2.709964797759132011e+02, 2.717793741545988269e+02, 2.682693436266670233e+02, 2.683894123282611872e+02, 2.697774296333502093e+02, 2.681143313673804300e+02, 2.679291864887730981e+02, 2.674334982759007744e+02, 2.709583949237319871e+02, 2.692748394757492747e+02, 2.686401699227796485e+02, 2.685470545050955593e+02, 2.705093399074560807e+02
2.089000000000000000e+03, 2.703403428456989559e+02, 2.695279434829029697e+02, 2.674413861163437218e+02, 2.710396636385134457e+02, 2.722096827859408563e+02, 2.694238334505121770e+02, 2.682795612026370122e+02, 2.694533896067493401e+02, 2.686793782745892258e+02, 2.681121586409472570e+02, 2.669840458582272049e+02, 2.710633645691816014e+02, 2.703212763895058401e+02, 2.690411168771551615e+02, 2.682931452870710700e+02, 2.706945487484363184e+02
2.090000000000000000e+03, 2.702589815695605466e+02, 2.693844412410452378e+02, 2.677385651251826175e+02, 2.710269355090008503e+02, 2.712446246556934852e+02, 2.694173912529361132e+02, 2.680773473108326357e+02, 2.688125267267692493e+02, 2.683569011006224514e+02, 2.685192148553522884e+02, 2.671454441253323466e+02, 2.707698110248932721e+02, 2.706316280065731235e+02, 2.695945547123756114e+02, 2.686744058450554462e+02, 2.703299452433109309e+02
2.091000000000000000e+03, 2.708104801078014816e+02, 2.693611777029523182e+02, 2.677794041223496606e+02, 2.713255508171317842e+02, 2.713135702224536203e+02, 2.697449290415894438e+02, 2.688712955073538637e+02, 2.686239635975508122e+02, 2.685987041661523449e+02, 2.678909704668253653e+02, 2.673967596777582116e+02, 2.714576689859056842e+02, 2.707905529441711110e+02, 2.686454458904699436e+02, 2.678236417152923536e+02, 2.698956127783073384e+02
2.092000000000000000e+03, 2.711076423520090657e+02, 2.700622594455758758e+02, 2.678062647589371181e+02, 2.709851605222935973e+02, 2.722648604587502632e+02, 2.696694760975179292e+02, 2.674335227563333888e+02, 2.693353351264046296e+02, 2.686679382123925279e+02, 2.677996479728060990e+02, 2.671235255061466773e+02, 2.710002349060857796e+02, 2.700930946745914412e+02, 2.691397927770227625e+02, 2.682834301853781085e+02, 2.695483785023507153e+02
2.093000000000000000e+03, 2.696588208520226431e+02, 2.690585670028845016e+02, 2.671690057899632507e+02, 2.714830175812246580e+02, 2.722601287732622950e+02, 2.691083346505960776e+02, 2.682741894182399847e+02, 2.688097403941913512e+02, 2.684895617583532612e+02, 2.677355481740110577e+02, 2.673154722111393653e+02, 2.708192376288877199e+02, 2.706328318397428347e+02, 2.693757482632700544e+02, 2.677122253936127549e+02, 2.705930106616448256e+02
2.094000000000000000e+03, 2.707210616889984749e+02, 2.695317082769843751e+02, 2.677810196054783773e+02, 2.716537175015778303e+02, 2.722550503355476508e+02, 2.692571142352736047e+02, 2.683377426353746955e+02, 2.689942344119565405e+02, 2.686280006803529545e+02, 2.675185389199255042e+02, 2.680291054620207660e+02, 2.710015810406480341e+02, 2.695347975634558679e+02, 2.696654598705357557e+02, 2.678756676983642251e+02, 2.700121317215242698e+02
2.095000000000000000e+03, 2.703415393081493789e+02, 2.691482178355266228e+02, 2.677573255214098253e+02, 2.706335295720239174e+02, 2.723856616927797631e+02, 2.683818197606091758e+02, 2.681517762419357496e+02, 2.696665584519215031e+02, 2.677619859313348343e+02, 2.673607285201321133e+02, 2.676164927399611315e+02, 2.711335335232830062e+02, 2.696448034309072455e+02, 2.694241688208924188e+02, 2.689069938167237979e+02, 2.699586639618030404e+02
2.096000000000000000e+03, 2.707854582494577471e+02, 2.702809917040875689e+02, 2.675467290834754408e+02, 2.709244154416863921e+02, 2.720087338198272846e+02, 2.689671829061373955e+02, 2.672322448386545943e+02, 2.694376683953557858e+02, 2.677375290827471304e+02, 2.681580538572971477e+02, 2.673610458900654407e+02, 2.712967544345567035e+02, 2.705742299500788022e+02, 2.685529439144365256e+02, 2.690388287601948605e+02, 2.696900575768142971e+02
2.097000000000000000e+03, 2.701563136360295516e+02, 2.694381407839667872e+02, 2.677294576567596778e+02, 2.711348787879396127e+02, 2.727495994840427329e+02, 2.696586373442665945e+02, 2.680263942461564852e+02, 2.692066372002289540e+02, 2.689640811109123320e+02, 2.681098894961957058e+02, 2.669434290969260815e+02, 2.708746896668023965e+02, 2.699068889422802044e+02, 2.691483338200566209e+02, 2.683957921368776738e+02, 2.696892832299409974e+02
2.098000000000000000e+03, 2.703480410566344858e+02, 2.703225522738374593e+02, 2.677915996974398922e+02, 2.708118713525357748e+02, 2.723623311319166760e+02, 2.687869515546756247e+02, 2.676739879902879125e+02, 2.699377238289584966e+02, 2.678108797167249122e+02, 2.679843739751227076e+02, 2.674825197900245257e+02, 2.705196070571779501e+02, 2.702702580263289747e+02, 2.691285303543090208e+02, 2.680949871406277225e+02, 2.703752511424524414e+02
2.099000000000000000e+03, 2.706137583167457024e+02, 2.693647075655235881e+02, 2.677363887494751680e+02, 2.716995254620826472e+02, 2.726374655546928807e+02, 2.690587507237383988e+02, 2.687866376536645703e+02, 2.687520815846838218e+02, 2.680257696944735812e+02, 2.682131028826620991e+02, 2.676950225396300880e+02, 2.701038474573326198e+02, 2.701474942167395739e+02, 2.695644401826710350e+02, 2.683306162559425729e+02, 2.703706671325199977e+02
2.100000000000000000e+03, 2.708040268096529530e+02, 2.703072866752623895e+02, 2.676339301976138927e+02, 2.715164099914385929e+02, 2.727450113789203670e+02, 2.685949876391501334e+02, 2.685856092392903065e+02, 2.697827484785512979e+02, 2.675407682510917198e+02, 2.678401519975549263e+02, 2.676279375312963680e+02, 2.703811939330581140e+02, 2.706887412579409329e+02, 2.696939518686473889e+02, 2.687401346776848641e+02, 2.703755402006015061e+02
