year, NorESM2-LM, CESM2-WACCM, CMCC-CM2-SR5, CNRM-ESM2-1, INM-CM5-0, MPI-ESM1-2-LR, NorESM2-MM, MIROC-ES2L, UKESM1-0-LL, IPSL-CM6A-LR, INM-CM4-8, ACCESS-ESM1-5, CanESM5, TaiESM1, EC-Earth3-Veg, GFDL-ESM4
2.077000000000000000e+03, 4.722089393425545900e+00, 5.797754406638675917e+00, 6.393233035464542802e+00, 7.612817849260556713e+00, 5.007449773107945923e+00, 6.821640950830583527e+00, 5.260628189857051495e+00, 7.638027905520795358e+00, 7.445311930163382108e+00, 4.404695363819070231e+00, 5.018544864715727805e+00, 3.815913526125778166e+00, 5.599407672358610810e+00, 2.378698067957857987e+00, 4.729040228649813216e+00, 8.168032193922110551e+00
2.078000000000000000e+03, 4.614309287782009328e+00, 5.791492904824730559e+00, 6.204865032127569791e+00, 7.613160187296648118e+00, 4.894768861728007181e+00, 6.965593666489682256e+00, 5.434716376707366514e+00, 7.500630752938873158e+00, 7.648523446209750887e+00, 4.403141210831670094e+00, 4.838287385412893826e+00, 3.872262480258756412e+00, 5.440245701114091226e+00, 2.526840124071603189e+00, 4.665089798824189060e+00, 8.077960143809049143e+00
2.079000000000000000e+03, 4.768919159751654924e+00, 5.425315118654095770e+00, 6.399911054881104455e+00, 7.450860658710462658e+00, 5.134445700072399532e+00, 6.730750179515212039e+00, 5.342360743338963935e+00, 7.045611921092954866e+00, 7.471952504543865281e+00, 4.490047540181206998e+00, 4.713095413244031029e+00, 3.801983580386728789e+00, 5.479217694195885890e+00, 2.498085335934383089e+00, 4.802794474958300697e+00, 7.849211903589008443e+00
2.080000000000000000e+03, 4.360342022918201721e+00, 5.857173497343988622e+00, 6.028351794642730965e+00, 7.023711249744014395e+00, 5.087016968035018571e+00, 7.092416563062724499e+00, 5.315148251533669210e+00, 6.934034385054490990e+00, 7.279363011451330578e+00, 4.646470913450198914e+00, 4.896598992846919352e+00, 3.908818359181895907e+00, 5.370337107883395689e+00, 2.390586008306420762e+00, 4.820870944324444629e+00, 8.199091188271712127e+00
2.081000000000000000e+03, 4.603361729377428269e+00, 5.625409953098555960e+00, 6.504019062737506296e+00, 7.587906041168998250e+00, 5.004425508813815426e+00, 7.395572840385034930e+00, 5.154998702633529994e+00, 7.461897800560788774e+00, 7.729536859676979788e+00, 4.667359695257552232e+00, 4.973461304968035179e+00, 3.805117690507759054e+00, 5.740614105144981494e+00, 2.414428172057172528e+00, 4.770744554293012918e+00, 8.048145067185274115e+00
2.082000000000000000e+03, 4.341503282412412901e+00, 5.691085650823926478e+00, 6.273982943289383662e+00, 7.445873966350008644e+00, 4.793776336868435628e+00, 6.909841025160235795e+00, 5.066715376512862079e+00, 7.415328584296425163e+00, 7.403485454799004550e+00, 4.593401344735837277e+00, 4.935775241895309584e+00, 3.660618073985514531e+00, 5.563995669958120338e+00, 2.376273371541023582e+00, 5.451778949660562645e+00, 8.050580920340175695e+00
2.083000000000000000e+03, 4.563351592254773159e+00, 5.868515958247358277e+00, 6.469890943699399877e+00, 7.513063511262438432e+00, 4.884739770000344983e+00, 7.217892392256824330e+00, 5.360865697563128585e+00, 7.373023080780257921e+00, 7.494966541471013599e+00, 4.567382431362058348e+00, 4.997951453410181877e+00, 3.861276267710795906e+00, 5.634885944407649561e+00, 2.498466567966961094e+00, 5.113426803673677412e+00, 7.768086028930685671e+00
2.084000000000000000e+03, 4.743281803842450017e+00, 5.785958706216137948e+00, 6.195761005942469701e+00, 7.234353075918210862e+00, 4.907812326671707304e+00, 6.902661308892390934e+00, 5.248852625730850541e+00, 7.209349253615465969e+00, 7.629170526009108499e+00, 4.666236749768445158e+00, 4.989749902341512389e+00, 3.780219199064617008e+00, 5.556657960295172671e+00, 2.523508992477721868e+00, 4.986859698791302087e+00, 8.289830184335462704e+00
2.085000000000000000e+03, 4.788898951208260257e+00, 5.622315347846790878e+00, 6.250855382364667534e+00, 7.371232073895285453e+00, 4.827433711776203396e+00, 6.963556029420284510e+00, 5.330656835235978441e+00, 7.379593407748548550e+00, 7.620359393659425606e+00, 4.578728726596265730e+00, 4.848414040167358330e+00, 3.682488712863423608e+00, 5.710906450993999073e+00, 2.486445829833233478e+00, 4.723218015830046745e+00, 8.092797097277266261e+00
2.086000000000000000e+03, 4.723189204114722095e+00, 6.139963984642593964e+00, 6.491686280586008273e+00, 7.521321541834502966e+00, 5.046421596494410799e+00, 7.054305820671307181e+00, 5.352147701121783285e+00, 7.258119739368535051e+00, 7.450713965420717066e+00, 4.745873854072804043e+00, 4.882898768334575479e+00, 3.744002678200717416e+00, 5.394324264693562299e+00, 2.570471553921181318e+00, 4.750850817073083654e+00, 8.002021102646221351e+00
2.087000000000000000e+03, 4.398544067293104654e+00, 5.592624623708007725e+00, 6.660823155493417858e+00, 7.496098849426003241e+00, 4.786530079708306573e+00, 6.618624684907695510e+00, 4.865232874040153810e+00, 7.776120951281544791e+00, 7.453813563817094590e+00, 4.508679320809866553e+00, 4.777620498500353641e+00, 3.650096997687020561e+00, 5.467674801856211353e+00, 2.493488285658436165e+00, 4.480246641624955117e+00, 7.905954347247361014e+00
2.088000000000000000e+03, 4.345283577747697912e+00, 5.788379202071247676e+00, 6.383662862241674674e+00, 7.213193150831262557e+00, 4.701001266815601376e+00, 6.792276923137735345e+00, 4.989590555354544321e+00, 7.603050003883155661e+00, 7.504664112393419906e+00, 4.493857172542722545e+00, 4.817059523414135569e+00, 3.597659121214203282e+00, 5.407267297218567137e+00, 2.486637476432423721e+00, 4.704356735556541658e+00, 8.055424363942021770e+00
2.089000000000000000e+03, 5.012893133159121106e+00, 6.041068332892324477e+00, 6.635426943287646040e+00, 7.808299010672666185e+00, 4.900711971330586003e+00, 6.872665951784624028e+00, 4.811230200062224682e+00, 7.524654356908713204e+00, 7.545273733910843106e+00, 4.715897857939616244e+00, 4.810991851549604625e+00, 3.587005526252348364e+00, 5.271759421343565677e+00, 2.407191922929939665e+00, 4.623606482357908831e+00, 8.111522201968462298e+00
2.090000000000000000e+03, 4.785920395318882470e+00, 6.112336163576284065e+00, 6.218742880323828714e+00, 7.804143994197456635e+00, 4.932793809590240386e+00, 6.667646214214900446e+00, 5.270145348022075460e+00, 7.218062837686086475e+00, 7.237597109838120879e+00, 4.597175271131891172e+00, 4.939884792112529510e+00, 3.714432328595467236e+00, 5.591020291346751492e+00, 2.419759096210604810e+00, 4.673854538962391558e+00, 7.878850970495627770e+00
2.091000000000000000e+03, 4.821722831151077138e+00, 5.906178932165931705e+00, 6.222481434723848182e+00, 7.530667974855612457e+00, 4.706488730141884957e+00, 7.359366949078036235e+00, 4.944467396704903095e+00, 7.696834061088238421e+00, 7.208978016782102927e+00, 4.449090958937163442e+00, 4.609036487416780403e+00, 3.740295887042854872e+00, 5.780605983004853066e+00, 2.353340491052504646e+00, 4.219251551962023505e+00, 7.933458359861089271e+00
2.092000000000000000e+03, 4.952917700963252123e+00, 6.131669492551327316e+00, 6.569960862619713460e+00, 7.527406165071734101e+00, 4.832980894689766771e+00, 6.861566567105052528e+00, 4.827614867009661914e+00, 7.371800474010858473e+00, 7.246527657210545925e+00, 4.320937918910916054e+00, 4.946124337650346092e+00, 3.929245049108514909e+00, 5.553260513173732704e+00, 2.492350917675055566e+00, 4.555142526658591429e+00, 7.742476931358699410e+00
2.093000000000000000e+03, 4.314144137670641754e+00, 5.702151962732475710e+00, 6.499748582877387548e+00, 7.286258284855109402e+00, 4.922685575783031453e+00, 6.803503914973838107e+00, 5.138307811535269387e+00, 7.167549419807061284e+00, 7.405911388182468968e+00, 4.461180468108707942e+00, 4.574090644501311864e+00, 3.736587126741219844e+00, 5.234618815607374742e+00, 2.335792615194205890e+00, 4.309769165339215391e+00, 8.226903470258767115e+00
2.094000000000000000e+03, 4.975211151343682303e+00, 5.949185507874732437e+00, 6.510184953953945808e+00, 7.372543904155662631e+00, 4.760752787903618888e+00, 7.065493303989494045e+00, 5.365901191431825090e+00, 7.565399909933636202e+00, 7.301318868362342229e+00, 4.555293442962272010e+00, 4.651784171581082816e+00, 3.657596721311864751e+00, 5.543189831472662199e+00, 2.440672312960212587e+00, 4.354485813721629128e+00, 7.987240083134126145e+00
2.095000000000000000e+03, 4.620401770361731941e+00, 5.898684985050291374e+00, 6.437532759746177113e+00, 7.076526515863378108e+00, 4.682842876639752738e+00, 6.998441481095215799e+00, 5.255818197223669941e+00, 7.495430049626546243e+00, 7.353021688353290841e+00, 4.530797283466458936e+00, 4.815444537385434209e+00, 3.644251743526735865e+00, 5.107349498175426383e+00, 2.459361746289211670e+00, 4.524293076386837420e+00, 7.773285759688033814e+00
2.096000000000000000e+03, 4.801507267024290648e+00, 6.245193728057956584e+00, 6.426943903218591103e+00, 7.530583128477696064e+00, 4.720511184542983685e+00, 6.576523271586212083e+00, 5.100556417309819679e+00, 7.329744848786731382e+00, 7.298521908496677035e+00, 4.338311065320504589e+00, 4.643756926281386477e+00, 3.610690781760819146e+00, 5.506222837149172378e+00, 2.421644398731014114e+00, 4.729858468279808825e+00, 7.569954082208677271e+00
2.097000000000000000e+03, 4.901698694235703258e+00, 5.947005529018540848e+00, 6.503872643514259089e+00, 6.996794497163552506e+00, 4.754850788530932348e+00, 7.103131424462101329e+00, 5.150816041163205128e+00, 7.572073940919705315e+00, 7.575537431669786770e+00, 4.339085109052779998e+00, 4.895470847714034512e+00, 3.590216652753832172e+00, 5.317893569847345070e+00, 2.429644661943926032e+00, 4.746190409243217445e+00, 8.031261588285950381e+00
2.098000000000000000e+03, 4.744181583450644446e+00, 6.042641944463670534e+00, 6.453709447955978007e+00, 7.486222246959385096e+00, 4.742708499615868156e+00, 6.689874060420913260e+00, 5.244350100748409460e+00, 7.178298359647961924e+00, 7.348237020875890479e+00, 4.449206404761410383e+00, 4.823302451665665735e+00, 3.615584097625547333e+00, 5.494465216127117024e+00, 2.343152096233914072e+00, 4.592422045831882293e+00, 7.854249613183167611e+00
2.099000000000000000e+03, 4.676821343388781749e+00, 5.980644097085778377e+00, 6.725204564954412767e+00, 7.134253527841674547e+00, 4.848410755726598076e+00, 6.858111976262743603e+00, 5.116125506168911485e+00, 7.178727012471088464e+00, 7.442346665325658250e+00, 4.415893067071881006e+00, 4.673369128522298688e+00, 3.738517790004301844e+00, 5.613177481740102337e+00, 2.396282926804194080e+00, 4.211957784610269151e+00, 7.804671138177348588e+00
2.100000000000000000e+03, 4.393148112346764833e+00, 6.128428294678824884e+00, 6.517483804064073460e+00, 7.386540335196501772e+00, 4.881943943805791442e+00, 6.895517301348504269e+00, 5.130842367107071311e+00, 7.209447135193491896e+00, 7.494939923571012130e+00, 4.375484986025757195e+00, 4.640120595525063507e+00, 3.730805282188175642e+00, 5.611676358838836087e+00, 2.526024679409649476e+00, 4.766930214747228334e+00, 7.423063492692887344e+00
