year, GFDL-ESM4, ACCESS-ESM1-5, MPI-ESM1-2-LR, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM4-8, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, CESM2-WACCM, MIROC-ES2L, CMCC-ESM2, NorESM2-MM, CNRM-ESM2-1, TaiESM1, CanESM5
2.077000000000000000e+03, 5.594713337308053758e-01, 8.326495025409411666e-01, 1.497160243888971287e+00, 1.251570459833746485e+00, 1.649166570380475427e+00, 1.705378950807314720e+00, 1.347118372171139722e+00, 2.075048133982595466e+00, 1.497661658681405994e+00, 1.595007208422096756e+00, 1.084387262351164116e+00, 1.814560153629271921e+00, 1.372301929532861342e+00, 1.977079336939886911e+00, 1.881186328267128172e+00, 1.421577012586675348e+00
2.078000000000000000e+03, 5.136569494954645876e-01, 8.275986922109873634e-01, 1.556213511770672131e+00, 1.048853256616380181e+00, 1.603732852468896297e+00, 1.705103692044587893e+00, 1.351137143405248819e+00, 2.031653751494583826e+00, 1.504600620745056849e+00, 1.636421908718619145e+00, 1.071590486057387048e+00, 1.324347114623070087e+00, 1.394961410634963039e+00, 1.658806537242263124e+00, 2.089391634858736246e+00, 1.505646577143391784e+00
2.079000000000000000e+03, 5.196337892182998353e-01, 8.582134300115640269e-01, 1.423446930344409500e+00, 1.067114567203474307e+00, 1.608272618920348451e+00, 1.711162904926642137e+00, 1.333457645765485200e+00, 1.963577177837175114e+00, 1.543032336677660599e+00, 1.713400331134665278e+00, 1.091992892902083900e+00, 1.797329999647579557e+00, 1.335665619794556225e+00, 1.941935475836020553e+00, 1.953325018449606265e+00, 1.479100767375644887e+00
2.080000000000000000e+03, 5.402432981637954601e-01, 8.620126832645331749e-01, 1.475760332338351244e+00, 1.131300829430265109e+00, 1.606997192011025533e+00, 1.698561591109358115e+00, 1.288606969540926794e+00, 1.945015314086419922e+00, 1.541480718283562146e+00, 1.679501393485281824e+00, 1.079167215900136867e+00, 2.250439614618529927e+00, 1.331855435216967143e+00, 1.638164667340908709e+00, 1.752763396259650497e+00, 1.382743585750233928e+00
2.081000000000000000e+03, 5.019536805160282888e-01, 8.868927153102603711e-01, 1.507064510997474516e+00, 1.276970230233035020e+00, 1.594244528401605798e+00, 1.614902750931574982e+00, 1.329473661564312348e+00, 1.985265784287636226e+00, 1.569021312567200788e+00, 1.683474133984528276e+00, 1.076799160641943143e+00, 2.194589851480535536e+00, 1.351273600763948757e+00, 1.875342546924605669e+00, 1.926917837048759630e+00, 1.402585441178487713e+00
2.082000000000000000e+03, 5.370302080131917899e-01, 8.751676698058746817e-01, 1.455298148402258462e+00, 1.117922649069362784e+00, 1.602828665395423346e+00, 1.604472654063269665e+00, 1.215535191530142445e+00, 1.972153775579560175e+00, 1.572077681461722776e+00, 1.671817846218234704e+00, 1.052233200366972543e+00, 1.933996850525352196e+00, 1.288152898086633247e+00, 1.790248433301070641e+00, 2.116838603381669071e+00, 1.387798192283408616e+00
2.083000000000000000e+03, 5.727364910527328323e-01, 8.614372923101050183e-01, 1.498759521121555416e+00, 1.269434369324399459e+00, 1.641347482435083105e+00, 1.612637893633649400e+00, 1.220663511858973704e+00, 2.010792351143791290e+00, 1.573219116840006704e+00, 1.643909122678937074e+00, 1.069283806750402910e+00, 1.831168149115730337e+00, 1.332521265668822563e+00, 1.913379821490115207e+00, 1.996586078452234903e+00, 1.397287448310526203e+00
2.084000000000000000e+03, 5.452089819479412069e-01, 8.708319186219323216e-01, 1.549382993310799428e+00, 1.185090541140760845e+00, 1.675792844498754652e+00, 1.677851662133779342e+00, 1.170120125179197723e+00, 2.022898957722567559e+00, 1.591915264017938814e+00, 1.593384400867588591e+00, 1.039947470665582463e+00, 1.542422256785023205e+00, 1.418472514412697505e+00, 1.776141625709173999e+00, 2.288804010225025554e+00, 1.438562516088653265e+00
2.085000000000000000e+03, 5.463420911803913427e-01, 8.088868894456621161e-01, 1.444547949682099874e+00, 1.089711933452947257e+00, 1.727064590211375483e+00, 1.666760010812427195e+00, 1.269820250284511509e+00, 1.990592461382309164e+00, 1.517550636457982272e+00, 1.550027793838219869e+00, 1.070786959806328431e+00, 2.123784079557222260e+00, 1.450919693010493949e+00, 1.851890911985034416e+00, 2.335742649010568606e+00, 1.409201036857308242e+00
2.086000000000000000e+03, 5.633208320234444066e-01, 7.725903258560373743e-01, 1.325248390236082097e+00, 1.029551813850788866e+00, 1.813699608257699269e+00, 1.683225518230290429e+00, 1.283895654996045854e+00, 1.905863487528056899e+00, 1.515850404291093856e+00, 1.649580197756985722e+00, 1.058596292666721617e+00, 2.207288837275794613e+00, 1.440372553113673737e+00, 1.681385964412257294e+00, 2.010716809675598071e+00, 1.460860443010860044e+00
2.087000000000000000e+03, 5.571271381475416673e-01, 7.838826896375152842e-01, 1.335284561095801736e+00, 1.127300259833815765e+00, 1.774869662446984409e+00, 1.661874008546702752e+00, 1.217309011776611216e+00, 2.002396605955517384e+00, 1.561023521171015505e+00, 1.676977772941836253e+00, 1.082983432649030187e+00, 1.745840706335346271e+00, 1.420997967654302307e+00, 1.838925941903308603e+00, 1.819820413047873897e+00, 1.486871990520386211e+00
2.088000000000000000e+03, 5.617638978282112339e-01, 7.579742616853321069e-01, 1.468694155642651822e+00, 1.093353714200751892e+00, 1.709506588817310435e+00, 1.684619558406360351e+00, 1.286844163319293743e+00, 1.971548730212283385e+00, 1.556095283088211989e+00, 1.717289084635383434e+00, 1.060002373492842542e+00, 1.658264628455590861e+00, 1.405623981711535464e+00, 1.893673983469323474e+00, 2.027670448563540617e+00, 1.511402351965823287e+00
2.089000000000000000e+03, 5.383065410380640792e-01, 8.641881335644844286e-01, 1.468763684166323191e+00, 1.056184745324059815e+00, 1.633741725113454724e+00, 1.639331807502857785e+00, 1.327186482243724042e+00, 1.950260690315395617e+00, 1.590018576447995491e+00, 1.702216495514810912e+00, 1.036144599810968847e+00, 1.740374727368354524e+00, 1.395663843372316970e+00, 1.756813892472963934e+00, 2.350720124997082383e+00, 1.576567576886496624e+00
2.090000000000000000e+03, 5.511590316208770934e-01, 9.294305330004466459e-01, 1.479249107087169834e+00, 1.044662664697778798e+00, 1.614403116723099663e+00, 1.675334436753026957e+00, 1.355412827118421815e+00, 2.136469532204701594e+00, 1.503254766414837906e+00, 1.684473435583618173e+00, 1.075374029036044510e+00, 1.656758457657635741e+00, 1.423301021366724095e+00, 1.684009636544758104e+00, 2.154450466938907294e+00, 1.521223833056932762e+00
2.091000000000000000e+03, 5.819116157952040069e-01, 9.628045508408127340e-01, 1.498093376038529323e+00, 1.102699003517724874e+00, 1.703041086695527895e+00, 1.701024507852278544e+00, 1.330091809078303156e+00, 2.155885272010525711e+00, 1.533486148947714955e+00, 1.714811402261359197e+00, 1.109600625398256435e+00, 1.741088807680862161e+00, 1.409514415549367961e+00, 1.945381144119187944e+00, 2.169308768684221178e+00, 1.531817384763246581e+00
2.092000000000000000e+03, 6.423729384263654474e-01, 9.032853333149850616e-01, 1.421423715834854828e+00, 1.191906521562163368e+00, 1.681838268238057932e+00, 1.706139836975810287e+00, 1.301618464833258493e+00, 1.979470975898589113e+00, 1.631413432212477588e+00, 1.730132588821906792e+00, 1.080118833875933104e+00, 2.007346641408743970e+00, 1.423230810008031311e+00, 1.794653341191513984e+00, 2.262353256115981370e+00, 1.475891915662380205e+00
2.093000000000000000e+03, 5.906985398226373141e-01, 8.843928345826734816e-01, 1.543187655592919372e+00, 1.174340242644297039e+00, 1.642886681586291697e+00, 1.691297314891519132e+00, 1.279405778867804155e+00, 2.017760494052418085e+00, 1.659136305157379754e+00, 1.813029361485067437e+00, 1.055770979543664057e+00, 2.303909454046352945e+00, 1.477543384477887356e+00, 2.008397092452785859e+00, 2.354573319049918734e+00, 1.459903137290940345e+00
2.094000000000000000e+03, 5.836545278364777545e-01, 8.743257285771578458e-01, 1.563942048268239127e+00, 1.253789321385727185e+00, 1.711223860461003055e+00, 1.685924717946923668e+00, 1.367603996620573970e+00, 2.142367746574234122e+00, 1.587696517516411943e+00, 1.753448513907972961e+00, 1.105132162268030571e+00, 1.772342782071955503e+00, 1.415576732308309271e+00, 1.783923881903345388e+00, 2.368157622181683131e+00, 1.489593422511656273e+00
2.095000000000000000e+03, 5.782946722679854767e-01, 9.071339052468601061e-01, 1.528673291228247466e+00, 1.246215106460868194e+00, 1.730570829296605773e+00, 1.750212666872556388e+00, 1.402224230617467704e+00, 2.034365723445896723e+00, 1.609818170561168493e+00, 1.642402709902956559e+00, 1.102294877937564532e+00, 1.807927626564634238e+00, 1.458876728274496326e+00, 1.806332273147038370e+00, 2.222806405036914956e+00, 1.489946953553556108e+00
2.096000000000000000e+03, 5.590774551918333835e-01, 8.641223013772342254e-01, 1.544255866885897222e+00, 1.316042016895937916e+00, 1.693664089403421391e+00, 1.708352521006047731e+00, 1.411289388121341082e+00, 2.033755112349652894e+00, 1.559469478259741804e+00, 1.663164263099058182e+00, 1.062482563318474016e+00, 2.080489786483769254e+00, 1.505791229064432413e+00, 1.802875437679115178e+00, 2.051488099516665109e+00, 1.565031197631884696e+00
2.097000000000000000e+03, 5.772297620038665533e-01, 7.635580051238700650e-01, 1.597967362272669778e+00, 1.212114972743542518e+00, 1.653812288691708821e+00, 1.706160082852179016e+00, 1.421409578332228918e+00, 1.955447602654651007e+00, 1.553346578896521946e+00, 1.720099694894238196e+00, 1.022852025862096781e+00, 2.690848702561438710e+00, 1.534121644945268814e+00, 1.768692620708622432e+00, 2.183795288325300010e+00, 1.515142791783282483e+00
2.098000000000000000e+03, 5.786000275799203507e-01, 8.397175334498020449e-01, 1.540444798674099891e+00, 1.127437088702778034e+00, 1.691817712336207480e+00, 1.695934269289695484e+00, 1.429831719979032245e+00, 1.983683819172561646e+00, 1.624179830843920147e+00, 1.730316979004119737e+00, 1.085551232977309821e+00, 1.862565280106778909e+00, 1.463414215594540435e+00, 1.718783135632032666e+00, 2.340655752377968302e+00, 1.511988139134745612e+00
2.099000000000000000e+03, 5.776265368238634457e-01, 8.078485440126016437e-01, 1.528165369165274123e+00, 1.092470867378147803e+00, 1.685298075959893671e+00, 1.736565215467482659e+00, 1.323271622254418523e+00, 2.031670086147239207e+00, 1.659022729528769169e+00, 1.778875910924028636e+00, 1.144881204862524982e+00, 1.627761469918840076e+00, 1.336978121108412854e+00, 1.689457658500676418e+00, 2.447483955856167182e+00, 1.569055891765960276e+00
2.100000000000000000e+03, 6.072312493664858701e-01, 8.109844339274014935e-01, 1.570450553021222051e+00, 1.260865694319325270e+00, 1.622684698811873938e+00, 1.707174339857369327e+00, 1.320478853813164655e+00, 1.975191625556130592e+00, 1.580750819526487216e+00, 1.770831016943943848e+00, 1.103430499803344622e+00, 1.981255582027837914e+00, 1.360456031476629635e+00, 1.798292810578636658e+00, 2.251532672628069776e+00, 1.526591579882270899e+00
