year, MPI-ESM1-2-LR, CESM2-WACCM, TaiESM1, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, CanESM5, NorESM2-MM, INM-CM5-0, INM-CM4-8, NorESM2-LM, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, MIROC-ES2L, EC-Earth3-Veg
2.077000000000000000e+03, 5.147705941060655377e+00, 7.910850738310625019e+00, 3.725477416108577078e+00, 7.851959051341322882e-01, 5.553146664954280887e+00, 3.369989105223359260e+00, 8.214616556406939551e+00, 5.431903127661176001e+00, 2.745851860094897745e+01, 3.056885515346311166e+01, 4.700991782269814401e+00, 1.035786129126681310e+01, 8.230002488618648471e+00, 1.257253239673274514e+01, 1.228587475047430466e+01, 8.648338981315061957e+00
2.078000000000000000e+03, 5.281359787091522762e+00, 8.006425078704404896e+00, 3.975098382709315370e+00, 7.779495661027598929e-01, 5.901986342523938944e+00, 3.227205821083042547e+00, 8.385322193720707418e+00, 5.521089865136597830e+00, 2.739523721913931098e+01, 3.073595370697428919e+01, 4.738072188086648318e+00, 1.036762881514729351e+01, 8.236979637635627682e+00, 1.244732468377164381e+01, 1.237476930797153152e+01, 8.938605803530398575e+00
2.079000000000000000e+03, 5.204767094073002198e+00, 8.193943089924434986e+00, 3.799163062073379837e+00, 7.860628618393953326e-01, 4.787470870640985865e+00, 3.182212085668695067e+00, 8.511377835913402023e+00, 5.466520407181990393e+00, 2.746834896256331149e+01, 3.102061824013568270e+01, 4.728880875829332808e+00, 1.039185587863375559e+01, 8.263672982887836582e+00, 1.266465214788237859e+01, 1.248645785506803563e+01, 8.960235142237976902e+00
2.080000000000000000e+03, 5.199128911628999816e+00, 8.225045899778232084e+00, 3.540012824152055426e+00, 7.960343671031387958e-01, 5.337287563321337913e+00, 3.241639649853426342e+00, 8.473432126187326219e+00, 5.435617032464222120e+00, 2.765330192255903086e+01, 3.120095228994378189e+01, 4.714239290638754909e+00, 1.049124258713013802e+01, 8.283824613852383223e+00, 1.253026489515005792e+01, 1.254303096794668804e+01, 8.912280548171764849e+00
2.081000000000000000e+03, 5.279706895951039591e+00, 8.149350146035818199e+00, 3.919984897511922917e+00, 7.784775025142302018e-01, 5.702895993576434286e+00, 3.428646127544888511e+00, 8.476488950090450558e+00, 5.505888888146134086e+00, 2.776323263396884755e+01, 3.113934063355347703e+01, 4.745506854708718691e+00, 1.052645094852093521e+01, 8.290935623566973334e+00, 1.271131622781570236e+01, 1.253994486476070058e+01, 9.028507129069414106e+00
2.082000000000000000e+03, 5.278729098902789296e+00, 8.258139206936990107e+00, 4.047352796725081525e+00, 7.883553698694958367e-01, 6.150728688787379106e+00, 3.300972279087411199e+00, 8.455484974057894121e+00, 5.480725257066469958e+00, 2.794382814032696061e+01, 3.105068051267810247e+01, 4.704487853022756738e+00, 1.054538057012560692e+01, 8.300077565142307989e+00, 1.274344291756172254e+01, 1.252816926448299206e+01, 9.147942927710932537e+00
2.083000000000000000e+03, 5.348919148173518323e+00, 8.234748452311841049e+00, 3.780831839959649443e+00, 7.932180640974926256e-01, 6.055510095554471839e+00, 3.434522345675142141e+00, 8.458296372452178247e+00, 5.474957682887165333e+00, 2.802225537788041265e+01, 3.110118236671686631e+01, 4.656609575763112296e+00, 1.053778844310676099e+01, 8.323993655151113558e+00, 1.288972977552235477e+01, 1.254693151075475477e+01, 9.289643758213401270e+00
2.084000000000000000e+03, 5.496109887469962985e+00, 8.163833642336449259e+00, 4.494146529121310074e+00, 7.823896103377724343e-01, 5.798835637662967279e+00, 3.409072798359293888e+00, 8.580488635017955446e+00, 5.624094380879910204e+00, 2.814514934119891976e+01, 3.124913040861909153e+01, 4.624601897466581235e+00, 1.055895641403604301e+01, 8.346432349663109207e+00, 1.280822654549464623e+01, 1.259333153264895344e+01, 9.372551852409870321e+00
2.085000000000000000e+03, 5.418430783405615792e+00, 8.099972830570475679e+00, 4.132109746153732388e+00, 7.710345941716515439e-01, 5.138123991256849266e+00, 3.306610654380083503e+00, 8.569589457297984936e+00, 5.682878710242222908e+00, 2.819811365191097607e+01, 3.141059761566981834e+01, 4.759704623926919176e+00, 1.055615835202099007e+01, 8.380436744151012363e+00, 1.295617767375778939e+01, 1.252847238358562798e+01, 9.325647493404359167e+00
2.086000000000000000e+03, 5.344179271196261460e+00, 8.294063450530085646e+00, 3.768334142723327229e+00, 7.652900086288041415e-01, 5.512464157527285913e+00, 3.216892845047733207e+00, 8.682122445084631934e+00, 5.718703949175765189e+00, 2.810079457116131962e+01, 3.154926707397177310e+01, 4.820578393934437322e+00, 1.048947591889483810e+01, 8.445951024117841044e+00, 1.283247326939133970e+01, 1.251318878431676396e+01, 9.330127492218373675e+00
2.087000000000000000e+03, 5.351172169898441133e+00, 8.379841147734943263e+00, 3.749695620646377403e+00, 7.567672009339738715e-01, 6.774314638721017801e+00, 3.320923444721725737e+00, 8.739838918544164059e+00, 5.716607192477055399e+00, 2.818310964884709335e+01, 3.159691529606572757e+01, 4.797524579392188571e+00, 1.045022105470444451e+01, 8.472065288008057138e+00, 1.298953906166137351e+01, 1.259732227368178847e+01, 9.417814764579906850e+00
2.088000000000000000e+03, 5.444405193810597510e+00, 8.457123594882894224e+00, 4.003256132691636715e+00, 7.589408742344657677e-01, 7.067268292616777359e+00, 3.283363364293572229e+00, 8.838228514069976782e+00, 5.706007729640306891e+00, 2.822150200262293751e+01, 3.171776491358963668e+01, 4.798672459687700176e+00, 1.043758734761079587e+01, 8.480538345900740183e+00, 1.307589718977191318e+01, 1.271464174824935967e+01, 9.515706268491499031e+00
2.089000000000000000e+03, 5.549465478845123201e+00, 8.490432167611045244e+00, 4.373214159195524253e+00, 7.470759256413349592e-01, 5.715837791086152642e+00, 3.227555732148032153e+00, 9.052788558173729072e+00, 5.699143786562439473e+00, 2.842711694944743073e+01, 3.176838116985905458e+01, 4.913985447929869466e+00, 1.046456854482845422e+01, 8.465865993924612809e+00, 1.305024213986439108e+01, 1.268072896903986546e+01, 9.406685673992502217e+00
2.090000000000000000e+03, 5.552126443346542040e+00, 8.605132379728862801e+00, 3.970191616398397461e+00, 7.622771622438409000e-01, 5.406807952727890942e+00, 3.251061761597306976e+00, 9.196977355071652482e+00, 5.761418406171767259e+00, 2.843916012712996988e+01, 3.195181655238218354e+01, 4.945255104222257003e+00, 1.065541076592907466e+01, 8.468719320106069759e+00, 1.298717385144412262e+01, 1.270260672243767885e+01, 9.634015994743535316e+00
2.091000000000000000e+03, 5.572528633698174971e+00, 8.584616504000827319e+00, 4.032417295823321979e+00, 7.747545495198951970e-01, 5.702675957242690608e+00, 3.260643566888318468e+00, 9.323312216502570138e+00, 5.807251838963964907e+00, 2.847604144707026208e+01, 3.208326068253040830e+01, 4.964459688688597438e+00, 1.084062684177779268e+01, 8.517373261320644318e+00, 1.323018533390873763e+01, 1.282488154037861250e+01, 9.962536167165824352e+00
2.092000000000000000e+03, 5.559471192759668057e+00, 8.746767127147787591e+00, 4.132677856628835578e+00, 8.085186979843799193e-01, 5.723604378122820968e+00, 3.351493300341596537e+00, 9.341931802466966417e+00, 5.847186079909309164e+00, 2.874539600412254359e+01, 3.227746234333306319e+01, 4.938166879406359122e+00, 1.095625882426495679e+01, 8.541607426154772753e+00, 1.321820522654534358e+01, 1.282635468718619087e+01, 1.006590446248714876e+01
2.093000000000000000e+03, 5.728167806630929171e+00, 8.892108936656933693e+00, 4.299953196221346197e+00, 7.978024939338943522e-01, 6.081518914422556321e+00, 3.371679553361542236e+00, 9.352526977366609984e+00, 5.926584646870615813e+00, 2.913188576964152432e+01, 3.239595856499349225e+01, 4.877081031332530792e+00, 1.092034660879017949e+01, 8.536444623272288368e+00, 1.341128999700944924e+01, 1.275519263929083102e+01, 9.956015735787712373e+00
2.094000000000000000e+03, 5.792536382947215401e+00, 8.849177612853052821e+00, 4.389441479870344942e+00, 7.872660033593049667e-01, 6.773611878316860846e+00, 3.443974231320719781e+00, 9.340295142177097887e+00, 5.899997271197707782e+00, 2.918511233321840592e+01, 3.256711775953635168e+01, 4.993946221228907412e+00, 1.088869785920655708e+01, 8.596444031567585853e+00, 1.332963627978259780e+01, 1.282441155938513511e+01, 1.019081191719222979e+01
2.095000000000000000e+03, 5.790527204931128935e+00, 8.833515706933937395e+00, 4.089764203030387790e+00, 7.736755030461441862e-01, 6.235620838899427198e+00, 3.520489792459177814e+00, 9.408380344441150456e+00, 5.884070421674283402e+00, 2.927444178075820602e+01, 3.266349761735789770e+01, 5.113125179881205185e+00, 1.087770955177927767e+01, 8.643204411880523352e+00, 1.337833954065783182e+01, 1.293494102181981198e+01, 1.031502572079818059e+01
2.096000000000000000e+03, 5.819334572131255712e+00, 8.773114243005387891e+00, 3.962103133243159103e+00, 7.520527313941968162e-01, 5.792375008832400418e+00, 3.584749184784167042e+00, 9.575310682324667866e+00, 6.020610372075002381e+00, 2.927043633814853862e+01, 3.278913343291234384e+01, 5.129865795098959680e+00, 1.087508593355079078e+01, 8.650890554220946882e+00, 1.344454877412044880e+01, 1.298642486821253428e+01, 1.035900908964321054e+01
2.097000000000000000e+03, 5.891091980321089494e+00, 8.954340579674273215e+00, 4.187043481377363818e+00, 7.612290693137980790e-01, 5.872865566109268798e+00, 3.562394076022064482e+00, 9.663740354031574498e+00, 6.123864425680019430e+00, 2.925736823533682696e+01, 3.292972542259639823e+01, 5.097061736250426911e+00, 1.077902099958684268e+01, 8.653991379038711074e+00, 1.340373717131533482e+01, 1.288042921557663689e+01, 1.042201483670024409e+01
2.098000000000000000e+03, 5.903859347376551270e+00, 9.009762257601423130e+00, 4.309068556741990186e+00, 7.519853236579040479e-01, 6.009913608390296424e+00, 3.488191517764975380e+00, 9.707027009268722750e+00, 6.100718181652221794e+00, 2.946623498478172465e+01, 3.296357846614443332e+01, 5.164489457084675550e+00, 1.073566348212199273e+01, 8.698886333983598007e+00, 1.343179342285514899e+01, 1.283372212806691515e+01, 1.049790335283092624e+01
2.099000000000000000e+03, 5.940214200533578293e+00, 9.159363204568109040e+00, 4.323622094098914737e+00, 7.622881572684345741e-01, 5.989518181203372649e+00, 3.417917409626914260e+00, 9.794061340739091293e+00, 5.963961377037695577e+00, 2.972979274033378161e+01, 3.316084934171077236e+01, 5.171687392335337918e+00, 1.075588480001122704e+01, 8.714007973395592188e+00, 1.339308859319093337e+01, 1.301568817631277142e+01, 1.061067801183665260e+01
2.100000000000000000e+03, 6.017810244535314546e+00, 9.238012448317279635e+00, 4.273205322912650317e+00, 8.059694946932639548e-01, 5.790614118221988349e+00, 3.605309634441351552e+00, 9.837382870901777210e+00, 6.043576923922774569e+00, 2.977188762204579930e+01, 3.320123066734106487e+01, 5.075832741376695267e+00, 1.069240988216365906e+01, 8.707555116545599105e+00, 1.349925513964747559e+01, 1.316059615429039731e+01, 1.071548533219887744e+01
