year, CanESM5, INM-CM4-8, EC-Earth3-Veg, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL, INM-CM5-0, CNRM-ESM2-1, GFDL-ESM4, NorESM2-MM, TaiESM1, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR
2.077000000000000000e+03, 2.998507710869404264e+02, 2.964607477956371895e+02, 2.970404743980550393e+02, 3.001688210877392180e+02, 2.987557343970470356e+02, 2.970948398533943191e+02, 2.984432174410157472e+02, 3.008849562619333824e+02, 2.968683467119049624e+02, 2.961461297882411259e+02, 2.975553762111125025e+02, 2.986357982025936622e+02, 2.998227003976770106e+02, 2.986778008039020733e+02, 2.987259849357357098e+02, 2.970272311197559816e+02
2.078000000000000000e+03, 2.993284968910757016e+02, 2.962740658385554866e+02, 2.978351181628353856e+02, 3.001068094495967102e+02, 2.990818887029798816e+02, 2.972478558562081048e+02, 2.988727056365147519e+02, 3.008192174197075133e+02, 2.970167996711098795e+02, 2.975258155467557799e+02, 2.978469392995162366e+02, 2.979362753210332357e+02, 2.994783312677562890e+02, 2.987869749848106835e+02, 2.984668469889871290e+02, 2.967001384631859651e+02
2.079000000000000000e+03, 3.001941594341836321e+02, 2.964301251546935987e+02, 2.972835493555910489e+02, 2.995473056108699552e+02, 2.991881354676522164e+02, 2.975937558958359546e+02, 2.991787264486915205e+02, 3.009868933762546135e+02, 2.968040524244302105e+02, 2.968010622564405594e+02, 2.978175878196736903e+02, 2.992608335993721766e+02, 3.001074612817027401e+02, 2.984263497506119620e+02, 2.983640035224096323e+02, 2.972132339728053694e+02
2.080000000000000000e+03, 3.009771729840201147e+02, 2.964303393633546762e+02, 2.987291987064939462e+02, 2.997568794840290138e+02, 2.989988783449745711e+02, 2.967240998281287148e+02, 3.001094789920574044e+02, 3.009688426134362089e+02, 2.966767038100643390e+02, 2.975159963710642614e+02, 2.974267776688514573e+02, 2.994070119595702408e+02, 2.997811192994408884e+02, 2.983777508717477644e+02, 2.989119786987192242e+02, 2.975026313330963603e+02
2.081000000000000000e+03, 3.009365361036249737e+02, 2.970347987535152470e+02, 2.975505682115548893e+02, 3.001901313689753010e+02, 2.991745269045675855e+02, 2.970607194511016473e+02, 2.994271927859184075e+02, 3.013848554002393030e+02, 2.967793495147416820e+02, 2.971510690193826463e+02, 2.976589368972537386e+02, 2.992985134801145364e+02, 2.998751686157172571e+02, 2.987313772923445754e+02, 2.994132715356302015e+02, 2.978204540826871494e+02
2.082000000000000000e+03, 3.010267384055023854e+02, 2.972376813999470073e+02, 2.979559891862322729e+02, 2.996020399421226443e+02, 2.991269436864634486e+02, 2.977991884197920740e+02, 3.002477814500278441e+02, 3.008312358501768813e+02, 2.966217620339808150e+02, 2.970416042884741046e+02, 2.977780684417820680e+02, 2.996299059686070905e+02, 2.997544520551081746e+02, 2.987830971602255090e+02, 2.988400116017842834e+02, 2.978392176663126634e+02
2.083000000000000000e+03, 3.005369274378984983e+02, 2.970061852683696770e+02, 2.980501590211807752e+02, 3.005764827669055990e+02, 2.988147080797530180e+02, 2.972860943257870758e+02, 3.002401262258097177e+02, 3.008613335264915918e+02, 2.967801134949647235e+02, 2.971748344696688946e+02, 2.973373670648468874e+02, 2.994286797475527351e+02, 2.999539507729675165e+02, 2.990453585512569248e+02, 2.986301226555785320e+02, 2.971857045786490517e+02
2.084000000000000000e+03, 3.005325165404316294e+02, 2.968990396292061291e+02, 2.984436039900483024e+02, 3.004694857549279163e+02, 2.994518327327075440e+02, 2.975428092354055707e+02, 3.004297289837116409e+02, 3.013274767753020456e+02, 2.968125761523685924e+02, 2.973784969963645608e+02, 2.977844556492738093e+02, 2.991294225250373415e+02, 2.995900035491248445e+02, 2.988615563513599795e+02, 2.995053598557631744e+02, 2.973989660931857202e+02
2.085000000000000000e+03, 3.006921709861297245e+02, 2.970167344323797352e+02, 2.982306639131263637e+02, 3.007702487312774906e+02, 2.999524952852328852e+02, 2.981109504194162696e+02, 2.999459827380999855e+02, 3.012275266033714161e+02, 2.969604817470036551e+02, 2.973905785677979452e+02, 2.972816687040723878e+02, 2.993676119924388672e+02, 2.995118893173623178e+02, 2.988357125796339915e+02, 2.997527320777739419e+02, 2.974745182692072945e+02
2.086000000000000000e+03, 3.006737958516293929e+02, 2.968258606883363200e+02, 2.984662547559423729e+02, 2.999934677405981915e+02, 3.004134742839765977e+02, 2.982074540808172287e+02, 2.999275202598738019e+02, 3.010287839593735839e+02, 2.974252929102648864e+02, 2.980406258592009863e+02, 2.974989006914731817e+02, 2.991337539925340820e+02, 3.000756301594686306e+02, 2.993836388621278388e+02, 2.995164109748993724e+02, 2.982593514167829767e+02
2.087000000000000000e+03, 3.008568119445286015e+02, 2.968669241941145174e+02, 2.978270657620850557e+02, 3.001791888852472425e+02, 2.989209898340886866e+02, 2.972774559816239730e+02, 2.999426281962329313e+02, 3.007320864555347271e+02, 2.972342900429278529e+02, 2.975633228614419181e+02, 2.978974196775291716e+02, 2.993076325007618834e+02, 3.002370590070105436e+02, 2.985623326958752273e+02, 2.985970769485389837e+02, 2.982561586007875007e+02
2.088000000000000000e+03, 3.008770954246555789e+02, 2.971520930739986852e+02, 2.990917874117092197e+02, 3.006874509270144245e+02, 2.986376250178117857e+02, 2.981464130925269842e+02, 3.004378226387042332e+02, 3.011204533453394561e+02, 2.972491630743052156e+02, 2.972764649668204697e+02, 2.978019904249120486e+02, 2.998816365903318228e+02, 2.998567173279909071e+02, 2.994726069539061086e+02, 2.988965165806217215e+02, 2.977242240664850215e+02
2.089000000000000000e+03, 3.003973788911619067e+02, 2.973185323399356434e+02, 2.989117260325019174e+02, 3.002813998271151945e+02, 2.993128720999549159e+02, 2.982492747934836643e+02, 3.002505382092718378e+02, 3.014231032554959597e+02, 2.969384294642480882e+02, 2.979470201010443020e+02, 2.979286477908308370e+02, 3.000397067766313057e+02, 2.997774939356008304e+02, 2.992324658093797893e+02, 2.999210929265499885e+02, 2.981876179752093208e+02
2.090000000000000000e+03, 3.007480770672095787e+02, 2.969144086815999231e+02, 2.980026902998728815e+02, 3.006456768410554901e+02, 3.004533093736045544e+02, 2.983515094453655365e+02, 3.003344212972330638e+02, 3.016711115547044528e+02, 2.972239690826258993e+02, 2.983070859145689724e+02, 2.976685017893318559e+02, 2.996155736923544168e+02, 2.997583009099375886e+02, 2.987291728952632184e+02, 2.988680956904946129e+02, 2.980006295080387417e+02
2.091000000000000000e+03, 3.008612132091795957e+02, 2.967742796487342503e+02, 2.982424797096574594e+02, 3.010533459024413219e+02, 2.999612904393572421e+02, 2.982888084375927065e+02, 2.999224652590950200e+02, 3.020434007169349115e+02, 2.976206850972650386e+02, 2.973825727108240358e+02, 2.972908122179774182e+02, 2.996197292987332617e+02, 3.006788975592938300e+02, 2.983295359296841980e+02, 2.986296429708901314e+02, 2.980241628866730252e+02
2.092000000000000000e+03, 3.015472650482495283e+02, 2.971485585078726217e+02, 2.985110021987590017e+02, 3.003387899110820740e+02, 2.996852154783019841e+02, 2.977392183754633379e+02, 3.006861684499631906e+02, 3.017395600818325079e+02, 2.974186652030199980e+02, 2.979193881847215266e+02, 2.971776998573027413e+02, 2.995964006624353715e+02, 3.010063344460522785e+02, 2.991252292728619864e+02, 2.995613355369505939e+02, 2.980339692604339348e+02
2.093000000000000000e+03, 3.014969579872320082e+02, 2.970719888926852832e+02, 2.988546347294281418e+02, 3.003041632944036792e+02, 2.991274764440343006e+02, 2.984363696164464841e+02, 3.009308857274712636e+02, 3.016607738948712836e+02, 2.969770542910318909e+02, 2.977319057634181831e+02, 2.977199142684934259e+02, 2.991486275875350316e+02, 3.000230405590316423e+02, 2.992350848002672592e+02, 2.999816801549210368e+02, 2.976832829034620431e+02
2.094000000000000000e+03, 3.010888809435243161e+02, 2.974847220689298410e+02, 2.992328973717632721e+02, 3.011299122807163826e+02, 2.988826139228514194e+02, 2.981552319259463388e+02, 2.999045161192715909e+02, 3.020952016433558356e+02, 2.973030473816407380e+02, 2.979533778873133656e+02, 2.976721343912942643e+02, 3.000046785323746690e+02, 3.004370984018107720e+02, 2.996710309608343437e+02, 2.993514265532081140e+02, 2.978673812359896260e+02
2.095000000000000000e+03, 3.014420515907443132e+02, 2.968546062047762462e+02, 2.993099596284941981e+02, 3.010378395469704174e+02, 2.997795923084374294e+02, 2.981366978953435591e+02, 2.995228511878826794e+02, 3.021836997993194700e+02, 2.972106043893268179e+02, 2.980609455297118302e+02, 2.974355705710065081e+02, 2.997086097352333809e+02, 3.004983532755339297e+02, 2.992055460070462232e+02, 2.990200514921502872e+02, 2.977997707118865947e+02
2.096000000000000000e+03, 3.014875309458377615e+02, 2.975635113949094261e+02, 2.989576869418431215e+02, 3.015914440459005732e+02, 3.000093400708915965e+02, 2.980128482318202146e+02, 3.000712654722113371e+02, 3.021403025939828240e+02, 2.972420695604681100e+02, 2.980894051678250776e+02, 2.981232236518113154e+02, 2.989103877173166097e+02, 3.008713818118553718e+02, 2.993904501110120577e+02, 2.994466798561126666e+02, 2.975636876928153924e+02
2.097000000000000000e+03, 3.016936202153005411e+02, 2.972827024101272855e+02, 2.997309986782335613e+02, 3.009015227590667223e+02, 3.005600012244125310e+02, 2.990752505562429633e+02, 3.004069348952989458e+02, 3.022662441289569983e+02, 2.974333006850172865e+02, 2.986173811235925655e+02, 2.983705196786722809e+02, 2.991317139940781544e+02, 3.004486838779786240e+02, 3.000646723727865606e+02, 3.006741867383428826e+02, 2.979372656728577908e+02
2.098000000000000000e+03, 3.014125778005304142e+02, 2.972869609650469442e+02, 2.993824425406052114e+02, 3.017552776325900936e+02, 2.998063093389032474e+02, 2.988868626460406404e+02, 3.000966278854994584e+02, 3.020460884732380578e+02, 2.973160870667220479e+02, 2.988351719698480338e+02, 2.980574402063378443e+02, 3.000721892779732229e+02, 3.008847774039377896e+02, 2.995418226262435155e+02, 2.996976530143642776e+02, 2.983421725766022519e+02
2.099000000000000000e+03, 3.018302132751106797e+02, 2.974905152269128621e+02, 2.994778193811197298e+02, 3.009304529048158088e+02, 3.005215945033447156e+02, 2.987163741803640846e+02, 3.007182191851314315e+02, 3.024765128386067659e+02, 2.970807186653249801e+02, 2.988569050485925800e+02, 2.982076145132554643e+02, 3.009957719370310656e+02, 3.005582682818017020e+02, 2.999596905179208761e+02, 2.983953029569311752e+02, 2.983626253141904954e+02
2.100000000000000000e+03, 3.012438069453522189e+02, 2.975102823492453012e+02, 2.997643622088360758e+02, 3.010976317505451334e+02, 3.003232867484365443e+02, 2.989186333475348079e+02, 3.012119156179054471e+02, 3.029573413127095023e+02, 2.975435384111486314e+02, 2.991878658069687731e+02, 2.981886746133949373e+02, 3.003497700247270927e+02, 3.010535153812703015e+02, 2.999227320449697345e+02, 2.995236504051571274e+02, 2.978894671659191431e+02
