year, CESM2-WACCM, CanESM5, UKESM1-0-LL, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM4-8, TaiESM1, GFDL-ESM4, NorESM2-LM, INM-CM5-0, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-MM, MIROC-ES2L
2.077000000000000000e+03, 3.202748366435145932e+00, 2.272121976125041520e+00, 2.391477364218628665e+00, 2.699190434238571967e+00, 2.749986672433386126e+00, 3.959487383322874976e+00, 3.735336731272552946e+00, 2.182555913742039166e+00, 3.254646077858304842e+00, 3.078210760841969762e+00, 4.706205972774512247e+00, 3.285311082867458321e+00, 2.734695032165118445e+00, 3.187356047527118985e+00, 3.752959586164292372e+00, 3.439703644202102950e+00
2.078000000000000000e+03, 4.605034942824563160e+00, 2.073670655654764161e+00, 2.443623862914753975e+00, 2.398475595010719719e+00, 2.446821494884739323e+00, 4.047739494458696186e+00, 4.279942708826316888e+00, 2.020867244823311371e+00, 2.479608943416554467e+00, 3.272116385069653521e+00, 3.511296778970327104e+00, 2.964526172911914337e+00, 2.563977757716101369e+00, 2.903572600349809019e+00, 2.988076556806186446e+00, 3.415888906204652908e+00
2.079000000000000000e+03, 3.409281197723616597e+00, 1.984533068947116785e+00, 2.788477629077726672e+00, 2.237625909146723213e+00, 2.641557097038258028e+00, 4.653637379030937105e+00, 3.756696212283583858e+00, 2.312025915369126938e+00, 2.616874499340289706e+00, 3.650871685610754369e+00, 3.740645050436452568e+00, 3.217108491937440196e+00, 3.066289501813674434e+00, 2.979609305863717417e+00, 2.122554167811319559e+00, 3.365841172988377039e+00
2.080000000000000000e+03, 2.873801648637209549e+00, 1.565683232323399121e+00, 2.058823895559497519e+00, 2.647704821417720122e+00, 3.115556861683552725e+00, 4.042355358682268474e+00, 3.759480219035100212e+00, 2.326290316487520826e+00, 2.355953858274900448e+00, 3.574406809498689608e+00, 4.000646735769207041e+00, 3.239122223098768405e+00, 2.497727373837609122e+00, 3.197978626232027999e+00, 3.401060055453416719e+00, 3.374915426554861320e+00
2.081000000000000000e+03, 3.837415444537103149e+00, 1.710135002805197590e+00, 2.612490654341057539e+00, 2.459930011229941371e+00, 2.730215248230698943e+00, 3.570683803396045519e+00, 4.012153603523589851e+00, 2.006970471511342335e+00, 2.805259133539899086e+00, 3.491570806654145986e+00, 4.461557224870786875e+00, 3.388987349038810493e+00, 2.922741251321740119e+00, 2.739270686663294097e+00, 2.573330809265348407e+00, 3.621943289471631910e+00
2.082000000000000000e+03, 3.288994275079399454e+00, 1.959353250866813667e+00, 2.340748170075898749e+00, 2.300781082311138537e+00, 2.880588006701171988e+00, 3.811143160058599211e+00, 3.961073528699651902e+00, 2.189930586361314102e+00, 1.957385364819303586e+00, 3.589123987414505113e+00, 4.423283266424444804e+00, 3.463674789647945396e+00, 2.673977733340315854e+00, 3.094091937045299723e+00, 2.260120993790200927e+00, 3.339860822263670315e+00
2.083000000000000000e+03, 2.916350608323430738e+00, 2.207406912792732268e+00, 2.509866181054560386e+00, 2.774330234691226860e+00, 2.528424162904546524e+00, 3.802342945487299009e+00, 4.409287049802644631e+00, 2.760512671662828321e+00, 2.147484137820772077e+00, 3.487737159467104497e+00, 4.191056748326047909e+00, 3.172775588423556226e+00, 2.927875371377269609e+00, 3.103014381392236842e+00, 3.395056768143631221e+00, 3.719855026233927831e+00
2.084000000000000000e+03, 2.679094813018182641e+00, 1.555349283899554402e+00, 2.488770964623728155e+00, 2.468269114756453497e+00, 2.707465834904543733e+00, 4.527129536548216038e+00, 4.080473196248003198e+00, 2.117820587843069369e+00, 2.622724642637583425e+00, 3.610927989318424292e+00, 3.755356103882292018e+00, 3.524802516892098225e+00, 2.992855418889425412e+00, 2.733790566346075757e+00, 3.572637578449039619e+00, 2.844730572033401295e+00
2.085000000000000000e+03, 3.375721791351333767e+00, 2.210148154286913247e+00, 2.910080051500785192e+00, 2.177986252456035832e+00, 2.668734159454222432e+00, 3.729181401237368298e+00, 4.162612847295600993e+00, 2.474469623898249537e+00, 3.221134080235922070e+00, 2.996840724932303690e+00, 4.068968537284439080e+00, 3.031795506296590670e+00, 2.795070795645536066e+00, 2.721122613967660087e+00, 3.370517436811110823e+00, 3.451123608179781144e+00
2.086000000000000000e+03, 3.222916588642789293e+00, 1.834043810286889453e+00, 3.005916947296906727e+00, 2.187678989206921720e+00, 2.685391562365740725e+00, 4.009013924670004947e+00, 4.396446898020638372e+00, 2.081295264968037628e+00, 2.591670851336923320e+00, 3.329247914666266350e+00, 4.253818327342769656e+00, 3.205128421913845393e+00, 2.869735276740733809e+00, 2.868136032759344811e+00, 3.601786365243365040e+00, 3.434905891634594699e+00
2.087000000000000000e+03, 3.389518315582404462e+00, 2.224286649732622134e+00, 2.763950890209316391e+00, 2.212621823933005327e+00, 2.670558870078294511e+00, 4.160485399309429511e+00, 3.735353384355389661e+00, 2.367312705186210842e+00, 1.981000624593142190e+00, 3.621463928495649132e+00, 4.960923165656089928e+00, 3.576162353952245354e+00, 2.853709244842560722e+00, 2.912937942775760458e+00, 2.968611842933644773e+00, 3.667149135690479511e+00
2.088000000000000000e+03, 3.321892377948370889e+00, 2.683399874232040183e+00, 2.495060112431615629e+00, 2.653900337824968592e+00, 2.316119993095338003e+00, 3.872992536811872721e+00, 4.252669505639953051e+00, 2.079320748473597824e+00, 2.531847935784305115e+00, 3.438725765606182261e+00, 4.408198855163186991e+00, 3.093814626811168367e+00, 2.496313988020305796e+00, 2.797559057665369942e+00, 2.655291270062957842e+00, 3.207303338379749125e+00
2.089000000000000000e+03, 4.466380117086139023e+00, 2.921856496597353914e+00, 2.364319065770917661e+00, 2.428429790361999796e+00, 3.255249163982513405e+00, 3.908414297275376370e+00, 4.219831144835656467e+00, 2.249545301483821813e+00, 3.127356097005567825e+00, 3.681955629082127590e+00, 3.491479588723212402e+00, 2.911658763522200211e+00, 3.547994628148102070e+00, 2.601424005553133245e+00, 3.034088066409776463e+00, 3.220234946278506705e+00
2.090000000000000000e+03, 2.532728608103991697e+00, 2.373603928353179793e+00, 2.706363277836141723e+00, 2.676182859884380427e+00, 3.091531580425025183e+00, 3.917388968443339614e+00, 3.969288349119910464e+00, 2.651291609590967990e+00, 2.835048862897549427e+00, 3.249208055284989349e+00, 4.147578867390500079e+00, 3.426959642065315226e+00, 3.176718341885345076e+00, 2.610733472633697705e+00, 3.545543282311163669e+00, 3.552899052165582550e+00
2.091000000000000000e+03, 4.265878512765070241e+00, 2.360744174550072572e+00, 2.933481153848755962e+00, 2.095941916845049047e+00, 3.065968595391788121e+00, 4.242661884063720024e+00, 4.258107059440209063e+00, 2.660966466656373708e+00, 2.580338130544506559e+00, 3.467173149867689652e+00, 4.236682588180779696e+00, 3.319426067147369430e+00, 3.303138443239598931e+00, 3.190599548335723679e+00, 3.027026666152725198e+00, 3.337003559286966681e+00
2.092000000000000000e+03, 3.450275052799015807e+00, 2.286333354596426837e+00, 2.423077556620252260e+00, 2.744572446332780302e+00, 2.785065334738467069e+00, 4.090105992108916233e+00, 4.246681811640729443e+00, 2.532170785146215408e+00, 1.823135687876038968e+00, 3.985013334314708722e+00, 4.570815475743621903e+00, 3.866867961522064689e+00, 2.924688623901058548e+00, 2.976290095112552159e+00, 3.600974741709062510e+00, 3.148180384139750210e+00
2.093000000000000000e+03, 3.378454117466374917e+00, 1.709301517664578274e+00, 2.535840510996067554e+00, 2.665460268175729563e+00, 2.971657749980550101e+00, 4.442736430662103331e+00, 4.436812597117615553e+00, 2.137620798797866151e+00, 2.897188590341625236e+00, 3.871780532713221312e+00, 4.595176836532377962e+00, 3.343734043130107469e+00, 3.465124388863973337e+00, 2.820772209471345882e+00, 3.330217961332297971e+00, 3.718239007570474985e+00
2.094000000000000000e+03, 3.277911565570390984e+00, 2.534682922427502039e+00, 2.817795529582421299e+00, 2.832533778375171174e+00, 2.752369003033048322e+00, 3.784360900362977009e+00, 3.942207192255477111e+00, 2.669133311001649300e+00, 3.500430302463557020e+00, 3.656945342053750103e+00, 4.647728972015144677e+00, 3.268435241885086384e+00, 3.380228432483004308e+00, 3.410603675821914038e+00, 2.394630916369461460e+00, 3.498125903428042527e+00
2.095000000000000000e+03, 2.526358970083109501e+00, 2.538034549154819519e+00, 3.372001251730498694e+00, 2.518328757534150419e+00, 2.805507656687093565e+00, 4.749282930767988020e+00, 4.330830645266043000e+00, 2.307374128810273373e+00, 3.213381677511297330e+00, 3.543636482150501532e+00, 3.729909703957002165e+00, 3.168163050333771213e+00, 3.132583387606632908e+00, 3.004892929345349906e+00, 3.640323246490060338e+00, 3.317713803544504625e+00
2.096000000000000000e+03, 3.737878253016375218e+00, 2.113430898780814804e+00, 2.308185931485807529e+00, 2.573475002427209279e+00, 2.674472341463924430e+00, 4.143326954757820424e+00, 4.033126845044964881e+00, 2.129507884303340592e+00, 2.477648594781735714e+00, 3.356265591280612970e+00, 4.445540729013537806e+00, 3.153939305224503720e+00, 2.638567920547388646e+00, 3.267860152945976093e+00, 4.251268096479895675e+00, 2.999591496173579230e+00
2.097000000000000000e+03, 2.532840965735351002e+00, 1.936084633935922783e+00, 3.207241589945585059e+00, 2.620774033880883369e+00, 3.080424486775244386e+00, 3.998674592390339289e+00, 4.551850162858113613e+00, 2.317898338738832109e+00, 3.350673686361687942e+00, 3.363468494014242083e+00, 3.774834182099171986e+00, 3.171061412468696883e+00, 2.827325565820444364e+00, 2.851246305180296758e+00, 3.821451271739895184e+00, 3.058022563847546227e+00
2.098000000000000000e+03, 3.740045259032356739e+00, 2.008621378121469458e+00, 2.831679032809484298e+00, 2.898823635290387557e+00, 2.829123778785587184e+00, 4.187121189630136797e+00, 4.266224778374381188e+00, 2.090460202480854512e+00, 3.459396888933946812e+00, 3.949196658534093185e+00, 3.793994717381963699e+00, 2.800154863448531373e+00, 3.170490298050394617e+00, 2.791946949426870273e+00, 2.120421925004613239e+00, 3.889705382393116917e+00
2.099000000000000000e+03, 3.954812059430556026e+00, 2.502399024567324659e+00, 2.775645573632850915e+00, 2.635270368922831175e+00, 2.789328392885094932e+00, 4.387586786315482712e+00, 5.065603406939543696e+00, 2.193307092818467474e+00, 1.847560569994998847e+00, 4.013851329950029800e+00, 4.100127312231141019e+00, 3.287238402924058889e+00, 2.649656011312801596e+00, 3.229313340487475426e+00, 2.977579290395828693e+00, 3.899047289157698604e+00
2.100000000000000000e+03, 2.497848823615174574e+00, 2.001112522543312178e+00, 2.769109557970141910e+00, 3.140577039729895770e+00, 2.538971405878667653e+00, 4.250157757011319148e+00, 3.560217653868316567e+00, 2.238124658296151814e+00, 2.769903605672667357e+00, 3.552735681821288072e+00, 4.002088781788231131e+00, 3.389037008574903087e+00, 3.110605980426544015e+00, 3.061672343052763701e+00, 2.376900286274653329e+00, 3.241589371470064762e+00
