year, MPI-ESM1-2-LR, MIROC-ES2L, CanESM5, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, TaiESM1, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, GFDL-ESM4, CNRM-ESM2-1, CMCC-CM2-SR5
2.090000000000000000e+03, 5.992824589220505871e+00, 4.774054278519587413e+00, 6.546177268396138338e+00, 6.958483248465409110e-01, 8.042686540246553051e-01, 7.414014528511274627e-01, 5.123724027067726450e-01, 7.894349756420885322e-01, 1.030641014750958595e+00, 2.371078514246398594e+00, 7.657522599872371716e-01, 7.871285501913710902e+00, 2.085373751110429108e+00
2.091000000000000000e+03, 6.011973560276135053e+00, 4.801275848664635859e+00, 6.697906860481972480e+00, 7.424302766974563150e-01, 8.454342052852623635e-01, 7.742138687292903221e-01, 2.978948490037969798e-01, 7.882031902997250761e-01, 1.019076469554749842e+00, 2.340939902155274588e+00, 7.721997257617760901e-01, 7.745495101436292273e+00, 1.771362746654352227e+00
2.092000000000000000e+03, 6.015345529376052269e+00, 4.877802470828304315e+00, 6.865064133454505502e+00, 8.139548025518219543e-01, 8.642673570294613361e-01, 7.396664675064028582e-01, 3.514802614265917224e-01, 7.588372410620090047e-01, 1.043211569832583674e+00, 2.386046344801536101e+00, 7.712584720668003158e-01, 7.751394554045726970e+00, 1.851551880580482479e+00
2.093000000000000000e+03, 5.997587866694380487e+00, 4.831887902916776945e+00, 7.147347092562038817e+00, 7.960929714489330955e-01, 8.552568906097451906e-01, 7.244625815905890720e-01, 3.372747240710334271e-01, 7.585103176755627619e-01, 1.014756673016347532e+00, 2.416135359269106608e+00, 8.144206693674401754e-01, 7.586304206256829552e+00, 1.720138112234470773e+00
2.094000000000000000e+03, 6.032328118823008012e+00, 4.761178171215870947e+00, 7.181745073004210056e+00, 6.744448129455085095e-01, 8.417982838186707228e-01, 7.977905564861786925e-01, 4.450350412070966932e-01, 8.357435188505886181e-01, 9.909395551807257396e-01, 2.388626173259727814e+00, 8.263498035231566785e-01, 7.651677315049251860e+00, 1.562955436810154586e+00
2.095000000000000000e+03, 6.083380150649413842e+00, 4.801240807393179821e+00, 7.003992861288299565e+00, 7.034709688929415838e-01, 8.365906317400481074e-01, 7.573681418115666419e-01, 4.414849193271840888e-01, 8.800101839170696438e-01, 9.961614622012706644e-01, 2.427343707830820652e+00, 8.298714425229554159e-01, 7.637120115358993822e+00, 2.154851257005126808e+00
2.096000000000000000e+03, 6.132277825137859573e+00, 4.872398925872098552e+00, 6.665416648751751438e+00, 7.451116997768646444e-01, 8.353628414428091453e-01, 6.881767007599528529e-01, 4.445263958244489721e-01, 8.537455747700954944e-01, 1.037614381607590008e+00, 2.445879548293916184e+00, 8.399501457830895745e-01, 7.639400099085828622e+00, 2.083230849635947735e+00
2.097000000000000000e+03, 6.116606490878229607e+00, 4.866162892899710712e+00, 6.989023003009440238e+00, 7.538983510645659303e-01, 8.056550153170117801e-01, 7.091142900964962914e-01, 3.133863142075871688e-01, 7.803188337287834120e-01, 1.009545309485021303e+00, 2.492902868575967545e+00, 8.390219282743278661e-01, 7.603064376765185095e+00, 1.914577176599682851e+00
2.098000000000000000e+03, 6.107981473443576448e+00, 4.836491376252051388e+00, 7.195811844417563385e+00, 6.854028156819672590e-01, 7.838617766432848244e-01, 8.427798222021263275e-01, 3.965607906123543858e-01, 7.948547311390048442e-01, 9.825847515827607070e-01, 2.489337535852019556e+00, 8.567397460343769700e-01, 7.581476656906507294e+00, 1.816459022872842333e+00
2.099000000000000000e+03, 6.118865665361608031e+00, 4.853824773161445449e+00, 7.167950449770831511e+00, 7.814507976498727970e-01, 7.892649959547020089e-01, 8.485871895891067274e-01, 3.225123122191673186e-01, 7.446756072582397801e-01, 9.782831729455874203e-01, 2.455394178715314624e+00, 8.531257534243799068e-01, 7.559674535216601043e+00, 1.885393353890413515e+00
2.100000000000000000e+03, 6.104112463096323715e+00, 4.896097436306803274e+00, 7.123878048961961085e+00, 8.008477275442499321e-01, 7.730638023267355496e-01, 7.837865930843638251e-01, 4.886301329305970942e-01, 8.473352472323046891e-01, 9.762189070561080317e-01, 2.424372707489353296e+00, 8.700532890375851647e-01, 7.493045156970358001e+00, 1.933897842116587329e+00
