year, ACCESS-ESM1-5, CNRM-ESM2-1, GFDL-ESM4, EC-Earth3-Veg, NorESM2-LM, TaiESM1, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, CMCC-CM2-SR5, CanESM5, NorESM2-MM, UKESM1-0-LL
2.085000000000000000e+03, 1.178124241519172388e+00, 1.852538479131481175e+00, 5.759722623311016587e-01, 1.333308015387014489e+00, 1.341270977334858339e+00, 1.965874489979590134e+00, 1.572887707026338289e+00, 1.668905164833868859e+00, 1.904600531547833375e+00, 1.234617556882830369e+00, 2.350877224212730709e+00, 6.205232654120282021e+00, 1.537778374633076872e+00, 1.733589315130399822e+00
2.086000000000000000e+03, 1.152294721808164280e+00, 1.844907935500197382e+00, 5.762397135631860401e-01, 1.433480280067791490e+00, 1.278316333254719162e+00, 1.786585775814729438e+00, 1.626705491751782029e+00, 1.677051533241650905e+00, 1.914097416567848375e+00, 1.113495871049088759e+00, 2.099000408076710400e+00, 5.668580969362935207e+00, 1.564741505334988902e+00, 1.853362106049113223e+00
2.087000000000000000e+03, 1.101660023479539952e+00, 1.924121005212266811e+00, 5.847895543675507568e-01, 1.398132417201510158e+00, 1.158744279363178586e+00, 1.677685785449666289e+00, 1.719004928107795704e+00, 1.602146190877315357e+00, 1.855260898482033571e+00, 1.222864600828802661e+00, 1.948345620369388742e+00, 6.027802529422221944e+00, 1.491900151271071007e+00, 1.753744423602644931e+00
2.088000000000000000e+03, 1.119390824779136207e+00, 1.926841149096556016e+00, 5.900598250880760842e-01, 1.383709998626101889e+00, 1.427024786537037793e+00, 1.632295678102992698e+00, 1.651771375614404125e+00, 1.612796871331452886e+00, 2.085267970396672776e+00, 1.187387032516643570e+00, 2.106176945768992503e+00, 6.304959024085235342e+00, 1.468715821940254074e+00, 1.742070102149064548e+00
2.089000000000000000e+03, 1.113518468653966087e+00, 1.857421187668465645e+00, 5.773078928944254118e-01, 1.306652819925795406e+00, 1.512383114300587028e+00, 1.616788889269905383e+00, 1.692619969026464499e+00, 1.678674176069607560e+00, 1.999283088865501101e+00, 1.203161882194321963e+00, 2.360406863583536019e+00, 6.198886537911469041e+00, 1.496506777695278734e+00, 1.700091712817608958e+00
2.090000000000000000e+03, 1.187974437024705399e+00, 1.889057126214654048e+00, 5.718161861740500562e-01, 1.392478132161031779e+00, 1.358413625435894279e+00, 1.972241040586452998e+00, 1.593836094940346282e+00, 1.631066102982232202e+00, 2.145172983420000179e+00, 1.173273145894331293e+00, 2.326241583273568558e+00, 5.941631169423437164e+00, 1.469098060493484903e+00, 1.687591803257921130e+00
2.091000000000000000e+03, 1.245825208555707331e+00, 1.945783902314191849e+00, 5.727131752038330248e-01, 1.451188977194526553e+00, 1.371408549131632126e+00, 1.635681056812090972e+00, 1.768956827192448955e+00, 1.619650980482492564e+00, 1.871556768843674723e+00, 1.151088807212470311e+00, 2.202466571561368713e+00, 5.861420094268600778e+00, 1.506455981600599792e+00, 1.790310545807669351e+00
2.092000000000000000e+03, 1.294636555239131459e+00, 2.059871369835383881e+00, 6.036694960265178711e-01, 1.452630910407329168e+00, 1.252747138676275629e+00, 1.774943308044422352e+00, 1.723108311598435582e+00, 1.680962346779452998e+00, 2.119827277023731416e+00, 1.273409122155751749e+00, 2.303959961129366629e+00, 5.564270994869146669e+00, 1.548469159441425269e+00, 1.700398776579655991e+00
2.093000000000000000e+03, 1.259340409415856898e+00, 1.973227190062280867e+00, 6.291195930773584299e-01, 1.440094802500931248e+00, 1.412195385703280737e+00, 1.643560756437997927e+00, 1.807457134218681594e+00, 1.728878588555760487e+00, 2.038472054490679142e+00, 1.302623038437055625e+00, 2.254296106806887856e+00, 5.508933313793048292e+00, 1.562643701942614038e+00, 1.659804081500710016e+00
2.094000000000000000e+03, 1.259183912564846075e+00, 1.858467748083459270e+00, 6.137244275623275902e-01, 1.435873042550693590e+00, 1.455860321307284933e+00, 1.777425749133111799e+00, 1.617556124991895272e+00, 1.664188189038143140e+00, 2.187753308333151736e+00, 1.330687402333124769e+00, 2.096257097773705613e+00, 6.322597456914270886e+00, 1.430194338424954692e+00, 1.837259239663193044e+00
2.095000000000000000e+03, 1.232326345160521752e+00, 1.893244905570357073e+00, 6.195948685649032006e-01, 1.417230884339679031e+00, 1.474784995126352749e+00, 1.833666898132320311e+00, 1.557128690347097777e+00, 1.638907031206944254e+00, 2.081012249780441081e+00, 1.350683402739507821e+00, 2.225175728926713337e+00, 6.407983981317410205e+00, 1.648340637452516466e+00, 1.951022458082219746e+00
2.096000000000000000e+03, 1.252821356860491342e+00, 1.861544384297577182e+00, 6.134955893370610536e-01, 1.446720016226070049e+00, 1.426023941343929069e+00, 1.879300544204399070e+00, 1.722561040079436667e+00, 1.665251263921833980e+00, 2.125453496471811476e+00, 1.402887422608171342e+00, 2.397860508847667660e+00, 5.741931143470841548e+00, 1.638955496387631605e+00, 1.630172598661228323e+00
2.097000000000000000e+03, 1.226352217865162908e+00, 1.843688173420793941e+00, 6.058089214504452924e-01, 1.404741569058437278e+00, 1.549660032855087133e+00, 1.638796582886093534e+00, 1.625591203044586930e+00, 1.743956916982335459e+00, 2.191364752095317670e+00, 1.342228483545013340e+00, 2.238562262404926173e+00, 5.785841942735207688e+00, 1.644595378775794758e+00, 1.892960885510553748e+00
2.098000000000000000e+03, 1.175470827609303326e+00, 1.734647311128880487e+00, 6.217257393317742187e-01, 1.422250638825770741e+00, 1.422925443911886134e+00, 1.847988077826898223e+00, 1.688248176591637950e+00, 1.697951039144124818e+00, 2.256320325178979846e+00, 1.273135646280828759e+00, 2.216420970074018282e+00, 5.939052758525862785e+00, 1.366777897274429776e+00, 1.744586511332831158e+00
2.099000000000000000e+03, 1.209194153052098430e+00, 1.841899136098290368e+00, 6.115211331808654283e-01, 1.443431132758027147e+00, 1.287377081609681229e+00, 1.735763384501795903e+00, 1.781032578442239611e+00, 1.623243533330978927e+00, 2.060541990206694152e+00, 1.262839549118925930e+00, 2.396371883886033505e+00, 6.447294868843491678e+00, 1.516462713340672286e+00, 1.799673589537624352e+00
2.100000000000000000e+03, 1.170985175209842577e+00, 1.833126178276289098e+00, 6.067760951172221917e-01, 1.410655238256009580e+00, 1.370972165622613037e+00, 1.861661600453446086e+00, 1.596196953801386709e+00, 1.710323002505673928e+00, 2.299563250372774537e+00, 1.371603108811419114e+00, 2.314269278734858215e+00, 5.959050225071002238e+00, 1.391421192915825999e+00, 1.747874282446176153e+00
