year, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL, CESM2-WACCM, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L
1.956000000000000000e+03, 4.256801379452708201e-01, 6.005871588216452062e-02, 3.998278708590344288e-01, 1.003298621176160976e+00, 6.011637616455323650e-03, 7.624881600006773175e-01, 1.873626887918035111e-01, 1.960227062408826521e-02, 9.692130597462831343e-01
1.957000000000000000e+03, 4.260201741932364006e-01, 6.111471099883584307e-02, 4.067996931530684090e-01, 1.005152382893180985e+00, 6.345757475399604712e-03, 7.666896634594972948e-01, 1.881275393397865148e-01, 1.936301831436430809e-02, 9.849102266659935934e-01
1.958000000000000000e+03, 4.255508128228633336e-01, 6.221589536873998322e-02, 4.100880912073417983e-01, 9.971020968949121377e-01, 6.921656317839273986e-03, 7.684599042468092112e-01, 1.892320618236108531e-01, 1.934394423462458545e-02, 1.001194044176228148e+00
1.959000000000000000e+03, 4.239895427116909254e-01, 6.340057949527713732e-02, 4.135399516313635337e-01, 9.943268727761459536e-01, 7.432321674834495122e-03, 7.623011322753717733e-01, 1.901789051401881203e-01, 1.934315187855424958e-02, 1.014324921157589987e+00
1.960000000000000000e+03, 4.211811511884014925e-01, 6.451388349979346459e-02, 4.170837011118616044e-01, 9.987984799096961686e-01, 6.910025471697457330e-03, 7.623722207388705652e-01, 1.910870924622138367e-01, 1.915760891625871085e-02, 9.987911600198474682e-01
1.961000000000000000e+03, 4.178694178778999957e-01, 6.163203307536373882e-02, 4.079384453188708570e-01, 9.995294915727823692e-01, 5.943503887369673555e-03, 7.689209504092290315e-01, 1.881247150751452490e-01, 1.732161983329862445e-02, 9.980731621156698763e-01
1.962000000000000000e+03, 4.152269233996271902e-01, 5.888538374324833041e-02, 4.004645176922863037e-01, 1.005469483297007693e+00, 5.371579576565831127e-03, 7.639161343541859273e-01, 1.865335781827960338e-01, 1.561320727908758164e-02, 1.003963758613437340e+00
1.963000000000000000e+03, 4.131714778534785193e-01, 5.627039061502957934e-02, 3.938386443376632462e-01, 1.005344064860732134e+00, 4.957832448320423011e-03, 7.710900580103073887e-01, 1.847941990776862387e-01, 1.405716756061958436e-02, 1.009735220292381497e+00
1.964000000000000000e+03, 4.107812505706036066e-01, 5.377679368716938024e-02, 3.877292570353299550e-01, 9.964507243694058491e-01, 4.618143620614480714e-03, 7.705926724962783858e-01, 1.839519641766882707e-01, 1.262983083017868956e-02, 1.015639849068850298e+00
1.965000000000000000e+03, 4.085294259652234583e-01, 5.140571715961916172e-02, 3.819973908375663418e-01, 9.845871919766042701e-01, 4.321808784648803296e-03, 7.669915630025092579e-01, 1.827567497408732478e-01, 1.133761215136234665e-02, 1.021084981592138119e+00
1.966000000000000000e+03, 4.068886644043246958e-01, 4.914187646495321582e-02, 3.765714740496108326e-01, 9.925175175961783447e-01, 4.063224134987525327e-03, 7.599333473418454776e-01, 1.826191959401510800e-01, 1.019832120788445769e-02, 1.026340324996315001e+00
1.967000000000000000e+03, 4.056079508766936015e-01, 4.698705738694196332e-02, 3.714168909592470147e-01, 9.990764667036020619e-01, 3.819913777717318364e-03, 7.566008077544909005e-01, 1.827725726244561477e-01, 9.196966088329337763e-03, 1.032666192080527789e+00
1.968000000000000000e+03, 4.050120160447043816e-01, 4.493623004378802938e-02, 3.665077261743550086e-01, 1.012352431609564452e+00, 3.599365740083515074e-03, 7.659179029977156716e-01, 1.824013066654856241e-01, 8.350149938151167281e-03, 1.039347397114225302e+00
1.969000000000000000e+03, 4.045971533570939527e-01, 4.298100120819909470e-02, 3.618185177654727469e-01, 1.008639665152697207e+00, 3.401051866255314429e-03, 7.732295465275650370e-01, 1.832780240640431157e-01, 7.692577744302705328e-03, 1.045276411904546343e+00
1.970000000000000000e+03, 4.043292994582937672e-01, 4.112199166709341186e-02, 3.574043999633468305e-01, 1.005062252474824946e+00, 3.225254818486054855e-03, 7.661350275103393503e-01, 1.847852794039752944e-01, 7.384660895746353315e-03, 1.053425995916941860e+00
1.971000000000000000e+03, 4.053516312979289493e-01, 3.937434930303070763e-02, 3.526658106535592307e-01, 1.011801991929946132e+00, 3.063827793720118580e-03, 7.745048373477613213e-01, 1.856138529645249280e-01, 6.985064233755844572e-03, 1.064714453331782051e+00
1.972000000000000000e+03, 4.072872892955745616e-01, 3.770927040308627576e-02, 3.481632960130874310e-01, 1.018502207811881055e+00, 2.911304356531068099e-03, 7.831354136867544335e-01, 1.856319416422936019e-01, 6.599259117959224534e-03, 1.073207846395130449e+00
1.973000000000000000e+03, 4.084937431930769636e-01, 3.612129172485857576e-02, 3.438460246282291632e-01, 1.034840721922003937e+00, 2.772984749512547552e-03, 7.810669756932520080e-01, 1.868408662919586183e-01, 6.233316635096203089e-03, 1.079014000668009343e+00
1.974000000000000000e+03, 4.091652237993296248e-01, 3.460798544678781591e-02, 3.396980258941648678e-01, 1.040603756749492570e+00, 2.649755359269240391e-03, 7.861654300346515578e-01, 1.882661786745426225e-01, 5.873230244800432646e-03, 1.087133925183213945e+00
1.975000000000000000e+03, 4.103076360009297319e-01, 3.316486800534382967e-02, 3.357243256967755163e-01, 1.040544582705394072e+00, 2.532229724349912506e-03, 7.700143883250162302e-01, 1.878847505201111934e-01, 5.512243907548879801e-03, 1.094633869688981020e+00
1.976000000000000000e+03, 4.103672305725875602e-01, 3.177097302349394387e-02, 3.318635683558542326e-01, 1.032626103054686162e+00, 2.431028580296241623e-03, 7.745632198866631013e-01, 1.882191422710790540e-01, 5.183662738823287611e-03, 1.101280872036991987e+00
1.977000000000000000e+03, 4.093629013208126555e-01, 3.043856081789072035e-02, 3.281266089721908141e-01, 1.035503603267611705e+00, 2.337963558586744761e-03, 7.822387868482491013e-01, 1.890586805194586217e-01, 4.886079851203899670e-03, 1.106236834028826221e+00
1.978000000000000000e+03, 4.080683901957321003e-01, 2.916995391549885921e-02, 3.245025105241949870e-01, 1.043125731377975596e+00, 2.252382709860096741e-03, 7.756161211901774211e-01, 1.898654056820591463e-01, 4.615631811355242788e-03, 1.112603495837958034e+00
1.979000000000000000e+03, 4.068605088432866723e-01, 2.796009557330756540e-02, 3.209844098899573561e-01, 1.040348885288929770e+00, 2.174351918967551076e-03, 7.965534719836037114e-01, 1.914639975314034459e-01, 4.352530465223196192e-03, 1.119393121167698624e+00
1.980000000000000000e+03, 4.071007240580079012e-01, 2.680735343785729113e-02, 3.175671828681742026e-01, 1.039982961741338752e+00, 2.091225810700028751e-03, 8.060302818049712714e-01, 1.924417788187333667e-01, 4.134683154690622399e-03, 1.127136878379868090e+00
1.981000000000000000e+03, 4.081982295303142050e-01, 2.567070293328294062e-02, 3.139795894708826696e-01, 1.059886372654819109e+00, 2.013225898696495691e-03, 8.107372588852671536e-01, 1.932055074821488194e-01, 3.858656950072240303e-03, 1.137900886452185567e+00
1.982000000000000000e+03, 4.091713448024406063e-01, 2.458351738911697740e-02, 3.105166180309650859e-01, 1.074250632051520826e+00, 1.950222579197414575e-03, 8.074937133237565234e-01, 1.939537505082694346e-01, 3.589843732602768494e-03, 1.152146392331374170e+00
1.983000000000000000e+03, 4.095670343660403612e-01, 2.354318633722478696e-02, 3.071501398959656237e-01, 1.073854033850974998e+00, 1.892776509849411265e-03, 8.026712096081548564e-01, 1.952396384340701341e-01, 3.338218437193190506e-03, 1.164303095358527607e+00
1.984000000000000000e+03, 4.097993696299463418e-01, 2.254919200252267567e-02, 3.038699521044789797e-01, 1.072199536040995271e+00, 1.837563184199020360e-03, 8.239937863714181798e-01, 1.965622046832059544e-01, 3.087899881671771901e-03, 1.173329233808820815e+00
1.985000000000000000e+03, 4.106813442736668707e-01, 2.159852719408472677e-02, 3.006703958661301468e-01, 1.069850856226579605e+00, 1.785609331994276539e-03, 8.205580387798745434e-01, 1.976408916037772079e-01, 2.858667638848292909e-03, 1.180940863391678697e+00
1.986000000000000000e+03, 4.116776603679749846e-01, 2.069061915246303215e-02, 2.975422728664237626e-01, 1.064815590987876037e+00, 1.740085450227929964e-03, 8.144520369805835491e-01, 1.986871939482322547e-01, 2.641598240576990397e-03, 1.187856206287654315e+00
1.987000000000000000e+03, 4.125221775029909166e-01, 1.982138323871095523e-02, 2.944832794336535997e-01, 1.060859561409719598e+00, 1.693249435841877532e-03, 8.085327413867846591e-01, 1.996970919018194179e-01, 2.435250230820392228e-03, 1.193703552463309725e+00
1.988000000000000000e+03, 4.133627498758425389e-01, 1.898868941894362242e-02, 2.914897199609160494e-01, 1.078293923027086265e+00, 1.649664530179815753e-03, 8.128504827761500184e-01, 2.023997195530251314e-01, 2.231639962060611403e-03, 1.201235650949197709e+00
1.989000000000000000e+03, 4.149130567720017426e-01, 1.819126575460351669e-02, 2.885641651138389774e-01, 1.088958351724212070e+00, 1.612959284389924551e-03, 8.074625096057078677e-01, 2.053330301013635284e-01, 2.041292794170644718e-03, 1.207743398166736037e+00
1.990000000000000000e+03, 4.176550398111291695e-01, 1.743030239534022058e-02, 2.856831741172818906e-01, 1.094074473130658420e+00, 1.608014136472871473e-03, 8.046069409618817891e-01, 2.082724519057686519e-01, 1.868831770043665168e-03, 1.214280493784851256e+00
1.991000000000000000e+03, 4.204118841156704867e-01, 1.643881331497349177e-02, 2.837506626363694995e-01, 1.104023655630790302e+00, 1.594482270283512949e-03, 8.114758894666309619e-01, 2.064792841102305043e-01, 1.961208050917789391e-03, 1.220331685664759025e+00
1.992000000000000000e+03, 4.209060999170432527e-01, 1.550969034772940389e-02, 2.817420085800551588e-01, 1.100930664414015547e+00, 1.553207979447579273e-03, 8.217455975491849696e-01, 2.068727143104327759e-01, 2.055053818335542820e-03, 1.224960194219527843e+00
1.993000000000000000e+03, 4.195235683232469426e-01, 1.463979574809335001e-02, 2.797163615063910647e-01, 1.091201843363321933e+00, 1.508596785761903963e-03, 8.162234750893593294e-01, 2.071246822298583312e-01, 2.112557101102710121e-03, 1.225887578434724734e+00
1.994000000000000000e+03, 4.183000559037685084e-01, 1.381884605080006649e-02, 2.776964043262248882e-01, 1.109100336844557555e+00, 1.484061917150967646e-03, 8.079488964784949934e-01, 2.091196319609652798e-01, 2.151861987259591491e-03, 1.226787089618336601e+00
1.995000000000000000e+03, 4.183537035498153811e-01, 1.304479993226159186e-02, 2.756877479268604603e-01, 1.104552672858892359e+00, 1.462326187091715071e-03, 7.974706985259686354e-01, 2.109478705493941786e-01, 2.147288444741006844e-03, 1.226616906540317631e+00
1.996000000000000000e+03, 4.199799322016092296e-01, 1.231524822781117010e-02, 2.736953111317329546e-01, 1.104351160987896874e+00, 1.437321767750427987e-03, 7.983758687902562379e-01, 2.108860635102884906e-01, 2.149783627108369302e-03, 1.225581764913776572e+00
1.997000000000000000e+03, 4.210969061979916717e-01, 1.163146288677156803e-02, 2.717202161828523033e-01, 1.102382643331961454e+00, 1.413105516296441801e-03, 8.037240599127277729e-01, 2.130948214436923782e-01, 2.204935495836737869e-03, 1.224348938745575932e+00
1.998000000000000000e+03, 4.220497862414582246e-01, 1.098603772277535404e-02, 2.697792954044900271e-01, 1.114278947593185798e+00, 1.391171233592905726e-03, 8.053074430043778431e-01, 2.145335498976229383e-01, 2.262247392514462122e-03, 1.225569740776599748e+00
1.999000000000000000e+03, 4.237130671866312093e-01, 1.038783423476880366e-02, 2.678597427531421715e-01, 1.123165995153266428e+00, 1.388872944910645802e-03, 8.148546259140293513e-01, 2.158466109035999392e-01, 2.334564346539397348e-03, 1.226831019672094847e+00
2.000000000000000000e+03, 4.255735304891772319e-01, 9.829104567100730924e-03, 2.659715368648351008e-01, 1.131883758115766581e+00, 1.449155363423204656e-03, 8.068687771773545014e-01, 2.194893903456769935e-01, 2.399391709756139128e-03, 1.229120824592552230e+00
2.001000000000000000e+03, 4.290786968903289034e-01, 9.386163163746883559e-03, 2.718309976652177329e-01, 1.131646798219855699e+00, 1.480788195587930210e-03, 8.083225840197084677e-01, 2.193058739136868607e-01, 2.723110250493972727e-03, 1.231949714469007251e+00
2.002000000000000000e+03, 4.322639884749120975e-01, 9.320466670277709545e-03, 2.760163201934703325e-01, 1.126480558861125747e+00, 1.495751809941123309e-03, 8.078541265281842243e-01, 2.226429439374538743e-01, 4.109869484380856107e-03, 1.228486660186207668e+00
2.003000000000000000e+03, 4.343063235300081426e-01, 8.979259043599958565e-03, 2.818029943790415492e-01, 1.128624397586576844e+00, 1.445195250170568536e-03, 8.034967972041767714e-01, 2.258461750975926940e-01, 5.311321210892643550e-03, 1.272797417259510677e+00
2.004000000000000000e+03, 4.392510819555284773e-01, 9.220324281304632594e-03, 2.830567649782793627e-01, 1.145254227878181652e+00, 1.465034184861160058e-03, 8.245784477280041491e-01, 2.330091491860068198e-01, 9.387132079623031547e-03, 1.332126906733561933e+00
2.005000000000000000e+03, 4.440956592144590376e-01, 1.521124653573111690e-02, 2.966319553581616697e-01, 1.156849529835350276e+00, 1.507345490216383107e-03, 8.226551232432045557e-01, 2.433637463803433876e-01, 1.489627269289732665e-02, 1.339315887996216592e+00
2.006000000000000000e+03, 4.486492890644118714e-01, 1.580815338574775158e-02, 3.154021880754973028e-01, 1.164919346907721032e+00, 1.422240583511804376e-03, 8.379154771832034720e-01, 2.501679005369238928e-01, 1.881321570803637031e-02, 1.307548493283777313e+00
2.007000000000000000e+03, 4.520149771691672758e-01, 1.506062736386680305e-02, 3.106250758572446369e-01, 1.170067378474722641e+00, 1.388490810020007269e-03, 8.534897919769792729e-01, 2.534393338036376453e-01, 1.959483296894247092e-02, 1.337528603511707770e+00
2.008000000000000000e+03, 4.552600814077411018e-01, 1.519024553978704818e-02, 3.207223825359044600e-01, 1.174260742543636438e+00, 1.342556555254633679e-03, 8.690306481026369712e-01, 2.584138420335760911e-01, 2.222703225868228119e-02, 1.296408995008658138e+00
2.009000000000000000e+03, 4.598170747572945527e-01, 1.457186508465678314e-02, 3.141857358225121355e-01, 1.187967215523847875e+00, 1.430979693215557848e-03, 8.618120166110707636e-01, 2.560475225836693625e-01, 2.070753030961715660e-02, 1.320294317610391621e+00
2.010000000000000000e+03, 4.615943870308343300e-01, 1.508028622922218988e-02, 3.500183137132933942e-01, 1.194737105644122499e+00, 1.411545560622617500e-03, 8.555505323025374143e-01, 2.672275529320717324e-01, 2.352946408422142491e-02, 1.297523125150967571e+00
2.011000000000000000e+03, 4.629835153577548379e-01, 1.459886967903295529e-02, 3.427465042153853281e-01, 1.203397027269301978e+00, 1.289553284460324576e-03, 8.623042162523200105e-01, 2.685270385503641943e-01, 2.313016551918692376e-02, 1.294801968072943676e+00
2.012000000000000000e+03, 4.654146189701888758e-01, 1.434109791373826444e-02, 3.406349522370524241e-01, 1.211638277531463581e+00, 1.244239507115247863e-03, 8.781898837652288847e-01, 2.687284883413297298e-01, 2.244614805319360140e-02, 1.293314425555082803e+00
2.013000000000000000e+03, 4.679967630542786194e-01, 1.432409256895448256e-02, 3.482546890185515553e-01, 1.218205291353539721e+00, 1.229455881673346051e-03, 8.895952858678005670e-01, 2.731635259481443034e-01, 2.139206580949809880e-02, 1.285976235121371714e+00
2.014000000000000000e+03, 4.704578982992936309e-01, 1.399043129944023932e-02, 3.466853065949321300e-01, 1.224654138281094040e+00, 1.224056611889493343e-03, 9.068942280077760820e-01, 2.752927432072179714e-01, 1.972419281889635848e-02, 1.278518593864969466e+00
