year, TaiESM1, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-MM, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, NorESM2-LM, CMCC-ESM2, UKESM1-0-LL
1.947000000000000000e+03, 8.655597345352868460e-11, 5.872917673183551292e-11, 1.816369622201524623e-10, 5.556169202568847865e-10, 5.297334548251536123e-11, 2.186816552349634126e-10, 3.038354572551072724e-10, 6.571124247662084283e-10, 2.065020613328730447e-10, 4.547181795574237933e-13
1.948000000000000000e+03, 8.756079966747458511e-11, 5.815886460322368427e-11, 1.815519958370537408e-10, 5.615021959671954394e-10, 5.297892482580262021e-11, 2.194897830305558130e-10, 3.056405328132281573e-10, 6.653595288925044638e-10, 1.987317955515366876e-10, 1.210030364906109117e-12
1.949000000000000000e+03, 8.831796432450667593e-11, 5.765514978855086010e-11, 1.841930536412012890e-10, 5.392715343410724251e-10, 5.345477668194441293e-11, 2.153295263058733918e-10, 3.076740326290083877e-10, 6.610251047506635189e-10, 1.938009281828601246e-10, 3.336150566889812370e-12
1.950000000000000000e+03, 9.012041755882861340e-11, 5.705584974920480613e-11, 1.775338392852424092e-10, 5.211103140378889929e-10, 5.449803489903522203e-11, 2.131255204027039281e-10, 3.046686715195182364e-10, 6.557209732466031147e-10, 2.047279911081785356e-10, 6.071519440591272541e-12
1.951000000000000000e+03, 9.002957518356077914e-11, 6.060975959216122433e-11, 1.789482881194260430e-10, 5.692879721369360782e-10, 5.603634563605808720e-11, 2.460563423125233591e-10, 3.139996941347325668e-10, 7.277315678429595580e-10, 2.097568777264159081e-10, 6.456671504091719026e-12
1.952000000000000000e+03, 9.192181401619499880e-11, 6.058167321130614586e-11, 1.810432961455269631e-10, 5.735045572441913140e-10, 5.627927354312161273e-11, 2.512709439590838510e-10, 3.184835605237347897e-10, 7.123509309553768908e-10, 2.110749091693966483e-10, 6.830266703651982461e-12
1.953000000000000000e+03, 9.479264331989295759e-11, 6.069491886599196051e-11, 1.829300914049498000e-10, 5.567833326431761979e-10, 5.621345394686497014e-11, 2.519838519047980442e-10, 3.171502742362351070e-10, 6.816943376288382272e-10, 2.127341394869455263e-10, 7.440982583240386124e-12
1.954000000000000000e+03, 9.566284408289067970e-11, 6.072653738047394076e-11, 1.890010275670373230e-10, 6.027412969612709869e-10, 5.611874021885234337e-11, 2.525781787836321804e-10, 3.162350155819544506e-10, 6.830328297058916529e-10, 2.037363313102859627e-10, 8.166634533575264377e-12
1.955000000000000000e+03, 9.487187479199046271e-11, 6.122230415704854507e-11, 1.891946082594159043e-10, 6.983330076784734340e-10, 5.633778819248945749e-11, 2.555196272114735167e-10, 3.167584077706940687e-10, 6.784112824959150850e-10, 2.063723169914304286e-10, 8.693365881136001333e-12
1.956000000000000000e+03, 9.503074603843286433e-11, 6.144561064125232219e-11, 1.821870914233397162e-10, 8.090908088190201097e-10, 5.656091471222932035e-11, 2.538231574531830887e-10, 3.182873375757702333e-10, 6.548850346938372003e-10, 2.023145950511263214e-10, 8.591364905448379250e-12
1.957000000000000000e+03, 9.757010108384373028e-11, 6.154817407853356390e-11, 1.837381240887398389e-10, 7.623908665448226777e-10, 5.630252485328098349e-11, 2.537048533605968158e-10, 3.200602222958635477e-10, 7.489953873088710030e-10, 2.097378640418265934e-10, 8.578069711846891889e-12
1.958000000000000000e+03, 9.658162853661897295e-11, 6.187119663809257315e-11, 1.838783380857612582e-10, 8.641313082316361606e-10, 5.517907513265792704e-11, 2.536427808043408551e-10, 3.196467964502555146e-10, 9.006692048064471067e-10, 2.025836802855088247e-10, 9.401901571484806580e-12
1.959000000000000000e+03, 9.904442421899261228e-11, 6.209936965836282222e-11, 1.900405839207751983e-10, 8.325224623663427036e-10, 5.464649043040446124e-11, 2.522627458284915302e-10, 3.223501945047901992e-10, 7.682353391978200422e-10, 2.093302394542924827e-10, 9.926512346984154034e-12
1.960000000000000000e+03, 7.444760634532943613e-11, 6.239098406453171018e-11, 1.846730422129100911e-10, 8.179488296918938463e-10, 3.379947711539111139e-11, 2.529261355674928145e-10, 3.216538566178560172e-10, 7.991416028868530859e-10, 1.869628136991388004e-10, 7.295105006778076210e-12
1.961000000000000000e+03, 7.270610593886679151e-11, 3.030235804742952718e-11, 1.944875926768011398e-11, 8.142014279526849722e-10, 1.889788837239738994e-11, 1.103221817665811013e-10, 2.690223645278117607e-10, 7.126309276587321286e-10, 1.781941930524834379e-10, 4.028128180253147683e-12
1.962000000000000000e+03, 7.316670580913762769e-11, 2.871935388771688876e-11, 1.892159348038120807e-11, 7.831590007121460566e-10, 1.630924077209376729e-11, 1.019023722071162196e-10, 2.646463201731302532e-10, 7.397468630570683891e-10, 1.686598061188519149e-10, 2.758068393647172990e-12
1.963000000000000000e+03, 7.401195517491011524e-11, 2.712024273690651480e-11, 1.910190937892108347e-11, 8.827790968461413200e-10, 1.485652148844403425e-11, 9.396688645789957854e-11, 2.610975435090835957e-10, 7.103110561077370594e-10, 1.683371243007061614e-10, 2.195433323601407592e-12
1.964000000000000000e+03, 7.429318386512336626e-11, 2.550140147356728563e-11, 1.907706358601481372e-11, 7.687317218297486425e-10, 1.327968523939941955e-11, 8.572722949797744419e-11, 2.572237922749808236e-10, 7.698633854017620893e-10, 1.755688976510495334e-10, 1.886750557794070676e-12
1.965000000000000000e+03, 7.529206700026147003e-11, 2.383140667666767228e-11, 1.993366362072588040e-11, 8.196936908876297176e-10, 1.200296253885514341e-11, 7.717292933850215359e-11, 2.544503435408082370e-10, 8.587268807381053055e-10, 1.765314627751186022e-10, 1.677150153571045397e-12
1.966000000000000000e+03, 7.527850700183665921e-11, 2.220597730014157826e-11, 1.941479439260078140e-11, 9.404993967689281206e-10, 1.142875843933270323e-11, 6.927831359582311387e-11, 2.523863038712081654e-10, 9.589946154151675298e-10, 1.751739187134300960e-10, 1.546029730831847955e-12
1.967000000000000000e+03, 7.495241425306071663e-11, 2.025215658669567112e-11, 1.912208991009588690e-11, 8.542551442457373108e-10, 1.122869623454866830e-11, 6.164760856161239367e-11, 2.507913896738545834e-10, 9.958726091064803705e-10, 1.739651764496230194e-10, 1.388259600199583935e-12
1.968000000000000000e+03, 7.519130166985106268e-11, 1.878733686462759659e-11, 1.957502802949532285e-11, 8.725407195847910769e-10, 1.119446728730621164e-11, 5.361575294189879069e-11, 2.506358775262718911e-10, 1.059037341429669022e-09, 1.730109928080443671e-10, 1.247825978956587880e-12
1.969000000000000000e+03, 7.708152497809912844e-11, 1.714180392863409056e-11, 1.900181672295448901e-11, 1.026182143016645065e-09, 1.047642019944989785e-11, 4.590471048409201756e-11, 2.490825667117976306e-10, 1.019175224587809819e-09, 1.668765575220331347e-10, 1.136541718724145865e-12
1.970000000000000000e+03, 7.381967546965202950e-11, 1.530977587482983411e-11, 1.962788800824694218e-11, 1.090231633429525241e-09, 9.026561376891049432e-12, 3.724094712937106340e-11, 2.491472464495329457e-10, 9.148363608635838330e-10, 1.577098315173658818e-10, 1.062458964284857555e-12
1.971000000000000000e+03, 7.609742538716642949e-11, 1.099991427696000181e-11, 1.512785038326357412e-11, 9.773490618116141440e-10, 8.339865608580322249e-12, 3.141766603204817889e-11, 2.511154363135181863e-10, 1.029267612055964244e-09, 1.610561864268522793e-10, 9.926398515106319429e-13
1.972000000000000000e+03, 7.807351872579545976e-11, 1.080291801023633931e-11, 1.548035507404042856e-11, 1.079439043129241226e-09, 8.704604076372684231e-12, 3.075480023256303341e-11, 2.528266427585730711e-10, 1.248578417897134454e-09, 1.690630605639803668e-10, 9.028399955268659615e-13
1.973000000000000000e+03, 7.807379972789352649e-11, 1.063566256595495066e-11, 1.483385696532787710e-11, 1.197648176205945511e-09, 8.814506510502413525e-12, 3.003639062769030818e-11, 2.523649208046616978e-10, 1.213192409840651108e-09, 1.682450736879468123e-10, 8.251704907589822438e-13
1.974000000000000000e+03, 7.819169537354206578e-11, 1.047923976808855899e-11, 1.498406046503225889e-11, 1.167290721247856869e-09, 8.696626709503136346e-12, 2.900668391442759739e-11, 2.527078217110114720e-10, 1.276317564118248217e-09, 1.688547969751564968e-10, 7.734610227794919118e-13
1.975000000000000000e+03, 8.037309827873363673e-11, 1.017908413007572023e-11, 1.502509301408617807e-11, 1.221427626683249120e-09, 8.309034752876628929e-12, 2.791455044108705003e-11, 2.534652499224031070e-10, 1.262766823618264885e-09, 1.698901947498200610e-10, 7.023477171321289580e-13
1.976000000000000000e+03, 8.009698678309571656e-11, 9.973129121915134752e-12, 1.253352830778243230e-11, 1.439299189111393465e-09, 7.720442462036489643e-12, 2.737818882285530547e-11, 2.508391379306542858e-10, 1.246355002455618911e-09, 1.705356833027834491e-10, 6.702166753790504113e-13
1.977000000000000000e+03, 8.166604549228184507e-11, 9.893553224954893846e-12, 1.210092044234253578e-11, 1.505798020760215772e-09, 7.816220026243543271e-12, 2.652252414227158119e-11, 2.491742596595287191e-10, 1.314808222461018725e-09, 1.684234184494625127e-10, 6.428418360280364073e-13
1.978000000000000000e+03, 8.268957030212889309e-11, 9.691980891438715174e-12, 1.222356861880317018e-11, 1.586515009178774384e-09, 7.975502978605105742e-12, 2.572461514915514439e-11, 2.474509474065964617e-10, 1.374709131998231118e-09, 1.694702287876875849e-10, 6.163990072856111546e-13
1.979000000000000000e+03, 8.170346987503779842e-11, 9.379379852111257223e-12, 1.199787609972526207e-11, 1.544914681273127698e-09, 7.482412215393310455e-12, 2.468745737946276623e-11, 2.466322894914755927e-10, 1.314810675775566548e-09, 1.731566433871581445e-10, 5.965400505249803229e-13
1.980000000000000000e+03, 7.806711586253257054e-11, 9.316056938702406014e-12, 1.220653417820641467e-11, 1.427760961015708904e-09, 6.897508069426850690e-12, 2.417004407363459239e-11, 2.478375427336693275e-10, 1.497917162777303675e-09, 1.635119249894877549e-10, 5.202189270580044262e-13
1.981000000000000000e+03, 8.002702405354528312e-11, 7.413235121149746513e-12, 7.199456592690903423e-12, 1.489462480385013934e-09, 7.099976014137788053e-12, 2.010661337882944195e-11, 2.490929606609159835e-10, 1.191824659323203513e-09, 1.627460934963555623e-10, 4.405085921462093322e-13
1.982000000000000000e+03, 8.217012490052029989e-11, 7.223534127838453285e-12, 7.528409198635138833e-12, 1.610608145902331204e-09, 7.398319630635760954e-12, 1.932376095882752507e-11, 2.502888182628388613e-10, 1.261316923994992715e-09, 1.605890348554311919e-10, 4.152487055142585729e-13
1.983000000000000000e+03, 8.434906559843143459e-11, 7.133440668706107454e-12, 7.530375109175010278e-12, 1.595004392030133957e-09, 7.328251995536943313e-12, 1.872269109178920520e-11, 2.511744843726460039e-10, 1.607329832476051363e-09, 1.635426027852516038e-10, 3.987502465382927929e-13
1.984000000000000000e+03, 8.497137862647706204e-11, 6.920980429961555434e-12, 7.730582568428319670e-12, 1.604832893168308934e-09, 6.919939183841570418e-12, 1.765847754467112993e-11, 2.525309994563626986e-10, 1.650844887670656837e-09, 1.648802354867084617e-10, 3.721745212541657644e-13
1.985000000000000000e+03, 8.660789686125556731e-11, 6.791696838910244415e-12, 7.861258940481431316e-12, 1.728954009090629881e-09, 6.695169313291078342e-12, 1.716529437831082833e-11, 2.545483693765764017e-10, 1.406879021475196369e-09, 1.684231512149224497e-10, 3.445619614267329229e-13
1.986000000000000000e+03, 8.726307053430907645e-11, 6.609012430651673280e-12, 8.255530704280327731e-12, 1.754658038066757286e-09, 6.484716397754523918e-12, 1.654729290407758514e-11, 2.556632264254689949e-10, 1.433284295563857840e-09, 1.658793716852602837e-10, 3.329996725958623141e-13
1.987000000000000000e+03, 8.898615417839571377e-11, 6.527164164465674170e-12, 8.272846279552096186e-12, 1.605867879955441667e-09, 6.370246495390770945e-12, 1.567641427406593526e-11, 2.566788532983839666e-10, 1.498235457969825010e-09, 1.653024366546036186e-10, 2.998633908678801349e-13
1.988000000000000000e+03, 9.106584606404155881e-11, 6.400718288444832549e-12, 8.138036988317623005e-12, 1.553046563630734461e-09, 6.502159566249579811e-12, 1.463687809665558746e-11, 2.573095631256400506e-10, 1.312757205949458982e-09, 1.687567359121400001e-10, 2.689203588109851874e-13
1.989000000000000000e+03, 9.305256461542486835e-11, 6.198437618641526279e-12, 8.265328042076534218e-12, 1.571190987366014043e-09, 6.616211780293891652e-12, 1.381806296562254530e-11, 2.606445888621742071e-10, 1.219214408584935065e-09, 1.706928297887616714e-10, 2.611812804093917746e-13
1.990000000000000000e+03, 1.112822451092905270e-10, 6.121031822318614945e-12, 8.697097006012424537e-12, 1.602237210728564161e-09, 1.038532021544259824e-11, 1.315263538176900125e-11, 2.651438657781611430e-10, 1.406427665749955767e-09, 2.095847360091289288e-10, 4.078885714227027759e-13
1.991000000000000000e+03, 1.149272998937109777e-10, 6.633000638602464214e-12, 1.059579930344935542e-11, 1.608526731991204824e-09, 1.310563310081828190e-11, 1.914686663630272478e-11, 2.742275102663386799e-10, 1.411284542662006043e-09, 2.058169077010191786e-10, 5.063522608891044824e-13
1.992000000000000000e+03, 1.130570226125201172e-10, 6.886210127698080263e-12, 1.061930135861386325e-11, 1.760389382098027081e-09, 1.307939519226939763e-11, 1.889678525327998558e-11, 2.705085654813675182e-10, 1.438909778286684165e-09, 2.082496113711149629e-10, 4.470227348985022440e-13
1.993000000000000000e+03, 1.140671710531070135e-10, 6.417680210973446556e-12, 1.060736000387007006e-11, 1.866120547810046290e-09, 1.269914828418542295e-11, 1.843179095142336408e-11, 2.667650831787043437e-10, 1.494588251389077543e-09, 2.048844859076334319e-10, 3.525554395588080209e-13
1.994000000000000000e+03, 1.167038803632253586e-10, 6.505182239936851501e-12, 8.983755902512807626e-12, 1.780588551668209783e-09, 1.419747820169052289e-11, 1.824848051740290437e-11, 2.635281552646698477e-10, 1.492627697412511148e-09, 2.043666740108417467e-10, 3.579997317555182599e-13
1.995000000000000000e+03, 1.151251249412810374e-10, 6.350347879651569276e-12, 8.236743163504821393e-12, 1.550248521776908779e-09, 1.347090481232122865e-11, 1.721749327960597859e-11, 2.635956939238346135e-10, 1.533606728878831284e-09, 2.025851615259373438e-10, 3.753807103369518487e-13
1.996000000000000000e+03, 1.187808294618659202e-10, 6.482212197820499205e-12, 8.892432737676029801e-12, 1.347295502249288240e-09, 1.328561591292992768e-11, 1.738995001751207377e-11, 2.659899959243573330e-10, 1.356073515038801901e-09, 2.069351904885850990e-10, 3.667274462750437245e-13
1.997000000000000000e+03, 1.177332294804677164e-10, 6.791937774278064150e-12, 8.544832113236493729e-12, 1.460765508954751798e-09, 1.353197356080567297e-11, 1.866350477449378619e-11, 2.656744652019387347e-10, 1.435626537692764378e-09, 2.083177147130581446e-10, 3.565456338520395284e-13
1.998000000000000000e+03, 1.189706654014679420e-10, 6.376637393085395203e-12, 8.506033540880493170e-12, 1.547074976031796401e-09, 1.445397939540513027e-11, 1.912983323985105141e-11, 2.681804192898759988e-10, 1.602599215954205720e-09, 2.091967118553226477e-10, 3.516408600422981672e-13
1.999000000000000000e+03, 1.195309107782023906e-10, 6.487386617598323616e-12, 9.168675621209405628e-12, 1.622749345187620159e-09, 1.482974776262994633e-11, 1.959852510356655450e-11, 2.698382774328323136e-10, 1.318308312148127552e-09, 2.124892228495678014e-10, 4.454807418718978407e-13
2.000000000000000000e+03, 1.572534057810172338e-10, 6.292657596855569226e-12, 9.709984038558198767e-12, 1.530347808128483969e-09, 2.532997453255857484e-11, 1.938127019768730801e-11, 2.723051170474856019e-10, 1.267608033853805359e-09, 2.588410735094309679e-10, 8.531626994661289441e-13
2.001000000000000000e+03, 1.365452571539740149e-10, 8.481516347096322113e-12, 1.314555389565912103e-11, 1.645887230537745625e-09, 2.748078050841397117e-11, 3.074095073154153877e-11, 2.922319847109329823e-10, 1.347412232631877996e-09, 2.479441589075860917e-10, 1.153224357498506651e-12
2.002000000000000000e+03, 1.466764984315940593e-10, 1.698146859353382610e-11, 3.443180018629608231e-11, 1.428303218866404177e-09, 2.377621095572297778e-11, 6.560436978063884960e-11, 2.877961509771755911e-10, 1.330944931643348139e-09, 2.626817053591595600e-10, 1.299420160529305828e-12
2.003000000000000000e+03, 1.427620930304861742e-10, 1.579575768998833580e-11, 2.148789142726625683e-11, 1.392583142774582865e-09, 3.130273564113218952e-11, 6.494562123653978426e-11, 2.966585371122755140e-10, 1.341447888706069558e-09, 2.482275867985518603e-10, 1.116037811570667941e-12
2.004000000000000000e+03, 2.101640067743184724e-10, 4.359570275717517071e-11, 9.080597417952259166e-11, 1.600309263726710504e-09, 1.081269056279936947e-10, 1.882829859629809015e-10, 3.285438211953507338e-10, 1.282808749925583579e-09, 3.882690778029396687e-10, 1.247501063637050117e-12
2.005000000000000000e+03, 1.555007819729484847e-10, 7.050073762607202344e-11, 3.615673416470443611e-10, 1.591619152349181843e-09, 9.553359930897901846e-11, 4.060203162808109760e-10, 4.463784573380253364e-10, 1.285798333538789142e-09, 2.343880681579019036e-10, 1.532085607089983813e-12
2.006000000000000000e+03, 1.489633012046346682e-10, 6.962945923631554968e-11, 1.148663122349606694e-10, 1.520683604082438735e-09, 4.802838745470600421e-11, 3.184470163332254761e-10, 3.951676462815462135e-10, 1.407697511561449280e-09, 2.342224210207378462e-10, 1.145685576865033594e-12
2.007000000000000000e+03, 1.566089721706715978e-10, 2.054456645695943758e-11, 2.348509511275004580e-11, 1.464249086798584862e-09, 3.229532389415323498e-11, 1.514044007835203612e-10, 3.290317423939102683e-10, 1.264970170917017347e-09, 2.249834194596264980e-10, 1.014152072940187455e-12
2.008000000000000000e+03, 1.444575675750347741e-10, 6.299823748737011136e-11, 9.029072342873904939e-11, 1.483750710232089952e-09, 2.696124247717101685e-11, 2.849153199534618588e-10, 3.487934390190896415e-10, 1.222176661533358994e-09, 2.311620321794706793e-10, 8.532093644040226427e-13
2.009000000000000000e+03, 2.090481620364670878e-10, 1.961612176571940879e-11, 1.428092819808692914e-11, 1.453292674783840829e-09, 5.460429035229784389e-11, 8.973838687460523319e-11, 3.313406239880449796e-10, 1.418047651551915273e-09, 3.331744807256919098e-10, 1.342946831694651015e-12
2.010000000000000000e+03, 1.550569823974081799e-10, 9.474361275846991628e-11, 1.515357633155366439e-10, 1.544280923883653229e-09, 4.982745471237111774e-11, 3.063997869581300913e-10, 4.061332299478663612e-10, 1.645666549962714939e-09, 2.357389584146585433e-10, 1.344382025179678059e-12
2.011000000000000000e+03, 1.534970231495862372e-10, 3.203282216731451272e-11, 2.057176096928781637e-11, 1.656131838036441842e-09, 3.593719511819462637e-11, 1.819770870561164044e-10, 3.381221526600834785e-10, 1.512924643638927133e-09, 2.473844108557315552e-10, 7.480625153077326985e-13
2.012000000000000000e+03, 1.794927377726719066e-10, 4.160421201728974091e-11, 3.273432531123110822e-11, 1.682600673044171114e-09, 4.180701320697549478e-11, 1.683370216422601374e-10, 3.448982964635257179e-10, 1.517600019254976308e-09, 3.083081810833918480e-10, 5.633806629470588571e-13
2.013000000000000000e+03, 1.658057601168230044e-10, 6.268406196093081465e-11, 8.212419793928737595e-11, 1.699404772649386395e-09, 3.915815486914074277e-11, 1.933212360072829380e-10, 3.611862264110873624e-10, 1.539270467024363976e-09, 2.488922281381443060e-10, 5.480491350028792365e-13
2.014000000000000000e+03, 1.583799572639338893e-10, 4.574692037508423725e-11, 2.800877789179895107e-11, 1.887053140825484417e-09, 2.898275913798881840e-11, 1.528465960817312545e-10, 3.471100681285469864e-10, 1.338567675846535960e-09, 2.273902743939349368e-10, 5.903536353392125741e-13
