year, INM-CM4-8, CESM2-WACCM, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, GFDL-ESM4, EC-Earth3-Veg, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, MPI-ESM1-2-LR, CanESM5, INM-CM5-0, NorESM2-LM
2.077000000000000000e+03, 4.221784846535118874e+00, 2.126242296508483065e+00, 1.570424110048035615e+00, 2.291253066630459578e+00, 2.043781804619463571e+00, 1.536613487156350599e+00, 1.402722219485853961e+00, 2.418832356690845398e+00, 1.676474300133624862e+00, 1.675195390028660913e+00, 1.665171779253507012e+00, 1.763279179804801533e+00, 1.286458692807588733e+00, 4.198455123229011043e+00, 3.469791936463805904e+00, 1.888554952147749377e+00
2.078000000000000000e+03, 4.255495172928347003e+00, 2.665295603518850420e+00, 1.417367290375821431e+00, 3.256455228213515518e+00, 1.579134907146938271e+00, 1.464563068707499305e+00, 1.350866398733567619e+00, 3.742609600745395948e+00, 1.566319204764971884e+00, 1.452318360601705827e+00, 1.925077828672157709e+00, 1.997999274861829377e+00, 1.568882724775716664e+00, 3.666837653793402207e+00, 3.600765147656360465e+00, 1.730852807310112818e+00
2.079000000000000000e+03, 3.738661123925711038e+00, 1.834642442441752674e+00, 1.342163776504534445e+00, 2.884051694290381551e+00, 1.903621833216356585e+00, 1.072923220486107221e+00, 1.404705226657863681e+00, 2.859599410085200244e+00, 1.802089319404486467e+00, 2.813490704877516624e+00, 1.601232246585665209e+00, 1.899027942886655218e+00, 1.910349156871922638e+00, 4.038165317062857085e+00, 3.787733251432828130e+00, 1.918010922919821892e+00
2.080000000000000000e+03, 3.857253839011706820e+00, 2.105334079879528364e+00, 1.640889903060126942e+00, 2.522652606875922299e+00, 1.948480238595456493e+00, 9.858008876593188363e-01, 1.379750516741867994e+00, 2.873077099569832704e+00, 1.453434564443733645e+00, 1.643895357938352175e+00, 2.334589535384342884e+00, 1.504741216179757535e+00, 1.838746197252603354e+00, 4.445401665832703131e+00, 3.655148403017407510e+00, 1.705317480607106084e+00
2.081000000000000000e+03, 4.098054541256567873e+00, 2.634671965737220400e+00, 1.662109851714425046e+00, 2.524545345321071110e+00, 1.769239214141540062e+00, 1.090693185914703767e+00, 1.291880104823284414e+00, 2.948473649828207588e+00, 1.337347603303036703e+00, 1.825399144621355108e+00, 2.244062526502639265e+00, 1.840870094118129963e+00, 2.127491836381375734e+00, 4.314652937280148315e+00, 3.530632701315981059e+00, 1.685827028391442273e+00
2.082000000000000000e+03, 4.424880012654705652e+00, 2.280815644130930409e+00, 1.651575191054547309e+00, 2.569631426915842454e+00, 1.929422531956547449e+00, 9.189450186413991029e-01, 1.343989318364951169e+00, 2.780380245799056294e+00, 1.229138394478894059e+00, 1.894045261668904523e+00, 2.572115255263446976e+00, 2.761950627692361326e+00, 2.457770593513355806e+00, 3.934518639641400917e+00, 3.423574189723490591e+00, 1.764664129908598333e+00
2.083000000000000000e+03, 3.715645899960077436e+00, 1.639291860123531341e+00, 1.577947333654588613e+00, 2.511502326633817450e+00, 2.170102784780752359e+00, 1.457770780354205487e+00, 1.615692697231910557e+00, 2.774926545398913369e+00, 1.487941386155990697e+00, 1.838369391699454569e+00, 1.980779777724031465e+00, 1.905036497106951998e+00, 2.022105945490005663e+00, 4.527362107518904999e+00, 4.075449953311127693e+00, 1.659571570604628565e+00
2.084000000000000000e+03, 3.714469293479980561e+00, 1.529844883075227813e+00, 1.301827559634300524e+00, 3.181672367740380203e+00, 2.226070409856692134e+00, 1.375343091966055864e+00, 2.725517750359887081e+00, 2.841632339602961022e+00, 1.014849583743756556e+00, 2.017775866136723550e+00, 2.116752261688705339e+00, 1.275804525961750757e+00, 2.173870461594503922e+00, 3.920103598768733377e+00, 3.656328374678111892e+00, 1.890394229875983934e+00
2.085000000000000000e+03, 3.842794859403004804e+00, 1.950293013652314889e+00, 1.422623468671218472e+00, 2.725984952098681635e+00, 1.759288518032153803e+00, 1.730956900479651006e+00, 2.309169530586574925e+00, 3.676558011909232260e+00, 1.184240610872118626e+00, 1.391635719697309481e+00, 2.125299450660406375e+00, 1.865262400835021817e+00, 1.383488304558212256e+00, 3.616939767677982420e+00, 3.667579312466341612e+00, 2.168102933360009921e+00
2.086000000000000000e+03, 3.998443533122986615e+00, 1.299883776404739955e+00, 1.645382167281991936e+00, 2.945940978700848145e+00, 2.084076628475748372e+00, 1.067830334937774905e+00, 1.566938990197610071e+00, 3.564090699625004799e+00, 1.072717624424828209e+00, 1.471640582757003823e+00, 1.482853399709643583e+00, 2.211123910746155108e+00, 2.173173999011407620e+00, 3.722383354409968703e+00, 3.421384278684183933e+00, 2.430823763838133811e+00
2.087000000000000000e+03, 4.021529869707704208e+00, 1.765618383471708297e+00, 1.861836995588787902e+00, 2.837110813003578702e+00, 2.594385853658077501e+00, 2.119978745612598470e+00, 1.425087937782434366e+00, 2.881588022027945062e+00, 1.369866758397346951e+00, 1.970432398693179987e+00, 1.814857544625915198e+00, 1.893323191717277476e+00, 2.089567687306368438e+00, 4.074915603430476096e+00, 3.423220379915957512e+00, 2.479201923898097792e+00
2.088000000000000000e+03, 4.025295055846230596e+00, 2.042102274279562923e+00, 1.690406850259025262e+00, 2.443814359268304148e+00, 2.167745554298974309e+00, 1.549479341373636521e+00, 1.261489138967646584e+00, 4.178307668827828891e+00, 1.640768625169592765e+00, 1.966793795348047880e+00, 2.394057891778751834e+00, 1.607269831586658038e+00, 1.608691902897334991e+00, 4.693675034373887556e+00, 3.853643162835320712e+00, 1.944917599069027059e+00
2.089000000000000000e+03, 4.027077666614427010e+00, 1.562495160828618168e+00, 1.958726433557930857e+00, 3.030832698028441907e+00, 2.119992144992862038e+00, 1.385017963707294131e+00, 1.670141971712333140e+00, 2.742816074220472800e+00, 1.419804296043432723e+00, 1.875270703388179250e+00, 2.485935583384378589e+00, 1.933043936105111493e+00, 1.791998246094101965e+00, 4.659958524532688884e+00, 3.373368296834735602e+00, 1.698043603800087231e+00
2.090000000000000000e+03, 3.710876742125153616e+00, 2.049697360436379956e+00, 1.605348791505954775e+00, 3.838388717519920057e+00, 1.991161462858202613e+00, 1.178945754595412065e+00, 1.214440852349730093e+00, 2.874896757211811593e+00, 1.120912196311421472e+00, 1.840802866355664147e+00, 2.097258384300759726e+00, 1.590220980492586200e+00, 2.471299622054830003e+00, 3.704200608656512017e+00, 3.442147716274006619e+00, 1.368468371435568320e+00
2.091000000000000000e+03, 3.920029893241296026e+00, 1.556844484381107785e+00, 1.271577780633485144e+00, 3.275667313024344551e+00, 1.790508784158828082e+00, 1.491609426542343630e+00, 1.617847630426203942e+00, 1.974755286486566508e+00, 1.326305410083647551e+00, 2.063687149519477071e+00, 1.673865567491948037e+00, 1.791864429591578212e+00, 1.183027450277693848e+00, 4.386000210226699281e+00, 3.596438472597863978e+00, 1.265018408328854482e+00
2.092000000000000000e+03, 3.832537670042781119e+00, 2.310820685566143506e+00, 1.592431810914517687e+00, 3.473031875959152082e+00, 2.027054033037658520e+00, 1.232928125475533987e+00, 1.266879323948587377e+00, 3.492333352145811087e+00, 9.199497636207777385e-01, 1.147829899763501471e+00, 1.864094608574069500e+00, 2.509595624372112699e+00, 2.026946772930207974e+00, 4.550391002156477960e+00, 3.625393491094215381e+00, 2.057741607102737902e+00
2.093000000000000000e+03, 4.259185541875868175e+00, 1.921554586061027914e+00, 1.789508866319517333e+00, 2.598101875987341547e+00, 1.855964071878184907e+00, 9.779809615331021000e-01, 1.446107552563129284e+00, 3.731045287085070772e+00, 1.189387226319036817e+00, 1.348851851073468833e+00, 1.992640543082156990e+00, 1.651273183536134725e+00, 2.633913071296113184e+00, 4.398821231666328657e+00, 4.227966449245528224e+00, 1.800142593446340422e+00
2.094000000000000000e+03, 4.526191931688833492e+00, 1.943509586488104457e+00, 1.585913049637443839e+00, 2.864370350970513179e+00, 1.962006586431777277e+00, 1.246196014217142656e+00, 1.494662272792261382e+00, 3.298292299549281825e+00, 1.659203238139234093e+00, 1.597208414100863116e+00, 2.208438237930269388e+00, 1.277940685248369235e+00, 1.428240876913470014e+00, 3.838956247014979617e+00, 3.673172620407726630e+00, 1.877633719821563352e+00
2.095000000000000000e+03, 3.963892690760894233e+00, 2.527055102443084511e+00, 1.553131397047013529e+00, 3.054736225926256044e+00, 2.273167843631533014e+00, 1.138845497823297137e+00, 1.762484859845462992e+00, 1.932462192919264243e+00, 1.279581488154249991e+00, 1.376256273971539157e+00, 1.858667097818318181e+00, 2.405989407950063441e+00, 1.425461339007262351e+00, 3.766674425829902084e+00, 3.483985740205873149e+00, 1.809675844172747849e+00
2.096000000000000000e+03, 4.066117186832404862e+00, 1.737124284308791289e+00, 1.571543543397891929e+00, 3.053275854575431048e+00, 2.356215183251128220e+00, 1.463283596236067297e+00, 1.621520921588351261e+00, 2.826328285434077880e+00, 1.248146929064392729e+00, 2.363380777325298610e+00, 2.424931512946839618e+00, 1.677474643152375489e+00, 2.814766220797090934e+00, 3.535873862275952906e+00, 4.381579540389202165e+00, 2.224941948058271723e+00
2.097000000000000000e+03, 4.123020849565278922e+00, 1.445662564805604067e+00, 1.305624750728032302e+00, 3.157102977740270155e+00, 1.838700145076158421e+00, 1.494720166825431962e+00, 1.329571958290546085e+00, 3.996756998707931441e+00, 1.256295091956406207e+00, 1.674624521388947462e+00, 2.420476430922029021e+00, 1.309077468924149334e+00, 1.307325476770279771e+00, 3.549860098541860243e+00, 4.044418523510836749e+00, 1.985880360773278008e+00
2.098000000000000000e+03, 3.553542568115197753e+00, 1.934991192904691015e+00, 1.701505377729708224e+00, 2.212955254141305783e+00, 2.121690488167109034e+00, 1.700362609715501128e+00, 1.665033306059671370e+00, 3.711858852710461676e+00, 1.717131900300664427e+00, 1.980601185562818500e+00, 1.922073142370529508e+00, 1.859068750519010882e+00, 1.157316075961593693e+00, 4.133944996243707592e+00, 3.651242901809184094e+00, 1.663637904602407902e+00
2.099000000000000000e+03, 4.098741889989867992e+00, 1.733432717739325613e+00, 1.720529599360849149e+00, 2.331382894309776521e+00, 2.559203702420496107e+00, 1.050644717995420807e+00, 1.410591195402002951e+00, 2.545683569092100917e+00, 1.365903178850478072e+00, 1.191468336620810309e+00, 2.172145449954258734e+00, 2.281617275130833011e+00, 7.831785199823025900e-01, 4.471242403139617849e+00, 3.993504450573817532e+00, 1.653661070196765115e+00
2.100000000000000000e+03, 3.817172922876900021e+00, 2.181648064988496394e+00, 1.507361302172750994e+00, 2.542269285183693661e+00, 2.362491124783633101e+00, 1.653199019465997344e+00, 1.192686200687484321e+00, 2.848009855221135478e+00, 1.179144852885821049e+00, 1.137941803615498904e+00, 2.366887321953954348e+00, 1.641393299974571285e+00, 1.845951945855557108e+00, 3.749457401760333042e+00, 3.719448787107220156e+00, 1.312667269022149252e+00
