year, ACCESS-ESM1-5, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, MPI-ESM1-2-LR, CanESM5, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, CESM2-WACCM, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4
2.085000000000000000e+03, 2.628917763899530247e+00, 2.859470741782399017e+00, 4.139306334713878321e+00, 5.207182777467629364e+00, 4.657723465803466745e+00, 5.819158613931966428e+00, 2.874632007951138490e+00, 2.990197553399799091e+00, 3.920761683555941790e+00, 3.564926198247798883e+00, 4.059970593942711758e+00, 3.057149753143143300e+00, 3.512170699557040088e+00, 4.561483680884532710e+00
2.086000000000000000e+03, 2.575080600993950419e+00, 2.843078115321521881e+00, 3.802447687217941574e+00, 5.404253366064814657e+00, 4.480422772892691974e+00, 5.864441097193873631e+00, 2.880980312701671320e+00, 2.908792864323041183e+00, 4.076376682941244667e+00, 3.633947147944533995e+00, 3.817398122801575422e+00, 2.986012441577095888e+00, 3.577058024142549808e+00, 4.684694980460961666e+00
2.087000000000000000e+03, 2.505220313036768953e+00, 2.725545440935399633e+00, 4.010900752824089643e+00, 5.784908979765536863e+00, 4.417666021717134406e+00, 5.862261596813536535e+00, 2.893723927027378906e+00, 2.943959634409980097e+00, 3.999342087529329959e+00, 3.765149730792708649e+00, 4.005571619835224695e+00, 3.266668905332289707e+00, 3.538095550778418197e+00, 4.511119625480458417e+00
2.088000000000000000e+03, 2.490847758300422932e+00, 2.853347243017071655e+00, 4.056865781158967899e+00, 5.305605130275536041e+00, 4.576767778033607570e+00, 5.799822195065527097e+00, 2.822373463754397349e+00, 3.049130032326944573e+00, 4.013085303535569359e+00, 3.587743295303069235e+00, 3.734574870082343789e+00, 3.126452376137488276e+00, 3.464559369554282231e+00, 4.444522493555027154e+00
2.089000000000000000e+03, 2.590684400495451012e+00, 2.840571980302957211e+00, 3.994533478742832155e+00, 5.055096911384606706e+00, 4.662447388032739504e+00, 5.676594643103428872e+00, 2.885287781068216262e+00, 2.924491573017335533e+00, 3.942333134461521116e+00, 3.626526124057530165e+00, 4.052189907763122712e+00, 3.063234554316218716e+00, 3.356933717127076999e+00, 4.388176495845551806e+00
2.090000000000000000e+03, 2.581194840563308723e+00, 2.722446325449871640e+00, 4.001116723467490921e+00, 5.793645300565393619e+00, 4.452609404332978471e+00, 5.817965708293882265e+00, 2.825325036235780019e+00, 2.903588016456681409e+00, 3.999070958432227929e+00, 3.755385933027130640e+00, 3.987677824488010003e+00, 3.037786412500928623e+00, 3.338482389826330277e+00, 4.431384336307804261e+00
2.091000000000000000e+03, 2.576408809261312882e+00, 2.972159792426543934e+00, 3.900091039073525945e+00, 5.557065493842746839e+00, 4.461607280367541506e+00, 5.744606399343908265e+00, 2.901329882492138523e+00, 3.022844369389488861e+00, 3.979070370553030145e+00, 3.522628753192410311e+00, 4.139255551598719052e+00, 3.316483269012336255e+00, 3.259422188338020554e+00, 4.269012997036334411e+00
2.092000000000000000e+03, 2.613798990758991359e+00, 2.872084583408569980e+00, 3.720333477355999285e+00, 5.188683214044491621e+00, 4.700771049738693641e+00, 5.860203808057056207e+00, 3.003167556739718691e+00, 3.019216680063350200e+00, 4.058563532247005945e+00, 3.715747318018649548e+00, 4.077436400677980188e+00, 3.057580711640686122e+00, 3.464763159644577595e+00, 4.656671673070858830e+00
2.093000000000000000e+03, 2.591580574041151497e+00, 2.742053067877629591e+00, 4.041243571067172802e+00, 5.686195393917109264e+00, 4.387564569773609868e+00, 5.541283725896206214e+00, 2.848945916738276019e+00, 2.930653385714644177e+00, 4.048076272403869247e+00, 3.531299180790280712e+00, 4.017511405450262529e+00, 2.933066123914265244e+00, 3.353815900604618871e+00, 4.392915289331048356e+00
2.094000000000000000e+03, 2.589574960850414609e+00, 2.852506857457699052e+00, 4.185646664720098720e+00, 5.390950206010798773e+00, 4.333517592063521384e+00, 5.835234717450759945e+00, 2.837570212954879434e+00, 2.876336368908347652e+00, 4.076345038474744165e+00, 3.736427345596037508e+00, 3.789891215712402506e+00, 3.034505430866932585e+00, 3.299616284297565816e+00, 4.181818728716729439e+00
2.095000000000000000e+03, 2.648780509135677530e+00, 2.863132652746597451e+00, 3.968710693985655347e+00, 5.340664740721502213e+00, 4.778785507340593597e+00, 5.783690783824290804e+00, 2.939686093763152375e+00, 2.924897119310578830e+00, 4.132174291973512936e+00, 3.783391876080844263e+00, 4.005639101453615680e+00, 3.237001931221604067e+00, 3.472736093969651883e+00, 4.462234137098980646e+00
2.096000000000000000e+03, 2.557596496403081066e+00, 2.907701334242621893e+00, 4.014898648827775141e+00, 5.580350799613786883e+00, 4.454157175812905045e+00, 5.665519885799970901e+00, 2.864714013297553930e+00, 3.003127001237567928e+00, 4.072116877614630148e+00, 3.717802830761789412e+00, 4.182737275198589622e+00, 3.563752536647694757e+00, 3.480766764846426220e+00, 4.495955556161066902e+00
2.097000000000000000e+03, 2.514801769653742358e+00, 2.768656874774598542e+00, 4.099316366507786746e+00, 5.594115878943820341e+00, 4.384151253157877903e+00, 5.930405721530142671e+00, 2.866504130555510788e+00, 3.011422425716687723e+00, 3.823796925754776144e+00, 3.617907093781860706e+00, 4.058511148259825951e+00, 3.052245348264092772e+00, 3.400738160029316948e+00, 4.585615416911872799e+00
2.098000000000000000e+03, 2.569049694893126734e+00, 2.854092813540056284e+00, 3.828702565210317044e+00, 4.898080477444078262e+00, 4.631887874093656876e+00, 5.690661340372229482e+00, 2.909412122176257665e+00, 2.878554568082689169e+00, 4.001952609731968202e+00, 3.679245015551710907e+00, 4.134839794930005752e+00, 2.960225897330393874e+00, 3.298849331509797533e+00, 4.487734813157808311e+00
2.099000000000000000e+03, 2.603270725975705524e+00, 2.779430606049692276e+00, 3.942916042575099755e+00, 5.115373233847971157e+00, 4.648626265971887328e+00, 5.638783888374571340e+00, 2.874583172799713537e+00, 2.889705990382529954e+00, 4.045813458167573096e+00, 3.577490467125655993e+00, 4.150440950973722565e+00, 3.040366889547906126e+00, 3.456004409528667942e+00, 4.485583484023984546e+00
2.100000000000000000e+03, 2.557020247859969064e+00, 2.838226870816043412e+00, 3.997543594501435482e+00, 5.771168138879305687e+00, 4.433737379817509705e+00, 5.610828092746905860e+00, 2.808631866713639624e+00, 2.921904254074573881e+00, 4.031201689297061463e+00, 3.742768377807100588e+00, 3.959015803306163317e+00, 3.514600046253280929e+00, 3.282156353234224611e+00, 4.489166474422590980e+00
