year, EC-Earth3-Veg, TaiESM1, ACCESS-ESM1-5, CMCC-ESM2, CanESM5, CESM2-WACCM, INM-CM4-8, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-MM, UKESM1-0-LL, NorESM2-LM, CNRM-ESM2-1, INM-CM5-0, MIROC-ES2L, MPI-ESM1-2-LR
2.077000000000000000e+03, 3.589717124618214239e+00, 4.577080974183020956e+00, 2.187243620180461257e+00, 3.873770586388673554e+00, 3.471213021361915008e+00, 3.737615954948371844e+00, 2.596170017581276745e+00, 2.890982103563487726e+00, 3.448451757008127672e+00, 3.834775201557011570e+00, 3.974954098710198558e+00, 3.317091811217932396e+00, 2.953201537441835889e+00, 2.561575189482887982e+00, 2.651132131404783987e+00, 3.832492668715047568e+00
2.078000000000000000e+03, 3.744097130862475531e+00, 4.438180070962538082e+00, 2.030688739599395554e+00, 4.215670119582383357e+00, 3.418851094508188027e+00, 3.811473138518335801e+00, 2.594925710572671296e+00, 3.058841501376586614e+00, 3.411816787494553527e+00, 3.804222102078730572e+00, 3.961248268184633048e+00, 3.244450918412538520e+00, 3.100410716725501281e+00, 2.537830412124195245e+00, 2.666875531515278119e+00, 3.778607009814546114e+00
2.079000000000000000e+03, 3.843399402915705476e+00, 4.818224763195345872e+00, 2.045122490649520675e+00, 4.709407884841347425e+00, 3.341393755962501988e+00, 3.848724730175420383e+00, 2.596181069772022454e+00, 3.060013065994902526e+00, 3.645461599234388395e+00, 3.738480555637298863e+00, 3.949952273085285626e+00, 3.293760462565762381e+00, 2.976045257850452153e+00, 2.577626620382669209e+00, 2.667916065845933105e+00, 3.731260176688373953e+00
2.080000000000000000e+03, 3.714716935116034513e+00, 4.489170899201116782e+00, 2.027785517840416940e+00, 5.319108305269409698e+00, 3.448324937005488255e+00, 3.716516425631236853e+00, 2.597711085394400321e+00, 2.891208084569284242e+00, 3.423713866208139667e+00, 3.788885582791257089e+00, 3.960871352578807070e+00, 3.313358029937263360e+00, 3.013363150135298429e+00, 2.550596113607067394e+00, 2.680861208966490494e+00, 3.970292054774543278e+00
2.081000000000000000e+03, 3.715480449696876963e+00, 3.901169896815766869e+00, 2.033373738184589552e+00, 5.589899128243367876e+00, 3.483846770438707274e+00, 3.748900488137841602e+00, 2.598003543585259312e+00, 2.867646416806100884e+00, 3.534351899767525840e+00, 3.748093189777271128e+00, 3.954533565014840324e+00, 3.290657426924767481e+00, 3.042121913519337362e+00, 2.550894924472365766e+00, 2.720854120736070136e+00, 3.855775086688612685e+00
2.082000000000000000e+03, 3.668694981957629775e+00, 4.481790908015041985e+00, 2.003494510115598537e+00, 4.325604222703537616e+00, 3.469062926764828969e+00, 3.874068625535172838e+00, 2.595229653897230371e+00, 2.948037459249031489e+00, 3.385802939498810282e+00, 3.733422693998558195e+00, 3.944582325820983559e+00, 3.200038125045758353e+00, 3.067946539982031595e+00, 2.563884319697051328e+00, 2.618916318505026375e+00, 3.692336468696549190e+00
2.083000000000000000e+03, 3.762196386278181315e+00, 5.259385563656979734e+00, 2.015001164261873701e+00, 3.737360809842474652e+00, 3.544321988304850901e+00, 3.855462180505955239e+00, 2.591469235157712880e+00, 2.953590188005955408e+00, 3.501942351588133384e+00, 3.734041815334725900e+00, 3.953913938680542195e+00, 3.215091933765388266e+00, 3.090697525417775982e+00, 2.569772598793746976e+00, 2.574140485657008703e+00, 3.836352863926146384e+00
2.084000000000000000e+03, 3.762718160353210717e+00, 5.024727077432342703e+00, 2.029478415391210433e+00, 4.675244093153176905e+00, 3.405670363067900386e+00, 3.614555368670774538e+00, 2.588776873270197676e+00, 2.971705535498737838e+00, 3.919576763005358178e+00, 3.783573059694047114e+00, 3.942301195290283999e+00, 3.219532261009978136e+00, 3.052566491956310024e+00, 2.548249018243210706e+00, 2.625076228779543275e+00, 3.951475920736628122e+00
2.085000000000000000e+03, 3.764421308405691224e+00, 4.035191130461096343e+00, 1.957002872300974916e+00, 5.896681559277680229e+00, 3.325141429872715548e+00, 3.606652746397072562e+00, 2.578010432433959664e+00, 2.946746744745224245e+00, 3.627716556836209083e+00, 3.739800041820969589e+00, 3.941446642719455884e+00, 3.256531267435712085e+00, 3.025132067620706078e+00, 2.577145422096592142e+00, 2.654286666958950658e+00, 4.001072725641167338e+00
2.086000000000000000e+03, 3.842913314510183032e+00, 4.376675894780984066e+00, 1.853159860790668079e+00, 4.867417478055256375e+00, 3.250018456775010112e+00, 3.585675948666663171e+00, 2.577270975975874290e+00, 3.052362338493039839e+00, 3.494855834234157577e+00, 3.672607849323647145e+00, 3.933152482016822660e+00, 3.413454248713319483e+00, 3.050269587199206267e+00, 2.557900811845953637e+00, 2.625148519138629677e+00, 3.880715614009097703e+00
2.087000000000000000e+03, 3.807008414685141062e+00, 4.929976066706833748e+00, 1.916189918359854971e+00, 3.966924280825160132e+00, 3.356320602749171211e+00, 3.615199288462502381e+00, 2.579535703670800206e+00, 2.967812364910952461e+00, 3.496296243970688611e+00, 3.741707385380363959e+00, 3.948744193365953503e+00, 3.462591954788897031e+00, 3.056573142184347169e+00, 2.560160233305785127e+00, 2.626544583800065169e+00, 3.757029420284168530e+00
2.088000000000000000e+03, 3.699437318129457530e+00, 4.871895724765558988e+00, 2.087954915930341659e+00, 4.723101916193781058e+00, 3.390893438160126117e+00, 3.739876771113815224e+00, 2.605869225717409421e+00, 2.858100424175003429e+00, 3.429440183214950810e+00, 3.761941224483953405e+00, 3.945532094731072359e+00, 3.431389142541229731e+00, 2.976723730098906895e+00, 2.551357801731375829e+00, 2.655023112892677339e+00, 3.726062257246873788e+00
2.089000000000000000e+03, 3.787347160626729714e+00, 4.639552776329374240e+00, 2.071135691069707629e+00, 5.660125927253156775e+00, 3.387901760768488479e+00, 3.672002929878240174e+00, 2.560323898936301301e+00, 3.008523103679211275e+00, 3.487192127439083578e+00, 3.730964145024703527e+00, 3.920956496196381647e+00, 3.371103149483491102e+00, 2.947373249604611889e+00, 2.552280621237802638e+00, 2.638408024408830599e+00, 3.756262444609849371e+00
2.090000000000000000e+03, 3.750825776118784649e+00, 4.117629791897264191e+00, 2.013082011361718937e+00, 4.537226711148391267e+00, 3.340373955988617194e+00, 3.655807293838822414e+00, 2.598225416801611232e+00, 3.020197864831526857e+00, 3.411611149717294733e+00, 3.716565686796510448e+00, 3.935911519147052395e+00, 3.243379667906214348e+00, 3.022777992084450194e+00, 2.568040659402361481e+00, 2.581799084093554519e+00, 3.749683556176396593e+00
2.091000000000000000e+03, 3.764524790540896060e+00, 4.069926465930619131e+00, 2.084775542550014737e+00, 3.589894975959577739e+00, 3.416507173925747320e+00, 3.682344958883617014e+00, 2.584540865667063869e+00, 3.105633127204228128e+00, 3.560092412751939772e+00, 3.722209906704928795e+00, 3.935481079750746236e+00, 3.224479546573765898e+00, 3.010708520038295255e+00, 2.587391159876963886e+00, 2.603283180344151404e+00, 3.625203265484852722e+00
2.092000000000000000e+03, 3.684744548138569886e+00, 4.842119375257651015e+00, 2.063969909534707270e+00, 4.445285479727346001e+00, 3.407077903927499207e+00, 3.611740886709531750e+00, 2.547205302730029430e+00, 3.119744872138209946e+00, 3.585433494142154842e+00, 3.720168383775911192e+00, 3.923002669655519803e+00, 3.193001692729583674e+00, 3.197747711715578589e+00, 2.548143970035499084e+00, 2.655581062823889393e+00, 3.894948459462425738e+00
2.093000000000000000e+03, 3.883087622947838380e+00, 4.999194224019501753e+00, 2.052584975533640499e+00, 5.431178565468012920e+00, 3.436954243538390852e+00, 3.642986031452996709e+00, 2.571490340287040155e+00, 2.877863574868704255e+00, 3.571620093087952696e+00, 3.776725742498967531e+00, 3.924419741820091456e+00, 3.264741253987302194e+00, 2.989976389672494239e+00, 2.558428725633907774e+00, 2.659300669981443210e+00, 3.797136550556971191e+00
2.094000000000000000e+03, 3.882365451429135916e+00, 4.268443126061373327e+00, 2.091273927379390773e+00, 5.343647971725568269e+00, 3.306239352319912062e+00, 3.634323010953901090e+00, 2.569923531659272786e+00, 2.830906814706902086e+00, 3.711733136943007771e+00, 3.769254585035733740e+00, 3.939616965307037866e+00, 3.275627251391548089e+00, 2.946592152994694569e+00, 2.543391215636390701e+00, 2.613078059983624080e+00, 3.596763939043859271e+00
2.095000000000000000e+03, 3.758703533354184056e+00, 4.568721768890526391e+00, 1.950268025580494280e+00, 4.982972797604884541e+00, 3.345902366299685848e+00, 3.729314341243105346e+00, 2.536061345789601074e+00, 3.021180337185745746e+00, 3.526317107727281464e+00, 3.778003390410633600e+00, 3.917376004015853841e+00, 3.212409973014568543e+00, 3.102880013440800333e+00, 2.565581863490623338e+00, 2.598749787637034014e+00, 3.878295127010264132e+00
2.096000000000000000e+03, 3.586643123266092914e+00, 4.685566528777665773e+00, 1.899173647455694391e+00, 4.157626300933976893e+00, 3.259754651881826781e+00, 3.771846553800954460e+00, 2.581976769553163464e+00, 3.053666457021617653e+00, 3.570670798110035626e+00, 3.808372925731899894e+00, 3.919334857397913652e+00, 3.319573967839795525e+00, 3.113832584500277445e+00, 2.556073610168351884e+00, 2.594048305226082096e+00, 3.985840062341709178e+00
2.097000000000000000e+03, 3.591451765465342394e+00, 4.150882610508526582e+00, 2.000420437629184978e+00, 3.622453386761296468e+00, 3.300369214170765453e+00, 3.753736682035855754e+00, 2.591614091580667356e+00, 3.006225367811439231e+00, 3.485398221281586828e+00, 3.755744098438833944e+00, 3.935586160562718927e+00, 3.353369066428176115e+00, 3.025897240542290145e+00, 2.567296921153317868e+00, 2.640556895520782543e+00, 3.631477179376731534e+00
2.098000000000000000e+03, 3.823782378821996897e+00, 4.390519443071827510e+00, 2.095170899746807702e+00, 4.229570786343492372e+00, 3.443362609222071047e+00, 3.653132146582801276e+00, 2.530664669088038110e+00, 2.973588308172772976e+00, 3.643402150764130987e+00, 3.587310207473390022e+00, 3.896773408366658753e+00, 3.300330348470805308e+00, 2.995023710908627734e+00, 2.583264925506242982e+00, 2.630950628848817807e+00, 3.792198840740874655e+00
2.099000000000000000e+03, 3.836615754335381823e+00, 4.923120547868482966e+00, 2.011312000295997660e+00, 5.388023164463319858e+00, 3.294350771597255978e+00, 3.647204820088925992e+00, 2.576914513750683255e+00, 2.847069808827709547e+00, 3.458498322214660803e+00, 3.640632731541115330e+00, 3.888748379401924637e+00, 3.224520464794595309e+00, 3.061139193417100390e+00, 2.540737316751387809e+00, 2.631145667143552913e+00, 3.923147548236919580e+00
2.100000000000000000e+03, 3.668270043141826253e+00, 5.179405926079756028e+00, 1.990573094482163574e+00, 5.496999990497083211e+00, 3.223477148918919344e+00, 3.591488494771626350e+00, 2.594644180700847791e+00, 2.944874309871474694e+00, 3.501823651765578749e+00, 3.704692539312640864e+00, 3.913086645591600465e+00, 3.235967117717857278e+00, 2.980670458290148872e+00, 2.580084576560102150e+00, 2.597457163315993967e+00, 3.735862885957702773e+00
