year, MPI-ESM1-2-LR, CMCC-CM2-SR5, TaiESM1, CanESM5, CESM2-WACCM, NorESM2-LM, ACCESS-ESM1-5, CNRM-ESM2-1, EC-Earth3-Veg, MIROC-ES2L, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-MM
2.090000000000000000e+03, 1.009042496840095815e+01, 2.345036777787841142e+00, 6.889583997518857750e-01, 3.802394040689408783e+00, 1.294426687063016335e+00, 1.265993573951877504e+00, 1.189893190149552638e+00, 7.829003619010070025e+00, 1.609090593317947793e+00, 7.459778840122078591e+00, 1.282314029935281496e+01, 4.438557598884525390e+00, 1.463059439701023479e+00
2.091000000000000000e+03, 1.013921229487270637e+01, 2.883102901430139919e+00, 5.100321292662660655e-01, 3.705715217992570754e+00, 1.331793419906617482e+00, 1.278210705100015554e+00, 1.195889986135886485e+00, 7.825258362097208931e+00, 1.582180687359319826e+00, 7.482115100452894296e+00, 1.282538365715504902e+01, 4.448878841331449507e+00, 1.450900438102771473e+00
2.092000000000000000e+03, 1.003302515355842495e+01, 2.785544115169771739e+00, 4.409334357235165092e-01, 3.766233606538591516e+00, 1.318821379354299772e+00, 1.250362992404274731e+00, 1.209357849174000465e+00, 7.727033927608685460e+00, 1.516653672164154365e+00, 7.353068957633732694e+00, 1.291480993402393551e+01, 4.475761479392760478e+00, 1.436604291930396737e+00
2.093000000000000000e+03, 1.005698444844304618e+01, 2.437856839373422790e+00, 7.863785690812641338e-01, 3.731685634150910591e+00, 1.328384121827613118e+00, 1.265609180843586534e+00, 1.204049794311821353e+00, 7.829583286728854397e+00, 1.648385454842577591e+00, 7.302451076367209026e+00, 1.294670758841898106e+01, 4.522379422935687288e+00, 1.442613689771674590e+00
2.094000000000000000e+03, 1.018459974203381257e+01, 2.167442463974700306e+00, 6.723692347605163544e-01, 3.849067210506095016e+00, 1.305679083643509930e+00, 1.280634694986491517e+00, 1.225469688352161857e+00, 7.835062220153434787e+00, 1.737908681563717694e+00, 7.388917820066034814e+00, 1.293746453542420838e+01, 4.471158034944809678e+00, 1.470041447755410235e+00
2.095000000000000000e+03, 1.012069152698065011e+01, 2.499754821816591921e+00, 5.188773060072087162e-01, 3.802565044033722419e+00, 1.279417647620073151e+00, 1.243861287615053213e+00, 1.208972137684542147e+00, 7.747413133801959617e+00, 1.668760526763479968e+00, 7.438732850812369790e+00, 1.311522203931174424e+01, 4.433209864775344400e+00, 1.438303744678871121e+00
2.096000000000000000e+03, 1.000591120788061872e+01, 2.474048162243311033e+00, 7.271489902357506363e-01, 3.881239120087607741e+00, 1.326385405848889976e+00, 1.226142744783108585e+00, 1.168826889317690965e+00, 7.745266569905727039e+00, 1.507786051858933218e+00, 7.453760068174804410e+00, 1.316750416493841058e+01, 4.464655708911349663e+00, 1.468118387969799432e+00
2.097000000000000000e+03, 1.018779373133265764e+01, 2.346490761985997597e+00, 6.600612076091491032e-01, 3.786080994299308333e+00, 1.366574287137185983e+00, 1.277145295141454584e+00, 1.172224634722569325e+00, 7.789434743221251622e+00, 1.434925889516450059e+00, 7.349309238110587117e+00, 1.322441316941476686e+01, 4.502429290333171963e+00, 1.521074420592276155e+00
2.098000000000000000e+03, 1.023384339668067433e+01, 2.545340429073220001e+00, 4.959444963476729584e-01, 3.584361030942946336e+00, 1.318432624079410864e+00, 1.309174149598971493e+00, 1.203651375113230726e+00, 7.754553870489423240e+00, 1.563819664034680423e+00, 7.336929682767229899e+00, 1.314463662816253375e+01, 4.501478809893478150e+00, 1.464188907892704172e+00
2.099000000000000000e+03, 1.017393395760734620e+01, 2.446575437636254513e+00, 4.963207164187955489e-01, 3.748404397305011848e+00, 1.325315135175211489e+00, 1.242258734183091518e+00, 1.205921867335227216e+00, 7.772909784411311307e+00, 1.622558297207624678e+00, 7.375895814667257078e+00, 1.319522747500951709e+01, 4.468996154478082516e+00, 1.432947971026138578e+00
2.100000000000000000e+03, 1.023441388256020446e+01, 2.351027213706373686e+00, 6.129813827056731501e-01, 3.836315637059965589e+00, 1.298359907975616512e+00, 1.271116643170617122e+00, 1.199088924687371494e+00, 7.829344172469166807e+00, 1.518487598286829554e+00, 7.406366960664430898e+00, 1.316958536987348261e+01, 4.429098610295898908e+00, 1.471143792768569325e+00
