year, CanESM5, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-LM, MPI-ESM1-2-LR, GFDL-ESM4, EC-Earth3-Veg, CESM2-WACCM, CNRM-ESM2-1, MIROC-ES2L, ACCESS-ESM1-5, UKESM1-0-LL
2.085000000000000000e+03, 5.128337047148875882e+01, 2.853066921628792940e+01, 4.093509283704413804e+01, 7.796616955346243572e+01, 2.390288779474346015e+01, 3.379922656975678308e+01, 2.284412985004242458e+01, 1.416094657379274047e+01, 4.705573371546085326e+01, 3.799725936119784109e+01, 4.339026107686801481e+01, 2.552201961994355273e+01, 1.575980886435546324e+01, 6.747314703111288736e+01
2.086000000000000000e+03, 5.132380348656614188e+01, 2.837004964751377756e+01, 4.095216064354065821e+01, 7.805864734977566854e+01, 2.391187328017141311e+01, 3.377118657401999258e+01, 2.287834677516935855e+01, 1.403065699682966105e+01, 4.707240874523839835e+01, 3.799689113352937397e+01, 4.338824253936585507e+01, 2.553955984288034031e+01, 1.572294720044697058e+01, 6.752934232168452411e+01
2.087000000000000000e+03, 5.137004724761290220e+01, 2.830741513621088501e+01, 4.093266458397834384e+01, 7.820061295654022615e+01, 2.392869389416530268e+01, 3.376609847650162521e+01, 2.303041145110578825e+01, 1.393913241285184235e+01, 4.710369011656884908e+01, 3.797401982954694688e+01, 4.341303354295527583e+01, 2.554020437596968662e+01, 1.567941315055868401e+01, 6.732647341938411500e+01
2.088000000000000000e+03, 5.138407111649511450e+01, 2.837205952004712373e+01, 4.094592883282548001e+01, 7.808896965229007492e+01, 2.392277015234309445e+01, 3.378967829101706855e+01, 2.309853951156265595e+01, 1.386586497133443174e+01, 4.707946665356590188e+01, 3.794230541965801251e+01, 4.345099385576602202e+01, 2.551923892299987884e+01, 1.567294395882727542e+01, 6.736301762081657785e+01
2.089000000000000000e+03, 5.139167297055718109e+01, 2.837671708656478486e+01, 4.097305501639183234e+01, 7.802256970460304331e+01, 2.392234337971589397e+01, 3.381950373717887715e+01, 2.305227824919164803e+01, 1.389116392253436771e+01, 4.709694697690458298e+01, 3.797304194523222520e+01, 4.343672424712387681e+01, 2.552435773257603202e+01, 1.569639626381367670e+01, 6.759645727601998999e+01
2.090000000000000000e+03, 5.139173050402148135e+01, 2.849453513869022458e+01, 4.098790712755103272e+01, 7.805535591787430860e+01, 2.393391629367387097e+01, 3.384253551824905770e+01, 2.304069888674426636e+01, 1.384270195914231039e+01, 4.712609847007554720e+01, 3.796985790830731844e+01, 4.342293446556099923e+01, 2.549183294411032108e+01, 1.570096005171409104e+01, 6.749029131774348400e+01
2.091000000000000000e+03, 5.140897891809034093e+01, 2.846093721378178998e+01, 4.099413575579892921e+01, 7.814102745311210185e+01, 2.394627307003034034e+01, 3.385725660767256073e+01, 2.308024732270576962e+01, 1.392398667034816206e+01, 4.714820403082828904e+01, 3.796349632649029360e+01, 4.343510257733243662e+01, 2.546834249098122172e+01, 1.570433997086779065e+01, 6.749754618138973683e+01
2.092000000000000000e+03, 5.140244603253240285e+01, 2.822742397688794469e+01, 4.099306472569748649e+01, 7.830878142529736863e+01, 2.397236868852585800e+01, 3.386833889359764527e+01, 2.296935499883207754e+01, 1.393788908974448582e+01, 4.712171204881132525e+01, 3.797675326452754518e+01, 4.339300500857394383e+01, 2.548076162938161104e+01, 1.572197930322155024e+01, 6.761466128115068841e+01
2.093000000000000000e+03, 5.140962754467725659e+01, 2.823117298667923336e+01, 4.098267471060725597e+01, 7.841623442345627382e+01, 2.399489503069751350e+01, 3.386057962331467053e+01, 2.298917509266338755e+01, 1.386303899752650359e+01, 4.715828134019832163e+01, 3.796853384346727722e+01, 4.341282279589403004e+01, 2.550567675828217418e+01, 1.572824282109770877e+01, 6.755827032081249683e+01
2.094000000000000000e+03, 5.141473520744131065e+01, 2.841194509617703545e+01, 4.099901419922649382e+01, 7.830827335841119918e+01, 2.399176620897192436e+01, 3.387459725094201701e+01, 2.310234870879245150e+01, 1.405975848237599557e+01, 4.721759251882755137e+01, 3.798125186419078148e+01, 4.345548225672797571e+01, 2.551148482353115909e+01, 1.574803706810300241e+01, 6.753207058428687048e+01
2.095000000000000000e+03, 5.142461936882852314e+01, 2.827011017952188965e+01, 4.099449703311800874e+01, 7.827212985530151457e+01, 2.398687187064689752e+01, 3.388254729862479309e+01, 2.301847934327879486e+01, 1.416938232675509113e+01, 4.724769601551600573e+01, 3.794798176799592682e+01, 4.342845565141122677e+01, 2.552665551835805147e+01, 1.576320126600540128e+01, 6.765704053109953975e+01
2.096000000000000000e+03, 5.142206021930093129e+01, 2.829336617088768691e+01, 4.099531853031311357e+01, 7.836557980406807644e+01, 2.400277620166445658e+01, 3.384703331249060199e+01, 2.290028246390301803e+01, 1.415647289101972284e+01, 4.722240130674475722e+01, 3.794665713658189077e+01, 4.341418303983235916e+01, 2.551819544662450312e+01, 1.573397887211604917e+01, 6.758871528968309406e+01
2.097000000000000000e+03, 5.142701970061902017e+01, 2.844748059187689648e+01, 4.102922911704005315e+01, 7.837383609660881234e+01, 2.402600196444408454e+01, 3.385276196556574746e+01, 2.306829951288297664e+01, 1.406548958632451729e+01, 4.716540774496036192e+01, 3.796752768811153800e+01, 4.339738130864430588e+01, 2.551686826793599039e+01, 1.571523834992769686e+01, 6.761719032855539524e+01
2.098000000000000000e+03, 5.142323755429080023e+01, 2.834879901512296385e+01, 4.106808079175684867e+01, 7.840462193057568641e+01, 2.403571497812590962e+01, 3.388306479389375880e+01, 2.309848275136513251e+01, 1.399564075025764431e+01, 4.718930730964663667e+01, 3.798789517621726475e+01, 4.342146965317495244e+01, 2.551586406209785451e+01, 1.573092047692686890e+01, 6.775855772078166694e+01
2.099000000000000000e+03, 5.139794856583486649e+01, 2.821658629240624450e+01, 4.104759074964430710e+01, 7.846464524611340607e+01, 2.403501736281567958e+01, 3.389708350738776232e+01, 2.303409228143220133e+01, 1.397428989212378525e+01, 4.722912656612559346e+01, 3.799020873468664661e+01, 4.340581831788636435e+01, 2.554312848864951135e+01, 1.574920280542100492e+01, 6.783661364551095119e+01
2.100000000000000000e+03, 5.136668832415671915e+01, 2.819245722778054741e+01, 4.104751716684575058e+01, 7.846138857127610322e+01, 2.402627727524444623e+01, 3.389526492616187880e+01, 2.308758299351075038e+01, 1.381687981139452681e+01, 4.722871879847321708e+01, 3.799099765750435864e+01, 4.342925437482399076e+01, 2.558078360212073221e+01, 1.574877176696683279e+01, 6.772129723369350529e+01
