year, NorESM2-MM, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, CESM2-WACCM, EC-Earth3-Veg, ACCESS-ESM1-5, NorESM2-LM, UKESM1-0-LL, TaiESM1, INM-CM5-0, IPSL-CM6A-LR, INM-CM4-8, CNRM-ESM2-1, CMCC-CM2-SR5, MIROC-ES2L
2.077000000000000000e+03, 1.740649226569927155e+00, 2.014034396076761713e+00, 1.977193205089875949e+00, 2.379238340092321824e+00, 1.931281389516510849e+00, 2.032357775684421775e+00, 2.745921697531755967e+00, 1.628845334986037896e+00, 1.939757315755310518e+00, 2.059525791071030287e+00, 2.078601823703255302e+00, 2.327854823589937450e+00, 1.970321907367969860e+00, 2.598677354665464456e+00, 1.886756327934023814e+00, 2.375094817899886301e+00
2.078000000000000000e+03, 1.793629110249051140e+00, 2.244398213109189744e+00, 1.840800201934960523e+00, 2.657750720626418151e+00, 2.233112257326233863e+00, 2.288936715267541278e+00, 2.268890363881729044e+00, 1.725104753802211066e+00, 2.062909835563532024e+00, 2.203056715229163132e+00, 1.895037603007997618e+00, 2.553693349100219390e+00, 2.050870564551806829e+00, 2.669946850749459699e+00, 2.057098695941312894e+00, 2.568450964137678039e+00
2.079000000000000000e+03, 1.843936554423817542e+00, 2.375043542436329425e+00, 2.165428446505996529e+00, 2.215437265618882545e+00, 1.677527278852983583e+00, 2.378717375839888515e+00, 2.134556946688401347e+00, 1.824387915326224574e+00, 1.945188750577270254e+00, 2.157023680239027907e+00, 2.057011282436537414e+00, 2.501413577071852412e+00, 1.963722558850219180e+00, 2.454448098954849833e+00, 2.214120561712475066e+00, 2.607032151948273757e+00
2.080000000000000000e+03, 1.924971802833355117e+00, 2.454910464620807531e+00, 2.357682244168968211e+00, 2.463422196451563906e+00, 2.117843445428062576e+00, 2.473977499072299580e+00, 2.465512806261432210e+00, 2.081369222827646137e+00, 2.044234258861706177e+00, 2.094690364290742846e+00, 1.970753897246370290e+00, 2.416781001859557243e+00, 1.803584977836296233e+00, 2.567942656116560585e+00, 1.996106417590625570e+00, 2.512756371761297292e+00
2.081000000000000000e+03, 1.876914457097759392e+00, 2.312829323821290028e+00, 2.037730881846350872e+00, 2.551433179579018162e+00, 2.025733775141007609e+00, 2.130616161688380306e+00, 2.527043309861973341e+00, 2.034841358689030155e+00, 2.000822067108284141e+00, 2.293755401144215611e+00, 1.973284051042557774e+00, 2.638756569525512408e+00, 1.914359609904521253e+00, 2.573138084485228738e+00, 2.243431010105707113e+00, 2.866997508906871772e+00
2.082000000000000000e+03, 1.908075730428797412e+00, 2.344134084535503426e+00, 2.166361418389462390e+00, 2.466800590869499210e+00, 2.148021465438318511e+00, 2.335492472615575021e+00, 2.397376628233796936e+00, 1.877791940415373784e+00, 1.951222182275084149e+00, 2.194144083375026533e+00, 1.973320489075074624e+00, 2.713583639143862136e+00, 2.032753435235613804e+00, 2.446727421470517694e+00, 2.096077968490352550e+00, 2.603388088925639554e+00
2.083000000000000000e+03, 1.809403107508242181e+00, 2.192674048877278459e+00, 2.227648067530726639e+00, 2.434660279107494496e+00, 2.026532453890238283e+00, 2.279018432646041425e+00, 2.526356291477485527e+00, 1.972721898248660732e+00, 1.805235275427169217e+00, 2.220205061347740205e+00, 1.807118818855622200e+00, 2.640567239833587543e+00, 1.977498305715308602e+00, 2.687681953584859507e+00, 2.167664138869954016e+00, 2.483358736441286574e+00
2.084000000000000000e+03, 2.062670233692979416e+00, 2.160284962046097323e+00, 2.122595465315399110e+00, 2.462111164755380610e+00, 2.032188367865320977e+00, 2.515302997115758554e+00, 2.631600923062601627e+00, 1.789625444889896277e+00, 1.996922536968291029e+00, 1.869709121953921693e+00, 1.836512784295455170e+00, 2.411289566112873928e+00, 1.901839609754429228e+00, 2.730941669486175449e+00, 1.945203135641558889e+00, 2.693604865185168062e+00
2.085000000000000000e+03, 1.911579004755897815e+00, 2.195854658377585089e+00, 2.272983118052348317e+00, 2.392745011581419057e+00, 2.065452524372023202e+00, 2.013547065741247089e+00, 2.422409834820052232e+00, 1.896447729210995803e+00, 1.804905598981924042e+00, 2.195615259472693204e+00, 2.075282291699091619e+00, 2.739075011493114609e+00, 1.874439906713526671e+00, 2.769072412720790854e+00, 2.063029505316468892e+00, 2.759446536490505419e+00
2.086000000000000000e+03, 1.838156628837027684e+00, 2.308584047489083968e+00, 2.467104666062885698e+00, 2.463630870144304374e+00, 2.026757574751676394e+00, 2.198576025363110364e+00, 2.316566447969582665e+00, 1.763044714343131147e+00, 1.838840144441957536e+00, 2.007498488603316922e+00, 2.064693948306774995e+00, 2.593630719186378109e+00, 1.885130938687458846e+00, 2.407334807096851659e+00, 2.187903146719702541e+00, 2.633141053791525188e+00
2.087000000000000000e+03, 1.734563691749375858e+00, 2.434372742127265621e+00, 2.126015356350765106e+00, 2.562608919881775194e+00, 2.205467096566288365e+00, 2.248869848848962683e+00, 2.377404814610298178e+00, 1.976183510945019206e+00, 2.155067209922235438e+00, 2.306335171228545811e+00, 1.838192972941671277e+00, 2.472192039919848927e+00, 2.037116238916445443e+00, 2.577254263270343237e+00, 2.197783672631198115e+00, 2.643327858449180834e+00
2.088000000000000000e+03, 1.753439436392723039e+00, 2.335890093787015065e+00, 1.963166067685502059e+00, 2.378713625587817848e+00, 2.033509106396778510e+00, 2.354378922469948954e+00, 2.531219567524490177e+00, 2.081099468436872879e+00, 2.062076255658388035e+00, 1.900785105182658974e+00, 1.868817158745084361e+00, 2.530480415984883269e+00, 1.722906711310238093e+00, 2.694952840564860175e+00, 1.937011014829923772e+00, 2.654442719267935402e+00
2.089000000000000000e+03, 1.923077073436760154e+00, 2.170295953237602937e+00, 2.160917206847654093e+00, 2.534373501216158342e+00, 2.091536343939170983e+00, 2.290144812832052068e+00, 2.377600266169456855e+00, 2.164728313345158028e+00, 2.218005959279900630e+00, 2.097757594094006972e+00, 1.920184407638832802e+00, 2.567417243597659660e+00, 1.866210912336526251e+00, 2.553508488423083200e+00, 1.624969058941199362e+00, 2.516957292608220431e+00
2.090000000000000000e+03, 1.833389564140340822e+00, 2.537979238418088368e+00, 2.314367574802480565e+00, 2.478015609876019099e+00, 1.888529885850314116e+00, 2.143063722250746483e+00, 2.229802450317747375e+00, 1.816555462920179886e+00, 2.023853360868564266e+00, 2.004320152855945558e+00, 1.804500545773850773e+00, 2.627549395124369802e+00, 1.858822098772317410e+00, 2.655279059634127137e+00, 2.084056786186415877e+00, 2.434945978470869132e+00
2.091000000000000000e+03, 2.081642220924871278e+00, 2.425648230445320852e+00, 2.298587782457981454e+00, 2.406961326092451614e+00, 1.946046173357675269e+00, 2.189529061770501883e+00, 2.199780685514517220e+00, 2.034420187852466366e+00, 2.187508792200162144e+00, 2.161578939978864966e+00, 1.908420527185481053e+00, 2.199749730755111710e+00, 1.997772855376585444e+00, 2.486692877446941896e+00, 2.337816443602505512e+00, 2.394099216176908129e+00
2.092000000000000000e+03, 2.063469959331069248e+00, 2.520057068794991473e+00, 2.188756679606207900e+00, 2.694977751674695554e+00, 1.823855791222948275e+00, 2.270997168928729604e+00, 2.415922489964469122e+00, 2.007349923760189725e+00, 1.981918694859498897e+00, 2.083055340759098151e+00, 1.997027476739083873e+00, 2.512757571752733288e+00, 1.857100287823372220e+00, 2.725481950205935977e+00, 2.172010413508541404e+00, 2.709370881515317020e+00
2.093000000000000000e+03, 1.691786253433954945e+00, 2.231592850439962916e+00, 2.275784292591153779e+00, 2.529122720034611582e+00, 1.909470667324258075e+00, 2.266077352325025718e+00, 2.443327608942321483e+00, 1.880021778541177468e+00, 2.028627739572713473e+00, 1.965394209240323153e+00, 2.028550313936225535e+00, 2.506394952070061244e+00, 2.040560135145601084e+00, 2.795543846839086299e+00, 1.950464726209299116e+00, 2.675082522366363680e+00
2.094000000000000000e+03, 2.038829422424122129e+00, 2.379738904734528759e+00, 2.124325546846834278e+00, 2.564664527869025878e+00, 2.037118985873294985e+00, 2.328411412452101814e+00, 2.433550136492375504e+00, 1.592137380270192581e+00, 1.937454253351169609e+00, 1.739224874350927985e+00, 1.955240735814990805e+00, 2.597757649010010272e+00, 1.973268021418917995e+00, 2.677882819792271718e+00, 1.958999019936793928e+00, 2.376965551927196163e+00
2.095000000000000000e+03, 1.782509828821380760e+00, 2.241971879340525664e+00, 1.972835991732147409e+00, 2.401976724366765570e+00, 1.891607050480265340e+00, 2.220524224370474808e+00, 2.201287510474549958e+00, 1.757341147942791393e+00, 1.913796209728845010e+00, 2.020792798804475598e+00, 1.904341238748868514e+00, 2.552966465158284404e+00, 1.954091266285501449e+00, 2.629836713954431637e+00, 2.058852060722816901e+00, 2.494264200724851221e+00
2.096000000000000000e+03, 1.663732951727834086e+00, 2.262901325019362364e+00, 2.076450093394748286e+00, 2.555629000843413934e+00, 1.988592867818040677e+00, 2.313473874584504486e+00, 2.310909712386898462e+00, 1.886231362038390591e+00, 2.071430534992998229e+00, 2.053381961393197397e+00, 2.190485170826370620e+00, 2.603228640303340224e+00, 1.903453911942839527e+00, 2.569565615919242152e+00, 2.352786858874778897e+00, 2.717789837739474468e+00
2.097000000000000000e+03, 1.852351499507143728e+00, 2.491153420375475047e+00, 1.954113311948653342e+00, 2.452806196500787461e+00, 2.011271280730871247e+00, 2.152540367161752677e+00, 2.646029598442361408e+00, 1.925546276768392628e+00, 1.814101103539017323e+00, 2.056641191832361493e+00, 2.255429966314597579e+00, 2.559307281893814956e+00, 1.713677456098261720e+00, 2.843929909041685189e+00, 1.954153440494474481e+00, 2.737757247864837762e+00
2.098000000000000000e+03, 1.962924844588444628e+00, 2.333101018299140517e+00, 2.001837390079941770e+00, 2.468522623984365172e+00, 1.811116535798048099e+00, 2.322089648496625358e+00, 2.382544679510660401e+00, 1.710903267433402819e+00, 2.003002045503381900e+00, 1.988899099287687378e+00, 2.015634736582842645e+00, 2.523599791714024487e+00, 1.868190797745656440e+00, 2.435623983476432386e+00, 1.910368717939239236e+00, 2.542591664153229125e+00
2.099000000000000000e+03, 1.928437638360445350e+00, 2.239920946677648406e+00, 2.133422327373315941e+00, 2.551523440295594192e+00, 1.897326189667415397e+00, 2.122050996191128025e+00, 2.283136390586634423e+00, 1.818641916979830020e+00, 2.096250073317266871e+00, 2.284694580029360989e+00, 1.744970662401144956e+00, 2.595963432048616681e+00, 1.929410178999281467e+00, 2.590833582538871749e+00, 2.168615058498134740e+00, 2.463935508326277279e+00
2.100000000000000000e+03, 1.863830121860559297e+00, 2.444628269022392608e+00, 2.107434446444190534e+00, 2.370354558224497143e+00, 2.143598329318362694e+00, 2.219814939459361813e+00, 2.449080980329785717e+00, 1.851956592850700689e+00, 2.190407461547555723e+00, 2.134184999901691082e+00, 2.060423829859555855e+00, 2.857296181082263242e+00, 1.862204899862199836e+00, 2.545351976411855066e+00, 2.241174404199308690e+00, 2.802560039087240273e+00
