year, MIROC-ES2L, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CESM2-WACCM, NorESM2-LM, ACCESS-ESM1-5, TaiESM1, MPI-ESM1-2-LR, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1, CMCC-ESM2, GFDL-ESM4, INM-CM4-8, CanESM5
2.077000000000000000e+03, 1.561027247894944070e+00, 2.105825342379164411e+00, 1.658420869167524181e+00, 2.470333092808019604e+00, 2.129169571946272654e+00, 1.764639995225507185e+00, 1.888284410666015489e+00, 1.711225266213628915e+00, 1.491215028124157849e+00, 1.956894004507104823e+00, 1.617639313491945563e+00, 1.939711580507180289e+00, 2.422058067196325215e+00, 1.984098402308696940e+00, 1.626085434638187888e+00, 2.093564006499180952e+00
2.078000000000000000e+03, 1.548131941429514047e+00, 1.938294673074499430e+00, 1.654127870903392861e+00, 2.482798888487446565e+00, 2.133143296201746697e+00, 1.765915461655151342e+00, 1.945391234598572661e+00, 1.875103804858970991e+00, 1.435505668057398099e+00, 1.944763624472447106e+00, 1.659908282787251554e+00, 1.853400512901542507e+00, 2.408492807891668530e+00, 2.005821444100852169e+00, 1.638085752336303935e+00, 2.104963468848253694e+00
2.079000000000000000e+03, 1.580096532397303521e+00, 2.052282350569698099e+00, 1.663504166273393370e+00, 2.474497992605161567e+00, 2.073153160274768592e+00, 1.842772365435272564e+00, 1.823450673351931117e+00, 1.880190232194879796e+00, 1.534860704979654322e+00, 1.975902174232073039e+00, 1.637792180209963311e+00, 1.728773112939776979e+00, 2.418010825388122953e+00, 2.003697780025416986e+00, 1.553684458472469165e+00, 2.134128807569211972e+00
2.080000000000000000e+03, 1.607363350097054999e+00, 2.081886372429300636e+00, 1.664749140744230305e+00, 2.484892630083469278e+00, 2.116500530863983709e+00, 1.820759930711595143e+00, 1.745335229987473369e+00, 1.931411403012063932e+00, 1.502225531203931874e+00, 2.030765046626751058e+00, 1.533100038873530524e+00, 1.884498999610360492e+00, 3.014950317821648351e+00, 1.898233093837830676e+00, 1.600180642658620034e+00, 2.213107381065067880e+00
2.081000000000000000e+03, 1.456901071253499325e+00, 2.047290166023401525e+00, 1.628910859857741089e+00, 2.478969596292845523e+00, 2.037045308424495271e+00, 1.866008519753488359e+00, 1.849252037668869697e+00, 1.884169064146477890e+00, 1.518152618463118664e+00, 2.051667652074579351e+00, 1.657098638633258680e+00, 1.895434259961732870e+00, 2.693835093456868446e+00, 1.920650130124264665e+00, 1.619601625818949620e+00, 2.108916505330651781e+00
2.082000000000000000e+03, 1.577156717953643650e+00, 2.043570509354599274e+00, 1.611745222177584314e+00, 2.483783991647142475e+00, 2.100256115878127439e+00, 1.859839775135519346e+00, 1.845146746413679706e+00, 1.885678765249639843e+00, 1.494701790969078736e+00, 2.047282935372564783e+00, 1.617675079874667299e+00, 1.797927346885898281e+00, 2.019135681764746781e+00, 2.074041380578264704e+00, 1.603796142844426509e+00, 2.164949514975094580e+00
2.083000000000000000e+03, 1.531207778490067950e+00, 2.070378706046790640e+00, 1.655513632488514242e+00, 2.482445097225340458e+00, 2.078146457645489331e+00, 1.994285926411001775e+00, 1.801839904495637690e+00, 1.836204516750929994e+00, 1.574707036570933694e+00, 2.022216813494778886e+00, 1.670763175459186511e+00, 2.053400066152989645e+00, 2.359544863013776972e+00, 1.913274943664488470e+00, 1.659798005728654324e+00, 2.067883853724195919e+00
2.084000000000000000e+03, 1.463383597918586299e+00, 2.108557479904578980e+00, 1.654034829654365213e+00, 2.496632627119550030e+00, 2.103567716082856531e+00, 2.017318259575336281e+00, 1.859158152189443136e+00, 1.685939390043891928e+00, 1.535710173494659214e+00, 2.116072911013801683e+00, 1.642265869604209838e+00, 1.957509243752914241e+00, 2.693300567665462886e+00, 1.993030404213245177e+00, 1.579341337229670961e+00, 2.153051342615317054e+00
2.085000000000000000e+03, 1.620603132410281644e+00, 2.171585920241058343e+00, 1.637582728404430865e+00, 2.496610701835843660e+00, 2.142218220463805611e+00, 1.966392182957695800e+00, 1.881188659806705799e+00, 1.680990689029699725e+00, 1.527355695529160950e+00, 2.040806106263908681e+00, 1.731800260504553046e+00, 2.136043214804766333e+00, 2.620135498867185664e+00, 2.110200705975381119e+00, 1.627060750518229515e+00, 2.126961141841363201e+00
2.086000000000000000e+03, 1.572971818910166464e+00, 1.987950952094919010e+00, 1.663643511126503327e+00, 2.460475874254275386e+00, 2.150419507729581348e+00, 1.988761852444278722e+00, 1.892089626492637677e+00, 1.732606537250572121e+00, 1.539562743141689394e+00, 2.043871340033700079e+00, 1.762680376921707426e+00, 2.005712759676137935e+00, 2.497028301894704150e+00, 2.003478557306834329e+00, 1.629922549877617977e+00, 2.162078759474803213e+00
2.087000000000000000e+03, 1.584870492005973963e+00, 2.115365400447204891e+00, 1.695214026665970763e+00, 2.459492765495455480e+00, 2.246068187150425111e+00, 1.982940121526448607e+00, 1.925216240379679533e+00, 1.814186050756231072e+00, 1.537269626177847126e+00, 1.963912733402410238e+00, 1.629978277898351591e+00, 1.988664191809478288e+00, 2.515956610832813745e+00, 2.064751801384061114e+00, 1.622326121250206699e+00, 2.251739748420522158e+00
2.088000000000000000e+03, 1.492461234961879546e+00, 2.157309342642068195e+00, 1.662044853405880929e+00, 2.531378409105133898e+00, 2.258052765569539488e+00, 1.964534621863175845e+00, 1.929485217878216252e+00, 1.787873632331444362e+00, 1.477591467666359071e+00, 2.022741426883903681e+00, 1.704945642208547385e+00, 2.029658121739554399e+00, 2.189310090122635888e+00, 2.181072104389739419e+00, 1.569205647498366440e+00, 2.266250657375184829e+00
2.089000000000000000e+03, 1.661374052489559050e+00, 2.191058671613102415e+00, 1.668420638913737264e+00, 2.551501125946209481e+00, 2.241219817963633343e+00, 2.017507410662225720e+00, 1.920713840647834791e+00, 1.837327561335492243e+00, 1.512026928831488037e+00, 2.041553437277066063e+00, 1.698913262107852429e+00, 2.094775966570665560e+00, 2.393129486269276462e+00, 2.224849464297702806e+00, 1.611822286841384289e+00, 2.264858039965122583e+00
2.090000000000000000e+03, 1.583126871596820084e+00, 2.191131643790537264e+00, 1.599447129675415802e+00, 2.540682199900278881e+00, 2.120606000546472192e+00, 2.107524559220540272e+00, 1.905114284720609064e+00, 1.791333166704443203e+00, 1.544118194411603806e+00, 2.166805798721942011e+00, 1.723316427045092691e+00, 1.988641127127752428e+00, 2.743128869915626655e+00, 2.096105471930702180e+00, 1.595322619110057571e+00, 2.247063952830545830e+00
2.091000000000000000e+03, 1.655195241911101345e+00, 2.185488314877437332e+00, 1.623585839473941084e+00, 2.578741582202780158e+00, 2.115481061259798068e+00, 2.091612487301892198e+00, 1.797634172625306670e+00, 1.596116431083038911e+00, 1.499483450916179184e+00, 2.247924015679581888e+00, 1.666163109994329039e+00, 1.950473385262632142e+00, 2.792958683263738084e+00, 1.878898420864901109e+00, 1.642733863231760294e+00, 2.361365906704528950e+00
2.092000000000000000e+03, 1.574823709311928832e+00, 2.226318129695233683e+00, 1.674266530529441521e+00, 2.566095078675227459e+00, 2.143760540423407690e+00, 2.137447730722297212e+00, 1.855666371447071361e+00, 1.658492789268404710e+00, 1.550541269295398816e+00, 2.101051219751928212e+00, 1.650347094606910758e+00, 2.166884402467628590e+00, 2.533030863403301414e+00, 2.280561409464656020e+00, 1.637566803575004615e+00, 2.273023168490233115e+00
2.093000000000000000e+03, 1.630904194371273208e+00, 2.220214686592883790e+00, 1.628758186144029230e+00, 2.559799841708809254e+00, 2.024664935080734640e+00, 1.932009697458368702e+00, 1.827397246931781405e+00, 1.709527326117194823e+00, 1.529773132353967169e+00, 2.127121419265261437e+00, 1.582503947672845301e+00, 2.050689469561429945e+00, 2.452276811307660509e+00, 2.214511125925896717e+00, 1.677214143409114788e+00, 2.274471322297351605e+00
2.094000000000000000e+03, 1.620406085860513601e+00, 2.224537617875256501e+00, 1.648312478507101941e+00, 2.578691106708635328e+00, 2.050078551550100769e+00, 1.967445882780809452e+00, 1.833665721388132441e+00, 1.734949773467449052e+00, 1.535687525484440652e+00, 2.239472139880927415e+00, 1.630771572283888693e+00, 2.142914672101342344e+00, 2.784518675444594749e+00, 2.187588317938992333e+00, 1.672434723114134325e+00, 2.348787871609229860e+00
2.095000000000000000e+03, 1.622197255666575355e+00, 2.171029096123789248e+00, 1.651630374694952552e+00, 2.574833363049108925e+00, 2.054131008494739508e+00, 1.979272988229496599e+00, 1.875227102640508736e+00, 1.725487278724815665e+00, 1.500278263737088613e+00, 2.125124990816995130e+00, 1.619728605307973801e+00, 2.084069576323213102e+00, 2.757881770799337939e+00, 2.094969537171071039e+00, 1.645656304253632740e+00, 2.283132369286811514e+00
2.096000000000000000e+03, 1.629056558906307295e+00, 2.079619066402446759e+00, 1.649229615325284559e+00, 2.529703832390421070e+00, 2.109760776561342421e+00, 1.986537286641903988e+00, 1.856556920359588858e+00, 1.835591184094843120e+00, 1.522038416442212938e+00, 2.154380089538242338e+00, 1.722957540360346984e+00, 2.057658245503412697e+00, 2.358792186203857000e+00, 2.221610316374714067e+00, 1.655081733583399606e+00, 2.355521089278131086e+00
2.097000000000000000e+03, 1.655694299405742420e+00, 2.178088013742006002e+00, 1.700157453932944041e+00, 2.556430450526000264e+00, 2.117003063496452508e+00, 2.056316204631237987e+00, 1.888936645386563695e+00, 1.772759580247174283e+00, 1.494946344811167505e+00, 2.093845614390312804e+00, 1.704091991494794955e+00, 2.071065127749469603e+00, 2.258693746481797771e+00, 2.189922054602582158e+00, 1.684640286010084864e+00, 2.364897210448023035e+00
2.098000000000000000e+03, 1.583673140570800442e+00, 2.091686269296785028e+00, 1.716513385979097306e+00, 2.577081521348479676e+00, 2.100941914884639328e+00, 2.092241394173061320e+00, 1.919796686191720614e+00, 1.607070823536747461e+00, 1.530203382983079674e+00, 2.101912511750767987e+00, 1.740311525260445968e+00, 2.006098478974239985e+00, 2.438936504160336582e+00, 2.146404509381180770e+00, 1.642268426497564882e+00, 2.287919763178938304e+00
2.099000000000000000e+03, 1.623671237650259114e+00, 2.123749548124044484e+00, 1.648537927909517142e+00, 2.605636635248222976e+00, 2.198645174231150357e+00, 2.100025302706788999e+00, 1.920692653803549144e+00, 1.568885452978505235e+00, 1.487211720960925243e+00, 2.161840575587895330e+00, 1.662594306050621862e+00, 2.058389596712266734e+00, 2.637912505575955802e+00, 2.116182663023426613e+00, 1.656173535573240763e+00, 2.351540671163362628e+00
2.100000000000000000e+03, 1.636030402270981954e+00, 2.101412778726044372e+00, 1.702331521112141255e+00, 2.605742969906890139e+00, 2.242879640987637924e+00, 2.316057515131037192e+00, 1.890781091473381581e+00, 1.833283959662294960e+00, 1.530369369949875713e+00, 2.240202229492693320e+00, 1.712553424799529322e+00, 2.175164945403794903e+00, 2.535789549172683621e+00, 2.088210647635065698e+00, 1.700650479105458412e+00, 2.412517113525008305e+00
