year, NorESM2-LM, CNRM-ESM2-1, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, TaiESM1, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-MM, CESM2-WACCM, CanESM5
2.090000000000000000e+03, 4.211209763359445901e+01, 1.027927031511403868e+02, 1.795345832506197041e+02, 7.723374614514847281e+01, 5.943182183103551353e+01, 3.110425181055039090e+01, 3.893225334661971715e+01, 1.794245515037680860e+01, 5.404488008444889857e+01, 1.109945009687580466e+02, 4.334925771892852708e+01, 4.414246591036842915e+01, 7.717126132994107479e+01
2.091000000000000000e+03, 4.214737254570125913e+01, 1.029149078572549456e+02, 1.793941712258961161e+02, 7.721316600233618033e+01, 5.943058385001943122e+01, 3.112190881684069765e+01, 3.892463031056593792e+01, 1.807494546715439654e+01, 5.397573455165724710e+01, 1.110749524962294572e+02, 4.338057246030338376e+01, 4.418292091248115838e+01, 7.737791030936452330e+01
2.092000000000000000e+03, 4.215646854609118321e+01, 1.030110569337540340e+02, 1.791739049276544904e+02, 7.720427431312477040e+01, 5.941031617991680491e+01, 3.109467351991878559e+01, 3.901744471164968076e+01, 1.807478157382686135e+01, 5.387815699558235849e+01, 1.110881054289656191e+02, 4.338916234464348065e+01, 4.421732615140208367e+01, 7.754615868397699785e+01
2.093000000000000000e+03, 4.221971005803744958e+01, 1.030448361977058624e+02, 1.791253436128431531e+02, 7.732569389541485805e+01, 5.935125990940669283e+01, 3.107942426288903803e+01, 3.903238924554622002e+01, 1.805023419473426216e+01, 5.379962907448128107e+01, 1.110885052533941604e+02, 4.341671439900753171e+01, 4.427762832021770123e+01, 7.768564468040730731e+01
2.094000000000000000e+03, 4.225260737528297739e+01, 1.030813912776973211e+02, 1.792489378815737382e+02, 7.746090759147396909e+01, 5.933250713978808477e+01, 3.105695488823955941e+01, 3.900818362677390638e+01, 1.805438823204876542e+01, 5.370403658042276618e+01, 1.111712572973052033e+02, 4.346469120468077563e+01, 4.430750828427709820e+01, 7.785134052101902569e+01
2.095000000000000000e+03, 4.229891391139593537e+01, 1.031295285107214994e+02, 1.792744209925318444e+02, 7.748655732366086113e+01, 5.930531768252098601e+01, 3.103700725785551384e+01, 3.905106446011883747e+01, 1.808075272891318619e+01, 5.362385490623024253e+01, 1.111677885384526974e+02, 4.349092605237304809e+01, 4.433428304989840285e+01, 7.804454950384788958e+01
2.096000000000000000e+03, 4.233481225835106443e+01, 1.031737974106553821e+02, 1.791597403008011611e+02, 7.754740766069582492e+01, 5.928296367218255369e+01, 3.101438806569549556e+01, 3.912447609532233628e+01, 1.806172466606503946e+01, 5.355324972048795473e+01, 1.111099230767894568e+02, 4.351269989849612330e+01, 4.438681127317948949e+01, 7.820779219459190301e+01
2.097000000000000000e+03, 4.235359825184102789e+01, 1.032096436765176861e+02, 1.790224794422385912e+02, 7.767120983462301353e+01, 5.926898940135261284e+01, 3.100023382248051718e+01, 3.918241333027943085e+01, 1.806778358634478465e+01, 5.347344386779582948e+01, 1.111081820034276291e+02, 4.357643173316892415e+01, 4.441060698277460972e+01, 7.838353182789121831e+01
2.098000000000000000e+03, 4.237179735609612408e+01, 1.032623856225406911e+02, 1.790106106504789238e+02, 7.779313234700146040e+01, 5.922098538602207896e+01, 3.098154669389987603e+01, 3.925059864830173240e+01, 1.817518614966911272e+01, 5.340892413700578345e+01, 1.111791228465828851e+02, 4.360374569225366770e+01, 4.441412678466070219e+01, 7.857598987546238334e+01
2.099000000000000000e+03, 4.239733138581538441e+01, 1.033400692374660963e+02, 1.789810767678335992e+02, 7.788875167253365817e+01, 5.918919100663360666e+01, 3.098423594375379508e+01, 3.928653496340992035e+01, 1.815814812124095567e+01, 5.335141283131956413e+01, 1.110828141652586964e+02, 4.360263201092592311e+01, 4.445119015860252176e+01, 7.877758295429694613e+01
2.100000000000000000e+03, 4.244287561996611657e+01, 1.033891098839724521e+02, 1.788889451811396327e+02, 7.800420923118842609e+01, 5.913475602545587151e+01, 3.096483395536382588e+01, 3.921817833307126477e+01, 1.808311200149994136e+01, 5.329070955276516486e+01, 1.109829519075390323e+02, 4.362067714114419914e+01, 4.449559774377723187e+01, 7.896804967715860357e+01
