year, MIROC-ES2L, NorESM2-MM, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-LM, INM-CM5-0, MPI-ESM1-2-LR, INM-CM4-8, CanESM5, ACCESS-ESM1-5, CNRM-ESM2-1, UKESM1-0-LL, EC-Earth3-Veg, TaiESM1, CESM2-WACCM, CMCC-CM2-SR5
2.077000000000000000e+03, 2.937693749584720404e+00, 2.382530733664438571e+00, 2.519233469765306044e+00, 2.240044657272991291e+00, 2.365051075332316621e+00, 3.155636044999055034e+00, 2.247078844926434726e+00, 3.377272513340468851e+00, 2.823045629539415291e+00, 2.962161439986212841e+00, 2.304969714439962569e+00, 2.337831944648073090e+00, 2.170964400655903237e+00, 2.826441438125323558e+00, 2.517818048819353116e+00, 2.805109972678196506e+00
2.078000000000000000e+03, 2.912661996571207723e+00, 2.394598484008837680e+00, 2.441531323647608165e+00, 2.197405386090236945e+00, 2.263664481607946311e+00, 3.231246453280954611e+00, 2.269660202904772106e+00, 3.210270071740843445e+00, 2.628855120706466320e+00, 3.249125017498035728e+00, 2.383481962200740600e+00, 2.524815011925936048e+00, 2.051563660577879311e+00, 2.634972519287777537e+00, 2.682205636055667863e+00, 2.827626682137363900e+00
2.079000000000000000e+03, 3.044622359017469915e+00, 2.243068719253396459e+00, 2.380778781040933989e+00, 2.185948129209512203e+00, 2.355496596435954881e+00, 3.082412919184470024e+00, 2.452124606082608960e+00, 3.314642989973546783e+00, 2.573702043903923986e+00, 3.057496781890950199e+00, 2.351957649384314841e+00, 2.844051950886507640e+00, 2.197741692592975582e+00, 2.620043346175516596e+00, 2.679812264828953516e+00, 2.643572271007967878e+00
2.080000000000000000e+03, 3.275171863568175912e+00, 2.451467252678009690e+00, 2.261608453903612315e+00, 2.302778849800627192e+00, 2.561120628460171744e+00, 3.104569666397190897e+00, 2.459696238790690881e+00, 3.307668021277303971e+00, 2.612051004972212098e+00, 2.873247476172507753e+00, 2.235588834378607448e+00, 2.744733043087474567e+00, 2.428999809103762342e+00, 2.681407549586536820e+00, 2.509690107670702552e+00, 2.387634768234252469e+00
2.081000000000000000e+03, 3.135868672629706033e+00, 2.020339714557202626e+00, 2.302609645293738350e+00, 2.417561143422983783e+00, 2.451712604812541496e+00, 3.351784430875735410e+00, 2.360919017677273413e+00, 3.432014658166792298e+00, 2.501076927088591084e+00, 3.193254513060771682e+00, 2.428721995082497198e+00, 2.802289094419943449e+00, 2.124518741623570239e+00, 2.532736050698579877e+00, 2.827421871426325506e+00, 2.834362887774367845e+00
2.082000000000000000e+03, 2.998905788751436319e+00, 2.244171941489657929e+00, 2.395603900032115430e+00, 2.234139533561787960e+00, 2.263008638167129494e+00, 3.127951423375799234e+00, 2.352104782770521929e+00, 3.537628100393179764e+00, 2.915880552520992097e+00, 2.820159297450854918e+00, 2.278320766112968077e+00, 2.723555452540001642e+00, 2.074264595535395994e+00, 2.683736235543752180e+00, 2.292823969459763855e+00, 2.992122718863054587e+00
2.083000000000000000e+03, 3.016811480671046208e+00, 2.128691079007754450e+00, 2.267257198909676141e+00, 1.973549231161389805e+00, 2.429620821423911448e+00, 3.477227427123021020e+00, 2.293771117284684635e+00, 3.280908763721795296e+00, 2.920516594584286807e+00, 2.719531646389505841e+00, 2.357830881806483259e+00, 2.562173436254222558e+00, 2.109278649942528006e+00, 2.753825401094229797e+00, 2.715029515854512354e+00, 2.841660417903820957e+00
2.084000000000000000e+03, 3.010987357185959112e+00, 2.161230758127774543e+00, 2.322332443133612756e+00, 2.123324369621136132e+00, 2.647379880263521557e+00, 3.299394175146593167e+00, 2.245567889097752179e+00, 3.175123596456726816e+00, 2.759037512598808917e+00, 2.914588740140823475e+00, 2.541718110621926208e+00, 2.692392287039829579e+00, 2.199736373671353995e+00, 2.910787271159985590e+00, 2.406810659973654065e+00, 2.592015493125688685e+00
2.085000000000000000e+03, 3.212725894534183890e+00, 2.269759960465671078e+00, 2.226288314825473957e+00, 2.289027152396879483e+00, 2.558828362686706548e+00, 3.101932870933802988e+00, 2.384985765774733757e+00, 3.348482434922713580e+00, 2.584894635050295264e+00, 2.950145462549925934e+00, 2.360947251699159644e+00, 2.780792780316883928e+00, 2.185750614731159835e+00, 2.644720318391891922e+00, 2.883492228626933773e+00, 2.642054287497583864e+00
2.086000000000000000e+03, 3.160798874983310025e+00, 2.328246248462515045e+00, 2.449950154764748422e+00, 2.247244081463018794e+00, 2.434488006324428078e+00, 3.271781900540273735e+00, 2.255458791367174864e+00, 3.381480670100643238e+00, 2.552197478400664910e+00, 3.118649456978070500e+00, 2.417943782718975587e+00, 2.936261138231772261e+00, 2.117435295027213726e+00, 2.549866953631760857e+00, 2.516887469979987468e+00, 3.052017169545168329e+00
2.087000000000000000e+03, 2.896827032556354542e+00, 2.254766556493464691e+00, 2.392355224005382475e+00, 2.053341327918010162e+00, 2.049584458023478550e+00, 3.322263709546072086e+00, 2.153244977754891654e+00, 3.314844329686519320e+00, 2.516628959378366837e+00, 3.179330709966382340e+00, 2.456243674838247681e+00, 2.544543076234913936e+00, 2.294776292109623750e+00, 2.652491993785615954e+00, 2.544814465738115761e+00, 2.958578914332020915e+00
2.088000000000000000e+03, 3.018107169646431664e+00, 2.313330120764821807e+00, 2.385828931963950517e+00, 2.248832772268905877e+00, 2.491880388552231818e+00, 3.166215807588104170e+00, 2.246515195327667858e+00, 3.323041801475637769e+00, 2.981373407988295199e+00, 2.933132534129066382e+00, 2.348894190556929829e+00, 2.741970309473654055e+00, 2.201135410069183340e+00, 2.612542108704218435e+00, 2.758118239291004414e+00, 3.057399150286884026e+00
2.089000000000000000e+03, 3.050301402635517967e+00, 2.242462952869353376e+00, 2.486512171365042878e+00, 2.247596011261364435e+00, 2.459344133301572644e+00, 3.367382324888311906e+00, 2.331828495115747746e+00, 3.459451561381604812e+00, 2.752954856083432489e+00, 3.167606393106292106e+00, 2.446648962778163128e+00, 2.796499012570067499e+00, 2.414848454949869438e+00, 2.738163799970256829e+00, 2.714664808368852267e+00, 2.877406413837348076e+00
2.090000000000000000e+03, 2.989113122611112061e+00, 2.275551051572834993e+00, 2.385525552711169617e+00, 2.392021473356138905e+00, 2.254826947569163575e+00, 3.455185455557897356e+00, 2.467788145302810321e+00, 3.214774649591937816e+00, 2.656676582791846819e+00, 3.003395586991828292e+00, 2.503307570946002425e+00, 2.892408483346181836e+00, 2.252872910913865212e+00, 2.521283105478921538e+00, 2.542998244436975419e+00, 2.746848527946303964e+00
2.091000000000000000e+03, 2.975107833791268419e+00, 2.531628769747360508e+00, 2.518858472509330593e+00, 2.367626070531809734e+00, 2.482700380809370166e+00, 3.276746810413991629e+00, 2.507232762088014599e+00, 3.249648255521292217e+00, 2.722214972533591126e+00, 3.202197370297598766e+00, 2.427494191305133775e+00, 2.753991187036858079e+00, 2.237948761292167799e+00, 2.694812597501427653e+00, 2.856012386977141659e+00, 2.875037089481868424e+00
2.092000000000000000e+03, 3.114287962891073125e+00, 2.259833388921336894e+00, 2.282502192893602011e+00, 2.075158017378890385e+00, 2.500419039224583528e+00, 3.271597706930325256e+00, 2.507161818912505780e+00, 3.327296635919792855e+00, 2.791707077968453632e+00, 2.948088995992400374e+00, 2.580884672848659633e+00, 2.691455530150571818e+00, 2.045472331390038701e+00, 2.997056436360625131e+00, 2.326638183099831281e+00, 3.017669930740113138e+00
2.093000000000000000e+03, 3.057480375115857463e+00, 2.395743856448255826e+00, 2.265297328328493620e+00, 2.057910877365954239e+00, 2.638553946894528046e+00, 3.266019994474510302e+00, 2.378307914708170490e+00, 3.451809329392971470e+00, 2.692548520900804654e+00, 3.153425842724092654e+00, 2.528873945740664819e+00, 2.462007927260832396e+00, 2.593661350206805327e+00, 2.864140007481015715e+00, 2.622351162366267641e+00, 3.217956567823744063e+00
2.094000000000000000e+03, 3.029069280929995056e+00, 2.445134762059286704e+00, 2.427374995180412220e+00, 2.374323516987720151e+00, 2.472367035045414774e+00, 3.509693050601303543e+00, 2.363427347515790089e+00, 3.316218181470110160e+00, 2.918831509911943733e+00, 3.195852441725112847e+00, 2.470324906006961641e+00, 2.960870031838595651e+00, 2.175064893255177711e+00, 2.673177249857589644e+00, 2.665311280544602202e+00, 2.825891955119927523e+00
2.095000000000000000e+03, 3.047203414522465792e+00, 2.434040880524006134e+00, 2.506549777584358374e+00, 2.144054039837146153e+00, 2.430961113442004162e+00, 3.435561852296312946e+00, 2.376955542971132651e+00, 3.307322531907722851e+00, 3.151622632297319537e+00, 3.133900142731531613e+00, 2.573836814971688813e+00, 3.051612897669466751e+00, 2.254035998440804711e+00, 2.543944756294287401e+00, 2.876085549880960546e+00, 2.858800179373373496e+00
2.096000000000000000e+03, 2.855988499099935130e+00, 2.271221652916114664e+00, 2.273497421072999458e+00, 2.306834559342765267e+00, 2.460963299380850344e+00, 3.545021610748974705e+00, 2.328787448675437854e+00, 3.322767777428704772e+00, 3.131150570733645999e+00, 2.811756708107378877e+00, 2.564371414300258500e+00, 2.687789360080001799e+00, 2.155472315946467710e+00, 2.810412068818988640e+00, 2.896013549123464426e+00, 2.804745424598371617e+00
2.097000000000000000e+03, 3.415245373230389347e+00, 2.175008370232764943e+00, 2.333889805056446942e+00, 2.359814678512949460e+00, 2.522569404430566209e+00, 3.284398852274800884e+00, 2.632993886217944723e+00, 3.274228025609536630e+00, 2.581636369563450550e+00, 3.196289217557387374e+00, 2.652311037031192420e+00, 2.685666444723334489e+00, 2.410416273519816688e+00, 2.602387225975396401e+00, 2.334458304878118895e+00, 2.852894576155920348e+00
2.098000000000000000e+03, 3.287513404149650764e+00, 2.386629745561594795e+00, 2.459613273956835489e+00, 2.183748798462344265e+00, 2.473404357533350417e+00, 3.236575811131827241e+00, 2.482763664429855854e+00, 3.368563107107457988e+00, 2.797104325610581643e+00, 2.922254644310096960e+00, 2.452949359242156291e+00, 2.837318857479897982e+00, 2.195104737688594820e+00, 2.983799403225054103e+00, 3.048600854821251538e+00, 2.939766788580969514e+00
2.099000000000000000e+03, 3.190781881631293171e+00, 2.584354237878343508e+00, 2.326878724346816973e+00, 2.120496638627844987e+00, 2.388439705626327569e+00, 3.402754731855589743e+00, 2.612477397453571992e+00, 3.426824864404704130e+00, 2.978828829973595660e+00, 2.938329550681285429e+00, 2.642044901871928531e+00, 2.878803189964537879e+00, 2.077852146759424201e+00, 2.928817692932362604e+00, 2.496191282657738597e+00, 2.995408696244600932e+00
2.100000000000000000e+03, 3.057743175444162631e+00, 2.197668159601342097e+00, 2.407831904827310687e+00, 2.192780780763796233e+00, 2.475776616821450116e+00, 3.399312199618603980e+00, 2.366860101109420800e+00, 3.447216111249511439e+00, 2.907140886728526663e+00, 2.909708210309141840e+00, 2.561418261885285652e+00, 2.817585028270225944e+00, 2.184877721985674093e+00, 2.780120597607953936e+00, 2.487509270761012914e+00, 2.943135473934207269e+00
