year, NorESM2-MM, NorESM2-LM, CanESM5, INM-CM5-0, EC-Earth3-Veg, CESM2-WACCM, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, UKESM1-0-LL, CMCC-CM2-SR5, GFDL-ESM4, MIROC-ES2L, INM-CM4-8, TaiESM1, MPI-ESM1-2-LR
2.077000000000000000e+03, 4.893411088337013126e+01, 5.078541109019598565e+01, 5.352812248180251942e+01, 4.590961228365107161e+01, 3.272117769982553170e+01, 4.785600966296662051e+01, 6.103769888028901391e+01, 2.725661071094959453e+01, 7.192468821013578406e+01, 5.033694121732489890e+01, 5.112040673562272985e+01, 3.523108361212029394e+01, 5.127999977265614717e+01, 4.702304859622542210e+01, 4.051665891307296619e+01, 4.898683238375316762e+01
2.078000000000000000e+03, 4.942601288464895504e+01, 5.091299927068781273e+01, 5.407365460375943655e+01, 4.612626854017499056e+01, 3.317629518102761210e+01, 4.815568496288467060e+01, 6.114441275294251454e+01, 2.757923576070114180e+01, 7.254113648419496485e+01, 5.056096820501804245e+01, 5.094615344640484977e+01, 3.546883319311782401e+01, 5.131361327359560676e+01, 4.712232106070724313e+01, 4.045697702972626786e+01, 4.936531311373797593e+01
2.079000000000000000e+03, 4.975918046636665792e+01, 5.095134480682867206e+01, 5.489427873372422084e+01, 4.631048228591063776e+01, 3.375554651246320503e+01, 4.854792022350713410e+01, 6.125543538652735975e+01, 2.781398088108425881e+01, 7.295182159152194856e+01, 5.090804794779575104e+01, 5.055530421411585706e+01, 3.591809321190537219e+01, 5.151647355070652168e+01, 4.720470896454209253e+01, 4.085908129323171778e+01, 4.968524564753285944e+01
2.080000000000000000e+03, 4.997256193559022108e+01, 5.173291755782221912e+01, 5.547868679662366276e+01, 4.647089042798342717e+01, 3.389912824359317511e+01, 4.865841788189187866e+01, 6.147357799017681401e+01, 2.815225920897237799e+01, 7.357416848329641823e+01, 5.133489451419210070e+01, 5.013908094339714694e+01, 3.630387373545465124e+01, 5.180818617404145954e+01, 4.728076135956828097e+01, 4.125760937627070746e+01, 4.993745795776326446e+01
2.081000000000000000e+03, 5.028146627642022537e+01, 5.232218571490110293e+01, 5.606675438574746551e+01, 4.669594119721431724e+01, 3.391770347201480007e+01, 4.869295972791090321e+01, 6.162354491633013964e+01, 2.839781850392402518e+01, 7.427423146998775394e+01, 5.180857549680001739e+01, 5.063262261712294077e+01, 3.656669737521750108e+01, 5.220846777909674330e+01, 4.748903578018281735e+01, 4.134854239822642796e+01, 5.031986369250634539e+01
2.082000000000000000e+03, 5.050082326296893598e+01, 5.264737598990577538e+01, 5.678419013221845546e+01, 4.678543381795210365e+01, 3.434523589764052787e+01, 4.899136863295562705e+01, 6.171172512346556971e+01, 2.862526078806048702e+01, 7.457675032401131432e+01, 5.220438385873955411e+01, 5.212915876146845306e+01, 3.682642713176212368e+01, 5.233358282713625442e+01, 4.770139958743513375e+01, 4.177089281994946646e+01, 5.067152428155301180e+01
2.083000000000000000e+03, 5.077083235146298534e+01, 5.285671327660451624e+01, 5.713904529594186954e+01, 4.693563590908368610e+01, 3.452661163979738745e+01, 4.916417134330814065e+01, 6.197221140264002770e+01, 2.883582913101266954e+01, 7.508662483866035586e+01, 5.252566044548636626e+01, 5.257252775586152183e+01, 3.728792155318402735e+01, 5.277904502220562222e+01, 4.779150406241421223e+01, 4.195245272582675966e+01, 5.101201881116112702e+01
2.084000000000000000e+03, 5.097033380522827883e+01, 5.348520378739129910e+01, 5.786358496204906743e+01, 4.706521596915236927e+01, 3.473900533514775901e+01, 4.932024057987663923e+01, 6.212064130333261858e+01, 2.906129590161359744e+01, 7.558304316249193278e+01, 5.284170448784390572e+01, 5.219221264141462058e+01, 3.734527302356705292e+01, 5.321954303577999923e+01, 4.795338669283354704e+01, 4.199381743978850068e+01, 5.135702878634896251e+01
2.085000000000000000e+03, 5.148441722041425095e+01, 5.411323841301076243e+01, 5.839977949362030074e+01, 4.718550954117228713e+01, 3.499620956821150486e+01, 4.937556938584515365e+01, 6.228526582843292658e+01, 2.925954273932703842e+01, 7.609672955595651445e+01, 5.326661820656929791e+01, 5.208117091748575689e+01, 3.779945992261274768e+01, 5.341107385936756913e+01, 4.811217361193324393e+01, 4.223378081372946724e+01, 5.163475744888783936e+01
2.086000000000000000e+03, 5.185617206452071315e+01, 5.462216391804922466e+01, 5.883867821780704332e+01, 4.725174417422334017e+01, 3.512989086574926745e+01, 4.941442199983426775e+01, 6.242883687858436303e+01, 2.953508696534602151e+01, 7.672665134339685267e+01, 5.353788732672227724e+01, 5.246747205082168364e+01, 3.800431312416147023e+01, 5.365177886523289885e+01, 4.830530953948552053e+01, 4.186636657313570709e+01, 5.190951017656252020e+01
2.087000000000000000e+03, 5.240188711324534410e+01, 5.473880669112556063e+01, 5.930058419045051465e+01, 4.742042819156782940e+01, 3.536035615808500410e+01, 4.968525932387634469e+01, 6.268845199992687611e+01, 2.973254069928409749e+01, 7.741735815865168036e+01, 5.388654391692420376e+01, 5.398568346666629481e+01, 3.854631218610700216e+01, 5.388042282473502098e+01, 4.848518617560165467e+01, 4.152945681534928468e+01, 5.232042612595280673e+01
2.088000000000000000e+03, 5.286374107096446551e+01, 5.479554652722156050e+01, 5.986078463984664211e+01, 4.767140177223417652e+01, 3.545650083259264562e+01, 5.007931919653989183e+01, 6.286839558030574437e+01, 3.007116662408682828e+01, 7.787827603712881341e+01, 5.412899130964439109e+01, 5.476085361124319206e+01, 3.871887924170913919e+01, 5.411442144053529546e+01, 4.864961937824492821e+01, 4.265654643184387851e+01, 5.252225948302368863e+01
2.089000000000000000e+03, 5.335506564002352548e+01, 5.521383053638904670e+01, 6.039257095203535641e+01, 4.783253137118300202e+01, 3.577089521209904888e+01, 5.040478204517867766e+01, 6.296173746248770442e+01, 3.028619263787811278e+01, 7.840256030797687004e+01, 5.448301755127390322e+01, 5.396519636377427531e+01, 3.909396624461865599e+01, 5.440715451213280573e+01, 4.889412298607724239e+01, 4.304787857911793481e+01, 5.290863475008707439e+01
2.090000000000000000e+03, 5.365392719781951314e+01, 5.575889405083932360e+01, 6.068061616808441272e+01, 4.804236119079691747e+01, 3.592456073556068219e+01, 5.069302125554796135e+01, 6.300992533459814382e+01, 3.055790805329137072e+01, 7.898968026321284697e+01, 5.481862017417928001e+01, 5.425056737930073325e+01, 3.945723820083271249e+01, 5.463584549540095736e+01, 4.890572723450711834e+01, 4.248334652957980495e+01, 5.322151716532827948e+01
2.091000000000000000e+03, 5.408224229669693983e+01, 5.607098708997136072e+01, 6.116119799163479342e+01, 4.817046732581109580e+01, 3.626809370015416079e+01, 5.094968188636267570e+01, 6.316626009811682962e+01, 3.087001841193964324e+01, 7.923483514693209884e+01, 5.516732514270675836e+01, 5.497199396921186576e+01, 3.974986082333066406e+01, 5.486174760301481257e+01, 4.895314937594348947e+01, 4.268813438530185067e+01, 5.354419002049662879e+01
2.092000000000000000e+03, 5.452641864672030891e+01, 5.637011805666980280e+01, 6.175529251831333255e+01, 4.820454980405716583e+01, 3.639823568897023165e+01, 5.126932760694413815e+01, 6.348559958122577029e+01, 3.111391560187756511e+01, 7.951629114151521094e+01, 5.540548529197216254e+01, 5.593319101023679707e+01, 4.011662368019246117e+01, 5.513483719534271899e+01, 4.918674385834983553e+01, 4.278022184415195284e+01, 5.383926673356659620e+01
2.093000000000000000e+03, 5.473427022434243128e+01, 5.680794161452659807e+01, 6.229790801205972883e+01, 4.830432222648465057e+01, 3.671257316519176328e+01, 5.142341976972397077e+01, 6.369046374658702803e+01, 3.123143445637062499e+01, 8.001756235721849464e+01, 5.565753151377411001e+01, 5.618764492721054893e+01, 4.008708486611303812e+01, 5.531615392907482942e+01, 4.954386896925080208e+01, 4.341400577025624585e+01, 5.400834053745097663e+01
2.094000000000000000e+03, 5.486999891782347305e+01, 5.731858310050867544e+01, 6.281097233185315787e+01, 4.850451244788001759e+01, 3.681519740386937656e+01, 5.166085621477835588e+01, 6.386492497961498316e+01, 3.152852663081745277e+01, 8.060472977849271103e+01, 5.601033841682234993e+01, 5.666016033595011692e+01, 4.016012629870314044e+01, 5.571910537021217635e+01, 4.973340798257643769e+01, 4.381706913306202722e+01, 5.430835960738998835e+01
2.095000000000000000e+03, 5.494716454396476735e+01, 5.764349066606861527e+01, 6.350516440838848098e+01, 4.863834346115348239e+01, 3.717198695035305889e+01, 5.214407190886099386e+01, 6.405206477145564747e+01, 3.175634802356260877e+01, 8.116628548186447745e+01, 5.642820120832586639e+01, 5.663491536206005605e+01, 4.039142266978554119e+01, 5.615538945822372341e+01, 4.977767334672883237e+01, 4.338993778984537641e+01, 5.464855783989380456e+01
2.096000000000000000e+03, 5.544104368756169521e+01, 5.777222272760118926e+01, 6.421419087942892645e+01, 4.882313667908344001e+01, 3.752688820035245243e+01, 5.266190758888355106e+01, 6.408047523209586416e+01, 3.202249368300002175e+01, 8.169064844761052768e+01, 5.672420927255519274e+01, 5.593757327482670405e+01, 4.052534024190672568e+01, 5.656064060420395379e+01, 4.986361196791948913e+01, 4.279409182878391249e+01, 5.494214451052006609e+01
2.097000000000000000e+03, 5.599439591014532880e+01, 5.799502813480537355e+01, 6.494809312984490646e+01, 4.894449852094865605e+01, 3.767770447003810830e+01, 5.305953411165793909e+01, 6.408893673203166941e+01, 3.223632412525964241e+01, 8.225311766994731499e+01, 5.711197235268146954e+01, 5.677859426084311423e+01, 4.081070852552181094e+01, 5.663013186057520443e+01, 4.997844934158335661e+01, 4.362687891150294206e+01, 5.543054309046349459e+01
2.098000000000000000e+03, 5.649927156843976661e+01, 5.831999288054142738e+01, 6.553377210603500203e+01, 4.926490842495487499e+01, 3.778346829359953318e+01, 5.315657615166351491e+01, 6.418036408714043262e+01, 3.244499355331113577e+01, 8.260991241145437414e+01, 5.748702434397384309e+01, 5.717013300513691831e+01, 4.107040337080665893e+01, 5.658053072152505791e+01, 5.009802446342607851e+01, 4.393314316312207524e+01, 5.586161200720128051e+01
2.099000000000000000e+03, 5.710173516368885061e+01, 5.900900286455011923e+01, 6.628230589081987034e+01, 4.945445927053992818e+01, 3.806123067757549450e+01, 5.345197226390023815e+01, 6.422781077363266888e+01, 3.262556431553606728e+01, 8.329977074605235998e+01, 5.789328199979848222e+01, 5.806169542811366568e+01, 4.128172280908909642e+01, 5.677206046379643567e+01, 5.034338471157429495e+01, 4.422207970303174562e+01, 5.616662751898585526e+01
2.100000000000000000e+03, 5.778381671957533428e+01, 5.927328258493612623e+01, 6.689951017315613058e+01, 4.961217001990149100e+01, 3.806127685521458659e+01, 5.374687418742500711e+01, 6.423771129045867667e+01, 3.278310775952904521e+01, 8.373213081539859104e+01, 5.831269625016589941e+01, 5.876769932995895829e+01, 4.142442184452688281e+01, 5.699421482016353480e+01, 5.051987071615953795e+01, 4.413871867374332680e+01, 5.657988362982656128e+01
