year, UKESM1-0-LL, MPI-ESM1-2-LR, MIROC-ES2L, CanESM5, GFDL-ESM4, NorESM2-MM, ACCESS-ESM1-5, CESM2-WACCM, CNRM-ESM2-1, INM-CM4-8, INM-CM5-0, NorESM2-LM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, IPSL-CM6A-LR
2.077000000000000000e+03, 2.840684040762395739e+02, 2.831717080592391085e+02, 2.832965932081245910e+02, 2.832759549279857652e+02, 2.813331857451310611e+02, 2.830319455463439908e+02, 2.837629766369286131e+02, 2.844550736714765549e+02, 2.803173957142731751e+02, 2.829067728923877780e+02, 2.821886255558817993e+02, 2.837420518169593038e+02, 2.827708105759610930e+02, 2.839125242102509787e+02, 2.835427433856028756e+02, 2.807183612438103069e+02
2.078000000000000000e+03, 2.843811042765269121e+02, 2.828430193483583821e+02, 2.828691405014745328e+02, 2.827106453358818499e+02, 2.808421589652062949e+02, 2.830204994774437068e+02, 2.833616216309277434e+02, 2.851082463478532532e+02, 2.807887015270461575e+02, 2.827080758202325796e+02, 2.824270771481470206e+02, 2.835735583351861351e+02, 2.824755188959384213e+02, 2.842920579057239365e+02, 2.830178730523052195e+02, 2.805975361951134346e+02
2.079000000000000000e+03, 2.837529933476881752e+02, 2.827281065291524556e+02, 2.829956910361393057e+02, 2.839099302708370374e+02, 2.810766558466150968e+02, 2.829027473129097530e+02, 2.838985999557471018e+02, 2.845740533965947066e+02, 2.803053187197439229e+02, 2.820896275250432268e+02, 2.822851504443167983e+02, 2.835182035744757627e+02, 2.817733634996514525e+02, 2.843127670416499200e+02, 2.826298732155383391e+02, 2.800349861721310276e+02
2.080000000000000000e+03, 2.839333520203892931e+02, 2.823352440462928143e+02, 2.834063783780238737e+02, 2.834972472411816966e+02, 2.806681347648579390e+02, 2.838431759907621199e+02, 2.834819759147426907e+02, 2.845009559637726397e+02, 2.814596007129749182e+02, 2.824062020608162129e+02, 2.824168346764525381e+02, 2.845144654333830658e+02, 2.825984648483744763e+02, 2.840555309888590045e+02, 2.836049979062058242e+02, 2.804952695249020849e+02
2.081000000000000000e+03, 2.852416031388615920e+02, 2.832178115184279363e+02, 2.840362402999772939e+02, 2.838970779041770243e+02, 2.809173944859414291e+02, 2.837050900020497011e+02, 2.834159848893568210e+02, 2.845340832031835134e+02, 2.814123886700545540e+02, 2.828046944379548222e+02, 2.822739199827860261e+02, 2.836444516473092108e+02, 2.825562034473025506e+02, 2.846076285993566444e+02, 2.840160981085985554e+02, 2.804760006040307871e+02
2.082000000000000000e+03, 2.843064059205257763e+02, 2.828487338091936181e+02, 2.827472239470421869e+02, 2.834270325183158548e+02, 2.805568300271351063e+02, 2.833650494573217316e+02, 2.830693144227992093e+02, 2.846628439719568746e+02, 2.811400496153125346e+02, 2.826133879138954512e+02, 2.820713189372943361e+02, 2.846670191462437742e+02, 2.827430827364587458e+02, 2.838580463835623959e+02, 2.837839091519271051e+02, 2.803557578347450203e+02
2.083000000000000000e+03, 2.844156830307286441e+02, 2.831436999993279073e+02, 2.837380862547760785e+02, 2.830548028437393668e+02, 2.811798344334612807e+02, 2.838524219721682584e+02, 2.839288170288235165e+02, 2.847238670450003610e+02, 2.814502465718687176e+02, 2.824991328471269867e+02, 2.822878885763539074e+02, 2.846680763391964319e+02, 2.825926906047469629e+02, 2.838714312165814704e+02, 2.835926715049419045e+02, 2.808759921181184041e+02
2.084000000000000000e+03, 2.847794843956580166e+02, 2.832788056705205122e+02, 2.839983597555344659e+02, 2.829342857086638787e+02, 2.814288579924174769e+02, 2.833706299769345378e+02, 2.839001271259803616e+02, 2.844923253022517429e+02, 2.815293572419445809e+02, 2.830174333806190816e+02, 2.823946626726105364e+02, 2.848636927487098092e+02, 2.827924547733656482e+02, 2.839843178647944342e+02, 2.840040830998448200e+02, 2.804871055553267070e+02
2.085000000000000000e+03, 2.852774108687763714e+02, 2.826942463243420320e+02, 2.844400292268694557e+02, 2.834112396488584977e+02, 2.813066102533680350e+02, 2.844572607843486480e+02, 2.842829072570343669e+02, 2.841906797100469930e+02, 2.811695002095468681e+02, 2.831966708648690201e+02, 2.821962258115958093e+02, 2.845374320583465533e+02, 2.832429535417343232e+02, 2.841895167566383975e+02, 2.843572550689901846e+02, 2.810047637252685604e+02
2.086000000000000000e+03, 2.851305256694947730e+02, 2.837223485622247381e+02, 2.845399693616502645e+02, 2.837566079527878742e+02, 2.807488583374840800e+02, 2.843361028302001614e+02, 2.841538980576112294e+02, 2.845075262045140221e+02, 2.816565388154392622e+02, 2.830767348864244468e+02, 2.825226716386868588e+02, 2.843133449691978285e+02, 2.825900993016512075e+02, 2.842966137356090144e+02, 2.844784067344916139e+02, 2.815629606750011931e+02
2.087000000000000000e+03, 2.854803978625486138e+02, 2.840456891298777578e+02, 2.839363715606194773e+02, 2.843582290041193801e+02, 2.814979589170318377e+02, 2.839408281803233081e+02, 2.842896735098489103e+02, 2.845660932787984621e+02, 2.819510159315680085e+02, 2.829964982714255939e+02, 2.821377385756411513e+02, 2.843881867258090779e+02, 2.828543787180408344e+02, 2.841714710484229158e+02, 2.840766646731601099e+02, 2.793575353942373454e+02
2.088000000000000000e+03, 2.847012310546081153e+02, 2.836329705779818937e+02, 2.840711795332962311e+02, 2.845833526043687129e+02, 2.810342979470622709e+02, 2.837715045227826636e+02, 2.840548030843260676e+02, 2.845254584610376583e+02, 2.821177849519027632e+02, 2.830525762621390413e+02, 2.832806560880758298e+02, 2.845942272870296961e+02, 2.833415138484081126e+02, 2.846421875890158049e+02, 2.836185531248663096e+02, 2.810054412317425090e+02
2.089000000000000000e+03, 2.853183297405464032e+02, 2.839252787069966075e+02, 2.846559941839927319e+02, 2.838488116001213371e+02, 2.811156475996288577e+02, 2.847150014903001534e+02, 2.843913338661527632e+02, 2.845039640327129860e+02, 2.822416946284285473e+02, 2.833477842270903011e+02, 2.824404782261041191e+02, 2.851430571440262725e+02, 2.834154600988694028e+02, 2.843398503699553999e+02, 2.839194782705033617e+02, 2.809515529406512542e+02
2.090000000000000000e+03, 2.849173388176258754e+02, 2.830664847352306310e+02, 2.841453178177726500e+02, 2.839904028340519631e+02, 2.811768918935911188e+02, 2.848171172419141044e+02, 2.840495790192484833e+02, 2.853272187347369027e+02, 2.825241515712351088e+02, 2.829039876656246975e+02, 2.827475548024718250e+02, 2.850310165578189867e+02, 2.834820759718773502e+02, 2.845807397494007773e+02, 2.849440666284045847e+02, 2.813041643455550798e+02
2.091000000000000000e+03, 2.858517781734333880e+02, 2.830036768612599758e+02, 2.837749898568941376e+02, 2.840540332824627399e+02, 2.809196717667226721e+02, 2.846071526054240053e+02, 2.842735268784294931e+02, 2.852880638690753585e+02, 2.810703196563641200e+02, 2.828965604297012533e+02, 2.828620177277675793e+02, 2.846816514173216319e+02, 2.834122806762817959e+02, 2.848773781647135479e+02, 2.842910433530759065e+02, 2.820678387079418030e+02
2.092000000000000000e+03, 2.851911824387754564e+02, 2.835393137639302381e+02, 2.842661064019425226e+02, 2.852284511566074912e+02, 2.813566893503889332e+02, 2.841080806495374418e+02, 2.844591230866135447e+02, 2.853792762202135691e+02, 2.812919308800560998e+02, 2.832875067486639296e+02, 2.826940845925072381e+02, 2.849374128252962919e+02, 2.835763081849037235e+02, 2.847212930104847146e+02, 2.836723597727920492e+02, 2.813723818560467294e+02
2.093000000000000000e+03, 2.860224840256552170e+02, 2.832011783573082653e+02, 2.848614542863347197e+02, 2.849522640095558472e+02, 2.820746257539602198e+02, 2.839961562618701691e+02, 2.842220258011786314e+02, 2.846963160918575682e+02, 2.816865137676043105e+02, 2.834749798553540359e+02, 2.822931287781332230e+02, 2.851827815446949899e+02, 2.833807097954131677e+02, 2.849605803253699605e+02, 2.837846710739950140e+02, 2.826410285070506916e+02
2.094000000000000000e+03, 2.857183237883440370e+02, 2.837457820751527606e+02, 2.843531539868208142e+02, 2.846259155958579186e+02, 2.815505062746701697e+02, 2.839093013279236288e+02, 2.843009332711060893e+02, 2.849474212992241178e+02, 2.816950767488182805e+02, 2.836283063293352598e+02, 2.827898263836144679e+02, 2.849508067385478967e+02, 2.840522053810517491e+02, 2.847868372776150068e+02, 2.842241552034927849e+02, 2.823727167874168913e+02
2.095000000000000000e+03, 2.856295453929582777e+02, 2.834922684028432514e+02, 2.842860085057209858e+02, 2.842066573909229987e+02, 2.814707498377576940e+02, 2.837514931549748098e+02, 2.847285265526307398e+02, 2.855762496064096467e+02, 2.815259626587646835e+02, 2.833008766662497919e+02, 2.825596621092833516e+02, 2.848163936752104632e+02, 2.836492402284152945e+02, 2.852165459828207759e+02, 2.840516471042661237e+02, 2.816641218100007222e+02
2.096000000000000000e+03, 2.854646708704245839e+02, 2.832317048792178866e+02, 2.848785001415340048e+02, 2.843146214862824195e+02, 2.816907525927186953e+02, 2.844607458874316421e+02, 2.848427118601584311e+02, 2.853086934790678697e+02, 2.820372185794201414e+02, 2.831867200906451103e+02, 2.827128103645446799e+02, 2.852664599213459269e+02, 2.838801774921157062e+02, 2.849607700899866245e+02, 2.844252145250241597e+02, 2.820272145283097984e+02
2.097000000000000000e+03, 2.867025770563407150e+02, 2.836842387983396065e+02, 2.848692380715719992e+02, 2.846964751811275960e+02, 2.812668674256917711e+02, 2.841662273746022151e+02, 2.846394431701329495e+02, 2.855409780886681119e+02, 2.829061208280962205e+02, 2.834155116848237412e+02, 2.832177701843294813e+02, 2.855865748046876433e+02, 2.837388996915518078e+02, 2.851113402120887486e+02, 2.849705955472202277e+02, 2.828245922929361313e+02
2.098000000000000000e+03, 2.855856574211890120e+02, 2.843362083268971219e+02, 2.844822853525298569e+02, 2.851775257819751914e+02, 2.815431783455310892e+02, 2.842478573175486076e+02, 2.842800265863050981e+02, 2.851597254937278194e+02, 2.827488215945243155e+02, 2.830390943924205089e+02, 2.833812636628548489e+02, 2.852131861817661047e+02, 2.839178456659537915e+02, 2.853394400026605240e+02, 2.837545543900762937e+02, 2.823573591361301283e+02
2.099000000000000000e+03, 2.861856485657210101e+02, 2.834940287669190297e+02, 2.841237158895442008e+02, 2.852535627265095286e+02, 2.821006109086340530e+02, 2.846027453108029590e+02, 2.851007135474911820e+02, 2.856020154060061600e+02, 2.827455623715383695e+02, 2.838634345190329213e+02, 2.830999252619114941e+02, 2.852094075114879956e+02, 2.845426102133631048e+02, 2.850173484885213497e+02, 2.847187049120453253e+02, 2.826614976493165159e+02
2.100000000000000000e+03, 2.866924592547520092e+02, 2.839460348503171190e+02, 2.846151519845928419e+02, 2.851113104696849518e+02, 2.818196842993967834e+02, 2.848085030936994144e+02, 2.849968065582010581e+02, 2.856419938725589986e+02, 2.831218371877555455e+02, 2.832248095536241408e+02, 2.834395795976231511e+02, 2.856902920661670464e+02, 2.842792732344183264e+02, 2.852756744985043156e+02, 2.849107698043183632e+02, 2.818964223572763217e+02
