year, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, GFDL-ESM4, INM-CM5-0, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, CESM2-WACCM, INM-CM4-8, ACCESS-ESM1-5, UKESM1-0-LL, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, NorESM2-LM
2.077000000000000000e+03, 4.777945763676160027e+02, 6.371466543103999811e+02, 6.175019436605440433e+02, 4.186413004226560020e+02, 7.365462904012799754e+02, 6.632240180101119904e+02, 4.300927905300479779e+02, 4.549355189043199630e+02, 6.175145601269759936e+02, 7.287830027960319512e+02, 7.302772487618559580e+02, 6.101268808335360063e+02, 4.455171924951039841e+02, 6.078046457036799666e+02, 4.958744089722879949e+02, 6.121686680207359359e+02
2.078000000000000000e+03, 4.792590259978239828e+02, 6.367249422090239932e+02, 6.169647372042239795e+02, 4.178036475822079865e+02, 7.370785979105279466e+02, 6.631003363737600012e+02, 4.301909036892159861e+02, 4.537304114790400149e+02, 6.198424324014080184e+02, 7.303659666800639343e+02, 7.303663693332480307e+02, 6.102169409290239628e+02, 4.474741540782080165e+02, 6.079451716648959518e+02, 4.946809449349119632e+02, 6.132907282268159861e+02
2.079000000000000000e+03, 4.809489949655039709e+02, 6.366217958850560308e+02, 6.155582025236479922e+02, 4.190482821283840167e+02, 7.369451854888959588e+02, 6.625132680314879963e+02, 4.322001766318080058e+02, 4.531329748172800009e+02, 6.204776177991680015e+02, 7.303699261030400294e+02, 7.304828032122879904e+02, 6.096886599516159322e+02, 4.473930865704959956e+02, 6.083829898936320433e+02, 4.962225697587199988e+02, 6.145262695219199713e+02
2.080000000000000000e+03, 4.810549598617599827e+02, 6.372440963809279992e+02, 6.139376576757759949e+02, 4.197044390461439889e+02, 7.371927500881919286e+02, 6.630016863436800350e+02, 4.331264802815999815e+02, 4.536332713983999838e+02, 6.197247905628159970e+02, 7.296183739351039321e+02, 7.309165278003199546e+02, 6.094457258639359907e+02, 4.458417645158399978e+02, 6.091984968089600443e+02, 4.986870085713919707e+02, 6.152672855982079909e+02
2.081000000000000000e+03, 4.814165759754239957e+02, 6.355644957327359634e+02, 6.129567945195519769e+02, 4.204032436469759659e+02, 7.368760633589760118e+02, 6.636615006945279447e+02, 4.349837180928000180e+02, 4.556745888235519715e+02, 6.204154749911040199e+02, 7.295445541847039976e+02, 7.311775141724159539e+02, 6.093847910154239571e+02, 4.464065191608319765e+02, 6.100154801192959440e+02, 5.013778055823360091e+02, 6.150141509631999952e+02
2.082000000000000000e+03, 4.825096787066879642e+02, 6.352039198064640004e+02, 6.124716645416959864e+02, 4.207964680355839846e+02, 7.369497488916480279e+02, 6.644013088112640162e+02, 4.353532866068479734e+02, 4.565368706170879705e+02, 6.218286534492159490e+02, 7.298524496527360270e+02, 7.307478161162239303e+02, 6.088779848744959509e+02, 4.487854277263359677e+02, 6.105736916500479765e+02, 5.012519429079039810e+02, 6.145278801346560158e+02
2.083000000000000000e+03, 4.822241975992320135e+02, 6.357005254000639525e+02, 6.120758564618239461e+02, 4.205126310952960011e+02, 7.379546370211839985e+02, 6.632966969098239360e+02, 4.359436097290239900e+02, 4.570018343813119941e+02, 6.216826245611520108e+02, 7.299112370176000013e+02, 7.316535844536319928e+02, 6.084749961461759540e+02, 4.489005529825279837e+02, 6.111646523064320036e+02, 5.018423666933759932e+02, 6.149051661680639427e+02
2.084000000000000000e+03, 4.827726783447039907e+02, 6.368654681702399785e+02, 6.108723260948479492e+02, 4.234069021818879719e+02, 7.387541049180159689e+02, 6.622610058117120388e+02, 4.366453335654400121e+02, 4.569605959843839855e+02, 6.209946915962880212e+02, 7.300884044185600033e+02, 7.311518114775039976e+02, 6.082865544560639819e+02, 4.468420556881919765e+02, 6.120739103047679919e+02, 5.013072070574079930e+02, 6.157567776522239456e+02
2.085000000000000000e+03, 4.836541197189119998e+02, 6.366273659207679430e+02, 6.090793114664959376e+02, 4.249631231836160055e+02, 7.381234829230079413e+02, 6.587412130037760107e+02, 4.371598907801599694e+02, 4.568527184855039991e+02, 6.214479448637439418e+02, 7.296862881054719310e+02, 7.299093579694080063e+02, 6.078027666554879715e+02, 4.469181906943999820e+02, 6.125645432094719354e+02, 5.003964055551999763e+02, 6.167186489999360219e+02
2.086000000000000000e+03, 4.843561119907839725e+02, 6.359158777446399426e+02, 6.081410624389119448e+02, 4.237926439321599901e+02, 7.373079088988159810e+02, 6.535671195893760341e+02, 4.384474749992959914e+02, 4.572603712798720039e+02, 6.210250919116799651e+02, 7.297544707112959941e+02, 7.277255684259839654e+02, 6.070531606446079422e+02, 4.480990382653440065e+02, 6.126704409968639311e+02, 4.985602399272959815e+02, 6.187250027069439966e+02
2.087000000000000000e+03, 4.852314464583679978e+02, 6.379518264606720095e+02, 6.088460410552320354e+02, 4.247561594470399768e+02, 7.374024652881919337e+02, 6.528422096404480044e+02, 4.397379784540160017e+02, 4.572131937484799664e+02, 6.215021688258559607e+02, 7.301250458583040199e+02, 7.271456807321600309e+02, 6.071577833635840307e+02, 4.478158724136960132e+02, 6.137351902330880193e+02, 5.001181050961919823e+02, 6.202648827002880125e+02
2.088000000000000000e+03, 4.850595135487999983e+02, 6.375554144010239952e+02, 6.092826513244159514e+02, 4.258824810659839954e+02, 7.370506806231039718e+02, 6.560125665935360075e+02, 4.400474174259200026e+02, 4.565913965690879763e+02, 6.231023796879360361e+02, 7.302156428247039912e+02, 7.287600515645440282e+02, 6.072726066298879459e+02, 4.460435944243199629e+02, 6.146096858398719860e+02, 5.025660351283199816e+02, 6.203176302673920191e+02
2.089000000000000000e+03, 4.860289681981440140e+02, 6.375081026519039824e+02, 6.091978928291839566e+02, 4.265368260444159887e+02, 7.366739985694720190e+02, 6.572834742599679885e+02, 4.400766097817599984e+02, 4.565468698378239765e+02, 6.227915314298879821e+02, 7.300912229908479958e+02, 7.290009723863039426e+02, 6.069331699957759838e+02, 4.444472423219199868e+02, 6.144569460654080331e+02, 5.034567375257599906e+02, 6.201726751211519968e+02
2.090000000000000000e+03, 4.875766663741439970e+02, 6.378002946457600046e+02, 6.093333856256000445e+02, 4.261955103621119747e+02, 7.361643738562560202e+02, 6.553903332065279983e+02, 4.393773018644479862e+02, 4.575664883630079771e+02, 6.237465576734720116e+02, 7.289012486143999467e+02, 7.292367929344000004e+02, 6.066282273177599791e+02, 4.444543223070720046e+02, 6.149990514687999621e+02, 5.035630715207680055e+02, 6.201747554959359832e+02
2.091000000000000000e+03, 4.887426157772799797e+02, 6.379359887687679702e+02, 6.085239185080320112e+02, 4.267462057000959703e+02, 7.357981607854079584e+02, 6.552889988218879580e+02, 4.410720355614719779e+02, 4.577784517099519803e+02, 6.233781971189760043e+02, 7.272801668956159347e+02, 7.303648929382400183e+02, 6.056172322815999678e+02, 4.446143098388479871e+02, 6.152021900001279846e+02, 5.010224305930240121e+02, 6.202317309214720353e+02
2.092000000000000000e+03, 4.892547235184640044e+02, 6.383642104299519815e+02, 6.067686190612479322e+02, 4.272344897945599769e+02, 7.347729386700799523e+02, 6.554889832366079645e+02, 4.407680324075519707e+02, 4.583680366346239907e+02, 6.240008331591679962e+02, 7.264215089807360073e+02, 7.311834197524480032e+02, 6.048251463598079454e+02, 4.435097314918400002e+02, 6.163498857922560319e+02, 5.004885124710399964e+02, 6.208464481157119508e+02
2.093000000000000000e+03, 4.898386041896960137e+02, 6.382360996085759552e+02, 6.056571620556800326e+02, 4.269689735741440018e+02, 7.348574287298559966e+02, 6.561302755409919882e+02, 4.420877953269759928e+02, 4.599330488975359685e+02, 6.256545968947200436e+02, 7.253059583344639805e+02, 7.319952356802559734e+02, 6.039472282009600121e+02, 4.424153536921600107e+02, 6.175511344578559374e+02, 5.021839843655679942e+02, 6.219557576376320185e+02
2.094000000000000000e+03, 4.894312198307840163e+02, 6.390553646202879463e+02, 6.056354187837439440e+02, 4.283791321333760038e+02, 7.347885750353920002e+02, 6.551778665431039599e+02, 4.426974458019839744e+02, 4.596288444170239700e+02, 6.264144034529280134e+02, 7.258038389964799535e+02, 7.342482144624640341e+02, 6.037604642324480437e+02, 4.438659788963839787e+02, 6.181082051379199811e+02, 5.062869867560959847e+02, 6.229268228997119650e+02
2.095000000000000000e+03, 4.905963974819840132e+02, 6.391966958878720106e+02, 6.059002303610880062e+02, 4.293831814021119726e+02, 7.333664710983680379e+02, 6.543477298954239814e+02, 4.430511095152639882e+02, 4.602050411233279874e+02, 6.277690629816320325e+02, 7.253820597862400064e+02, 7.333017781534720143e+02, 6.037770401218559755e+02, 4.461613369262079800e+02, 6.192930121318399870e+02, 5.053609179873279800e+02, 6.239399654195200355e+02
2.096000000000000000e+03, 4.910641127096320133e+02, 6.418021304238079665e+02, 6.059105651261439789e+02, 4.296121568460799836e+02, 7.336028285173759969e+02, 6.518819489054719725e+02, 4.414554285015040023e+02, 4.623303788462079638e+02, 6.283701570764800408e+02, 7.252624717905920306e+02, 7.310410818519039822e+02, 6.039135395512320201e+02, 4.434886257541119789e+02, 6.209873767301120324e+02, 5.039643154186239826e+02, 6.256726491791359877e+02
2.097000000000000000e+03, 4.920945357619199854e+02, 6.426413938769919696e+02, 6.053074577653759434e+02, 4.290918282690560090e+02, 7.328980512276480113e+02, 6.506123834163199717e+02, 4.409572122951680058e+02, 4.625783460986879732e+02, 6.291015094763520210e+02, 7.250885927239679631e+02, 7.314951404257279819e+02, 6.035833639403520010e+02, 4.415845124014080056e+02, 6.218789850972159456e+02, 5.070139099709439847e+02, 6.270996520632320426e+02
2.098000000000000000e+03, 4.928198819184639774e+02, 6.438590171054080429e+02, 6.042988115394559827e+02, 4.290816948305919709e+02, 7.317012988559359883e+02, 6.524296243445760410e+02, 4.421001769123839722e+02, 4.616947236863999819e+02, 6.304043609620480311e+02, 7.239942484787200101e+02, 7.329997211566079613e+02, 6.037263058206719961e+02, 4.434023573094399922e+02, 6.221411123199999338e+02, 5.090541872087039792e+02, 6.279264332677120137e+02
2.099000000000000000e+03, 4.927352576409600147e+02, 6.459465054289919408e+02, 6.050801600430079361e+02, 4.292111478292479774e+02, 7.311152371466239401e+02, 6.528550945423360190e+02, 4.423044562943999836e+02, 4.619734939074559747e+02, 6.314265631784959396e+02, 7.227111941079040207e+02, 7.329373099130880291e+02, 6.032436588707839746e+02, 4.442404128030719903e+02, 6.239474145034239427e+02, 5.080284953313279743e+02, 6.289038738718719515e+02
2.100000000000000000e+03, 4.930771101941759866e+02, 6.460309283799040259e+02, 6.059306306764799501e+02, 4.297883847229439880e+02, 7.317411615211519802e+02, 6.514608407838719586e+02, 4.426332561735679860e+02, 4.632374893608960065e+02, 6.323992390533119305e+02, 7.214902154362879401e+02, 7.331060887060480127e+02, 6.022203829125120365e+02, 4.438365516595200120e+02, 6.260099383296000042e+02, 5.085493943336960001e+02, 6.295923437076479559e+02
