year, CNRM-ESM2-1, GFDL-ESM4, NorESM2-MM, EC-Earth3-Veg, MIROC-ES2L, IPSL-CM6A-LR, MPI-ESM1-2-LR, NorESM2-LM, CMCC-CM2-SR5, ACCESS-ESM1-5, CanESM5, CESM2-WACCM, TaiESM1
2.090000000000000000e+03, 3.158609210900480093e+02, 2.395103276564479984e+02, 4.225728144998399927e+01, 5.526945110425599950e+01, 3.313321985966080092e+02, 1.227853303644159979e+02, 3.089827658465279683e+02, 3.936633644646399688e+01, 5.218234689126399672e+01, 4.971629327155199718e+01, 1.277339631616000020e+02, 4.160536077926399656e+01, 1.216740432281599915e+01
2.091000000000000000e+03, 3.159003139932160025e+02, 2.394757498142720067e+02, 4.229121336934399977e+01, 5.517443753574399778e+01, 3.317275369144319939e+02, 1.232848887480320030e+02, 3.090022609715200019e+02, 3.965411183820799579e+01, 5.398965570764799793e+01, 4.988955577548799880e+01, 1.269640651079679969e+02, 4.208898919628799717e+01, 1.215791156428799979e+01
2.092000000000000000e+03, 3.158641758699520210e+02, 2.402088134901759986e+02, 4.188647142195200246e+01, 5.464257462271999799e+01, 3.301847376855039897e+02, 1.237465641779199927e+02, 3.092271763292159790e+02, 3.931633614847999780e+01, 5.346083366502399770e+01, 4.985801041510399756e+01, 1.266311044792319933e+02, 4.180105022668799819e+01, 1.281566231756800001e+01
2.093000000000000000e+03, 3.155484622192639677e+02, 2.400825817169919958e+02, 4.220957543628799868e+01, 5.459177321267199545e+01, 3.297515835228160199e+02, 1.236383595233279920e+02, 3.096678802391040222e+02, 3.924965929779200025e+01, 5.203189720678400221e+01, 5.000513401651200240e+01, 1.264306167480319942e+02, 4.177537269759999816e+01, 1.247556193484799891e+01
2.094000000000000000e+03, 3.149360938352639891e+02, 2.400231903723519906e+02, 4.202558809702399856e+01, 5.552282062028800169e+01, 3.310614814392320113e+02, 1.235777853849599950e+02, 3.100689899192319672e+02, 3.912660261273600071e+01, 5.094634422272000052e+01, 5.035379392512000152e+01, 1.268334041497599998e+02, 4.167390409523199679e+01, 1.187266533785600053e+01
2.095000000000000000e+03, 3.151618480537599680e+02, 2.416374102097919945e+02, 4.157230546943999627e+01, 5.457117918003199719e+01, 3.320043945328640120e+02, 1.235093930639360025e+02, 3.098134393651200185e+02, 3.917521040179200043e+01, 5.249597177855999774e+01, 5.025047982899199894e+01, 1.273731859087359908e+02, 4.189614768127999866e+01, 1.209238290431999907e+01
2.096000000000000000e+03, 3.146759798783999713e+02, 2.430521321717760088e+02, 4.169109235302399696e+01, 5.291569158553599550e+01, 3.317707550228479931e+02, 1.237066344038399990e+02, 3.098583687495680010e+02, 3.941373208166400133e+01, 5.181069380812800063e+01, 4.978598163251199793e+01, 1.280878785331200049e+02, 4.225963445452799760e+01, 1.303334354943999962e+01
2.097000000000000000e+03, 3.147253720023039705e+02, 2.442090218782719830e+02, 4.202205649305599877e+01, 5.194802790399999992e+01, 3.307933815275520146e+02, 1.237638447103999937e+02, 3.109697922007039779e+02, 3.968287637503999576e+01, 5.046547985203199715e+01, 4.985742321254399911e+01, 1.274183333969919971e+02, 4.215265034240000119e+01, 1.238749098803199900e+01
2.098000000000000000e+03, 3.141687039754239663e+02, 2.439075688611839894e+02, 4.192919460249599695e+01, 5.352138683187200030e+01, 3.306118520504319918e+02, 1.236064660357120033e+02, 3.114463993528319747e+02, 3.969686857318399831e+01, 5.093037650739199762e+01, 5.015406116863999841e+01, 1.265415057571839981e+02, 4.216460410879999898e+01, 1.195298940518399888e+01
2.099000000000000000e+03, 3.145683372605440127e+02, 2.440046082785279964e+02, 4.180250145587199739e+01, 5.483427109273599598e+01, 3.312484467343359711e+02, 1.233293903134720040e+02, 3.115003213250560066e+02, 3.977109936537599566e+01, 5.168985171558399827e+01, 5.009507667148800181e+01, 1.263721313730559928e+02, 4.236669406412799788e+01, 1.186768145612800041e+01
2.100000000000000000e+03, 3.143358721556480191e+02, 2.442074280427519852e+02, 4.182158553907199661e+01, 5.398673647206399551e+01, 3.319115494195199858e+02, 1.233003573411839966e+02, 3.111509190246400181e+02, 3.994532236492799626e+01, 5.197900283903999963e+01, 4.984081376870400248e+01, 1.260410497925119984e+02, 4.214552421990399722e+01, 1.235700678655999951e+01
